,comment,toxic
22,"Число проституток в Израиле продолжает расти На минувшей неделе в ходе ежегодной конференции по положению женщин, проводившейся Институтом еврейских исследований имени Шехтера в Иерусалиме, был представлен доклад, в котором рассказывалось о сексуальной эксплуатации в Израиле. Согласно этому докладу, как пишет газета The Jerusalem Post, в настоящее время в проституцию в Израиле вовлечены около 14 тысяч человек, 95 из них женщины. Особо отмечается, что примерно 3000 среди них несовершеннолетние. Исследователи пришли к выводу, что возраст первого опыта проституции у некоторых 13 лет. Вновь, как и в предыдущих исследованиях, отмечается, что многие проститутки пережили сексуальное насилие в детстве. В докладе сказано, что только у 20 проституток в конечном итоге получается самостоятельно прекратить заниматься торговлей своим телом. Если данные, приведенные в докладе верны, то за последние два-три года число проституток в Израиле выросло на 14 . Ранее редакция NEWSru.co.il публиковала данные Национального исследования о проституции в Израиле 2016 года, согласно которому на тот период проституцией в Израиле занимались около 12 тысяч человек (95 женщины, 11 несовершеннолетние). По данным этого исследования, 43 проституток родились в Израиле, 52 составляют бывшие уроженки стран бывшего СССР. Причем 86 проституток еврейки, 97 гражданки Израиля. У 62 проституток есть дети. У 81 из них дети до 18 лет. 25 проституток обслуживают более семи клиентов в день. 66 женщин заявляют, что пришли к проституции из-за тяжелой финансовой ситуации. 7 из-за наркотиков. Свыше 80 проституток заявляют, что испытывают издевательства (физические или вербальные) со стороны клиентов. 76 людей, занимающихся проституцией, говорят, что хотели бы заниматься другой работой. Напомним, что 31 декабря 2018 года во втором и третьем чтении Кнессетом был утвержден законопроект о запрете на приобретение услуг проституток. Это был один из последних законов, принятых Кнессетом 20-го созыва. Законопроект был подан министром юстиции Айелет Шакед. Закон вступит в силу в июле 2020 года. Согласно этому закону, приобретение секс-услуг и пребывание в месте, где предоставляются такие услуги, будет считаться уголовным преступлением. Размер штрафа за приобретение секс-услуг составит 2.000 шекелей за первое нарушение и 4.000 за повторное нарушение. В отдельных случаях прокуратура может предъявить обвинения в уголовном преступлении, и тогда максимальный размер штрафа составит до 75.300 шекелей. Кроме того, полицейские смогут выписывать штраф всем присутствующим на месте преступления, не занимаясь выяснением обстоятельств их присутствия в месте, предназначенном для покупки секс-услуг. Проводившийся нашей редакцией в 2017 году опрос показал, что большинство наших читателей выступают за легализацию проституции в Израиле и не поддерживают инициативу о наказании клиентов проституток. Причем такое отношение к проблеме проституции остается неизменным в течение многих лет.
",0.0
23,"Блядь, ебаный ты шизоид, ты можешь нормально выражать свои мысли? Твой поток сознания читать просто не возможно. Возникает ощущение, что у тебя разорванное мышление или речевая бессвязность. Просто словесный шум какой-то. Прими таблетки и не забывай посещать психиатра, у которого наблюдаешься.
",5.0
24,"Уважаемый, да вы бредите. заварите ка как на картинке на любом заводе, где есть сварка. такая подойдёт?
",5.0
25,"А ты кто такой?Иди отседова
",5.0
26,"Тупой-тупой-тупая, ти-ля-ля-лю-лю!
",5.0
27,"Шизоид, где ты здесь установил взаимосвязь, лол? До толчка тоже зигзагами бегаешь?
",5.0
28,"Какие же хохлы хайзенберги, пиздец просто.
",1.0
29,"Моя знакомая, лет 10 как не курит. Это всё при том, что муж как курил так и курит в квартире.(в вытяжку принудительную и мощную на кухне). Тянет до сих пор её иногда, сны снятся как вновь закурила, до сих пор то в жар бросает, то в холод из за тяги. Старается не выпивать алкогольные напитки, потому что желание взять снова сигарету, адски просто нарастает. Занимается йогой, пробежки по утрам, да и без дела не сидит чтоб хоть как то отвлечься..
",0.0
30,"В племенах украинцев, особенно западных, с детства прививаются две мысли: 1. Ты самый умный. 2. Ловко наебал - значит молодец, понятия подлость и честь отсутствуют нацело. Поэтому, мой маленький дружок, вся твоя натужная изворотливость не работает. Пообщавшись с тобой пять минут, любой в России поймёт с каким сортом он имеет дело. Даже не разу не услышав мягкий акцент твоей речи.
",1.0
31,"ПОТОМУ ЧТО ЭТО МАСТЕР. А ВЫ ДЕЙСТВИТЕЛЬНО БЕ-БЕ-БЕ..
",0.0
32,"способность глубоко анализировать события Это когда он совсем недавно объебался с голландским оркестром или когда напиздел про разрушенный взрывом дом в Париже? Или, погоди, его аналитический талант проявляется, когда он говорит, что режим Путина падёт - неизвестно когда, неизвестно от чего, но точно падёт? мотивы Царь был гомоимпотентом и завидовал Боне - и поэтому Россия воевала с Францией? Или: народы Востока плохие, посмотрите - у них даже мечи всегда кривые? непревзойденная рассудительность и мудрость Да, обвинять Соколова в краже концепций, которым сто лед в обед - это охуительная мудрость. А подавать на него в суд на основе ролика с пинком лакею - это пиздец рассудительно. умение переспаривать любых подсадных оппонентов (потому что Гуру всегда прав ходит только туда, где ему дают выиграть ) Пофиксил . гениальный артистизм пронимающее душу пение А, так ты всё это в шутку. Пардон, не распознал. у нас нет оппозиции они не спонсируют талантливых людей из оппозиции Женичка, ты уж определись. Судя по этим словам, это не обычное нытьё, похоже, двухмэтр уже хотел присосаться к карману какого-то богатея, но был встречен фигой? Этот, Соколов.. Зябликов, Соловьёв Неприятная для Ебжена тема вылазит с оговорками, боль не скрыть.
",4.0
33,"Не поверите. Н о л ь.
",0.0
34,"navalny Максим Галкин maxgalkinru задал мне вопрос. С удовольствием отвечаю: Максим, спасибо за то, что подняли такую важную проблему. Однако, согласиться с Вами не могу. Вы подаёте дело так, как будто Владимир Соловьёв - просто звезда шоу-бизнеса, наподобие американской Опры. Зарабатывает много, значит может покупать себе дома где угодно. Это не так. Соловьев - государственный пропагандист на государственном телевидении. Сейчас он везде и не вылезает с экрана не потому, что талантлив, а потому что в стране ТВ-монополия государства. Соловьёв готов врать больше других, вот его и держат на экране. Была бы реальная конкуренция между ток-шоу и их телеведущими, Соловьёв был бы там, где ему и место - третьесортным радиоведущим. Каким он собственно и был до того, как всех настоящих звезд ток-шоу с нашего телевидения не выгнали, а их программы не закрыли по соображениям цензуры. Максим, вы говорите о рейтингах и прибылях, которые Соловьёв приносит каналу Россия-1 , а я смотрю в таблицу бюджета нашей страны и вижу, что Россия-1 глубоко убыточна. Ежегодно получает бюджетную дотацию. 24,6 миллиарда рублей за прошлый год. 24 МИЛЛИАРДА, Максим. Этого бы хватило на то, чтобы оплатить операции всем больным детям в стране. Но ушло это на гонорары всяким соловьёвым, а потом превратилось в виллы на итальянском озере Комо. Так что это не Соловьёв приносит. А все мы - налогоплательщики - (и Вы тоже, Максим) приносим деньги ему в карман. И я не хочу оплачивать роскошную итальянскую жизнь этого лжеца, лицемера и мерзавца. Тут нет никакой ненависти к богатым, никакого большивизма. Только здравый смысл. Видео взято с телеканала Дождь , логотип обрезан не по злому умыслу, а потому что его отрезал инстаграм, делая ролик квадратным.
",4.0
35,"В жизни бы не купил такое дорогое пиво... повседневные для жителей столицы вещи Да не повседневные они. Вон, у нас, когда родители приезжают, мы проводим им мощную культурную программу - ездим в горы, на океан, и т.д. Получается очень насыщенно. Но всё остальное время года мы это делаем намного реже. Повседневно - это метро, исторический центр (архитектура) и больший выбор всего (кнотеатров, театров, ВУЗов, магазинов, бизнесов). Ну и меньшая унылость.
",6.0
36,"всраньку леху пыню влада сисяна затравили, а эту шлюху нет. Почему? она тян.
",4.0
37,"Тамбовский волк тебе товарищ!
",5.0
38,"Твоих граждан ? Твои товары ? у ВАС растёт продолжительность жизни? Те гауляйтеры - это ты и твои хозяева-кормильцы, предающие и насилующие российский народ ЕЖЕДНЕВНО И ЕЖЕЧАСНО. Вы торгуете недрами, вы пытаетесь пристроить награбленное подальше от ограбляемогонарода, вы наполнили страну полицаями , защищающими исключительно ваши интересы от российского народа. Вы гоните в НАТО нефть, газ, лес и прочие ресурсы, которые воруете у россиян, вы обложили данью всех от мелких и крупных торговцев, до самозанятых , выживающих в беспределе грабежа и воровства, творимого вами в стране. Вы оплачиваете свои права кровью и потом народа. Свои права по уничтожению этого самого народа. Деньги ВЫ превратили в мерило прав. Право на здравоохранение, образование, защиту и все базовые права ВЫ требуете оплачивать, не считая людьми и гражданами никого, кроме тех,кто это всё оплатит звонкой монетой. И войска НАТО приведёте в страну тоже ВЫ. Своей неудержимой жаждой денег и власти. Так же, как это сделал ваш свято-кровавый николашка , приведя в Россию своих партнёров . Они - ВАШИ партнёры - не мои. Так вот, знайте. Когда ваши партнёры по грабительскому бизнесу придут лишать ВАС вашей доли, и вы, и они будут по другую сторону фронта от меня и российского народа - точно так же, как вы и они ВМЕСТЕ по другую сторону фронта экономического все последние 30 лет. Я за ваши головы не дам и гнилой картошины. Так что, бойтесь не их. Бойтесь нас. Они для меня - просто враги, а ВЫ - ПРЕДАТЕЛИ СОБСТВЕННОГО НАРОДА, говно безродное, НЕЛЮДИ. И только очистив страну от таких как вы, возможно её защитить от них. Запиши на обороте своей методички, и передай по команде.
",4.0
39,"Ну, ясно-понятно, высказать аргументы вы не можете, умеете только на минус нажать. Ок, я пошла - чего с безмозглыми разговаривать, всё равно скоро докраситесь за рулём и в дтп все и помрёте. Естественный отбор, чо.
",5.0
40,"Ты из какого века блядь?
",5.0
41,"Ты явно не россиянин. Во первых ни одному россиянину не придёт в голову спрашивать чьё-то мнение по вопросу Крыма. А во вторых сегрегация людей при помощи вопроса Чей Крым это чисто холяцко-нацистский приёмчик. Палишься,порохобот. Ну и в третьих - у нас свободная страна и каждый имеет право на своё собственное мнение по любым вопросам. У нас даже один кандидат в президенты открыто заявлял что Крым надо вернуть Украине
",4.0
42,"Мой коммент - ответ на другой коммент. Это видно прямо на мониторе. Ответ по теме. А Ваше выступление - выезд на лыжах из... не знаю уж откуда. Но лучше Вам туда вернуться.
",6.0
43,"Так ты гомосексуалист?
",5.0
44,"Антонио, ты весь в красном!
",0.0
45,"Что те быдло, что те. Быдло пиздит быдло. Ну нормально так.
",5.0
46,"Это у тебя подгорает в одном месте, видимо перцем намазали....
",5.0
47,"Ну кстати, если говорить о сельских жителях, то хохлы попрацовитее будут чем кацапы. У хохлов огородик, садочок вишневый биля хаты, обязательно палисадник с цветочками, плезир одним словом, как царь Петр говорил. У кацапа дом из бревен, и помойка во дворе, как у цыган.
",1.0
48,"Тупая шлюха, эта мразь лила отбеливатель на штаны и все что под ними. Я еду по делам а мне обливают штаны, ну охуенно наверно, баловство оно такое! Если бы по приколу было и не преследовалась цель бабской ебанутой мести, как это явно прослеживается, она могла бы просто стрельнуть из водного пистолета водой. ВС ! И мужики бы задумались и никто не в обиде.
",2.0
49,"К сожаленю приходится опускаться до уровня понятного тупым пиндосам: показывать мультики, чтобы пиндосы поняли через сколько секунд они исчезнут вместе со своим фашингтоном.
",1.0
50,"Говорят, что у алиэкспересских Лански очень быстро стираются камни. Сам подумываю о приобретении заточной системы для своих складников, но оригинальную покупать дорого, а китайскую как-то хз) в итоге пользуюсь самодельной)
",0.0
51,"Таких как ты , поверь мне, больше)
",5.0
52,"Так там по сути никто и не работает дольше 3-х лет для стажа в типа сириус конторе. У нас в филиале роскосого так: после универа за 15-20к работают во всяких лабораториях, потом уебывают на вольные хлеба. Постоянно там только старичье совкового пошива и сотни начальников, 90 которых даже на работу не ходят, чисто зп получают.
",0.0
53,"Уважаемый, ты реально глупый и не вкуриваешь, о чьих именно трусах идет речь? Или просто дурака валяешь?
",5.0
54,"Блядь, хохлы, вы бы хоть с проксей писали, няши тупые.
",1.0
55,"Ладно, ты обсерился, я тебя понял. Можешь уходить.
",5.0
56,"Люди зажрались и охуели если по мнению этих игроков андромеда лучше Антема. Хотя че там с багаутом76 сравнивают вон... Вот оно че оказывается, игроки просто охуели, ну ок. Вот долбанные пидерасы, не хотят покупать такую отличную игру, а еще смеют ругать такой божественный геймплей. Баги, хуевый геймплей поправят, а контент, ну его запилят, через год другой, причем бесплатно! Ага. Стоит лишь потерпеть!
",6.0
57,"Он тролль А ты что несёшь? Как можно присоединить исконно русские територии к исконно русским же терриориям.
",6.0
58,"Ну давай разберём всё тобой написанное. Бляядь, вы действительно думаете вы лучше пидорашек? Ну в целом, всё что живёт в рашке - затронуто говномидасом, но никто тут это не признает. сейчас воспитывают массу хороших кодеров В соседнем треде обоссали уже. Иди обтекай. Вы унижаете русских детей в школе Я учился в рашке и у нас был класс, который состоял онли из русачков. Думаешь, что то изменилось? Чурки тебе говна в жопу залили и заставили русачков в классе кошмарить омежных русачков? Я не люблю выражаться фразами нациков, но вы воистину столетия просто сидели в горах и ебали баранов, вас даже народ-пидор смог захватить. Плоховато ты знаешь историю. Когда русня пришла на Кавказ, тут всё уже было поделено османами и персами. А потом РИ наебала персов и постоянно нападала на османов высасывая причины из пальца, в принципе, русачки, что от них ещё было ожидать. В прошлом вы (чеченцы, даги и прочие сорта) были просто дикарями...А если говорить о среднеазиатах, которые бугуртят с оккупации, то вы были обычными нищими кочевниками Очередной акт незнания истории. Например у кавказцев по факту у народов отвественных за этногенез дагов и азеров уже был Дербент, а русачков даже в планах не было. Почитай историю Кавказа и Средней Азии, там были и локальные империи и нагибы округи и прочее и прочее. Называют русских пидорашками, славщитом. Говоришь это так, будто бы в этом что то плохое. У меня знакомые po рашеры irl, которые являются русскими и которые ссут на русню с ещё большей колокольни чем я Сейчас вас все боятся потому, что если пидорашка сделает в вас пару дырок, защищая себя, то его посадят на бутылку, а если вы убьёте пидорашку, то вам нихуя не будет. Может потому что в рашке мочить с волыны ножа человека, который идёт на тебя с кулаками - превышение пределов самообороны? Кто виноват в том, что русня настолько вырожденческая, что один чеченский доходяга ставит на колени группу русачков? Ты думаешь, будь руснявая гопота менее вырожденческая, то так же людей не кошмарила? Кто виноват, что вы морозитесь или даёте по съебатору, когда видите, как вашего славянского друга избивают унижают? Да чего уж там, тот митинг вспомните, где жирик, какого то парня на колени поставил и все вокруг стоят и снимают, словно стадо руснявых баранов. Зуб даю, в той толпе стояли его друзья и знакомые. Лично для меня это пиздец, особенно проигрываю, когда там не какой нибудь братуха-борцуха, а смарчёк чеченский. Никогда бы не бросил и не бросал друга в таком пиздеце и не важно, какой нации был друг, а какой нападавший. Вся ваша проблема не том, что вы слабками, не в том, что большинство русачков еблом похож на свинью, не в том, что за тысячу лет существования не смогли построить нормальную цивилизацию и другим не давали. Проблема в обыкновенной ошибке выжившего, вы видите кавказское быдло гопника, потому что оно в среднем сильнее, напористее, агрессивнее и образ кавказца, как лица которое представляет опасность выжигается у вас в мозгах, при этом не хотите замечать, что у вас, целые города набитые руснявыми АУЕшниками, потому что один среднестатистический руснявый гопник ауешник быдлойд сосёт у одного среднестатистического чуркобесского гопника быдлойда. В конечном итоге русачков в станице кущевской ебал кто? Другие русачки. В школу приезжали и выберали лолей на поёбку кто? Другие русачки. Сжигал русачков кто? Другие русачки. Всё вскрылось совершенно случайно. Сколько таких станиц, деревень и городов по всей рашке? аз-кун
",1.0
59,"pЕНo, штaт Невaдa. Бoльшинcтву пoдpocткoв из Невaды будет paзpешенo вoдить мaшину пo зaкoнoпpoекту, кoтopый будет paccмoтpен в зaкoнoдaтельнoм opгaне штaтa Невaдa. Зaкoнoпpoект accaмблеи 213 нaпpaвлен нa pacшиpение cущеcтвующегo гocудapcтвеннoгo зaкoнa, и пoзвoлит cельcким жителям в вoзpacте oт 14 лет caмocтoятельнo ездить в шкoлу в небoльших гopoдaх и oкpугaх, где не хoдят шкoльные aвтoбуcы. Этa меpa, пoддеpжaннaя депутaтoм accaмблеи aлекcиcoм Хaнcенoм, пpедocтaвит эту пpивилегию учaщимcя, незaвиcимo oт тoгo, где нaхoдитcя их шкoлa. Этo oзнaчaет, чтo 14-летние дети мoгут вcкopе ездить в шкoлы, кoтopые не пpедocтaвляют aвтoбуcы ученикaм, дaже в тaких кpупных oкpугaх, кaк Уoшo и Клapк. Вoдители штaтa Невaдa уже мoгут пoлучить пpaвa учaщегocя в вoзpacте 15,5 лет, пpи уcлoвии, чтo oни везут c coбoй пaccaжиpa, кoтopoму иcпoлнилcя 21 гoд и у негo oпыт вoждения не менее гoдa. Невaдa - oдин из немнoгих штaтoв, ктo paзpешaет вoдителям пoлучaть paзpешения для учaщихcя в вoзpacте дo 15 лет. Южнaя Дaкoтa выдaет учaщимcя в вoзpacте 14 лет oгpaниченные пpaвa в вoзpacте 14,5 лет.
",0.0
60,"этот самоподдув из манямирка какла. весь мир, сам аллах завидуют жителю нищей полубандитской папуасии на окраине россии.
",4.0
61,"В СОВКЕ САМОЕ ЛУЧШЕЕ ОБРАЗОВАНИЕ! - ПО МНЕНИЮ ЛЮБИТЕЛЕЙ ЗАРЯЖАТЬ ВОДУ ОТ ТЕЛЕВИЗОРА В СОВКЕ САМЫЕ КРАСИВЫЕ ДЕВУШКИ! - ПО МНЕНИЮ НОВИОПОВ В СОВКЕ САМЫЕ ЛУЧШИЕ ТОВАРЫ!- ПО МНЕНИЮ ЛЮБИТЕЛЕЙ ПОДТИРАТЬ ЖОПУ ГАЗЕТОЙ, А НЕ ТУАЛЕТНОЙ БУМАГОЙ В СОВКЕ САМАЯ ЛУЧШАЯ МЕДЕЦИНА! - ПО МНЕНИЮ САМОГО АБОРТИРУЕМОГО НАРОДА В СОВКЕ САМАЯ ЛУЧШАЯ ТЕХНИКА! - ПО МНЕНИЮ ЛЮБИТЕЛЕЙ ПЛАГИАТА В СОВКЕ САМЫЙ ВЫСОКИЙ УРОВЕНЬ ЖИЗНИ! - ПО МНЕНИЮ ЛЮБИТЕЛЕЙ ДЕФИЦИТА
",4.0
62,"Шизофазия (речевая разорванность) симптом психических расстройств, выражающийся в нарушении структуры речи, при которой, в отличие от речевой бессвязности (потока несвязанных слов), фразы строятся правильно 1 , однако не несут никакой смысловой нагрузки, а содержание речи соответствует содержанию бреда 2 . Это расстройство речи отражает разорванность мышления пациентов 3 . Это расстройство характерно прежде всего для шизофрении. Понятие шизофазии было введено Э. Крепелином в 1913 году и некоторое время она считалась особой формой шизофрении 4 . Некоторые авторы даже выделяют отдельную форму шизофрении с таким названием 3 . Для шизофазии характерна повышенная речевая активность, речевой напор, а также симптом монолога , характеризующийся речевой неистощимостью и отсутствием потребности в собеседнике 4 . Как правило, этот симптом сочетается с внешней упорядоченностью, доступностью для общения и относительной интеллектуальной и аффективной сохранностью больных 4 . Отличительной чертой шизофазии считаются преимущественная продукция морфемных словообразований и глоссоманиакальных высказываний 5 . Помимо параноидной формы шизофрении 4 она может возникать при тяжёлом слабоумии 6 .
",0.0
63,"Может и старый, может и маразматик. Про то писать кириллицей или латинницей вам виднее, не спорю. Но как задвигают русский язык уже видно. Дальше скажут что все будет только на казахском и внезапно пол страны окажется вторым сортом. (Я надеюсь, что ошибаюсь, но это уже проходили в других странах азии, прибалтики, закавказья) А так я за мир во всем мире. Русский слон лучший друг Казахского слона.
",0.0
64,"Возьмём как пример Россию, западноевропейские страны и США. Идёт метисация, сознательная политика замещения белого населения на пришлое черно-коричневое. Идёт создание новой расы метисов, исламизация и почернение. В крупных городах половина населения - выходцы из ебеней Мексики, Африки, Ближнего Востока, а в случае с Россией - Кавказа и Средней Азии. Этнические ниггеро-арабские гетто верят на хую законы как хотят, чудовищная по масштабам этническая преступность. Говорить о миграции и тем более затрагивать тему замещения коренного населения властями нельзя, иначе бутылка. Свобода слова тут не для вас, молодой человек. При этом говорить о том, что белые должны вымереть, и это нормально - можно. Белые официально вымирают ведётся пропаганда так или иначе направленная на снижение рождаемости белого населения. Феминизм, ЛГБТ, чайлдфри. Каждая женщина в Швеции - леволиберальная феминистка, это страна победившего феминизма. Что сегодня там происходит - страшно делается. Пропагандируются смешанные браки, межрасовые браки, пропагандируется превосходство детей-метисов. Идёт демонизация белых и пропаганда превосходства чёрных и смуглых мужчин, форс отношений белая женщина смуглый чёрный мужчина-мигрант. Как результат - всё больше чернильниц, всё больше смешанных браков, всё больше небелых метисов. Белые женщины просто не хотят контактировать с мужчинами своей нации и расы, наделяя их самыми плохими качествами и обожествляя черных. При этом большинство белых не считает завоз чурок чем-то плохим, наоборот, относятся к ним толерантно. Проводится политика насаждения толерантности, мультикультурализма, политкорректности и космополитизма. Набирающее популярность даже в России SJW - это вообще отдельная тема для обсуждения. Всё вышеперечисленное относится к сильнейшим когда-то странам, бывшим империям, нагибающим слабых. Сегодня происходит так, что бывшие империи в прямом смысле деградируют, вырождаются и вымирают, а место сильнейших когда-то, господствующих народов, занимают те, кого когда-то колонизировали. Во Франции к 2080 уже будут доминировать негры и арабы, в России - кавказцы и выходцы из средней Азии, в Великобритании - индийцы, негры, арабы, пакистанцы, etc. А в маленьких, нейтральных странах, вроде Словении или Беларуси, Литвы или Чехии, Румынии или Эстонии - всё пучком. Им вымирание не грозит, они остаются и будут оставаться белыми. Более того, у них ведётся политика, направленная на сохранение традиционных ценностей и культуры коренного населения. Они сказали беженцам нет . В Польшу, например, русскому или украинцу гораздо легче переехать и остаться, чем арабу или африканцу. В Германии ситуация противоположная, белых там не ждут. Польша, Чехия, Словакия, Венгрия, Словения, Хорватия, Сербия, БиГ, Черногория, Македония, Греция, Болгария, Румыния, Молдова, Украина, Беларусь, Литва, Латвия, Эстония - вот Европа будущего. Скандинавия, Южная, Западная Европа, а также Россия - лишатся коренного населения и своей культуры.
",0.0
