,comment,toxic
40,"Удельная проводимость стали 10 000 000 Удельная проводимость водопроводной воды 0.0036 Вода 36 мкСМ м Сталь 10МСМ м Так что пластиковые трубы - это хорошо
",0.0
41,"Это ты своей маме и сестре родной? С утра?
",5.0
42,"Например вот тут: https: www.google.ru url?sa t source web rct j url http: www.consultant.ru document cons doc LAW 34683 aed7d03df679e3376974dadd131b899dc6966650 ved 2ahUKEwiar-2jj8 gAhVE-yoKHR3ECB4QFjAAegQIBBAB usg AOvVaw09ObjWoB9D2SDDZBVcDLUF
",0.0
43,"да не, там вполне современная, относительно, техника. в квартирах разбитых как раз таки антураж 2013 сервизы и шкафы тех лет)
",0.0
44,"Ванька, пиаришь свой убогий кривой сайт и все кто с тобой несогласен( а тобой несогласны все, кроме одного анана из 2016 года) называются модераторскими подсосами.
",5.0
45,"1) чё, еба - вы уже додумываете, где вы быдло-сленг углядели? Или смутило то, что я на Ты общаюсь? 2) давайте не будем самообманываться и говорить, что внешность не важна, что обидного лично для вас в просьбе фото?
",6.0
46,"Ага, но если посмотреть на историю региона чуть раньше то будет так: Русские подружились с черкесами. Русские перестали дружить с черкесами, после их нападений. Соседи осознают, что какая-то хрень пошла, просят защиты у России. Черкесы и чеченцы начинают грабят соседей и входят во вкус, формируется кодекс чести набегов на соседей и целая набеговая система. Россия переселяет казаков на границу. Черкесы и чеченцы начинают грабить и убивать казаков, при этом активно занимаются и междуусобными войнами. Терпение России заканчивается, кавказцы слегка получают по голове. Кавказцы не унимаются и получают поддержку от врагов России (османов и англичан) и отрабатывают её. Терпение России заканчивается и черкесы получают по полной. Остатки черкесов более 150 лет удивляются и обижаются, а нас-то за шо? Раз уж лезть в историю, то может лучше вспомним как вместе от Крымского ханства отбивались и Казань вместе брали?
",0.0
47,"называет Шарикова педофилом в 2к19-ом Чо, педофилия теперь срок давности имеет? Ща как представил, как тебе Шарий всунул свой грубый хуй в задний проход, когда тебе было всего 10, а ты через пять лет такой: Йееееех, ну это ж дувно было, ни пидафил!
",5.0
48,"Ну например потому что кончалось лето и если бы я быстро не отстроилась - ещё почти год жила бы на съёмных квартирах. А я если честно вешалась от них - я до этого 10 лет с родителями загородом жила, мне тесно в Москве)
",0.0
49,"Какую советскую замшелую хуйню ты несешь - как так так кря кря народы братья кря кряк православные - сколько себя помню с нулевых хохлосрачи в сети, читал Дневники Дроздовского, он там описывал что когда они уходили из города украинские националисты кричали им оскорбления в спину, снимали и топтали флаги, одновременно унижаясь перед немцами, и у Булгакова тоже самое: мразь с хвостами на головах , братская дружба длиной в век. Обоссаный одноклеточный дебил посылает кого-то в одноклассники. Пиздуй в б или откуда там выползают настолько тупые создания.
",4.0
50,"Обезьяну колонизировали, привезли в Европу, дали возможность стать человеком. Обезьяна отблагодарила.
",1.0
51,"ви таки дурак, простите? )
",5.0
52,"На какое противоречие ты указал, идиот жопоглазый? Там ясно указан разграничительный признак.
",5.0
53,"Он уже не стесняясь по кд срет, модератор его друг что ли?
",5.0
54,"дырка у тебя в голове.
",5.0
55,"Двачую этого. Свиньи уже в наглую пиздят что их тут нет и что они не срут в по мойке
",6.0
56,"У меня мать в охране работала как то, там там ебали за то что ты не отвечаешь в ватсапе. Типо если вообще не будешь в группе сразу увольнение ебанутый ватсап этот, информационная помойка, а в Якутии ВСЕ сука на нем помешаны!
",6.0
57,"Вы привели достаточно аргументов чтобы их не просто выгнать а показательно расстрелять около подъезда. Мне более нечего вам возразить. Я не могу оперировать ценностями вашего убого эгоистичного НЕДОразума.
",5.0
58,"Роды в срок - 38 недель. Т.о. осталось носить еще почти 2 месяца.
",0.0
59,"Так ее уже заставили ) нужно перезаставить или отменить первое. на троечку троллишь, без души, нужно душу вкладывать, что ж ты так слабо. Образ циничного дебила не очень удачно получился. Это как, творишь лютую хуйню, а виновата она, действия твои, а расхлёбывать ей, она на эмоциях, а ты думаешь, что это взвешенное решение. Дебилы, блядь (с)
",5.0
60,"Ну хочешь я стану твоим другом? Как тебя зовут? Чем увлекаешься?
",0.0
61,"Другого я от тебя и не ждал, школьник максималист.
",5.0
62,"Ты лучше свои ссылки в спортлото отправляй. Там ошибок море.
",0.0
63,"Да ты ещё и неуравновешенный.Я понимаю что тебе приходится заниматься какой-то хернёй и возможно не об этом ты мечтал в жизни,но ты сам выбрал этот путь.Так что веди себя сдержанно и спокойно говори о том,как плохо высказывать своё недовольство как всё неплохо(могло быть и хуже) хочешь чтоб было как на Украине? и т.д. короче отрабатывай по инструкции,челядь
",5.0
64,"пруф или пи..бол шарлатан)
",5.0
65,"Зачем тут тогда разговариваешь? Жалко что ты вообще родился...
",5.0
66,"Так то стоит около 12,5 тысяч, но мне вышло в 6636 рублей и бесплатная доставка
",0.0
67,"Ой, блядь. Украины как страны не существует, это вид болезни, патология. Как будто хохлики что-то там решают.
",1.0
68,"Камера заднего вида и книжная лига? Вы тролль
",0.0
69,"Да. Можете ради интереса засунуть палец себе в рот и пощупать свой собственный язык глубже, чем видно в зеркале. Сильно удивитесь.
",0.0
70,"Да не торопись ты так, бабуль
",0.0
71,"греки всегда падлили россии, это как жид ы либерасты, откровенные русофобы... наши там чото с ними сюсюкаются, афоны, хуёны... а греки в ответ лишь наебывают русских да офшоры для жид олгирахов создают чтобы грабить русачков... надо признать кипр за турцией, пнуть под сраку вафляломея и поставить в константинополи наших русских попов И ПУСТЬ ВЕСЬ МИР ОТСОС Т!!!
",1.0
72,"У вас что, ночное большевистское обострение?
",4.0
73,"Да насрать всем уже на это засохшее дерьмо! Алсо, скорее всего жирный свин почуял что его блядскому магазинчику наступает капздец и начал пытаться маневрировать.
",6.0
74,"У вас пост поломался.
",0.0
75,"смешно. я просто написал, что мнение некого внештатного специалиста не должно публиковаться. про лживых девушек я ни слова не сказал. и про проблематику, которая в посте. я просто усомнился в правдивости источника. вы опять врете. сознательно избегаете вопросов, смешиваете разные посты и трактуете их в свою пользу. первая на оскорболения перешли вы. с моей стороны это был чистый стеб. потому что вы начали пользоваться совсем банальными стереотипами, я отзеркалил это на вас, также написал стандартные мужские заблуждения про женщин. прекратите людям хамить, научитесь аргументироано спорть, и прибудет с вами счастье!
",0.0
76,"ссылки я давал, модератор в мягкой и корректной форме послал меня нахер
",0.0
77,"я их маму ибаль, мааааааааматкунем!
",6.0
78,"Более полутора тысяч человек стали жертвами незаконных онлайн-трансляций из гостиничных номеров в Южной Корее. Об этом сообщает CNN со ссылкой на местную полицию. Камеры были спрятаны в телеприставках, розетках и держателях для фенов. Отснятый материал выгружался на специальный сайт. На портале было зарегистрировано более четырех тысяч человек. 97 из них оплатили ежемесячный взнос в размере 45 долларов (почти три тысячи рублей). За доплату пользователи могли подключиться к стриму в прямом эфире. В преступной схеме участвовало несколько человек: двое мужчин уже арестованы, в отношении двух других ведется расследование. Установлено, что сотрудники гостиниц ничего не знали о преступной схеме. В прошлом был похожий случай, когда в отелях устанавливались нелегальные камеры, и их постоянно тайно смотрели, но полиция впервые обнаружила ситуацию, когда видео транслируется в прямом эфире в интернете , уточнили в правоохранительных органах. Незаконно снятые видео являются распространенной проблемой в Южной Корее. Чаще всего злоумышленники крепят скрытые камеры в общественных женских туалетах. Такой жанр называют spycam, записи позднее продаются в сети. В 2018 году десятки тысяч женщин вышли на улицы Сеула и других городов в знак протеста против таких преступлений. Выступления проходили под лозунгом Моя жизнь не ваше порно . Ранее владелица крупного южнокорейского порносайта, известная под именем Сонг (Song), была приговорена к четырем годам тюрьмы. На ее портале размещались тысячи spycam-записей.
",0.0
79,"тебя тут вахтёром назначили ?
",5.0
80,"Тебе кольцо покупают , беги глупец!
",5.0
81,"Принятые военные доктрины с тобой не согласны, пидорандель. Ах да, я забыл, жид овствующие пиндосы и евреи их игнорируют, покрывая военные преступления своих солдат и вводят санкции против суда в Гааге за попытки привлечь виновных
",5.0
82,"Таких как ты психопатов на хуй отстреливать в детстве.
",5.0
83,"Блядь, каждая вторая семья разваливается. А они не рассчитывают Так они сами всё портят, сами друг другу мозги клюют. Дебилы, бля.
",6.0
84,"А в твоем блять не стояли! вы же пердуны старый все высоко духовные интеллектуалы.
",5.0
85,"Всегда знал, что эта поехавшая сука-хохлушка.
",1.0
86,"Ты в маём серце казёл.
",0.0
87,"Вам в b никто не рад и не ждет, вы - мусор. Никто кроме вас самих не хочет видеть в b, продолжайте спамить ссылками на d в своём загоне, никто вас не вернет.
",6.0
88,"Крым это Украина В голосяндру с этого хохлосяндра!
",4.0
89,"Позвольте узнать, скольких детей вы воспитали, дабы утверждать, что ребенок - это примитивный и легко предсказуемый алгоритм, в котором нельзя - значит нельзя? Удобно все и всегда на воспитание спихивать, вроде я ничего в жизни не добился, но не потому что я нихера делать не хочу, а потому что меня так воспитали, моей вины в этом вообще нет. И родители не виноваты, их тоже так воспитали. Адам с Евой всю ответственность несут, а мы так, по течению плывем. Значит люди, которые имеют проблемы с алкоголем - быдло. Люди, дети которых причинили любой вред чужой собственности - быдло. Но может тогда и люди, которые перестают следить за своим здоровьем и мало двигаются - быдло, ведь они тоже осознают риски? Люди, которые вместо саморазвития приходят домой и смотрят сериальчики, просто потому что им лень что-то делать еще, они тоже быдло, ведь разница с алкоголиками в способе отдохнуть, структурно никакой разницы? Но тогда логичный вопрос, а есть ли НЕ быдло на нашей планете?
",0.0
90,"Да нахуй ты мне это скинул? Если я теку от неё, естественно я пересмотрел её видосы. Но самый кайф на канале молодого человека, где он её за жопу хватает и пальцы в рот суёт. Если меня привлекают такие тян, я быдло?
",0.0
91,"Игорь, ты? Помнишь меня? Я твой одноклассник. Я узнал тебя по твоим шизоидным словам и высерам. А помнишь, как мы всем классом нассали тебе в кружку в третьем классе, на сладкоежке? Ты ещё выпил, облизнулся и попросил добавки. А потом тебя пришёл забирать твой отец, тот самый дворник, который на Вернадского изнасиловал собаку и получил условный срок за то, что украл плавленный сырок в магазине. Он зашёл в класс, все стали смеяться, а ты обосрался под себя от стыда, а потом сказал, что всю жизнь будешь ненавидеть дворником, но в 9м классе, когда ты пошёл на рейд, чтобы их отпиздить, то они пустили тебя по кругу, после чего тебе наложили на анус восемь швов. Как поживаешь, Игорян?
",5.0
92,"ты грызун не забывай свою историю - как твоя великая грузия платила дань малолетними грузинскими пидарасиками для всех жопошников персии и турции.
",1.0
93,"НЕ ТАК: с ватников. вопрос: любишь сралина? за кого голосовал? за питуна?
",4.0
94,"Тоже проигрываю с укро-манек. Хотя вангую тут не только укры, но и некоторая часть русских шизиков с манямирком. Сами же вчера еще проигрывали с ватных ВР ТИ, а сегодня сами той же хуйней занялись. Вообще в последнее время все больше и больше убеждаюсь, что ватные дегенераты и фанатичные свидомиты либеpаxи друг друга стоят. Одним русня говна в жопу заливает, а другим - злой запад.
",4.0
95,"У вас, похоже, депрессия. К врачу попробуйте сходить. Мб полегче будет. Ну и жена, конечно, доконала вас.
",0.0
96,"тебя бы в первых рядах на эту войну погнали, дурик. потом кричал бы в объектив камеры: не хочу умирать! отпустите - вы же добрые!
",5.0
97,"21 век, как ты такой неграмотный?
",5.0
98,"Западенские каклы в Польше - это чмо пиздец какое просто. Сам лично одному там в автобусе втащил. Его блядь приняв меня за поланда начала обкладывать русским матом за то что я их согнал в автобусе с первых мест за которые заплатил, типа я нихуя не понимаю. Сами поляки при этом в кайф стояли и смотрели как русачек щемит какла.
",1.0
99,"Очевидно, что топтать дворников и чем там ещё федоровичи по всей стране занимались- это просто другой уровень деятельности Вот и попался куколд-воевака. А гонору сколько было, да мы на дунбусее, да я в грозном двери настежь - давай говно на разы. Когда твою сестру будут насиловать черенком от веника три дворника, то ты будешь просто играть в Подземелья и Драконы и делать вид что ничего не происходит. А не, как Джимми Нейтрон напряжёшь мозги и будешь искать РЕЛЕВАНТНОЕ решение проблемы, пока сестричке, с венком ромашек на голове, раздирают дырочку. Ссали тебе в рот всем кондопогом, чека-нацианалистъ. Твои маняврирования от вопросов точно такое же тухлое пиздабольство как и на стремах жирного, можешь в гости записатся, если достаточно всратый для их патоков. Ах, да, а хули ты у мамы под юбкой, а не спасаешь наших новиопов в трусках от злых фашистов? За пять лет так и не собрался? Давай реще, чучело.
",4.0
