,comment,toxic
24,"Да нету там никакой альтернативщины, ничего такого Глуховский не придумывал. Первая книга была неплохим постапокалипсом, вторая странной писаниной, а потом автору на волне украинских событий, тугой струёй либерастической мочи окончательно сдуло голову. Что говорить про игры - далеко от сюжета книг, но недалеко от маразма. Вспомните хотя бы трейлер ко второй части, где блять солдаты в шинелях до пяток, и где люди - аки беженцы в первую мировую несутся тупым стадом. Никого не смущало тогда. С чего вдруг сейчас жопы гореть стали?!
",0.0
25,"Девушка хоть не похожа на обезьяну с гифки?
",0.0
26,"Это у него лысина, что ли?
",0.0
27,"Не имеет никакого шанса откупиться в наших условиях. А мост может и не окупится, но имеет стратегическое значегие
",6.0
28,"Хули ты тогда тут делаешь? Читай ресурсы соответствующие твоему интеллекту
",5.0
29,"хуйню второе сообщение подрядят несешь ты. Опять пишешь что Гримберген дешевое, но даже не читал мое сообщение: У нас он 120р.в ленте. Это 180р в пересчете на 0.5 в каком месте это блять дешевый имопрт? Ты в какой реальности живешь? Годный импорт в кб-ленте стоит от 70-100р рублей (как раз таки эли - я почти только пшенички пью). За 180р полно рф крафта.
",6.0
30,"2) 3) СТИРАЯ И УБИРАЯ ГОВНО ГОЛОЙ СМОЧЕННОЙ РУКОЙ Пошел нахуй, чухан.
",5.0
31,"Так высрал же тебе на лицо, а ты утерся и отреагировал, ну че ты как маленький.
",5.0
32,"Встретил бы я тебя на улице, ох и поплакал бы ты горькими слезами.
",5.0
33,"Лол, совковая пидораха полыхает, но аргументов кроме ДА ВЫ ЖЫ НИЧИГО НИ ПАНИМАИТИ не принес. Рашка сейчас - это совок, который воюет с другими странами (привет, Афганистан), экономика катится в жопу (привет, дефицит), запрещает иностранные товары (привет, совковые пидорахи, готовые дать в жопу за джинсы), и все это на фоне политического болота (привет, Леонид Ильич)
",4.0
34,"нацибляди не люди. нац-отсосы - леваки
",4.0
35,"С не уходи от темы твоих грехов, маловер-гоблоугодник. Покайся, анафема!
",5.0
36,"потом от пиздюлей и правда хромой станет
",6.0
37,"Вали нахуй,мужик хоть нормальную себе найдет.
",5.0
38,"Попробуй крановщиком на башеннике поработать, седина твоя махом выпадет.
",0.0
39,"Вы там осторожней, а то увидит что вы тут про него пишете и переебёт с ноги.
",6.0
40,"Знаете, моя подруга живёт с мужчиной, который вероятней всего ей изменял (переписки разрывала какие-то, но он оправдался, что это были только переписки и до встречи не дошло), который за 5 лет совместной жизни не знает, что такое квартплата и затраты на ребёнка (от предыдущего брака подруги), только через 2 года совместной жизни он узнал, что такое купить продукты в дом, который считает мнение своей мамы важнее всех на свете, который сделал предложение через скандал, женился через скандал (тайно), рассказал своим родителям через скандал и в период ожидания совместного ребёнка в квартире с недоделанным ремонтом (проштробленные стены, бетонный потолок) решил, что купит себе шестёрку и будет её чинить и дрифтовать. При этом за пять лет я уже устала слушать, какой он козёл, сволочь, подонок, ему ничего не надо, он ничего не хочет и так далее, скандалы, интриги, расследования. Моё мнение: если мужик - козёл, что ж ты с ним живёшь. Либо признавай, что сама дура и прекращай ныть, либо уходи и будь с нормальным мужиком. При этом её мнение: это любоф, я ничего не понимаю и она научит меня, как женить на себе мужика и как вообще жить семейной жизнью. Вторая подруга платит кредиты за бывшего мужа до сих пор. Мой единственный вывод: бабы очень часто дуры. Честно. Вот в жизни умные и профессионалы в своей сфере, и на жизнь вроде смотрят здраво, а в отношениях - дуры. Потому что вдолбили себе в голову, что если это любоф, то всё - нужно нести этот крест и позволять все что угодно в свой адрес. При этом муж первой - совсем иначе вёл себя с предыдущей пассией. Да и по жизни инфантилен несколько, но не такой уж козёл. И мозги таки есть. Бывший муж второй - тоже неплохой человек, но при жене, которая неделями не появляется дома, пашет на трех работах и получает в три раза больше него, так как профессия и признание на работе важнее всего остального - расслабился и ножки свесил. Просто каждый сам в ответе за свою жизнь. И я вижу очень много примеров, как женщины считают нормой в семье то, что с моей точки зрения совсем ненормально и неприемлемо. И они свято в это верят. Я не оправдываю мужиков и не обвиняю женщин, но если тебе с кем-то жить хреново - зачем ты с этим человеком живёшь. Если тебе от отношений что-то нужно, ты готов что-то делать, искать компромиссы, а твой партнёр класть на это все хотел - зачем тебе такие отношения. А я отвечу зачем - потому что очень часто девочкам вбивается, что если ты без мужика - ататата, если диточек не настрогала - атата, если ты одна - значит, ты несчастна. Итог - бежит женщина, хватается за кого-то и держится, и думает про себя - пофиг, что несчастна, зато с мужиком в отличие от этих несостоявшихся. Или в работу с головой уходит, чтобы не ввязываться в эту эпопею с отношениями, где все медленно рушится, если не уделять времени и внимания. Итог в обоих случаях плачевен. И да, обе подруги во время первого брака пытались научить меня, как выйти замуж и жить счастливо на своём примере. Обе в разводе и в браке во второй раз. Но это все большое отступление от темы, да. А мысль общая такая - если женщина любит не только своего мужчину, но и себя, и ценит себя - не будет она сидеть в луже говенных отношений, на работе тоже пропадать не будет и мужчину своего давить под каблуком не будет. Да, от мужчины зависит многое, но не всё - да, если мужчина тоже любит свою женщину, ценит себя и её - все у них будет хорошо. Плюсом, именно от женщины больше зависит - в какой обстановке будет расти ребёнок. Будет ли он впитывать пример отца и кто вообще будет отцом этого ребёнка. А значит - от женщины больше зависит, каким будет следующее поколение. У мужчин немного другая роль в этой пьесе, но именно от женщины зависит, будет ли размножаться и воспитывать жертву неадекват тиран тряпка истерик и так далее. И вот эта ответственность меня лично немного гнетет и заставляет предъявлять повышенные требования именно к себе, как к представительнице женского пола.
",2.0
41,"Если бы твой пытливый ум действительно хотел понять тайны мироздания это одно, но ты задаешь эти вопросы только для того что бы оправдать веру в своего вымышленного идола.
",0.0
42,"Проснись, у тебя нет мужа :о
",0.0
43,"Я ваш коммент курсором отпиздил, настолько он тупой и однобокий, а эту бабку я бы палкой отпиздил потому что это типичный куркуль недорезаный, а наркоманские АУЕшники для неё дело десятое.
",5.0
44,"То есть, любое слово, начинающееся на D в шведском языке у вас вызывает припадок смеха?
",0.0
45,"Да почти каждый вечер блокируют. С Карагандинского кипиша все началось еще, потом дети погибли. Народ волнуется очко сжимается. Хан ссыт чето. Я думал в его возрасте уже нечего боятся. А вы братья словяне не переживайте, Крым ваш и буде с вас. Вежливые люди по казахски не излагают не примут их у нас, так что сами разберемся.
",0.0
46,"Вещей нет,сама на иждивении мужа нахожусь! Пятое-десятое! Нет ли у вас какого-нибудь дурака на примете?
",0.0
47,"http: www.aspd.ru napravlenija dejatelnosti akusticheskie-materialy akusticheskaja rezina gsp 100 vibrozaschita
",0.0
48,"И? У него свобода передвижения, а у водителей требование 1.5, водить ТС так, что бы никому не вредить. Для аварийной ситуации не достаточно просто выйти на дорогу, вообще-то. По ПДД при виде пешехода выходящего на дорогу ты тупо должен сбавить скорость вплоть до остановки. Дорожные знаки разрешающие ехать 80км ч - не разрешают давить людей, а потому на всякий случай ты должен сбавить скорость вплоть до полной остановки. Так что аварийная ситуация даже если и возникает, то по вине водителя который неправильно реагирует на дорожную ситуацию двигаясь с высокой скоростью, хотя при виде пешехода уже должен был её скинуть... Не вина пешехода в том, что ты не соблюдаешь ПДД, ты должен управлять ТС так, что бы никому не вредить - не можешь, сдай права продай авто и не управляй им на дорогах России. В прошлом году в ДТП было убито 19000 человек, больше 200000 пострадало. Спровоцировал появлением своей тушки аварийную ситуацию с последствиями Пешеход имеет право находиться где угодно, и на дороге тоже. Одно его присутствие не является провокацией потому как водитель согласно ПДД должен всегда ожидать его появление на дороге и ни в коем случае не навредить. Если рассуждать с твоей позиции, то увидев тебя проезжающим на ТС мимо - ты спровоцировал меня на разбойные действия(например отнял чемодан у другого прохожего), а раз спровоцировал меня на это ты, то и судить и наказывать за кражу совершённую мной должны тебя. Вот такая у тебя кривая причинно-следственная логика. Типа управляешь ТС ты, совершаешь наезд или какие-то действия приведшие к ДТП ты, а судить должны кого-то другого. В приведённом тобой случае всё равно виноват водитель ТС, потому как от его действий возникло ДТП, а пешеход ничего не делал, он просто шёл мимо...
",0.0
49,"Ещё один враг народа сдох, как же хорошо!
",4.0
50,"друг, да ты сам похоже не особо шаришь) Прикинь, Word умеет в PDF)
",0.0
51,"сифак??? ты с украины??? у вас там корь, чесотка, блендерный гепатит, бытовой сифилис и просто рагулизм разжижение головного мозга ну не повезло вам, не повезло, сочувствую конечно нет, ору с тебя
",5.0
52,"И давно пора. Пусть лучше будут в руках цивилизованных сбалансированных евреев, чем у каких-то шахидов-обормотов. патлатый жиденок, ты уже в третьем треде влетаешь в первые посты и одно и тоже пишешь. чем у каких-то шахидов-обормотов. Ты о тех боевиках ИГ, что жидаи в своих госпиталях лечили и лечат? Вывозя их из южного анклава и обратно закидывая? Сирия светская страна, была и отсается, а вот Израиль культивировав и спонсирует в ней как раз таки радикальных бабахов, попутно помогая им ежемесячными бомбежками позиций САА
",1.0
53,"А ещё эта пчела - расист )
",0.0
54,"Хз даже как относиться к тому, что они с Просвиньиным посрались, с одной стороны предсказуемо т.к. у Свиньи крыша протекшая конкретно, с другой стороны, у них же очень похожие взгляды Хохлы не люди , РНГ должно воевать со всем миром , Мы конечно хотим европейские стандарты жизни, но сначала мы все сгорим в ядерном огне и т.п. Кстати ни у кого нет какой нибудь интересной теории почему люди в таких маргинальных течениях для долбоебов типа Интеллектуального русского национализма, коммунизма разных толков, ВНЕЗАПНО анкапа (Как Светов с Пожарским, хотя анкап по сравнению с вышеперечисленным еще ничего, хоть и та еще утопия) и всяких других национал куколдизмов постоянно срутся друг с другом и дробятся на еще более мелкие маргинальные группы. Казалось бы они должны наоборот на время отставить противоречия и выступить единым фронтом?
",4.0
55,"в хухле искал? забиваешь название книги. pdf
",0.0
56,"история одной бабы-копротивленки-пизды-с-горы которую всё возносят как высший авторитет, тьфу.
",2.0
57,"ПЕРВЫЙ ФСБШНЫЙ ТЕРРОРИСТ-ПЕДОФИЛ ПОРВАЛСЯ. СЛЕДУЮЩИЙ.
",5.0
58,"Региональные цены УЖЕ ВВЕЛИ. И сколько Метро стоит, в сравнении с ценой предзаказа в Стиме? Отзывы скоро введут. О даа, введут, но с возможностью модерации издателем разработчиком. И конечно же во вновь вышедшей игре heavily relied upon lootboxes никто не будет удалять комменты, кричащие о том что в платной игре есть препятствия для комфортной игры, снимающиеся кошельком (см. Ассасинс Крид последний). Ну а то, что ИЗДАТЕЛИ выбирают меньший процент с временной эксклюзивностью - это уже надо издателей хейтить. С какой стати хейтить следствие а не причину? Ну, по первому предложению этого коммента ты уже слился. Так сколько Метро стоит? Столько же как в Стиме было? Ааа, где же те самые хваленые низкие цены , м? Не завезли для СНГ в Эпик Фейл Сторе?
",0.0
59,"А чё, нормуль! Проезду не мешает! Быдло mode off
",0.0
60,"Аааа, ясно как ты знаешь США, наверное по твоему тут и негров линчуют А я своими глазами видел в прошлом году гей парад, который не то что разгоняли, там участвовали геи-копы, геи-политики, геи-пожарные, геи-медики итп Поэтому не вижу смысла продолжать спорить с человеком, который знает об Америке только с заголовков газет, лучше полюбуйся на фотки гей парадов в США на которых я был
",0.0
61,"Каждый день убеждаюсь в том, что ПУТИН - БОГ ХОХЛОВ
",4.0
62,"В чатиках эти чурки случаем не координируются на кармадрочество? А то по треду и реакции на посты заметно. Ещё и кого-то в семёнстве обвиняют. Стыдоба.
",0.0
63,"Я тебе тайна открою, только ты не пугайся. За год по РФ около 1000 рыл срочниками принимают ислам, это без учета Сирии и Востока. На учениях гибель ЛС до 2 в плане идет. Это ж армия и солдаты, там на 10 рыл полкило мозга с трудом собирается. Я ж не писал что там курорт, но для средневзятого Тараса с высшим свиноводческим дипломом из Хуезнаменки, не опаснее чем поехать на стройку нелегалом пиздячить, где его если чо в бетон укатают и забудут. А тут соцништяк, а если чо так хероем будет, улицу в родном селе назовут, дети в вышиванках плакать будут. Успех? Успех.
",0.0
64,"Где же я говорил неправду? Назвал русофоба русофобом? Или сказал, что состояние русофобии ненормально?
",0.0
65,"Сначала надо отрезать
",0.0
66,"чувак, я хоть и не особый любитель каверов да и всей теперешной музыки,которую я уже не слушаю, ты при своём исполнении system of a dawn - Chop Suey просто понравился твоим русским исполнением . плюсярю тебе бро)
",0.0
67,"А я тем временем напоминаю вам, что мы живем ни в коем случае не в ванючей фашистской параше с террором и цензурой, а в правовом государстве с верховенством закона, свободой слова и независимой журналистикой. Прошу не путать как делают некоторые. Так живут во всём мире, где то не просто увольняют, а еще и сажают. Просыпайся уже, маня.
",4.0
68,"Через неделю искусственно выведенная рабская порода окраиснких людей , так называемых украинцев , будет вновь жестоко унижена. Пан порошенко с явными и массовыми вбросами, с самыми лютыми и бесстыдными махинациями переизберет себя на пост пастуха стада рабской породы скота. И вновь на несколько лет будет боль и унижение рабского скота окраинцев, будет пиздарез и масса веселых вещей, которые порошенко будет вытворять над собственным скотом. Всё это очень забавляет весь остальной мир. Хочу спросить у так называемых украинцев, вы готовы к этому? Расскажите мне, как вы только выиграли. Повеселите меня своим убогим умишком.
",1.0
69,"ты голосует за фильм рублем Я не голосовал. Больше чем мусорного говна с моих налогов они не увидели. продюсерам поебать на твои единички Ты действительно думаешь, что я такой УХ ПОСТАВЛЮ ЕДИНИЧКУ, УХ СЕЙЧАС ОНИ ВСЕ ТАМ ОБОСРУТЬСЯ ОТ СТРАХА, УХ КАК Я ИХ УНИЗИЛ ? Нет, по большей части, по крайней мере я на это надеюсь, что рейтинг повлияет на тех, кто ещё не посмотрел этот шедевр. готов слушать исковерканные факты любого известного хуя с Ютуба
",6.0
70,"ты что, не знаешь как расшифровывается первая буква аббревиатуры?
",0.0
71,"Все тот же Муром. Обратите внимание, сколько женщин с голыми ногами, т.е. они пользуются услугой по депиляции, а это недешевая процедура в том же Муроме стоит под 2 тысячи рублей.
",0.0
72,"Покажи мне правила что нельзя танцевать на твоей машине? Мочиться на твою дверь? УК РФ Статья 167. Умышленные уничтожение или повреждение имущества Показывать твоему ребенку член? УК РФ Статья 135. Развратные действия Совершение развратных действий без применения насилия лицом, достигшим восемнадцатилетнего возраста, в отношении лица, не достигшего шестнадцатилетнего возраста,. Слушай я понимаю что тебе очень хочется мне доказать что танцевать лезгинку на территории мемориала незаконно,но твои познания в юриспруденции настолько ничтожны что я бы тебе посоветовал идти с богом и не смешить людей
",5.0
73,"(- - ) Ты не модер чтоб, клубничку пропускать...
",0.0
74,"нету. В тех же США большинство негров-мужчин были судимы. Пидораха, ты определись, у тебя речь о мигрантах или таких же коренных полноправных гражданах-неграх? ты еслибыкаешь да баттхертишь оп принёс пруфы скриншот газеты уровня СПИД-инфо хач-вампир выебал ЗЭКА Я же не svin ja чтобы копаться в желтушном мусоре и тащить всё сюда в тред. Вон есть всякие паблики новости русского мира , наслаждайся пруфами там.
",4.0
75,"Не что делать,а кто виноват.. А виноваты все кроме тебя,и рекомендации психотерапевтов-начни с себя.. Тренинги-хуенинги выкачивание денег с пОциента..
",6.0
76,"Да в смысле блять добротных? Брат - это очередной АУЕ-высер по типу бумера или бригады. Кроме передачи эпохи 90-х в нем больше ничего нет. Зато современное быдло на главного героя равняется и со своей правдой идет грабить бить убивать. Заклеймить и запретить нахуй к показу.
",0.0
77,"Окей, понял тебя. Просто у тебя не было явного перехода между мыслями - сам прочитай - начало про убийство носителя, конец про стратегию размножения: Они такие же как мы и они живут не чтобы убивать, а убивают чтобы жить. Просто они иначе не умеют, в биологии это названия R-стратегией.
",0.0
78,"у тебя, по-моему, кукушка поехала на тему приветов ) Я думаю что сейчас тебе ТС этого поста передаёт пламенный примет. и Думаю ТС этого поста передаст Вам горячий привет) это после того, как тебе насрали в душу? Ну. Насраному на водительском сиденье - я бы тоже не удивился. Очень пойдёт к белому кожаному салону.
",5.0
79,"зп - 3000р У кого была 3к - сейчас 10к. В долларах мы проиграли
",0.0
80,"Че нормально так. Баба раком стоит и дело начинается... Gifx Gifx
",0.0
81,"донатить петушильникову в голосину с дебила
",0.0
82,"Да мне по хуй на приличное общество!Я лично не вижу разницы между атеизмом и тем же православием!Тот же хуй только в другой руке!И не тебе мне говорить что писать мне,а что нет.Так что идите товарищь мимо! А то видите упоминание бога и все, начинается,стадо,что одни что другие
",6.0
83,"сам давно налысо брился?
",0.0
84,"Мне так нравится этот новый тренд. Население внезапно выучило слово гомеопатия и ныне каждый разговор сводится к ней. Даже люди не обращавшиеся за медпомощью все равно предпочитают вылить ковш грязи на медицину тыкнув на гомеопатию. Ну да черт с ним, не об этом речь. Речь вот о чем, к примеру. Вы спросите своих девушек или девушки спросите себя, какой у вас шампунь стоит на полке и почему он? А потом совместите это с тем, что внешнее воздействие не оказывает никакого влияния на рост и структуру волос. Кроме миноксидила. А теперь не забывайте каждое утро говорить ей или себе в зеркале : Дура, дура, дура . Но вряд ли правда? Речь не о пользе или вреде того или иного, а о вашей последовательности в суждениях. Вы готовы обкладывать грязью рекламщиков гомеопатии, а людей использующих её называть дураками, при этом продолжать верить маркетологам чудо-шампуней. Не верим в одни причуды, но верим в иные? Нет ли в этом отсутствия вашего мнения, а лишь ведомость трендам? А сколько из вас, противников гомеопатии, арбидолов и прочего зашло дальше всем известного расстрельного списка препаратов? Почитали статьи, исследования? Что то мне подсказывает, что часть и до этого списка не дошло, а просто вторят то, что услышали из третьих уст. Коммент не преследует цели оправдать то или иное, а носит иной характер.
",0.0
85,"Ну так это в плане изготовления изделий своими руками,а вот готовить вроде умею.Короче буду сам на себе испытывать божественный напиток и куплю огнетушитель (промышленный на всякий случай).
",0.0
86,"Да, причём в комментах, группе его поддерживают поголовно и далеко не только быдло
",6.0
87,"устанавливает порядок, требования к качеству, условиям поставки, закладки, хранения и отпуска твердотопливных печей типа Буржуйка , предназначенных для хранения в государственном резерве. И на каком месте смеяться? Не, хохлы конечно пидарасы, но документ вполне здравый
",1.0
88,"А мамка её двощи читает. Мамка Джамили, когда уже вы вашу дочь воспитаете? И да, она уже так остопиздела на канале, потому что ваша дочь уже там из всех щелей лезет, лучше работу ей найдите с которой она не вылетит, и пусть снимается в умеренном количестве. Но лично у меня к вашей доце после того что она выкинула и как она себя ведёт - море негатива и бомбежа.
",6.0
