#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.chunk.Chunk|chunkValue


#Text=Не отрекаются любя.
6-6	252-257	когда	трепет[9]	
6-7	258-263	темно	трепет[9]	
6-8	263-264	.	_	

#Text=И так захочешь теплоты, Не полюбившейся когда-то, Что переждать не сможешь ты Трех человек у автомата.
7-1	265-266	И	любовь[10]	
7-2	267-270	так	любовь[10]	
7-3	271-279	захочешь	любовь[10]	
7-4	280-287	теплоты	любовь[10]	
7-5	287-288	,	_	
7-6	289-291	Не	разочарование[11]	
7-7	292-304	полюбившейся	разочарование[11]	
7-8	305-313	когда-то	разочарование[11]	
7-9	313-314	,	_	
7-10	315-318	Что	досада[12]	
7-11	319-328	переждать	досада[12]	
7-12	329-331	не	досада[12]	
7-13	332-339	сможешь	досада[12]	
7-14	340-342	ты	досада[12]	
7-15	343-347	Трех	досада[12]	
7-16	348-355	человек	досада[12]	
7-17	356-357	у	досада[12]	
7-18	358-366	автомата	досада[12]	
7-19	366-367	.	_	

#Text=Вот как захочешь теплоты!
8-1	368-371	Вот	ожидание[13]	
8-2	372-375	как	ожидание[13]	
8-3	376-384	захочешь	ожидание[13]	
8-4	385-392	теплоты	ожидание[13]	
8-5	392-393	!	ожидание[13]	

#Text=За это можно все отдать!
9-1	394-396	За	покорность[14]	
9-2	397-400	это	покорность[14]	
9-3	401-406	можно	покорность[14]	
9-4	407-410	все	покорность[14]	
9-5	411-417	отдать	покорность[14]	
9-6	417-418	!	покорность[14]	

#Text=И до того я в это верю, Что трудно мне тебя не ждать, Весь день не отходя от двери.
10-1	419-420	И	любовь[15]	
10-2	421-423	до	любовь[15]	
10-3	424-428	того	любовь[15]	
10-4	429-430	я	любовь[15]	
10-5	431-432	в	любовь[15]	
10-6	433-436	это	любовь[15]	
10-7	437-441	верю	любовь[15]	
10-8	441-442	,	_	
10-9	443-446	Что	покорность[16]	
10-10	447-453	трудно	покорность[16]	
10-11	454-457	мне	покорность[16]	
10-12	458-462	тебя	покорность[16]	
10-13	463-465	не	покорность[16]	
10-14	466-471	ждать	покорность[16]	
10-15	471-472	,	покорность[16]	
10-16	473-477	Весь	покорность[16]	
10-17	478-482	день	покорность[16]	
10-18	483-485	не	покорность[16]	
10-19	486-492	отходя	покорность[16]	
10-20	493-495	от	покорность[16]	
10-21	496-501	двери	покорность[16]	
10-22	501-502	.	_	

#Text=За это можно все отдать!
11-1	503-505	За	покорность[17]	
11-2	506-509	это	покорность[17]	
11-3	510-515	можно	покорность[17]	
11-4	516-519	все	покорность[17]	
11-5	520-526	отдать	покорность[17]	
11-6	526-527	!	покорность[17]	

#Text=Проигрыш Не отрекаются любя.
12-1	528-536	Проигрыш	_	
12-2	537-539	Не	печаль[18]	
12-3	540-550	отрекаются	печаль[18]	
12-4	551-555	любя	печаль[18]	
12-5	555-556	.	печаль[18]	

#Text=Ведь жизнь кончается не завтра.
13-1	557-561	Ведь	трепет[19]	
13-2	562-567	жизнь	трепет[19]	
13-3	568-577	кончается	трепет[19]	
13-4	578-580	не	трепет[19]	
13-5	581-587	завтра	трепет[19]	
13-6	587-588	.	трепет[19]	

#Text=Я перестану ждать тебя, А ты придешь совсем внезапно, Не отрекаются любя… Не отрекаются любя…
14-1	589-590	Я	грусть[20]	
14-2	591-600	перестану	грусть[20]	
14-3	601-606	ждать	грусть[20]	
14-4	607-611	тебя	грусть[20]	
14-5	611-612	,	_	
14-6	613-614	А	трепет[21]	
14-7	615-617	ты	трепет[21]	
14-8	618-625	придешь	трепет[21]	
14-9	626-632	совсем	трепет[21]	
14-10	633-641	внезапно	трепет[21]	
14-11	641-642	,	_	
14-12	643-645	Не	трепет[22]	
14-13	646-656	отрекаются	трепет[22]	
14-14	657-661	любя	трепет[22]	
14-15	661-662	…	_	
14-16	663-665	Не	трепет[23]	
14-17	666-676	отрекаются	трепет[23]	
14-18	677-681	любя	трепет[23]	
14-19	681-682	…	_	
