Character1,Character2,MidWithOffLane,MidWithSemiSupport,MidWithFullSupport,MidWithCarry,OffLaneWithMid,OffLaneWithSemiSupport,OffLaneWithFullSupport,OffLaneWithCarry,SemiSupportWithMid,SemiSupportWithOffLane,SemiSupportWithFullSupport,SemiSupportWithCarry,FullSupportWithMid,FullSupportWithOffLane,FullSupportWithSemiSupport,FullSupportWithCarry,CarryWithMid,CarryWithOffLane,CarryWithSemiSupport,CarryWithFullSupport,MidAgainstMid,MidAgainstOffLane,MidAgainstSemiSupport,MidAgainstFullSupport,MidAgainstCarry,OffLaneAgainstMid,OffLaneAgainstOffLane,OffLaneAgainstSemiSupport,OffLaneAgainstFullSupport,OffLaneAgainstCarry,SemiSupportAgainstMid,SemiSupportAgainstOffLane,SemiSupportAgainstSemiSupport,SemiSupportAgainstFullSupport,SemiSupportAgainstCarry,FullSupportAgainstMid,FullSupportAgainstOffLane,FullSupportAgainstSemiSupport,FullSupportAgainstFullSupport,FullSupportAgainstCarry,CarryAgainstMid,CarryAgainstOffLane,CarryAgainstSemiSupport,CarryAgainstFullSupport,CarryAgainstCarry
Dark Willow,Bristleback,0.42361406999999995,0.40649834999999995,0.40649834999999995,0.44500871999999997,0.48282894,0.43272404999999997,0.43272404999999997,0.47371896,0.48770600000000003,0.455499,0.437095,0.47850400000000004,0.48282894,0.45094401,0.43272404999999997,0.47371896,0.46819776,0.43727903999999995,0.41961119999999996,0.41961119999999996,0.47215541999999994,0.50731593,0.52740765,0.52740765,0.48220127999999995,0.5026170600000001,0.5400459900000001,0.5614339500000001,0.5614339500000001,0.51331104,0.507694,0.545501,0.5671050000000001,0.5671050000000001,0.518496,0.5026170600000001,0.5400459900000001,0.5614339500000001,0.5614339500000001,0.51331104,0.4873862399999999,0.52368096,0.5444207999999999,0.5444207999999999,0.49775615999999995
Dark Willow,Weaver,0.44054099999999996,0.44494640999999996,0.42732476999999996,0.44494640999999996,0.38923929000000007,0.47365263,0.45489411,0.47365263,0.39317100000000005,0.4737,0.459489,0.478437,0.38923929000000007,0.468963,0.47365263,0.47365263,0.37744416000000003,0.454752,0.45929952,0.44110943999999996,0.6119474399999999,0.5230319999999999,0.5178016799999999,0.53872296,0.5178016799999999,0.65142792,0.556776,0.55120824,0.57347928,0.55120824,0.6580079999999999,0.5624,0.556776,0.579272,0.556776,0.65142792,0.556776,0.55120824,0.57347928,0.55120824,0.6316876799999999,0.5399039999999999,0.5345049599999999,0.55610112,0.5345049599999999
Dark Willow,Enchantress,0.40994771999999996,0.4324723199999999,0.45499691999999997,0.46851168,0.31650696,0.46037375999999997,0.48435155999999996,0.49873824,0.319704,0.44080400000000003,0.489244,0.503776,0.31650696,0.43639595999999997,0.46037375999999997,0.49873824,0.30691584,0.42317184,0.44642304,0.46967424,0.6834160799999998,0.5559130799999998,0.53041248,0.5049118799999999,0.4896115199999999,0.7275074399999999,0.5917784399999999,0.56463264,0.5374868399999999,0.5211993599999999,0.734856,0.597756,0.5703360000000001,0.542916,0.5264639999999999,0.7275074399999999,0.5917784399999999,0.56463264,0.5374868399999999,0.5211993599999999,0.7054617599999998,0.5738457599999999,0.54752256,0.5211993599999999,0.5054054399999999
Dark Willow,Hoodwink,0.4090381799999999,0.43514699999999995,0.43514699999999995,0.55698816,0.5188075200000001,0.463221,0.463221,0.59292288,0.5240480000000001,0.43982599999999994,0.4679,0.598912,0.5188075200000001,0.43542773999999995,0.463221,0.59292288,0.50308608,0.42223295999999993,0.44918399999999997,0.44918399999999997,0.43244256,0.52089672,0.49141199999999996,0.49141199999999996,0.35381663999999996,0.46034208000000004,0.5545029600000001,0.523116,0.523116,0.37664352,0.46499199999999996,0.560104,0.5284,0.5284,0.38044799999999995,0.46034208000000004,0.5545029600000001,0.523116,0.523116,0.37664352,0.44639231999999995,0.5376998399999999,0.5072639999999999,0.5072639999999999,0.36523007999999996
Dark Willow,Gyrocopter,0.40349444999999995,0.43322562,0.43322562,0.42048368999999997,0.26675846999999997,0.46117566000000004,0.46117566000000004,0.44761167,0.269453,0.433865,0.465834,0.452133,0.26675846999999997,0.42952635,0.46117566000000004,0.44761167,0.25867488,0.41651039999999995,0.44720064,0.44720064,0.70141437,0.52232985,0.48750785999999996,0.48750785999999996,0.5024315699999999,0.74666691,0.5560285500000001,0.51895998,0.51895998,0.53484651,0.754209,0.5616450000000001,0.5242020000000001,0.5242020000000001,0.5402490000000001,0.74666691,0.5560285500000001,0.51895998,0.51895998,0.53484651,0.72404064,0.5391792000000001,0.5032339200000001,0.5032339200000001,0.51863904
Dark Willow,Kez,0.41003885999999995,0.39748664999999994,0.39748664999999994,0.42259106999999996,0.44985501,0.42313094999999995,0.42313094999999995,0.44985501,0.45439900000000005,0.440902,0.427405,0.45439900000000005,0.44985501,0.43649298,0.42313094999999995,0.44985501,0.43622304,0.42326592,0.4103088,0.4103088,0.5321645999999999,0.5482908,0.564417,0.564417,0.5321645999999999,0.5664977999999999,0.5836644,0.600831,0.600831,0.5664977999999999,0.57222,0.58956,0.6069,0.6069,0.57222,0.5664977999999999,0.5836644,0.600831,0.600831,0.5664977999999999,0.5493311999999999,0.5659776,0.5826239999999999,0.5826239999999999,0.5493311999999999
Dark Willow,Batrider,0.43553387999999993,0.45798407999999996,0.44451395999999993,0.35022312,0.477972,0.48753144000000004,0.47319228,0.37281816,0.4828,0.468316,0.477972,0.37658400000000003,0.477972,0.46363284,0.48753144000000004,0.37281816,0.463488,0.44958336,0.47275776,0.45885312,0.513732,0.52914396,0.50345736,0.51886932,0.62675304,0.546876,0.56328228,0.53593848,0.55234476,0.6671887200000001,0.5524,0.568972,0.5413519999999999,0.557924,0.673928,0.546876,0.56328228,0.53593848,0.55234476,0.6671887200000001,0.530304,0.54621312,0.51969792,0.53560704,0.64697088
Dark Willow,Sven,0.5681091,0.3933063,0.44137707,0.437007,0.7210615499999999,0.41868089999999997,0.46985300999999996,0.465201,0.728345,0.61087,0.474599,0.4699,0.7210615499999999,0.6047613,0.41868089999999997,0.465201,0.6992111999999999,0.5864351999999999,0.40599359999999995,0.45561503999999997,0.24126524999999996,0.37530149999999995,0.5897595,0.53078355,0.536145,0.25683075,0.3995145,0.6278085,0.56502765,0.570735,0.25942499999999996,0.40354999999999996,0.6341500000000001,0.570735,0.5765,0.25683075,0.3995145,0.6278085,0.56502765,0.570735,0.249048,0.38740800000000003,0.6087840000000001,0.5479056,0.55344
Dark Willow,Muerta,0.36377414999999996,0.40873499999999996,0.4005603,0.39647294999999994,0.3306798,0.435105,0.42640290000000003,0.42205185,0.33402,0.39115500000000003,0.43071,0.426315,0.3306798,0.38724345000000004,0.435105,0.42205185,0.3206592,0.3755088,0.42191999999999996,0.41348159999999995,0.61834584,0.55351926,0.498666,0.50863932,0.51362598,0.6582391200000001,0.5892301799999999,0.530838,0.54145476,0.54676314,0.664888,0.595182,0.5362,0.546924,0.552286,0.6582391200000001,0.5892301799999999,0.530838,0.54145476,0.54676314,0.6382924799999999,0.5713747199999999,0.514752,0.52504704,0.53019456
Dark Willow,Mirana,0.3674429999999999,0.41643539999999996,0.40418729999999997,0.3960219,0.4302639,0.4433022,0.4302639,0.4215717,0.43461,0.39509999999999995,0.43461,0.42583,0.4302639,0.39114899999999997,0.4433022,0.4215717,0.4172256,0.37929599999999997,0.4298688,0.4172256,0.5279805300000001,0.5750283,0.5122979400000002,0.5279805300000001,0.5384355900000002,0.5620437900000002,0.6121269000000001,0.5453494200000002,0.5620437900000002,0.5731733700000002,0.5677210000000001,0.6183100000000001,0.5508580000000002,0.5677210000000001,0.5789630000000002,0.5620437900000002,0.6121269000000001,0.5453494200000002,0.5620437900000002,0.5731733700000002,0.5450121600000001,0.5935776,0.5288236800000001,0.5450121600000001,0.5558044800000002
Dark Willow,Troll Warlord,0.42952236,0.44203272,0.43369248,0.417012,0.47942928000000007,0.4705509600000001,0.46167264,0.44391600000000003,0.48427200000000004,0.46185200000000004,0.46633600000000003,0.4484,0.47942928000000007,0.45723348,0.4705509600000001,0.44391600000000003,0.46490112000000006,0.44337792000000004,0.45629184000000006,0.44768256,0.5017238399999999,0.52899144,0.5126308799999999,0.5235379199999999,0.545352,0.5340931200000001,0.56311992,0.54570384,0.55731456,0.580536,0.5394880000000001,0.568808,0.551216,0.562944,0.5864,0.5340931200000001,0.56311992,0.54570384,0.55731456,0.580536,0.51790848,0.5460556799999999,0.52916736,0.54042624,0.562944
Dark Willow,Techies,0.43580916,0.40756226999999995,0.39142119,0.48826766999999993,0.42526539,0.43385661000000003,0.41667417,0.51976881,0.429561,0.46861200000000003,0.420883,0.525019,0.42526539,0.46392588000000007,0.43385661000000003,0.51976881,0.41237855999999995,0.44986752,0.42070944,0.40404767999999996,0.5100399000000001,0.4645908,0.49994010000000005,0.5201397000000001,0.3989421,0.5429457,0.49456439999999996,0.5321943,0.5536971,0.42468029999999996,0.5484300000000001,0.49956,0.53757,0.5592900000000001,0.42896999999999996,0.5429457,0.49456439999999996,0.5321943,0.5536971,0.42468029999999996,0.5264928,0.47957759999999994,0.5160672,0.5369184,0.41181119999999993
Dark Willow,Phantom Lancer,0.3484524,0.3894468,0.28696079999999996,0.41814288,0.44511984,0.4145724,0.3054744,0.44511984,0.449616,0.37468000000000007,0.30856,0.449616,0.44511984,0.3709332,0.4145724,0.44511984,0.43163136,0.35969280000000003,0.40200959999999997,0.29621759999999997,0.5330778599999999,0.6255505499999998,0.5711548499999999,0.7071440999999999,0.5330778599999999,0.5674699799999999,0.6659086499999999,0.6080035500000001,0.7527663,0.5674699799999999,0.573202,0.6726349999999999,0.614145,0.76037,0.573202,0.5674699799999999,0.6659086499999999,0.6080035500000001,0.7527663,0.5674699799999999,0.55027392,0.6457295999999999,0.5895792000000001,0.7299552,0.55027392
Dark Willow,Windranger,0.39268320000000007,0.3813558,0.36247680000000004,0.35114940000000006,0.37380420000000003,0.4059594,0.38586240000000005,0.37380420000000003,0.37758,0.42224000000000006,0.38976000000000005,0.37758,0.37380420000000003,0.41801760000000004,0.4059594,0.37380420000000003,0.3624768,0.4053504,0.3936576,0.37416960000000005,0.5841236999999998,0.5240735999999999,0.5404508999999998,0.5677463999999999,0.5841236999999998,0.6218090999999998,0.5578848,0.5753187,0.6043751999999999,0.6218090999999998,0.6280899999999998,0.5635199999999999,0.5811299999999999,0.61048,0.6280899999999998,0.6218090999999998,0.5578848,0.5753187,0.6043751999999999,0.6218090999999998,0.6029663999999998,0.5409791999999999,0.5578848,0.5860607999999999,0.6029663999999998
Brewmaster,Medusa,0.4941081599999999,0.58675344,0.4374916,0.5146959999999999,0.47414248000000003,0.65123184,0.48556760000000004,0.571256,0.40372528,0.46695935999999993,0.41345360000000003,0.48641599999999996,0.4929203999999999,0.5701247999999999,0.6770231999999999,0.5938799999999999,0.27697432000000005,0.32035584,0.38042256,0.2836484,0.47847618,0.42531216,0.35170044,0.47029709999999997,0.408954,0.53105598,0.47204976000000004,0.39034884000000003,0.5219781,0.453894,0.45218627999999994,0.40194336,0.33237624,0.4444566,0.386484,0.5520879,0.4907448,0.40580819999999995,0.5426504999999999,0.47186999999999996,0.31022081999999995,0.27575184,0.22802556,0.30491789999999996,0.265146
Brewmaster,Earthshaker,0.507962,0.507962,0.44700655999999994,0.49780276,0.563782,0.563782,0.49612815999999993,0.55250636,0.48005200000000003,0.48005200000000003,0.42244576,0.47045096000000003,0.5861099999999999,0.5861099999999999,0.5861099999999999,0.5743877999999999,0.329338,0.329338,0.329338,0.28981744,0.42697199999999996,0.42697199999999996,0.42697199999999996,0.47820864,0.43551143999999997,0.47389200000000004,0.47389200000000004,0.47389200000000004,0.5307590400000001,0.48336984000000005,0.403512,0.403512,0.403512,0.45193344,0.41158224,0.49265999999999993,0.49265999999999993,0.49265999999999993,0.5517792,0.5025132,0.27682799999999996,0.27682799999999996,0.27682799999999996,0.31004736,0.28236456
Brewmaster,Lich,0.46326461999999996,0.48817131999999996,0.49813399999999997,0.28891771999999993,0.3317244,0.5418165199999999,0.552874,0.32066691999999997,0.2824584,0.43781052,0.470764,0.27304312,0.34486199999999995,0.5345360999999998,0.5632745999999998,0.3333665999999999,0.19377959999999997,0.30035838,0.31650668,0.322966,0.587314,0.44887570000000004,0.4279002,0.41951,0.5957042,0.651854,0.49820270000000005,0.4749222,0.46561,0.6611662,0.555044,0.42421220000000004,0.40438920000000006,0.39646000000000003,0.5629732000000001,0.6776699999999999,0.5179334999999999,0.4937309999999999,0.4840499999999999,0.6873509999999998,0.380786,0.29102930000000005,0.2774298,0.27199,0.3862258
Brewmaster,Bounty Hunter,0.4586181599999999,0.49849799999999994,0.49849799999999994,0.4137533399999999,0.5256140999999999,0.5532779999999999,0.5532779999999999,0.4592207399999999,0.44755259999999997,0.4334193599999999,0.47110799999999997,0.39101963999999995,0.5464304999999998,0.5291747999999998,0.5751899999999999,0.4774076999999999,0.3070418999999999,0.2973458399999999,0.32320199999999993,0.32320199999999993,0.45434024999999995,0.4673214,0.43270499999999995,0.43270499999999995,0.5062648499999999,0.50426775,0.5186754,0.480255,0.480255,0.56189835,0.4293765,0.4416444,0.40892999999999996,0.40892999999999996,0.47844809999999993,0.52423875,0.539217,0.4992749999999999,0.4992749999999999,0.5841517499999999,0.29457225,0.3029886,0.280545,0.280545,0.32823765
Brewmaster,Abaddon,0.49413,0.48918870000000003,0.49413,0.5040126,0.4332597000000001,0.5429457000000001,0.5484300000000001,0.5593986000000001,0.3689142,0.46698,0.46698,0.4763196,0.45041849999999994,0.5701499999999999,0.5644484999999999,0.581553,0.2530923,0.32037,0.3171663,0.32037,0.50782732,0.41969199999999995,0.42388891999999995,0.41969199999999995,0.41129815999999997,0.56363252,0.465812,0.47047012,0.465812,0.45649576,0.47992471999999997,0.396632,0.40059832,0.396632,0.38869936,0.5859545999999999,0.4842599999999999,0.48910259999999994,0.4842599999999999,0.4745747999999999,0.32925067999999996,0.27210799999999996,0.27482907999999995,0.27210799999999996,0.26666583999999993
Brewmaster,Puck,0.44413823999999996,0.477568,0.2865408,0.51577344,0.5300480000000001,0.5300480000000001,0.31802880000000006,0.5724518400000002,0.451328,0.41973504,0.2707968,0.48743424,0.55104,0.5124671999999999,0.55104,0.5951232,0.309632,0.28795776,0.309632,0.1857792,0.435162,0.46562334,0.435162,0.6092268,0.40034904,0.482982,0.51679074,0.482982,0.6761748,0.44434344000000003,0.411252,0.44003964,0.411252,0.5757528,0.37835184,0.50211,0.5372577,0.50211,0.7029539999999999,0.4619412,0.282138,0.30188766,0.282138,0.3949932,0.25956696
Brewmaster,Winter Wyvern,0.5348233799999998,0.52963092,0.50366862,0.5555932199999999,0.5474907,0.58783212,0.55901682,0.61664742,0.4661802,0.5054374799999999,0.47599452,0.5250661199999999,0.5691734999999999,0.6171038999999998,0.6111125999999999,0.6410690999999998,0.3198212999999999,0.3467536199999999,0.34338707999999996,0.3265543799999999,0.4406766,0.40710124,0.41129815999999997,0.43228276,0.39031356,0.4891026,0.45183764000000004,0.45649576000000003,0.47978636,0.43320516000000003,0.4164636,0.38473304,0.38869936000000005,0.40853096,0.36886776,0.508473,0.46973219999999993,0.47457479999999996,0.49878779999999995,0.4503617999999999,0.28571339999999995,0.26394476,0.26666584,0.28027124,0.25306044
Brewmaster,Shadow Shaman,0.35218910999999997,0.50596182,0.49108059,0.56052633,0.43493529000000003,0.56156202,0.54504549,0.62212263,0.37034094000000006,0.33283806,0.46409814000000005,0.52972818,0.45216045,0.40637204999999993,0.5838021,0.6467611499999999,0.25407111,0.22834238999999998,0.32804118,0.31839291,0.47138090999999993,0.5025465899999999,0.38177957999999995,0.39346670999999994,0.33892676999999993,0.52318101,0.5577714899999999,0.42373337999999994,0.43670480999999994,0.37617146999999995,0.44548086,0.47493414,0.36080268,0.37184765999999997,0.32030442,0.5439010499999999,0.5798614499999999,0.4405148999999999,0.4540000499999999,0.39106934999999987,0.30562058999999997,0.32582691,0.24752742,0.25510479,0.21974373
Brewmaster,Zeus,0.46315269,0.48702654,0.49180131,0.30081051,0.5034496500000001,0.5405459400000001,0.5458454100000001,0.33386661000000006,0.4286799,0.43770474000000004,0.46477926,0.28428246,0.5233882499999999,0.5344069499999999,0.5619537,0.34708904999999995,0.29409435,0.30028581000000004,0.31576446,0.31886019000000004,0.47144369999999997,0.46246381999999997,0.44001411999999995,0.4355241799999999,0.61512178,0.5232507000000001,0.5132840200000001,0.48836732,0.48338398,0.68271758,0.4455402,0.43705372,0.41583751999999996,0.41159428,0.58132388,0.5439734999999999,0.5336120999999999,0.5077086,0.5025278999999999,0.7097559,0.30566129999999997,0.29983918,0.28528388,0.28237281999999997,0.39881521999999997
Brewmaster,Bane,0.5718540099999999,0.534443,0.534443,0.48634312999999996,0.58130954,0.5931730000000001,0.5931730000000001,0.53978743,0.49497644,0.5404334599999999,0.505078,0.45962097999999996,0.6043316999999999,0.6598315499999998,0.6166649999999999,0.5611651499999999,0.33957686,0.37076248999999994,0.346507,0.346507,0.44451497999999995,0.40529307,0.43579899999999994,0.43579899999999994,0.47502090999999996,0.49336278,0.44983077,0.483689,0.483689,0.52722101,0.42009108,0.38302422,0.411854,0.411854,0.44892086000000003,0.5129018999999999,0.4676458499999999,0.5028449999999999,0.5028449999999999,0.5481010499999999,0.28820202,0.26277243,0.282551,0.282551,0.30798059
Brewmaster,Ancient Apparition,0.37447774,0.48074845,0.51111151,0.26820703,0.5335779500000001,0.5335779500000001,0.5672776100000001,0.29768033000000005,0.4543337,0.35390204,0.48302846,0.25347038,0.5547097499999999,0.4320896999999999,0.5547097499999999,0.30946965,0.31169405,0.24279326,0.31169405,0.33137999,0.4850118,0.58201416,0.4850118,0.45729684,0.67901652,0.5383098000000001,0.64597176,0.5383098000000001,0.50754924,0.7536337200000001,0.45836280000000007,0.5500353600000001,0.45836280000000007,0.43217064000000005,0.64170792,0.559629,0.6715548,0.559629,0.5276502,0.7834806,0.3144582,0.37734984000000005,0.3144582,0.29648916000000003,0.44024148
Brewmaster,Earth Spirit,0.4864859999999999,0.4718914199999999,0.4329725399999999,0.5108102999999998,0.54534546,0.52374762,0.4805519399999999,0.5669432999999998,0.46435355999999994,0.45975599999999994,0.4091828399999999,0.48274379999999983,0.5669432999999999,0.5613299999999999,0.5444900999999999,0.5893964999999998,0.31856814,0.31541399999999997,0.30595157999999995,0.28071845999999995,0.40017978,0.40422199999999997,0.41634866,0.44868642000000003,0.3840109,0.44415558,0.448642,0.46210126,0.49799262000000005,0.42620990000000003,0.37819188,0.38201199999999996,0.39347235999999997,0.42403332,0.3629114,0.4617458999999999,0.4664099999999999,0.4804022999999999,0.5177150999999999,0.4430894999999999,0.25945722,0.262078,0.26994034,0.29090658,0.2489741
Brewmaster,Ember Spirit,0.4956588,0.4907994,0.43734599999999996,0.4324866,0.53934,0.5447334,0.485406,0.48001260000000007,0.45924000000000004,0.46842480000000003,0.413316,0.4087236,0.5607,0.571914,0.566307,0.499023,0.31506,0.3213612,0.3182106,0.283554,0.43861999999999995,0.42984759999999994,0.43423379999999995,0.48248199999999997,0.4868681999999999,0.48682,0.47708359999999994,0.4819518,0.535502,0.5403701999999999,0.41452,0.40622959999999997,0.4103748,0.45597200000000004,0.46011719999999995,0.5060999999999999,0.49597799999999986,0.5010389999999999,0.5567099999999999,0.5617709999999998,0.28437999999999997,0.27869239999999995,0.28153619999999996,0.312818,0.31566179999999994
Brewmaster,Void Spirit,0.4598630399999999,0.4402943999999999,0.48921599999999993,0.4941081599999999,0.54840576,0.4886784,0.542976,0.54840576,0.46695936,0.43459583999999996,0.46233599999999997,0.46695936,0.5701247999999999,0.5306111999999998,0.5080319999999999,0.5701247999999999,0.32035583999999995,0.29815295999999997,0.2854656,0.31718399999999997,0.44909864999999993,0.4808531,0.4989985,0.45363499999999995,0.44909864999999993,0.49845015,0.5336941,0.5538335,0.503485,0.49845015,0.4244229,0.4544326,0.47158100000000003,0.42871,0.4244229,0.5181907499999999,0.5548304999999999,0.5757675,0.5234249999999999,0.5181907499999999,0.29117384999999996,0.3117619,0.3235265,0.29411499999999996,0.29117384999999996
