name;short_name;tier;type;nation;prices_xp;price_credit;price_gold;is_gift;is_premium;is_premium_igr;is_wheeled;hp;hull_hp;hull_weight;weight;speed_forward;speed_backward;ammo.avg_penetration;ammo.avg_damage;dpm;gun.name;gun.fire_rate;gun.aim_time;engine.power;gun;engine;radio;turret;suspension;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;560;472;15000;28040;56;20;112;85;1500.25;57 mm ZiS-4;17.65;2.3;500;1284;261;1287;3;2;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;28720;56;20;112;85;2217.65;57 mm ZiS-4;26.09;2.3;500;1284;261;775;259;258;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;560;472;15000;28020;56;20;112;85;1500.25;57 mm ZiS-4;17.65;2.3;500;1284;261;775;3;258;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;28720;56;20;112;85;2217.65;57 mm ZiS-4;26.09;2.3;500;1284;261;775;259;2;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;560;472;15000;28020;56;20;112;85;1500.25;57 mm ZiS-4;17.65;2.3;500;1284;261;775;3;2;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;28740;56;20;112;85;2217.65;57 mm ZiS-4;26.09;2.3;480;1284;5;1287;259;258;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;560;472;15000;28040;56;20;112;85;1500.25;57 mm ZiS-4;17.65;2.3;480;1284;5;1287;3;258;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;28740;56;20;112;85;2217.65;57 mm ZiS-4;26.09;2.3;480;1284;5;1287;259;2;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;560;472;15000;28040;56;20;112;85;1500.25;57 mm ZiS-4;17.65;2.3;480;1284;5;1287;3;2;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;28720;56;20;112;85;2217.65;57 mm ZiS-4;26.09;2.3;480;1284;5;775;259;258;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;560;472;15000;28020;56;20;112;85;1500.25;57 mm ZiS-4;17.65;2.3;480;1284;5;775;3;258;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;28720;56;20;112;85;2217.65;57 mm ZiS-4;26.09;2.3;480;1284;5;775;259;2;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;560;472;15000;28020;56;20;112;85;1500.25;57 mm ZiS-4;17.65;2.3;480;1284;5;775;3;2;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;29390;56;20;125;115;1210.95;76 mm S-54;10.53;2.9;500;1540;261;1287;259;258;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;29390;56;20;125;115;1210.95;76 mm S-54;10.53;2.9;500;1540;261;1287;259;2;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;29370;56;20;125;115;1210.95;76 mm S-54;10.53;2.9;500;1540;261;775;259;258;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;29370;56;20;125;115;1210.95;76 mm S-54;10.53;2.9;500;1540;261;775;259;2;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;29390;56;20;125;115;1210.95;76 mm S-54;10.53;2.9;480;1540;5;1287;259;258;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;29390;56;20;125;115;1210.95;76 mm S-54;10.53;2.9;480;1540;5;1287;259;2;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;29370;56;20;125;115;1210.95;76 mm S-54;10.53;2.9;480;1540;5;775;259;258;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;29370;56;20;125;115;1210.95;76 mm S-54;10.53;2.9;480;1540;5;775;259;2;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;29155;56;20;86;110;1736.90;76 mm F-34;15.79;2.3;500;516;261;1287;259;258;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;560;472;15000;28455;56;20;86;110;1293.60;76 mm F-34;11.76;2.3;500;516;261;1287;3;258;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;29155;56;20;86;110;1736.90;76 mm F-34;15.79;2.3;500;516;261;1287;259;2;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;560;472;15000;28455;56;20;86;110;1293.60;76 mm F-34;11.76;2.3;500;516;261;1287;3;2;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;29135;56;20;86;110;1736.90;76 mm F-34;15.79;2.3;500;516;261;775;259;258;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;560;472;15000;28435;56;20;86;110;1293.60;76 mm F-34;11.76;2.3;500;516;261;775;3;258;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;29135;56;20;86;110;1736.90;76 mm F-34;15.79;2.3;500;516;261;775;259;2;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;560;472;15000;28435;56;20;86;110;1293.60;76 mm F-34;11.76;2.3;500;516;261;775;3;2;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;29155;56;20;86;110;1736.90;76 mm F-34;15.79;2.3;480;516;5;1287;259;258;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;560;472;15000;28455;56;20;86;110;1293.60;76 mm F-34;11.76;2.3;480;516;5;1287;3;258;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;29155;56;20;86;110;1736.90;76 mm F-34;15.79;2.3;480;516;5;1287;259;2;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;560;472;15000;28455;56;20;86;110;1293.60;76 mm F-34;11.76;2.3;480;516;5;1287;3;2;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;29135;56;20;86;110;1736.90;76 mm F-34;15.79;2.3;480;516;5;775;259;258;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;560;472;15000;28435;56;20;86;110;1293.60;76 mm F-34;11.76;2.3;480;516;5;775;3;258;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;590;472;15000;29135;56;20;86;110;1736.90;76 mm F-34;15.79;2.3;480;516;5;775;259;2;
T-34;T-34;5;mediumTank;ussr;[object Object];356700;0;false;false;false;false;560;472;15000;28435;56;20;86;110;1293.60;76 mm F-34;11.76;2.3;480;516;5;775;3;2;
T14;T14;5;heavyTank;usa;null;null;null;false;true;false;false;900;720;25600;47763;34;10;92;110;1732.50;75 mm Gun M3;15.75;2.06;720;7716;8229;39;35;34;
Type 59;Type 59;8;mediumTank;china;null;null;null;true;true;false;false;1300;1040;16478;36000;56;20;185;250;1785.00;100 mm Type 59;7.14;2;650;52;13365;55;51;50;
Vickers Medium Mk. I;Medium I;1;mediumTank;uk;null;0;0;false;false;false;false;300;240;6750;11790;24;8;38;50;666.50;OQF 3-pdr Gun Mk. I;13.33;2.9;90;1108;1109;1111;1107;1362;
Vickers Medium Mk. I;Medium I;1;mediumTank;uk;null;0;0;false;false;false;false;300;240;6750;11850;24;8;45;70;933.10;QF 6-pdr 8 cwt Mk. II;13.33;2.3;90;1620;1109;1111;1107;1362;
Kolohousenka;K-housenka;1;lightTank;czech;null;0;0;false;false;false;false;235;188;4285;7925;25;8;45;50;967.50;47 mm Rychlopalné dělo Vickers L/20;19.35;1.9;50;628;629;375;371;370;
Kolohousenka;K-housenka;1;lightTank;czech;null;0;0;false;false;false;false;235;188;4285;8000;25;8;33;40;727.20;37 mm Pěchotní dělo Škoda L/27;18.18;2.1;50;372;629;375;371;370;
Strv fm/21;Strv fm/21;1;lightTank;sweden;null;0;0;false;false;false;false;280;224;5328;9015;25;14;27;12;715.92;20 mm akan m/Madsen;59.66;2.5;55;644;6789;2439;643;642;
Strv fm/21;Strv fm/21;1;lightTank;sweden;null;0;0;false;false;false;false;280;224;5328;9000;25;14;33;40;923.20;37 mm kan m/Škoda;23.08;1.9;55;1156;6789;2439;643;642;
Pudel;Pudel;6;mediumTank;poland;null;0;3200;false;true;false;false;940;752;18775;44235;55;20;150;135;1929.15;7,5 cm Kw.K. 42 L/70;14.29;2.3;700;148;149;151;147;146;
Fiat 3000;Fiat 3000;1;lightTank;italy;null;0;0;false;false;false;false;255;204;3890;5900;21;8;39;40;857.20;Cannone da 37/40;21.43;2;63;676;421;423;419;418;
Fiat 3000;Fiat 3000;1;lightTank;italy;null;0;0;false;false;false;false;255;204;3890;5835;21;8;29;30;692.40;Cannone da 37/20;23.08;2;63;420;421;423;419;418;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29250;55;14;61;450;2367.00;122 mm M-30S;5.26;2.3;500;2052;261;1287;null;514;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29250;55;14;61;450;2367.00;122 mm M-30S;5.26;2.3;500;2052;261;1287;null;770;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29230;55;14;61;450;2367.00;122 mm M-30S;5.26;2.3;500;2052;261;775;null;514;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29230;55;14;61;450;2367.00;122 mm M-30S;5.26;2.3;500;2052;261;775;null;770;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29250;55;14;61;450;2367.00;122 mm M-30S;5.26;2.3;480;2052;5;1287;null;514;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29250;55;14;61;450;2367.00;122 mm M-30S;5.26;2.3;480;2052;5;1287;null;770;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29230;55;14;61;450;2367.00;122 mm M-30S;5.26;2.3;480;2052;5;775;null;514;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29230;55;14;61;450;2367.00;122 mm M-30S;5.26;2.3;480;2052;5;775;null;770;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29500;55;14;144;180;1800.00;85 mm D5S-85BM;10;2.3;500;2308;261;1287;null;514;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29500;55;14;144;180;1800.00;85 mm D5S-85BM;10;2.3;500;2308;261;1287;null;770;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29480;55;14;144;180;1800.00;85 mm D5S-85BM;10;2.3;500;2308;261;775;null;514;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29480;55;14;144;180;1800.00;85 mm D5S-85BM;10;2.3;500;2308;261;775;null;770;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29500;55;14;144;180;1800.00;85 mm D5S-85BM;10;2.3;480;2308;5;1287;null;514;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29500;55;14;144;180;1800.00;85 mm D5S-85BM;10;2.3;480;2308;5;1287;null;770;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29480;55;14;144;180;1800.00;85 mm D5S-85BM;10;2.3;480;2308;5;775;null;514;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29480;55;14;144;180;1800.00;85 mm D5S-85BM;10;2.3;480;2308;5;775;null;770;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29040;55;14;125;115;1682.45;76 mm S-54S;14.63;2.3;500;13572;261;1287;null;514;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29040;55;14;125;115;1682.45;76 mm S-54S;14.63;2.3;500;13572;261;1287;null;770;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29020;55;14;125;115;1682.45;76 mm S-54S;14.63;2.3;500;13572;261;775;null;514;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29020;55;14;125;115;1682.45;76 mm S-54S;14.63;2.3;500;13572;261;775;null;770;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29040;55;14;125;115;1682.45;76 mm S-54S;14.63;2.3;480;13572;5;1287;null;514;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29040;55;14;125;115;1682.45;76 mm S-54S;14.63;2.3;480;13572;5;1287;null;770;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29020;55;14;125;115;1682.45;76 mm S-54S;14.63;2.3;480;13572;5;775;null;514;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29020;55;14;125;115;1682.45;76 mm S-54S;14.63;2.3;480;13572;5;775;null;770;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29150;55;14;120;160;2132.80;85 mm D-5S;13.33;2.3;500;1796;261;1287;null;514;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29150;55;14;120;160;2132.80;85 mm D-5S;13.33;2.3;500;1796;261;1287;null;770;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29130;55;14;120;160;2132.80;85 mm D-5S;13.33;2.3;500;1796;261;775;null;514;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29130;55;14;120;160;2132.80;85 mm D-5S;13.33;2.3;500;1796;261;775;null;770;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29150;55;14;120;160;2132.80;85 mm D-5S;13.33;2.3;480;1796;5;1287;null;514;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29150;55;14;120;160;2132.80;85 mm D-5S;13.33;2.3;480;1796;5;1287;null;770;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29130;55;14;120;160;2132.80;85 mm D-5S;13.33;2.3;480;1796;5;775;null;514;
SU-85;SU-85;5;AT-SPG;ussr;[object Object];414000;0;false;false;false;false;460;368;18850;29130;55;14;120;160;2132.80;85 mm D-5S;13.33;2.3;480;1796;5;775;null;770;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22320;42;10;38;480;1089.60;15 cm s.F.H. 13 L/17;2.27;4.9;300;1556;21525;2071;null;786;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22320;42;10;38;480;1089.60;15 cm s.F.H. 13 L/17;2.27;4.9;300;1556;21525;2071;null;530;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22240;42;10;38;480;1089.60;15 cm s.F.H. 13 L/17;2.27;4.9;300;1556;21525;1047;null;786;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22240;42;10;38;480;1089.60;15 cm s.F.H. 13 L/17;2.27;4.9;300;1556;21525;1047;null;530;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22220;42;10;38;480;1089.60;15 cm s.F.H. 13 L/17;2.27;4.9;300;1556;21525;535;null;786;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22220;42;10;38;480;1089.60;15 cm s.F.H. 13 L/17;2.27;4.9;300;1556;21525;535;null;530;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22250;42;10;38;480;1089.60;15 cm s.F.H. 13 L/17;2.27;4.9;250;1556;21013;2071;null;786;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22250;42;10;38;480;1089.60;15 cm s.F.H. 13 L/17;2.27;4.9;250;1556;21013;2071;null;530;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22170;42;10;38;480;1089.60;15 cm s.F.H. 13 L/17;2.27;4.9;250;1556;21013;1047;null;786;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22170;42;10;38;480;1089.60;15 cm s.F.H. 13 L/17;2.27;4.9;250;1556;21013;1047;null;530;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22150;42;10;38;480;1089.60;15 cm s.F.H. 13 L/17;2.27;4.9;250;1556;21013;535;null;786;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22150;42;10;38;480;1089.60;15 cm s.F.H. 13 L/17;2.27;4.9;250;1556;21013;535;null;530;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22320;42;10;38;480;1089.60;15 cm s.F.H. 13 L/17;2.27;4.9;272;1556;21269;2071;null;786;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22320;42;10;38;480;1089.60;15 cm s.F.H. 13 L/17;2.27;4.9;272;1556;21269;2071;null;530;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22240;42;10;38;480;1089.60;15 cm s.F.H. 13 L/17;2.27;4.9;272;1556;21269;1047;null;786;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22240;42;10;38;480;1089.60;15 cm s.F.H. 13 L/17;2.27;4.9;272;1556;21269;1047;null;530;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22220;42;10;38;480;1089.60;15 cm s.F.H. 13 L/17;2.27;4.9;272;1556;21269;535;null;786;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22220;42;10;38;480;1089.60;15 cm s.F.H. 13 L/17;2.27;4.9;272;1556;21269;535;null;530;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;23000;42;10;39;600;1158.00;15 cm s.F.H. 18 L/29.5;1.93;6.2;300;1812;21525;2071;null;786;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;23000;42;10;39;600;1158.00;15 cm s.F.H. 18 L/29.5;1.93;6.2;300;1812;21525;2071;null;530;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22920;42;10;39;600;1158.00;15 cm s.F.H. 18 L/29.5;1.93;6.2;300;1812;21525;1047;null;786;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22920;42;10;39;600;1158.00;15 cm s.F.H. 18 L/29.5;1.93;6.2;300;1812;21525;1047;null;530;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22900;42;10;39;600;1158.00;15 cm s.F.H. 18 L/29.5;1.93;6.2;300;1812;21525;535;null;786;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22900;42;10;39;600;1158.00;15 cm s.F.H. 18 L/29.5;1.93;6.2;300;1812;21525;535;null;530;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22930;42;10;39;600;1158.00;15 cm s.F.H. 18 L/29.5;1.93;6.2;250;1812;21013;2071;null;786;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22930;42;10;39;600;1158.00;15 cm s.F.H. 18 L/29.5;1.93;6.2;250;1812;21013;2071;null;530;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22850;42;10;39;600;1158.00;15 cm s.F.H. 18 L/29.5;1.93;6.2;250;1812;21013;1047;null;786;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22850;42;10;39;600;1158.00;15 cm s.F.H. 18 L/29.5;1.93;6.2;250;1812;21013;1047;null;530;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22830;42;10;39;600;1158.00;15 cm s.F.H. 18 L/29.5;1.93;6.2;250;1812;21013;535;null;786;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22830;42;10;39;600;1158.00;15 cm s.F.H. 18 L/29.5;1.93;6.2;250;1812;21013;535;null;530;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;23000;42;10;39;600;1158.00;15 cm s.F.H. 18 L/29.5;1.93;6.2;272;1812;21269;2071;null;786;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;23000;42;10;39;600;1158.00;15 cm s.F.H. 18 L/29.5;1.93;6.2;272;1812;21269;2071;null;530;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22920;42;10;39;600;1158.00;15 cm s.F.H. 18 L/29.5;1.93;6.2;272;1812;21269;1047;null;786;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22920;42;10;39;600;1158.00;15 cm s.F.H. 18 L/29.5;1.93;6.2;272;1812;21269;1047;null;530;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22900;42;10;39;600;1158.00;15 cm s.F.H. 18 L/29.5;1.93;6.2;272;1812;21269;535;null;786;
Hummel;Hummel;6;SPG;germany;[object Object];930000;0;false;false;false;false;335;268;9700;22900;42;10;39;600;1158.00;15 cm s.F.H. 18 L/29.5;1.93;6.2;272;1812;21269;535;null;530;
M3 Stuart;M3 Stuart;3;lightTank;usa;[object Object];37500;0;false;false;false;false;405;340;7100;12034;61;20;30;12;1186.80;20 mm Hispano-Suiza Birkigt Gun;98.9;1.7;262;292;293;551;291;546;
M3 Stuart;M3 Stuart;3;lightTank;usa;[object Object];37500;0;false;false;false;false;425;340;7100;12484;61;20;30;12;1301.16;20 mm Hispano-Suiza Birkigt Gun;108.43;1.6;262;292;293;551;547;546;
M3 Stuart;M3 Stuart;3;lightTank;usa;[object Object];37500;0;false;false;false;false;405;340;7100;12034;61;20;30;12;1186.80;20 mm Hispano-Suiza Birkigt Gun;98.9;1.7;262;292;293;551;291;290;
M3 Stuart;M3 Stuart;3;lightTank;usa;[object Object];37500;0;false;false;false;false;425;340;7100;12484;61;20;30;12;1301.16;20 mm Hispano-Suiza Birkigt Gun;108.43;1.6;262;292;293;551;547;290;
M3 Stuart;M3 Stuart;3;lightTank;usa;[object Object];37500;0;false;false;false;false;405;340;7100;12004;61;20;30;12;1186.80;20 mm Hispano-Suiza Birkigt Gun;98.9;1.7;262;292;293;295;291;546;
M3 Stuart;M3 Stuart;3;lightTank;usa;[object Object];37500;0;false;false;false;false;425;340;7100;12454;61;20;30;12;1301.16;20 mm Hispano-Suiza Birkigt Gun;108.43;1.6;262;292;293;295;547;546;
