id,label,type,color,size
House_210,House Ironmaker,House,#FF5733,15
House_211,House Ironsmith,House,#FF5733,15
House_212,House Jast,House,#FF5733,15
House_213,House Jordayne of the Tor,House,#FF5733,15
House_214,House Justman,House,#FF5733,15
House_215,House Karstark of Karhold,House,#FF5733,15
House_216,House Keath,House,#FF5733,15
House_217,House Kellington,House,#FF5733,15
House_218,House Kenning of Harlaw,House,#FF5733,15
House_219,House Kenning of Kayce,House,#FF5733,15
House_220,House Kettleblack,House,#FF5733,15
House_221,House Kidwell of Ivy Hall,House,#FF5733,15
House_222,House Knott,House,#FF5733,15
House_223,House Kyndall,House,#FF5733,15
House_224,House Ladybright,House,#FF5733,15
House_225,House Lake,House,#FF5733,15
House_226,House Lake,House,#FF5733,15
House_227,House Langward,House,#FF5733,15
House_228,House Lannett,House,#FF5733,15
House_229,House Lannister of Casterly Rock,House,#FF5733,15
House_230,House Lannister of Darry,House,#FF5733,15
House_231,House Lannister of Lannisport,House,#FF5733,15
House_232,House Lanny,House,#FF5733,15
House_233,House Lantell,House,#FF5733,15
House_234,House Lefford of the Golden Tooth,House,#FF5733,15
House_235,House Leygood,House,#FF5733,15
House_236,House Liddle,House,#FF5733,15
House_237,House Lightfoot,House,#FF5733,15
House_238,House Lipps,House,#FF5733,15
House_239,House Locke of Oldcastle,House,#FF5733,15
House_240,House Lolliston,House,#FF5733,15
House_241,House Long,House,#FF5733,15
House_242,House Longthorpe of Longsister,House,#FF5733,15
House_243,House Longwaters,House,#FF5733,15
House_244,House Lonmouth,House,#FF5733,15
House_245,House Lorch,House,#FF5733,15
House_246,House Lothston of Harrenhal,House,#FF5733,15
House_247,House Lowther,House,#FF5733,15
House_248,House Lyberr,House,#FF5733,15
House_249,House Lychester,House,#FF5733,15
House_250,House Lydden of Deep Den,House,#FF5733,15
House_251,House Lynderly of the Snakewood,House,#FF5733,15
House_252,House Magnar of Kingshouse,House,#FF5733,15
House_253,House Mallery,House,#FF5733,15
House_254,House Mallister of Seagard,House,#FF5733,15
House_255,House Manderly of White Harbor,House,#FF5733,15
House_256,House Manning,House,#FF5733,15
House_257,House Manwoody of Kingsgrave,House,#FF5733,15
House_258,House Marbrand of Ashemark,House,#FF5733,15
House_259,House Marsh,House,#FF5733,15
House_260,House Massey of Stonedance,House,#FF5733,15
House_261,House Meadows of Grassy Vale,House,#FF5733,15
House_262,House Melcolm of Old Anchor,House,#FF5733,15
House_263,House Merlyn of Pebbleton,House,#FF5733,15
House_264,House Merryweather of Longtable,House,#FF5733,15
House_265,House Mertyns of Mistwood,House,#FF5733,15
House_266,House Middlebury,House,#FF5733,15
House_267,House Mollen,House,#FF5733,15
House_268,House Moore,House,#FF5733,15
House_269,House Mooton of Maidenpool,House,#FF5733,15
House_270,House Moreland,House,#FF5733,15
House_271,House Mormont of Bear Island,House,#FF5733,15
House_272,House Morrigen of Crow's Nest,House,#FF5733,15
House_273,House Moss,House,#FF5733,15
House_274,House Mudd of Oldstones,House,#FF5733,15
House_275,House Mullendore of Uplands,House,#FF5733,15
House_276,House Musgood,House,#FF5733,15
House_277,House Myatt,House,#FF5733,15
House_278,House Myre of Harlaw,House,#FF5733,15
House_279,House Nayland of Hag's Mire,House,#FF5733,15
House_280,House Netley,House,#FF5733,15
House_281,House Norcross,House,#FF5733,15
House_282,House Norrey,House,#FF5733,15
House_283,House Norridge,House,#FF5733,15
House_284,House Nutt,House,#FF5733,15
House_285,House Nymeros Martell of Sunspear,House,#FF5733,15
House_286,House Oakheart of Old Oak,House,#FF5733,15
House_287,House Oldflowers,House,#FF5733,15
House_288,House Orkwood of Orkmont,House,#FF5733,15
House_289,House Orme,House,#FF5733,15
House_290,House Osgrey of Leafy Lake,House,#FF5733,15
House_291,House Osgrey of Standfast,House,#FF5733,15
House_292,House Overton,House,#FF5733,15
House_293,House Paege,House,#FF5733,15
House_294,House Parren,House,#FF5733,15
House_295,House Payne,House,#FF5733,15
House_296,House Peake of Starpike,House,#FF5733,15
House_297,House Peasebury of Poddingfield,House,#FF5733,15
House_298,House Peat,House,#FF5733,15
House_299,House Peckledon,House,#FF5733,15
House_300,House Penrose of Parchments,House,#FF5733,15
House_301,House Perryn,House,#FF5733,15
House_302,House Piper of Pinkmaiden,House,#FF5733,15
House_303,House Plumm,House,#FF5733,15
House_304,House Pommingham,House,#FF5733,15
House_305,House Poole,House,#FF5733,15
House_306,House Prester of Feastfires,House,#FF5733,15
House_307,House Pryor of Pebble,House,#FF5733,15
House_308,House Pyle,House,#FF5733,15
House_309,House Pyne,House,#FF5733,15
House_310,House Qoherys of Harrenhal,House,#FF5733,15
House_311,House Qorgyle of Sandstone,House,#FF5733,15
House_312,House Quagg,House,#FF5733,15
House_313,House Rambton,House,#FF5733,15
House_314,House Redbeard,House,#FF5733,15
House_315,House Redding,House,#FF5733,15
House_316,House Redfort of Redfort,House,#FF5733,15
House_317,House Redwyne of the Arbor,House,#FF5733,15
House_318,House Reed of Greywater Watch,House,#FF5733,15
House_319,House Reyne of Castamere,House,#FF5733,15
House_320,House Rhysling,House,#FF5733,15
House_321,House Risley,House,#FF5733,15
House_322,House Rogers of Amberly,House,#FF5733,15
House_323,House Rollingford,House,#FF5733,15
House_324,House Roote of Lord Harroway's Town,House,#FF5733,15
House_325,House Rosby of Rosby,House,#FF5733,15
House_326,House Rowan of Goldengrove,House,#FF5733,15
House_327,House Roxton of the Ring,House,#FF5733,15
House_328,House Royce of Runestone,House,#FF5733,15
House_329,House Royce of the Gates of the Moon,House,#FF5733,15
House_330,House Ruthermont,House,#FF5733,15
House_331,House Ruttiger,House,#FF5733,15
House_332,House Ryder of the Rills,House,#FF5733,15
House_333,House Ryger of Willow Wood,House,#FF5733,15
House_334,House Rykker of Duskendale,House,#FF5733,15
House_335,House Ryswell of the Rills,House,#FF5733,15
House_336,House Saltcliffe of Saltcliffe,House,#FF5733,15
House_337,House Santagar of Spottswood,House,#FF5733,15
House_338,House Sarsfield of Sarsfield,House,#FF5733,15
House_339,House Sarwyck,House,#FF5733,15
House_340,House Seaworth of Cape Wrath,House,#FF5733,15
House_341,House Selmy of Harvest Hall,House,#FF5733,15
House_342,House Serrett of Silverhill,House,#FF5733,15
House_343,House Serry of Southshield,House,#FF5733,15
House_344,House Sharp,House,#FF5733,15
House_345,House Shawney,House,#FF5733,15
House_346,House Shell,House,#FF5733,15
House_347,House Shell,House,#FF5733,15
House_348,House Shepherd,House,#FF5733,15
House_349,House Shermer of Smithyton,House,#FF5733,15
House_350,House Shett of Gull Tower,House,#FF5733,15
House_351,House Shett of Gulltown,House,#FF5733,15
House_352,House Slate of Blackpool,House,#FF5733,15
House_353,House Sloane,House,#FF5733,15
House_354,House Slynt of Harrenhal,House,#FF5733,15
House_355,House Smallwood of Acorn Hall,House,#FF5733,15
House_356,House Sparr of Great Wyk,House,#FF5733,15
House_357,House Spicer of Castamere,House,#FF5733,15
House_358,House Stackhouse,House,#FF5733,15
House_359,House Stackspear,House,#FF5733,15
House_360,House Staedmon of Broad Arch,House,#FF5733,15
House_361,House Stane of Driftwood Hall,House,#FF5733,15
House_362,House Stark of Winterfell,House,#FF5733,15
House_363,House Staunton of Rook's Rest,House,#FF5733,15
House_364,House Stokeworth of Stokeworth,House,#FF5733,15
House_365,House Stonehouse of Old Wyk,House,#FF5733,15
House_366,House Stonetree of Harlaw,House,#FF5733,15
House_367,House Stout of Goldgrass,House,#FF5733,15
House_368,House Strickland,House,#FF5733,15
House_369,House Strong of Harrenhal,House,#FF5733,15
House_370,House Sunderland of the Three Sisters,House,#FF5733,15
House_371,House Sunderly of Saltcliffe,House,#FF5733,15
House_372,House Sunglass of Sweetport Sound,House,#FF5733,15
House_373,House Swann of Stonehelm,House,#FF5733,15
House_374,House Swyft of Cornfield,House,#FF5733,15
House_375,House Swygert,House,#FF5733,15
House_376,House Tallhart of Torrhen's Square,House,#FF5733,15
House_377,House Tarbeck of Tarbeck Hall,House,#FF5733,15
House_378,House Targaryen of King's Landing,House,#FF5733,15
House_379,House Tarly of Horn Hill,House,#FF5733,15
House_380,House Tarth of Evenfall Hall,House,#FF5733,15
House_381,House Tawney of Orkmont,House,#FF5733,15
House_382,House Teague,House,#FF5733,15
House_383,House Templeton,House,#FF5733,15
House_384,House Terrick,House,#FF5733,15
House_385,House Thenn,House,#FF5733,15
House_386,House Thorne,House,#FF5733,15
House_387,House Toland of Ghost Hill,House,#FF5733,15
House_388,House Tollett of the Grey Glen,House,#FF5733,15
House_389,House Torrent of Littlesister,House,#FF5733,15
House_390,House Towers,House,#FF5733,15
House_391,House Towers of Harrenhal,House,#FF5733,15
House_392,House Toyne,House,#FF5733,15
House_393,House Trant of Gallowsgrey,House,#FF5733,15
House_394,House Tudbury,House,#FF5733,15
House_395,House Tully of Riverrun,House,#FF5733,15
House_396,House Turnberry,House,#FF5733,15
House_397,House Tyrell of Brightwater Keep,House,#FF5733,15
House_398,House Tyrell of Highgarden,House,#FF5733,15
House_399,House Uffering,House,#FF5733,15
House_400,House Uller of Hellholt,House,#FF5733,15
House_401,House Umber of the Last Hearth,House,#FF5733,15
House_402,House Upcliff,House,#FF5733,15
House_403,House Vaith of the Red Dunes,House,#FF5733,15
House_404,House Vance of Atranta,House,#FF5733,15
House_405,House Vance of Wayfarer's Rest,House,#FF5733,15
House_406,House Varner,House,#FF5733,15
House_407,House Velaryon of Driftmark,House,#FF5733,15
House_408,House Vikary,House,#FF5733,15
House_409,House Volmark,House,#FF5733,15
House_410,House Vypren,House,#FF5733,15
House_411,House Vyrwel of Darkdell,House,#FF5733,15
House_412,House Wade,House,#FF5733,15
House_413,House Wagstaff,House,#FF5733,15
House_414,House Waterman,House,#FF5733,15
House_415,House Waxley of Wickenden,House,#FF5733,15
House_416,House Wayn,House,#FF5733,15
House_417,House Waynwood of Ironoaks,House,#FF5733,15
House_418,House Weaver,House,#FF5733,15
House_419,House Webber of Coldmoat,House,#FF5733,15
House_420,House Wells,House,#FF5733,15
House_421,House Wells,House,#FF5733,15
House_422,House Wendwater,House,#FF5733,15
House_423,House Wensington,House,#FF5733,15
House_424,House Westbrook,House,#FF5733,15
House_425,House Westerling of the Crag,House,#FF5733,15
House_426,House Westford,House,#FF5733,15
House_427,House Whent of Harrenhal,House,#FF5733,15
House_428,House Whitehill,House,#FF5733,15
House_429,House Willum,House,#FF5733,15
House_430,House Wode,House,#FF5733,15
House_431,House Woodfoot of Bear Island,House,#FF5733,15
House_432,House Woods,House,#FF5733,15
House_433,House Woodwright,House,#FF5733,15
House_434,House Woolfield,House,#FF5733,15
House_435,House Wull,House,#FF5733,15
House_436,House Wydman,House,#FF5733,15
House_437,House Wyl of the Boneway,House,#FF5733,15
House_438,House Wylde of Rain House,House,#FF5733,15
House_439,House Wynch of Iron Holt,House,#FF5733,15
House_440,House Wythers,House,#FF5733,15
House_441,House Yarwyck,House,#FF5733,15
House_442,House Yelshire,House,#FF5733,15
House_443,House Yew,House,#FF5733,15
House_444,House Yronwood of Yronwood,House,#FF5733,15
Character_1,The Daughter of the Dusk,Character,#3498DB,10
Character_2,Walder,Character,#3498DB,10
Character_3,Lamprey,Character,#3498DB,10
Character_4,The Merling Queen,Character,#3498DB,10
Character_5,Old Crackbones,Character,#3498DB,10
Character_6,The Poetess,Character,#3498DB,10
Character_7,Porridge,Character,#3498DB,10
Character_8,Quickfinger,Character,#3498DB,10
Character_9,the Sailor's Wife,Character,#3498DB,10
Character_10,The Veiled Lady,Character,#3498DB,10
Character_11,The waif,Character,#3498DB,10
Character_12,Balon Greyjoy,Character,#3498DB,10
Character_13,Unknown,Character,#3498DB,10
Character_14,Unknown,Character,#3498DB,10
Character_15,High Septon,Character,#3498DB,10
Character_16,Margaery Tyrell,Character,#3498DB,10
Character_17,Unknown,Character,#3498DB,10
Character_18,Unknown,Character,#3498DB,10
Character_19,Unknown,Character,#3498DB,10
Character_20,Unknown,Character,#3498DB,10
Character_21,Unknown,Character,#3498DB,10
Character_22,Unknown,Character,#3498DB,10
Character_23,Unknown,Character,#3498DB,10
Character_24,Unknown,Character,#3498DB,10
Character_25,Unknown,Character,#3498DB,10
Character_26,Unknown,Character,#3498DB,10
Character_27,Tywin Lannister,Character,#3498DB,10
Character_28,Unknown,Character,#3498DB,10
Character_29,Unknown,Character,#3498DB,10
Character_30,Unknown,Character,#3498DB,10
Character_31,Unknown,Character,#3498DB,10
Character_32,Unknown,Character,#3498DB,10
Character_33,Addam Velaryon,Character,#3498DB,10
Character_34,Addison Hill,Character,#3498DB,10
Character_35,Unknown,Character,#3498DB,10
Character_36,Aegon Frey,Character,#3498DB,10
Character_37,Aegon Frey,Character,#3498DB,10
Character_38,Aegon I,Character,#3498DB,10
Character_39,Aegon II,Character,#3498DB,10
Character_40,Aegon III,Character,#3498DB,10
Character_41,Aegon IV,Character,#3498DB,10
Character_42,Aegon Targaryen,Character,#3498DB,10
Character_43,Unknown,Character,#3498DB,10
Character_44,Unknown,Character,#3498DB,10
Character_45,Unknown,Character,#3498DB,10
Character_46,Aegon V,Character,#3498DB,10
Character_47,Aegor Rivers,Character,#3498DB,10
Character_48,Unknown,Character,#3498DB,10
Character_49,Unknown,Character,#3498DB,10
Character_50,Unknown,Character,#3498DB,10
Character_51,Unknown,Character,#3498DB,10
Character_52,Unknown,Character,#3498DB,10
Character_53,Unknown,Character,#3498DB,10
Character_54,Aemon Targaryen,Character,#3498DB,10
Character_55,Aemond Targaryen,Character,#3498DB,10
Character_56,Unknown,Character,#3498DB,10
Character_57,Unknown,Character,#3498DB,10
Character_58,Aerion Targaryen,Character,#3498DB,10
Character_59,Unknown,Character,#3498DB,10
Character_60,Aeron Greyjoy,Character,#3498DB,10
Character_61,Unknown,Character,#3498DB,10
Character_62,Aerys II,Character,#3498DB,10
Character_63,Unknown,Character,#3498DB,10
Character_64,Unknown,Character,#3498DB,10
Character_65,Alan,Character,#3498DB,10
Character_66,Alannys Harlaw,Character,#3498DB,10
Character_67,Unknown,Character,#3498DB,10
Character_68,Unknown,Character,#3498DB,10
Character_69,Unknown,Character,#3498DB,10
Character_70,Unknown,Character,#3498DB,10
Character_71,Alesander Staedmon,Character,#3498DB,10
Character_72,Unknown,Character,#3498DB,10
Character_73,Unknown,Character,#3498DB,10
Character_74,Unknown,Character,#3498DB,10
Character_75,Unknown,Character,#3498DB,10
Character_76,Unknown,Character,#3498DB,10
Character_77,Unknown,Character,#3498DB,10
Character_78,Unknown,Character,#3498DB,10
Character_79,Unknown,Character,#3498DB,10
Character_80,Unknown,Character,#3498DB,10
Character_81,Unknown,Character,#3498DB,10
Character_82,Unknown,Character,#3498DB,10
Character_83,Unknown,Character,#3498DB,10
Character_84,Alyn Connington,Character,#3498DB,10
Character_85,Unknown,Character,#3498DB,10
Character_86,Unknown,Character,#3498DB,10
Character_87,Unknown,Character,#3498DB,10
Character_88,Unknown,Character,#3498DB,10
Character_89,Unknown,Character,#3498DB,10
Character_90,Unknown,Character,#3498DB,10
Character_91,Alyn Velaryon,Character,#3498DB,10
Character_92,Unknown,Character,#3498DB,10
Character_93,Unknown,Character,#3498DB,10
Character_94,Unknown,Character,#3498DB,10
Character_95,Unknown,Character,#3498DB,10
Character_96,Unknown,Character,#3498DB,10
Character_97,Unknown,Character,#3498DB,10
Character_98,Unknown,Character,#3498DB,10
Character_99,Alysane Mormont,Character,#3498DB,10
Character_100,Unknown,Character,#3498DB,10
Character_101,Unknown,Character,#3498DB,10
Character_102,Unknown,Character,#3498DB,10
Character_103,Unknown,Character,#3498DB,10
Character_104,Unknown,Character,#3498DB,10
Character_105,Alysanne Targaryen,Character,#3498DB,10
Character_106,Unknown,Character,#3498DB,10
Character_107,Unknown,Character,#3498DB,10
Character_108,Unknown,Character,#3498DB,10
Character_109,Unknown,Character,#3498DB,10
Character_110,Unknown,Character,#3498DB,10
Character_111,Unknown,Character,#3498DB,10
Character_112,Unknown,Character,#3498DB,10
Character_113,Ambrose Butterwell,Character,#3498DB,10
Character_114,Amerei Frey,Character,#3498DB,10
Character_115,Amory Lorch,Character,#3498DB,10
Character_116,Unknown,Character,#3498DB,10
Character_117,Unknown,Character,#3498DB,10
Character_118,Unknown,Character,#3498DB,10
Character_119,Unknown,Character,#3498DB,10
Character_120,Unknown,Character,#3498DB,10
Character_121,Unknown,Character,#3498DB,10
Character_122,Unknown,Character,#3498DB,10
Character_123,Unknown,Character,#3498DB,10
Character_124,Unknown,Character,#3498DB,10
Character_125,Unknown,Character,#3498DB,10
Character_126,Archibald Yronwood,Character,#3498DB,10
Character_127,Ardrian Celtigar,Character,#3498DB,10
Character_128,Unknown,Character,#3498DB,10
Character_129,Argilac Durrandon,Character,#3498DB,10
Character_130,Unknown,Character,#3498DB,10
Character_131,Unknown,Character,#3498DB,10
Character_132,Unknown,Character,#3498DB,10
Character_133,Unknown,Character,#3498DB,10
Character_134,Arnolf Karstark,Character,#3498DB,10
Character_135,Unknown,Character,#3498DB,10
Character_136,Unknown,Character,#3498DB,10
Character_137,Unknown,Character,#3498DB,10
Character_138,Unknown,Character,#3498DB,10
Character_139,Unknown,Character,#3498DB,10
Character_140,Unknown,Character,#3498DB,10
Character_141,Unknown,Character,#3498DB,10
Character_142,Unknown,Character,#3498DB,10
Character_143,Artos Stark,Character,#3498DB,10
Character_144,Artys I Arryn,Character,#3498DB,10
Character_145,Unknown,Character,#3498DB,10
Character_146,Unknown,Character,#3498DB,10
Character_147,Unknown,Character,#3498DB,10
Character_148,Arya Stark,Character,#3498DB,10
Character_149,Unknown,Character,#3498DB,10
Character_150,Asha Greyjoy,Character,#3498DB,10
Character_151,Unknown,Character,#3498DB,10
Character_152,Unknown,Character,#3498DB,10
Character_153,Unknown,Character,#3498DB,10
Character_154,Unknown,Character,#3498DB,10
Character_155,Unknown,Character,#3498DB,10
Character_156,Baelon Targaryen,Character,#3498DB,10
Character_157,Baelon Targaryen,Character,#3498DB,10
Character_158,Unknown,Character,#3498DB,10
