,hash,qid,url,topic
18,54e024b3f5eb66ae9bac5717d057f3974b753ae61fcca9357a89cc23f716701024fe7ad5cda07a141cc8b3c8e8ed1618,267881586,https://otvet.mail.ru/api/pictures/images/54e024b3f5eb66ae9bac5717d057f3974b753ae61fcca9357a89cc23f716701024fe7ad5cda07a141cc8b3c8e8ed1618.jpg?size=origin,А сейчас что-то совсем другое
19,672c7e414d5eb43d3f14f5173b342fb3fa2b05f474f5c8d07cfab6eed9442000b643e73b53c389092cc0773f49bc2532,267881600,https://otvet.mail.ru/api/pictures/images/672c7e414d5eb43d3f14f5173b342fb3fa2b05f474f5c8d07cfab6eed9442000b643e73b53c389092cc0773f49bc2532.jpg?size=origin,Сериалы и телешоу
20,b3c752193658f2f8a226b6652fb8869d0bdf6e605e85ac8db1c69f5aa5fc9a75260fd0f37bcfa10867f019ecb487a79e,267881603,https://otvet.mail.ru/api/pictures/images/b3c752193658f2f8a226b6652fb8869d0bdf6e605e85ac8db1c69f5aa5fc9a75260fd0f37bcfa10867f019ecb487a79e.jpg?size=origin,Вопросы о фауне
21,86904ac83d3ef7934a635ed8c4d44c434614c53751e55f72f96bd7cc953524b39eb7b63bcd34d12be1f38aadeb259226,267881660,https://otvet.mail.ru/api/pictures/images/86904ac83d3ef7934a635ed8c4d44c434614c53751e55f72f96bd7cc953524b39eb7b63bcd34d12be1f38aadeb259226.jpg?size=origin,Проблемы с кожей
22,11c777e6db044cb33c766f07b77fa45537e49d507251eb999caecfbf3dac81baea15d7c5a1bd432b578d254534f52cdb,267881678,https://otvet.mail.ru/api/pictures/images/11c777e6db044cb33c766f07b77fa45537e49d507251eb999caecfbf3dac81baea15d7c5a1bd432b578d254534f52cdb.jpg?size=origin,Дружба на века
23,4f794270d1b3398de105217ad912041dc1c2b15c99891d7b655c4f32ed60e3e870d2b2b09ee9e5482612772faf049935,267881735,https://otvet.mail.ru/api/pictures/images/4f794270d1b3398de105217ad912041dc1c2b15c99891d7b655c4f32ed60e3e870d2b2b09ee9e5482612772faf049935.jpg?size=origin,Космос и Вселенная
24,f8352dbe7d4531e2271410e4268da1e962b06a597f2ca6783aa2bffeb0f33a969f96b29ca9563f87e3b0f45a615b54ad,267881747,https://otvet.mail.ru/api/pictures/images/f8352dbe7d4531e2271410e4268da1e962b06a597f2ca6783aa2bffeb0f33a969f96b29ca9563f87e3b0f45a615b54ad.jpg?size=origin,Сборная Домашка
25,8a3978247b40a0cfb017ce3e392f80fb793978160343d05ae4b0599b251799c730bc0d2f8b704a000717f0258c76b98c,267881760,https://otvet.mail.ru/api/pictures/images/8a3978247b40a0cfb017ce3e392f80fb793978160343d05ae4b0599b251799c730bc0d2f8b704a000717f0258c76b98c.jpg?size=origin,А сейчас что-то совсем другое
26,cdc9ecd0d5f4bab90a596ff23594e4d35ba0f0888715e3b6b4fd6ba6dc1839fc275042677dc06c78f9ccc006c302be39,267881775,https://otvet.mail.ru/api/pictures/images/cdc9ecd0d5f4bab90a596ff23594e4d35ba0f0888715e3b6b4fd6ba6dc1839fc275042677dc06c78f9ccc006c302be39.jpg?size=origin,Космос и Вселенная
27,f0ee7b2d25d761b1eb6d6f1d92053f8b3e0bf6335ac529d35a15a10bc60d1c3412c7f3c30751503a275e798e18ce7bef,267881790,https://otvet.mail.ru/api/pictures/images/f0ee7b2d25d761b1eb6d6f1d92053f8b3e0bf6335ac529d35a15a10bc60d1c3412c7f3c30751503a275e798e18ce7bef.jpg?size=origin,Космос и Вселенная
28,f329fd3e6a8dea23eebce2ff038aa8e10efe4d3eea56cec0ca22358056c219c710b31449803a7ed32584914ed5916438,267881838,https://otvet.mail.ru/api/pictures/images/f329fd3e6a8dea23eebce2ff038aa8e10efe4d3eea56cec0ca22358056c219c710b31449803a7ed32584914ed5916438.jpg?size=origin,"Бог, вера, религия"
29,0a7112abc4fae983ca6d2d874a11d77cefbd4ba3a0a1ff0e0e98624ddbb6311fbe7d3aff0a87c3390e2b7cdf54411818,267881849,https://otvet.mail.ru/api/pictures/images/0a7112abc4fae983ca6d2d874a11d77cefbd4ba3a0a1ff0e0e98624ddbb6311fbe7d3aff0a87c3390e2b7cdf54411818.jpg?size=origin,Философский вопрос
30,d812e727a65f95a2b6ebe3344936a7938f105a15b2014ce911b7a9ceb8e2f303fe61a0884dccdbdff551883a296313fc,267881855,https://otvet.mail.ru/api/pictures/images/d812e727a65f95a2b6ebe3344936a7938f105a15b2014ce911b7a9ceb8e2f303fe61a0884dccdbdff551883a296313fc.jpg?size=origin,А сейчас что-то совсем другое
31,c710a5fc1ba7978e3ccd068df8245fa7b87f92c64d0200cb1b3ef97d13ae158b7ae56316d8174f9b406aee8f07335b32,267881927,https://otvet.mail.ru/api/pictures/images/c710a5fc1ba7978e3ccd068df8245fa7b87f92c64d0200cb1b3ef97d13ae158b7ae56316d8174f9b406aee8f07335b32.jpg?size=origin,А сейчас что-то совсем другое
32,0b2f60add9bcb913bd8822a1058c20559dfcd65139c849ced5913c8ff12bf47d429a91927ac50be0cd1fcea02a92c616,267881928,https://otvet.mail.ru/api/pictures/images/0b2f60add9bcb913bd8822a1058c20559dfcd65139c849ced5913c8ff12bf47d429a91927ac50be0cd1fcea02a92c616.jpg?size=origin,Steam
33,f56bfacea08d433e13a55570b2aa246a9f7b36293f74d1d5c2bc857cd3b9081ffea98f10b2e40caca4692458b8beab46,267881969,https://otvet.mail.ru/api/pictures/images/f56bfacea08d433e13a55570b2aa246a9f7b36293f74d1d5c2bc857cd3b9081ffea98f10b2e40caca4692458b8beab46.jpg?size=origin,Политические дебаты
34,675e052a07827d1cda4cc19364de51c1f9ad10be7009b1709befcaf8298003b3152ff597374d5784ba1a38c7cde7b14e,267881987,https://otvet.mail.ru/api/pictures/images/675e052a07827d1cda4cc19364de51c1f9ad10be7009b1709befcaf8298003b3152ff597374d5784ba1a38c7cde7b14e.jpg?size=origin,А сейчас что-то совсем другое
35,9ead5c26786b36b355b32b72d99bf91cc4e5d5ddbd43431f601488cbd837896a97acd445e364801babf8e62ce0ad0c90,267882015,https://otvet.mail.ru/api/pictures/images/9ead5c26786b36b355b32b72d99bf91cc4e5d5ddbd43431f601488cbd837896a97acd445e364801babf8e62ce0ad0c90.jpg?size=origin,Время игр
36,aabce931bd88d8d27ab0ac5d27d760371ea230688ba9b9dbf92e8dce05244c067c3041c0ed0d3c3215c55f3f037a9a0f,267882042,https://otvet.mail.ru/api/pictures/images/aabce931bd88d8d27ab0ac5d27d760371ea230688ba9b9dbf92e8dce05244c067c3041c0ed0d3c3215c55f3f037a9a0f.jpg?size=origin,А сейчас что-то совсем другое
37,75f773033172a796cb64a8365df3cc428b813bcc1e882b42f74e363ec386dd86c41ca8eb68e674089711ec8e84439610,267882046,https://otvet.mail.ru/api/pictures/images/75f773033172a796cb64a8365df3cc428b813bcc1e882b42f74e363ec386dd86c41ca8eb68e674089711ec8e84439610.jpg?size=origin,GTA
38,44aa7a0f1d9226b4459119f23fae6b1c28510b1e06e41deb6b2daa0ae6e1ee2524c3456066bdc69ced2693e9332ce455,267882048,https://otvet.mail.ru/api/pictures/images/44aa7a0f1d9226b4459119f23fae6b1c28510b1e06e41deb6b2daa0ae6e1ee2524c3456066bdc69ced2693e9332ce455.jpg?size=origin,Наша флора
39,6fc049ca1e402cccd4de99e92c63784db73321bf8a2ae91538b5682c2e9eb1c6053dcafa502fddc5cd27da9033940bee,267882052,https://otvet.mail.ru/api/pictures/images/6fc049ca1e402cccd4de99e92c63784db73321bf8a2ae91538b5682c2e9eb1c6053dcafa502fddc5cd27da9033940bee.jpg?size=origin,А сейчас что-то совсем другое
40,91327b84aa5134ded52af809cc2b332eb98bbed66050293b63273b8032ccb201dc95eadf5e199b34e417fc39c3753fc8,267882058,https://otvet.mail.ru/api/pictures/images/91327b84aa5134ded52af809cc2b332eb98bbed66050293b63273b8032ccb201dc95eadf5e199b34e417fc39c3753fc8.jpg?size=origin,Тарелка ЗОЖ
41,a019947568b34f06e0430c49ebd1e3ac0a816d651e1b832260406ce37d606d10bb78994e0c1983ff1ba5edae8caa76ee,267882059,https://otvet.mail.ru/api/pictures/images/a019947568b34f06e0430c49ebd1e3ac0a816d651e1b832260406ce37d606d10bb78994e0c1983ff1ba5edae8caa76ee.jpg?size=origin,Политические дебаты
42,73245e3b7acdddfb977a14cd0fffc2557f28afbd1e15a8684781e809871d3fa77db36c9989f913ec3b53308a00473ffc,267882117,https://otvet.mail.ru/api/pictures/images/73245e3b7acdddfb977a14cd0fffc2557f28afbd1e15a8684781e809871d3fa77db36c9989f913ec3b53308a00473ffc.jpg?size=origin,Стиль и фэшн
43,1ae26d7ff9c4e3171534faf924893c294e4c79649ed33e2c9389dfcf628619e16d75a58c71f9f42b75c34ddf2b6bcf00,267882142,https://otvet.mail.ru/api/pictures/images/1ae26d7ff9c4e3171534faf924893c294e4c79649ed33e2c9389dfcf628619e16d75a58c71f9f42b75c34ddf2b6bcf00.jpg?size=origin,А сейчас что-то совсем другое
44,e7d65c5f2543cc46430baca6c351f410d9761dd0b6be70a9d226c078bf9d49e541496cbed06c2c996a800497254d14bf,267882165,https://otvet.mail.ru/api/pictures/images/e7d65c5f2543cc46430baca6c351f410d9761dd0b6be70a9d226c078bf9d49e541496cbed06c2c996a800497254d14bf.jpg?size=origin,Едариум
45,49f82d90020391c8b738c06cba8c8d24298ec394c2f19b9d50047bdf8ba4996cc098aeca16fbe986039785ee56ad830c,267882208,https://otvet.mail.ru/api/pictures/images/49f82d90020391c8b738c06cba8c8d24298ec394c2f19b9d50047bdf8ba4996cc098aeca16fbe986039785ee56ad830c.jpg?size=origin,А сейчас что-то совсем другое
46,f27430aaa23f901d4f26326aac816d0bfc8683fa620263db2cfd29ec9f797c336ffb6c4aa17bbd976a7db6e6faca8592,267882277,https://otvet.mail.ru/api/pictures/images/f27430aaa23f901d4f26326aac816d0bfc8683fa620263db2cfd29ec9f797c336ffb6c4aa17bbd976a7db6e6faca8592.jpg?size=origin,Политические дебаты
47,a237dc3056b87e3f97dfda5ee02345e22d96ce0b843b696e8dde2f263a0a9e8eefbbb4428ca019793b872e18eda5ab7b,267882329,https://otvet.mail.ru/api/pictures/images/a237dc3056b87e3f97dfda5ee02345e22d96ce0b843b696e8dde2f263a0a9e8eefbbb4428ca019793b872e18eda5ab7b.jpg?size=origin,Оружие и война
48,f16202ba4d0dd9e843fa20728fe11a05bfc4af67bf924e3df690b3000dd83b60640cbb093c2f0ae4dbacf294f0222e67,267882355,https://otvet.mail.ru/api/pictures/images/f16202ba4d0dd9e843fa20728fe11a05bfc4af67bf924e3df690b3000dd83b60640cbb093c2f0ae4dbacf294f0222e67.jpg?size=origin,А сейчас что-то совсем другое
49,801d8d9df83e61613f76bf6769f02a402b7f00a821839df5c250538d59f4ed07ea852586b161f46a55a08f01d11fe02a,267882379,https://otvet.mail.ru/api/pictures/images/801d8d9df83e61613f76bf6769f02a402b7f00a821839df5c250538d59f4ed07ea852586b161f46a55a08f01d11fe02a.jpg?size=origin,Очумелые ручки
50,f9fdb3d27bf5734e2baeeefbfab4ef8558a6db345587fad2b4fff0f3f728416dbbe8835b179b8d46d80e3edf508200c4,267882380,https://otvet.mail.ru/api/pictures/images/f9fdb3d27bf5734e2baeeefbfab4ef8558a6db345587fad2b4fff0f3f728416dbbe8835b179b8d46d80e3edf508200c4.jpg?size=origin,Пояснительная бригада
51,dc2f6e62540416c2225214b2f78fc36e56dc43e9be524edc07b65c8707ca33631ac60b9226c553713c292560fcd37ab9,267882388,https://otvet.mail.ru/api/pictures/images/dc2f6e62540416c2225214b2f78fc36e56dc43e9be524edc07b65c8707ca33631ac60b9226c553713c292560fcd37ab9.jpg?size=origin,Лапки и хвосты
52,fb08bac57ccb11a13c6e5f91a80fb37f2f4be8de5f168ae5b31033bb4b3be11a0e362ecd97e4fc7fab15e98b6048c816,267882427,https://otvet.mail.ru/api/pictures/images/fb08bac57ccb11a13c6e5f91a80fb37f2f4be8de5f168ae5b31033bb4b3be11a0e362ecd97e4fc7fab15e98b6048c816.jpg?size=origin,Философский вопрос
53,aa88ca8270a6c33a662da7c95ce8113eb279de78260aacd6556ea21fef42c9b3a813936557c9f378297cbdd0c51fc540,267882474,https://otvet.mail.ru/api/pictures/images/aa88ca8270a6c33a662da7c95ce8113eb279de78260aacd6556ea21fef42c9b3a813936557c9f378297cbdd0c51fc540.jpg?size=origin,А сейчас что-то совсем другое
54,4465dbc5340a072112dd95061d8b1125f0912b574a2496c335338585c9d28773288a0fdd5774aba4f2a02d870b37c423,267882507,https://otvet.mail.ru/api/pictures/images/4465dbc5340a072112dd95061d8b1125f0912b574a2496c335338585c9d28773288a0fdd5774aba4f2a02d870b37c423.jpg?size=origin,Подслушано
55,a6500d034585a6359dc6578ae6f51916d63d0e46f970838a43d22df2cb13f09ee751da3691a4035f6eaeb2cafae739c1,267882516,https://otvet.mail.ru/api/pictures/images/a6500d034585a6359dc6578ae6f51916d63d0e46f970838a43d22df2cb13f09ee751da3691a4035f6eaeb2cafae739c1.jpg?size=origin,Время музыки
56,63fc5a38684def27da71a59f558be02e2429942caed8a2cba1e8b5d06263ebee407c47815349f1d93c903e3deedbbed9,267882535,https://otvet.mail.ru/api/pictures/images/63fc5a38684def27da71a59f558be02e2429942caed8a2cba1e8b5d06263ebee407c47815349f1d93c903e3deedbbed9.jpg?size=origin,А сейчас что-то совсем другое
57,58e739793b60244110063b34b3ffda4f9ce20e338edd1ae1fcb41028631033217d959cd18aab7af22f705a4727e86bea,267882567,https://otvet.mail.ru/api/pictures/images/58e739793b60244110063b34b3ffda4f9ce20e338edd1ae1fcb41028631033217d959cd18aab7af22f705a4727e86bea.jpg?size=origin,GTA
58,488281df40037436bcd422397afa7e254d9070cded5812e30f92ecb7b1265d445a29c9e85ab2b176c361208d616e3e3c,267882570,https://otvet.mail.ru/api/pictures/images/488281df40037436bcd422397afa7e254d9070cded5812e30f92ecb7b1265d445a29c9e85ab2b176c361208d616e3e3c.jpg?size=origin,Электроника и электротехника
59,9198e340bf17023761180862395cb2c96eb169a35ff023745d3c0240a63ac13abb4fc04b7c6198531cc6a212df752dc6,267882645,https://otvet.mail.ru/api/pictures/images/9198e340bf17023761180862395cb2c96eb169a35ff023745d3c0240a63ac13abb4fc04b7c6198531cc6a212df752dc6.jpg?size=origin,А сейчас что-то совсем другое
60,78025a165db7ee126aad48725f2ddbd3293d9aa5b23881004caaa6b2962b6fd2bbadb7d83b0eea45e6b8600957840ecf,267882660,https://otvet.mail.ru/api/pictures/images/78025a165db7ee126aad48725f2ddbd3293d9aa5b23881004caaa6b2962b6fd2bbadb7d83b0eea45e6b8600957840ecf.jpg?size=origin,Математика
61,0943d3918d5af3a5cc5a36a2824f2891a75aeb2cc4ac279d0832ac96415fe4ff8fda00c771a1881266d25c9fbf9053db,267882693,https://otvet.mail.ru/api/pictures/images/0943d3918d5af3a5cc5a36a2824f2891a75aeb2cc4ac279d0832ac96415fe4ff8fda00c771a1881266d25c9fbf9053db.jpg?size=origin,А сейчас что-то совсем другое
62,e8478f4f0ae641cba142f53396da913ecb609b32882a9e6063d6a9735604176f84b13ec53e49d29e13694ce0b60d2ca5,267882699,https://otvet.mail.ru/api/pictures/images/e8478f4f0ae641cba142f53396da913ecb609b32882a9e6063d6a9735604176f84b13ec53e49d29e13694ce0b60d2ca5.jpg?size=origin,Просто установи
63,007c396c7903f9c3a8f8ff8ef21d9705242c9c987427742f24d7c67e3191b581f36e4f52300d623fb0e6caed6eac1884,267882721,https://otvet.mail.ru/api/pictures/images/007c396c7903f9c3a8f8ff8ef21d9705242c9c987427742f24d7c67e3191b581f36e4f52300d623fb0e6caed6eac1884.jpg?size=origin,Жизнь в России
64,1b2fed73810de4f17eac44f0b6ca58990e23ffaaa81823e375cdbb67fd7a8d66a1820df2f26207c9e9a732262b7e92e2,267882848,https://otvet.mail.ru/api/pictures/images/1b2fed73810de4f17eac44f0b6ca58990e23ffaaa81823e375cdbb67fd7a8d66a1820df2f26207c9e9a732262b7e92e2.jpg?size=origin,А сейчас что-то совсем другое
65,effdd1280fe5a76025fe366b0a918e46204070e71bc66d0bcec2a543c838f0daf77daadf334732db6cc8f6d319e3af95,267882868,https://otvet.mail.ru/api/pictures/images/effdd1280fe5a76025fe366b0a918e46204070e71bc66d0bcec2a543c838f0daf77daadf334732db6cc8f6d319e3af95.jpg?size=origin,Время игр
66,0e7be1db185dd243831d36b1ffc672dc5e94f58f62434e6f99b8e887e2704b0cb43f14f81d24f223efe08f5852274fd4,267882877,https://otvet.mail.ru/api/pictures/images/0e7be1db185dd243831d36b1ffc672dc5e94f58f62434e6f99b8e887e2704b0cb43f14f81d24f223efe08f5852274fd4.jpg?size=origin,А сейчас что-то совсем другое
67,89c9282dedc88764d84509f378657e6b6a2696af082cb6fd5b91c6463e379cf68e80f4c9a52353229374249db9fc5418,267882917,https://otvet.mail.ru/api/pictures/images/89c9282dedc88764d84509f378657e6b6a2696af082cb6fd5b91c6463e379cf68e80f4c9a52353229374249db9fc5418.jpg?size=origin,А сейчас что-то совсем другое
68,bd93e9e47ab7b03b6d35ca61401efb32693af8348d982c9d739e3be1837bc8fe6e6127a3a4164448bd659ae5b7b600a0,267882918,https://otvet.mail.ru/api/pictures/images/bd93e9e47ab7b03b6d35ca61401efb32693af8348d982c9d739e3be1837bc8fe6e6127a3a4164448bd659ae5b7b600a0.jpg?size=origin,А сейчас что-то совсем другое
69,660391a5ea8356b7b2c1f40c746e8468c52a8d010bcf4e2f8ad9a37873f5d85a8d1a17a794218398049ecbca6cddf86a,267882928,https://otvet.mail.ru/api/pictures/images/660391a5ea8356b7b2c1f40c746e8468c52a8d010bcf4e2f8ad9a37873f5d85a8d1a17a794218398049ecbca6cddf86a.jpg?size=origin,А сейчас что-то совсем другое
70,a50a0b9d81253e6b788939bfb39c88f58c8fb046255c6788e9caa4d98e778def7a32a323c056eafb84bd5e8a4ef4f993,267882954,https://otvet.mail.ru/api/pictures/images/a50a0b9d81253e6b788939bfb39c88f58c8fb046255c6788e9caa4d98e778def7a32a323c056eafb84bd5e8a4ef4f993.jpg?size=origin,А сейчас что-то совсем другое
71,89c9282dedc88764d84509f378657e6b6a2696af082cb6fd5b91c6463e379cf68e80f4c9a52353229374249db9fc5418,267882979,https://otvet.mail.ru/api/pictures/images/89c9282dedc88764d84509f378657e6b6a2696af082cb6fd5b91c6463e379cf68e80f4c9a52353229374249db9fc5418.jpg?size=origin,А сейчас что-то совсем другое
72,148e0aee85f970855642e9f2bbad0bb3cdae39e76ae552e72bbd36e64e95e32c6e2bb88d978c55a919f49285e32f4ea6,267883016,https://otvet.mail.ru/api/pictures/images/148e0aee85f970855642e9f2bbad0bb3cdae39e76ae552e72bbd36e64e95e32c6e2bb88d978c55a919f49285e32f4ea6.jpg?size=origin,Смартфоны
73,fcb2c68dd2cf1f2151dd0e6ec4a092dc141abbcfd11cd9ac972f341e9c6244479352346cfea20fd10ded6d7087e83f98,267883050,https://otvet.mail.ru/api/pictures/images/fcb2c68dd2cf1f2151dd0e6ec4a092dc141abbcfd11cd9ac972f341e9c6244479352346cfea20fd10ded6d7087e83f98.jpg?size=origin,А сейчас что-то совсем другое
74,a6fa66a3f2465b0c9fe10a0ff10b6b684afdc62ac9c3033af5c087b79baa29eaccc628b55b3a3c9a5f0b1183ba96c462,267883133,https://otvet.mail.ru/api/pictures/images/a6fa66a3f2465b0c9fe10a0ff10b6b684afdc62ac9c3033af5c087b79baa29eaccc628b55b3a3c9a5f0b1183ba96c462.jpg?size=origin,Сборная Домашка
75,d7e2d418e3ba83beeaec6236e7684fb5ea2f3c188c4c331657fe4b542bd2278dd235a857f7f654873bcf38721aaaab10,267883257,https://otvet.mail.ru/api/pictures/images/d7e2d418e3ba83beeaec6236e7684fb5ea2f3c188c4c331657fe4b542bd2278dd235a857f7f654873bcf38721aaaab10.jpg?size=origin,Проблемы с ПК и интернетом
76,808ed2c295d974fc7bf1c019e29e0f04790e57c0afb9387aaa4d70fa23a0734fe2b07623f74542d2ad6a6db293173d53,267883269,https://otvet.mail.ru/api/pictures/images/808ed2c295d974fc7bf1c019e29e0f04790e57c0afb9387aaa4d70fa23a0734fe2b07623f74542d2ad6a6db293173d53.jpg?size=origin,А сейчас что-то совсем другое
77,706a2ff3a4eda096d31de35db82c0024f8578f61c6e9f29ad63c10cef72721aac2d34f9355b02e9a966c793cc821d1a8,267883279,https://otvet.mail.ru/api/pictures/images/706a2ff3a4eda096d31de35db82c0024f8578f61c6e9f29ad63c10cef72721aac2d34f9355b02e9a966c793cc821d1a8.jpg?size=origin,Мир медицины
78,1025f649ea6a13728ff4ad2c572038562b114bd71a470abe50962176d0ee000b014d54b8868877d98d4756728ed9ad8a,267883322,https://otvet.mail.ru/api/pictures/images/1025f649ea6a13728ff4ad2c572038562b114bd71a470abe50962176d0ee000b014d54b8868877d98d4756728ed9ad8a.jpg?size=origin,Электроника и электротехника
79,eaa3a5188b91e1696f1a75552ad8c1684bc64b108143ffefae8910cbaceeeb92af95b6b945492285cb74731f464ea122,267883342,https://otvet.mail.ru/api/pictures/images/eaa3a5188b91e1696f1a75552ad8c1684bc64b108143ffefae8910cbaceeeb92af95b6b945492285cb74731f464ea122.jpg?size=origin,А сейчас что-то совсем другое
