Source,Name,Home City,House,Race,Gender,Level,Class,RefID,BaseID,Health,Magicka,Stamina,Primary Skills,Morality,Aggression,Faction(s),Class Details,Essential,Location,Training,Merchant,Gold,Sells,Buys,Race Details,Follower,Respawns,Store,AdoptHF,Protected,Perks,Marry,StewardHF,Horses,Added by,Level (PC=10),Health (PC=10),Magicka (PC=10),Stamina (PC=10)
https://en.uesp.net/wiki/Skyrim:Bodil,Bodil,Dawnstar,,Nord,Female,6,Miner,000876DD,000876DC,91,67,67,"Smithing, Two-handed",No Crime,Unaggressive,CrimeFactionPale; DawnstarIronBreakerMinersFaction; JobMinerFaction; TownDawnstarFaction,None,No,Iron-Breaker Mine,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Gjak,Gjak,Dawnstar,,Nord,Male,6,Miner,000876DB,000876DA,91,67,67,"Smithing, Two-handed",No Crime,Unaggressive,CrimeFactionPale; DawnstarIronBreakerMinersFaction; JobMinerFaction; TownDawnstarFaction,None,No,Iron-Breaker Mine,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Karl,Karl,Dawnstar,,Nord,Male,6,Miner,0001A6BC,00013619,91,67,67,"Smithing, Two-handed",No Crime,Unaggressive,CrimeFactionPale; DawnstarIronBreakerMinersFaction; FavorJobsDrunksFaction; JobMinerFaction; TownDawnstarFaction,None,No,Iron-Breaker Mine,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Leigelf,Leigelf,Dawnstar,Leigelf's House,Nord,Male,6,Miner,0001A6BD,0001361B,91,67,67,"Smithing, Two-handed",No Crime,Unaggressive,CrimeFactionPale; DawnstarQuicksilverMinerFaction; FavorJobsMineOreFaction; JobMinerFaction; TownDawnstarFaction,None,No,,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Frida,Frida,Dawnstar,,Elder,Female,6,Apothecary,0001A6B5,00013614,91,67,67,"Alchemy, Speech",No Crime,Unaggressive,CrimeFactionPale; Favor205QuestGiverFaction; JobApothecaryFaction; JobMerchantFaction; ServicesDawnstarUsefulThingsApothecary; TownDawnstarFaction,VendorApothecary,No,,None,True,500 (+500 Investor; +1000 Master Trader),See The Mortar and Pestle,"Apothecary (Animal Parts, Food, Ingredients, Poisons, Potions, Raw Food, Recipes)",,No,No,The Mortar and Pestle,No,No,,No,No,,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Alesan,Alesan,Dawnstar,,Redguard,Male,1,Child,xx003F73,xx00403C,50,0,50,,No Crime,Unaggressive,BYOHDisallowGamesFaction; BYOHRelationshipAdoptableFaction; BYOHUrchin_AlesanJobFaction; CrimeFactionPale; DawnstarWindpeakInnFaction; TownDawnstarFaction,None,No,,None,,,None,None,Child,No,No,None,Yes,No,,No,No,,Hearthfire,1,50,0,50
https://en.uesp.net/wiki/Skyrim:Harlaug,Harlaug,Dawnstar,,Nord,Male,6,Warrior,xx016853,xx01684E,108,50,67,"One-handed, Block, Heavy Armor, Two-handed",No Crime,Unaggressive,BanditFriendFaction; Blood-Kin of the Orcs; CrimeFactionPale; Faction that is friends with all Creatures; Ferry System Vendors; Friends with PredatorFaction,None,No,,None,,,None,None,,No,Yes,None,No,Yes,,No,No,,Dawnguard,6,108,50,67
https://en.uesp.net/wiki/Skyrim:Irine,Irine,Dawnstar,,Dark Elf,Female,PC×1 (range=6-25),Miner,FExxx979,FExxx938,,,,,No Crime,Unaggressive,CrimeFactionPale; TownDawnstarFaction; DawnstarQuicksilverMinerFaction,None,No,,None,,,None,None,,No,No,None,No,No,,No,No,,Vigil Enforcer Armor Set,10,,,
https://en.uesp.net/wiki/Skyrim:Rustleif,Rustleif,Dawnstar,,Nord,Male,6,Blacksmith,0001A6BE,0001361E,95,60,70,"Smithing, Speech, Block, One-handed",No Crime,Unaggressive,CrimeFactionPale; DawnstarRustleifsHouseFaction; Favor110QuestGiverFaction; JobBlacksmithFaction; JobMerchantFaction; ServicesDawnstarRustleifSmithy; TownDawnstarFaction,VendorBlacksmith,No,,None,True,1000 (+500 Investor; +1000 Master Trader),See Rustleif's House,"Blacksmith (Animal Hides, Armor, Arrows, Ore/Ingots, Tools, Weapons)",,No,No,Rustleif's House,No,No,,No,No,,Vanilla,6,95,60,70
https://en.uesp.net/wiki/Skyrim:Seren,Seren,Dawnstar,,Redguard,Female,6,Blacksmith,0001A6BF,0001361F,95,60,70,"One-handed, Smithing, Block, Speech",No Crime,Unaggressive,CrimeFactionPale; DawnstarRustleifsHouseFaction; JobBlacksmithFaction; JobMerchantFaction; ServicesDawnstarRustleifSmithy; TownDawnstarFaction,VendorBlacksmith,No,,None,True,1000 (+500 Investor; +1000 Master Trader),See Rustleif's House,"Blacksmith (Animal Hides, Armor, Arrows, Ore/Ingots, Tools, Weapons)",,No,No,Rustleif's House,No,No,,No,No,,Vanilla,6,95,60,70
https://en.uesp.net/wiki/Skyrim:Silus_Vesuius,Silus Vesuius,Dawnstar,Silus Vesuius's House,Imperial,Male,PC×0.75 (range=20-30),Destruction Mage,000240CE,000240CC,50+(PC-1.3)×6.2,50+(PC-1.3)×5,50,"Destruction, Restoration, Alteration, Sneak",No Crime,Aggressive,CrimeFactionPale; Prevents filling aliases in WIGreeting; Thieves Guild No Pickpocketing Faction,CombatMageDestruction,No,,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,20,103.94,93.5,50
https://en.uesp.net/wiki/Skyrim:Captain_Wayfinder,Captain Wayfinder,Dawnstar,,Nord,Male,4,Rogue,000A17AB,00013296,80,50,65,"One-handed, Two-handed",No Crime,Unaggressive,CrimeFactionPale; ShipsSeaSquallFaction,None,No,The Sea Squall,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,4,80,50,65
https://en.uesp.net/wiki/Skyrim:Guthrum,Guthrum,Dawnstar,,Nord,Male,4,Ranger,0009424A,00013285,80,50,65,"Light Armor, Two-handed",No Crime,Unaggressive,CrimeFactionPale; ShipsSeaSquallFaction,None,No,The Sea Squall,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,4,80,50,65
https://en.uesp.net/wiki/Skyrim:Ravam_Verethi,Ravam Verethi,Dawnstar,,Dark Elf,Male,4,Rogue,000A17A8,0001413D,80,50,65,"Destruction, Sneak",No Crime,Unaggressive,CrimeFactionPale; ShipsSeaSquallFaction,None,No,The Sea Squall,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,4,80,50,65
https://en.uesp.net/wiki/Skyrim:Bulfrek,Bulfrek,Dawnstar,,Nord,Male,6,Citizen,0001A6C2,00013613,91,67,67,"Smithing, Two-handed",No Crime,Unaggressive,CrimeFactionPale; DawnstarWhiteHallFaction; Ruling Government; Sons of Skyrim Government; TownDawnstarFaction,None,No,The White Hall,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Frorkmar_Banner-Torn,Frorkmar Banner-Torn,Dawnstar,,Nord,Male,PC×0.25 (max=50),Soldier,"00077D61
00037F97",00084553,50+(PC-4)×2,50,50+(PC-4)×1.8,"Archery, Block, One-handed, Two-handed",No Crime,Aggressive,CWDialogueSoldierFaction; CWFieldCOFaction; CWSonsFactionNPC; CWSonsFieldCOVoiceTypeFaction; Faction for CW soldiers; Guard Faction; Sons of Skyrim; Stormcloaks,None,Yes,"The White Hall,, Pale Stormcloak Camp",None,,,None,None,,No,No,None,No,No,Extra Damage,No,No,,Vanilla,2.5,62,50,60.8
https://en.uesp.net/wiki/Skyrim:Gregor,Gregor,Dawnstar,,Nord,Male,PC×1 (range=10-50),Warrior,xx00521F,xx00521E,205-671,50,80-214,"Heavy Armor, One-handed, Archery, Block",Any Crime,Aggressive,BYOHHousecarlFaction; BYOHHousecarlPaleCrimeFaction; CurrentFollowerFaction; PlayerFaction; PlayerHousecarlFaction; PotentialFollowerFaction; PotentialMarriageFaction,CombatWarrior1H,No,The White Hall,None,,,None,None,,Yes,No,None,No,Yes,,Yes,Yes,,Hearthfire,10,438.0,50,147.0
https://en.uesp.net/wiki/Skyrim:Skald,Skald,Dawnstar,The White Hall,Elder,Male,PC×1 (range=10-25),Warrior,0001A6C0,00013620,50+(PC-1)×11.7,50,50+(PC-1)×3.3,"Heavy Armor, One-handed, Archery, Block",No Crime,Unaggressive,CrimeFactionPale; Favor153QuestGiverFaction; Favor256QuestGiverFaction; JobJarlFaction; Ruling Government; Sons of Skyrim Government; TownDawnstarFaction,CombatWarrior1H,Yes,,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,10,155.3,50,79.7
https://en.uesp.net/wiki/Skyrim:Jod,Jod,Dawnstar,,Nord,Male,PC×1 (range=10-25),Warrior,0001A6C1,00013618,50+(PC-1)×11.7,50,50+(PC-1)×3.3,"Heavy Armor, One-handed, Archery, Block",No Crime,Unaggressive,CrimeFactionPale; Ruling Government; Sons of Skyrim Government; TownDawnstarFaction,CombatWarrior1H,Yes,The White Hall,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,10,155.3,50,79.7
https://en.uesp.net/wiki/Skyrim:Madena,Madena,Dawnstar,,Breton,Female,15,Destruction Mage,0001A6C3,0001361D,167,143,50,"Destruction, Restoration, Alteration, Conjuration, Sneak",No Crime,Unaggressive,CrimeFactionPale; DawnstarWhiteHallFaction; JobMerchantFaction; JobSpellFaction; ServicesDawnstarCourtWizard; TownDawnstarFaction,CombatMageDestruction,No,,None,True,500 (+1000 Master Trader),See Standard Merchandise,"Spells (Books, Clothing, Daedric Artifacts, Jewelry, Scrolls, Soul Gems, Spell Tomes, Staves)",,No,No,The White Hall,No,No,,No,No,,Vanilla,15,167,143,50
https://en.uesp.net/wiki/Skyrim:Abelone,Abelone,Dawnstar,,Nord,Female,4,Citizen,00087750,0008774F,75,60,60,Two-handed,No Crime,Unaggressive,CrimeFactionPale; DawnstarWindpeakInnFaction; TownDawnstarFaction,None,No,Windpeak Inn,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,4,75,60,60
https://en.uesp.net/wiki/Skyrim:Alding,Alding,Dawnstar,,Nord,Male,1,Warrior,0005226A,00052268,50,50,50,,No Crime,Aggressive,MS10BloodHorkerFaction,CombatWarrior1H,No,Windpeak Inn,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,1,50,50,50
https://en.uesp.net/wiki/Skyrim:Erandur,Erandur,Dawnstar,,Dark Elf,Male,PC×1.5 (range=6-50),Priest,00024280,0002427D,142-508,50,83-377,"Restoration, Speech, Alchemy, Conjuration, Smithing",No Crime,Unaggressive,DA16VaerminaDreamFaction; PotentialFollowerFaction,None,"Yes, until decision point in Waking Nightmare","Windpeak Inn,, Nightcaller Temple",None,,,None,None,,Yes,No,None,No,No,,No,No,,Vanilla,15.0,325.0,50,230.0
https://en.uesp.net/wiki/Skyrim:Gjuk,Gjuk,Dawnstar,,Nord,Male,1,Warrior,0005226C,00052269,50,50,50,,No Crime,Aggressive,MS10BloodHorkerFaction,CombatWarrior1H,No,Windpeak Inn,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,1,50,50,50
https://en.uesp.net/wiki/Skyrim:Irlof,Irlof,Dawnstar,,Nord,Male,1,Warrior,0005226B,00052267,50,50,50,,No Crime,Aggressive,MS10BloodHorkerFaction,CombatWarrior1H,No,Windpeak Inn,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,1,50,50,50
https://en.uesp.net/wiki/Skyrim:Karita_(bard),Karita,Dawnstar,,Nord,Female,6,Bard,0001A6C7,0001361A,89,72,64,Speech,No Crime,Unaggressive,BardSingerFaction; BardSingerNoAutostart; CrimeFactionPale; DawnstarWindpeakInnFaction; JobBardFaction; TownDawnstarFaction,None,No,Windpeak Inn,None,True,100,See Windpeak Inn,"Innkeeper (Food, Raw Food)",,No,No,None,No,No,,No,No,,Vanilla,6,89,72,64
https://en.uesp.net/wiki/Skyrim:Stig_Salt-Plank,Stig Salt-Plank,Dawnstar,,Nord,Male,1,Warrior,0001DC01,0001DC00,50,50,50,,No Crime,Unaggressive,MS10BloodHorkerFaction,CombatWarrior1H,No,Windpeak Inn,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,1,50,50,50
https://en.uesp.net/wiki/Skyrim:Thoring,Thoring,Dawnstar,,Nord,Male,6,Food Vendor,0001A6C8,00013621,91,67,67,"Speech, One-handed, Pickpocket, Two-handed",No Crime,Unaggressive,CrimeFactionPale; DawnstarWindpeakInnFaction; JobInnkeeperFaction; JobMerchantFaction; JobRentRoomFaction; Prevents filling aliases in WIGreeting; TownDawnstarFaction,None,No,,None,True,100,See Windpeak Inn,"Innkeeper (Food, Raw Food)",,No,No,Windpeak Inn,No,No,,No,No,,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Vereth,Vereth,Dawnstar,,High Elf,Male,PC×1 (range=6-15),Miner,FExxx936,FExxx935,,,,,No Crime,Unaggressive,CrimeFactionPale; TownDawnstarFaction; DawnstarQuicksilverMinerFaction,None,No,Windpeak Inn,None,,,None,None,,No,No,None,No,No,,No,No,,Vigil Enforcer Armor Set,10,,,
https://en.uesp.net/wiki/Skyrim:Borgny,Borgny,Dawnstar,,Nord,Male,6,Miner,000877B3,000877B2,91,67,67,"Smithing, Two-handed",No Crime,Unaggressive,CrimeFactionPale; DawnstarQuicksilverMinerFaction; TownDawnstarFaction,None,No,Quicksilver Mine,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Edith,Edith,Dawnstar,,Nord,Female,6,Miner,000877B0,000877AF,91,67,67,"Smithing, Two-handed",No Crime,Unaggressive,CrimeFactionPale; DawnstarQuicksilverMinerFaction; TownDawnstarFaction,None,No,Quicksilver Mine,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Fenrik,Fenrik,Dawnstar,,Nord,Male,PC×1 (range=10-30),Vigilant,FExxx8E4,FExxx95F,50+(PC-1)×10,50+(PC-1)×1.7,50+(PC-1)×3.3,"Block, Heavy Armor, One-handed, Alteration, Restoration",No Crime,Aggressive,WIPlayerEnemyFaction,None,No,Quicksilver Mine,None,,,None,None,"Vampire, Undead",No,No,None,No,No,,No,No,,Vigil Enforcer Armor Set,10,140,65.3,79.7
https://en.uesp.net/wiki/Skyrim:Harald,Harald,Dawnstar,,Nord,Male,6,Miner,FExxx934,FExxx92B,91,67,67,,Indeterminate,Indeterminate,CrimeFactionPale; TownDawnstarFaction; DawnstarQuicksilverMinerFaction,None,No,Quicksilver Mine,None,,,None,None,,No,No,None,No,No,,No,No,,Vigil Enforcer Armor Set,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Lond,Lond,Dawnstar,,Nord,Male,6,Miner,0001A6C6,0001361C,91,67,67,"Smithing, Two-handed",No Crime,Unaggressive,CrimeFactionPale; DawnstarQuicksilverMinerFaction; TownDawnstarFaction,None,No,Quicksilver Mine,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Indara_Caerellia,Indara Caerellia,Falkreath,Corpselight Farm,Imperial,Female,4,Warrior,00019819,0001364F,85,50,60,"Heavy Armor, One-handed, Restoration",No Crime,Unaggressive,CrimeFactionFalkreath; FalkreathCorpselightFarmFaction; TownFalkreathFaction,CombatWarrior1H,No,,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,4,85,50,60
https://en.uesp.net/wiki/Skyrim:Mathies,Mathies,Falkreath,Corpselight Farm,Nord,Male,4,Farmer,0001981A,0001364E,75,60,60,Two-handed,No Crime,Unaggressive,CrimeFactionFalkreath; FalkreathCorpselightFarmFaction; FavorJobsGatherWheatFaction; TownFalkreathFaction,None,No,,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,4,75,60,60
https://en.uesp.net/wiki/Skyrim:Arcturus,Arcturus,,,Imperial,Male,Radiant (1-23),Penitus Oculatus,0004D6CF,0004D6CA,50-283,50-123,50-124,"One-handed, Destruction, Heavy Armor",No Crime,Aggressive,DBPenitusOculatusFaction; PenitusOculatusFaction,None,No,Dark Brotherhood Sanctuary,None,,,None,None,,No,No,None,No,Yes,,No,No,,Vanilla,12.0,166.5,86.5,87.0
https://en.uesp.net/wiki/Skyrim:Arnbjorn,Arnbjorn,,,Nord,Male,PC×1 (range=5-50),Assassin,0001BDE7,0001BDB0,150+(PC-1)×8.3,50+(PC-1)×1.7,100+(PC-1)×5,"One-handed, Sneak, Archery, Light Armor",No Crime,Aggressive,The Dark Brotherhood; FavorExcludedFaction,CombatAssassin,Yes,Dark Brotherhood Sanctuary,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,10,224.7,65.3,145
https://en.uesp.net/wiki/Skyrim:Astrid,Astrid,,,Nord,Female,PC×1 (min=5),Assassin,0001BDE8,0001BDB4,250+(PC-1)×8.3,50+(PC-1)×1.7,250+(PC-1)×5,"One-handed, Sneak, Archery, Light Armor",No Crime,Aggressive,The Dark Brotherhood; FavorExcludedFaction,CombatAssassin,"Yes, from Sanctuary to Death Incarnate","Abandoned Shack, Dark Brotherhood Sanctuary",None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,10,324.7,65.3,295
https://en.uesp.net/wiki/Skyrim:Festus_Krex,Festus Krex,,,Elder,Male,PC×1 (range=5-50),Destruction Mage,0001D4BB,0001BDB2,100+(PC-1)×8.3,250+(PC-1)×6.7,50,"Destruction, Restoration, Alteration, Sneak",No Crime,Aggressive,The Dark Brotherhood; FavorExcludedFaction,CombatMageDestruction,Yes,Dark Brotherhood Sanctuary,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,10,174.7,310.3,50
https://en.uesp.net/wiki/Skyrim:Gabriella,Gabriella,,,Dark Elf,Female,PC×1 (range=5-50),Assassin,0001BDEB,0001BDB8,150+(PC-1)×8.3,75+(PC-1)×1.7,50+(PC-1)×5,"One-handed, Sneak, Archery, Light Armor",No Crime,Aggressive,The Dark Brotherhood; FavorExcludedFaction,CombatAssassin,Yes,Dark Brotherhood Sanctuary,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,10,224.7,90.3,95
https://en.uesp.net/wiki/Skyrim:Veezara,Veezara,,,Argonian,Male,PC×1 (range=5-50),Assassin,0001C3AE,0001C3AA,350+(PC-1)×8.3,50+(PC-1)×1.7,50+(PC-1)×5,"One-handed, Sneak, Archery, Light Armor",No Crime,Aggressive,The Dark Brotherhood; FavorExcludedFaction,CombatAssassin,No,Dark Brotherhood Sanctuary,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,10,424.7,65.3,95
https://en.uesp.net/wiki/Skyrim:Delacourt,Delacourt,Falkreath,,Breton,Male,4,Rogue,00072667,00072663,80,50,65,Conjuration,No Crime,Unaggressive,BardSingerFaction; CrimeFactionFalkreath; FalkreathDeadMansDrinkFaction; JobBardFaction; TownFalkreathFaction,None,No,,None,,,None,None,,No,No,Dead Man's Drink,No,No,,No,No,,Vanilla,4,80,50,65
https://en.uesp.net/wiki/Skyrim:Narri,Narri,Falkreath,,Nord,Female,4,Citizen,0003A199,00013654,75,60,60,Two-handed,No Crime,Unaggressive,CrimeFactionFalkreath; FalkreathDeadMansDrinkFaction; Server; TownFalkreathFaction,None,No,,None,,,None,None,,No,No,Dead Man's Drink,No,No,,No,No,,Vanilla,4,75,60,60
https://en.uesp.net/wiki/Skyrim:Valdr,Valdr,Falkreath,Dead Man's Drink,Nord,Male,PC×1 (range=8-25),Bandit Archer,000411B9,000411BA,50+(PC-1)×11,50,50+(PC-1)×4,"Archery, Light Armor, One-handed, Sneak",No Crime,Aggressive,CrimeFactionFalkreath; TownFalkreathFaction; dunMossMotherValdrFaction,None,No,Outside of Moss Mother Cavern,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,10,149,50,86
https://en.uesp.net/wiki/Skyrim:Valga_Vinicia,Valga Vinicia,Falkreath,,Imperial,Female,4,Food Vendor,0003A198,00013655,75,60,60,Restoration,No Crime,Unaggressive,CrimeFactionFalkreath; Dead Mans Drink; FalkreathDeadMansDrinkFaction; TownFalkreathFaction,None,No,,None,True,100,See Dead Man's Drink,"Innkeeper (Food, Raw Food)",,No,No,Dead Man's Drink,No,No,,No,No,,Vanilla,4,75,60,60
https://en.uesp.net/wiki/Skyrim:Dengeir_of_Stuhn,Dengeir of Stuhn,Falkreath,Dengeir's House,Nord,Male,4,Warrior,0001981B,0001365A,85,50,60,"One-handed, Two-handed",No Crime,Unaggressive,CrimeFactionFalkreath; FalkreathDengeirsHallFaction; Favor018QuestGiverFaction; Favor258QuestGiverFaction; NPCs the Player cannot marry; Sons of Skyrim Government; TownFalkreathFaction,None,Yes,,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,4,85,50,60
https://en.uesp.net/wiki/Skyrim:Tekla,Tekla,Falkreath,Dengeir's House,Nord,Female,4,Citizen,0001981C,00013656,75,60,60,Two-handed,No Crime,Unaggressive,CrimeFactionFalkreath; FalkreathDengeirsHallFaction; Sons of Skyrim Government; TownFalkreathFaction,None,Yes,,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,4,75,60,60
https://en.uesp.net/wiki/Skyrim:Thadgeir,Thadgeir,Falkreath,Dengeir's House,Nord,Male,4,Warrior,0004E5EA,0004E5E9,85,50,60,"One-handed, Two-handed",No Crime,Unaggressive,CrimeFactionFalkreath; FalkreathDengeirsHallFaction; Favor001QuestGiverFaction; Imperial Government; Sons of Skyrim Government; TownFalkreathFaction,CombatWarrior1H,No,,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,4,85,50,60
https://en.uesp.net/wiki/Skyrim:Falkreath_Guard,Falkreath Guard,,,Nord,Male,PCx1 (Range=20-50),Warrior,N/A,000EC6E7,,,,,Indeterminate,Indeterminate,CrimeFactionFalkreath; Imperial Legion; NPC faction; Guard Faction; Dialogue Faction for Falkreath Hold Guards; GuardFaction,None,No,Falkreath,None,,,None,None,,No,Yes,None,No,No,,No,No,,Vanilla,20,,,
https://en.uesp.net/wiki/Skyrim:Sinding,Sinding,,,Nord,Male,1,Warrior,0006C1B8,0006C1B7,50,50,50,,No Crime,Unaggressive,dunBloatedMan_SindingFaction,CombatWarrior1H,No,"Falkreath Jail, Bloated Man's Grotto",None,,,None,None,,No,No,None,No,Yes,,No,No,,Vanilla,1,50,50,50
