ID,READER,BOOK ID,token_id,start,end,label,temp,wpm,speaker's gender,source_file
209,198,121,6,0.0,14.385,reflective,norm,1.8769551616266944,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0006.wav
209,198,121,7,0.0,15.875,emotional,slow,0.5039370078740157,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0007.wav
209,198,121,8,0.0,13.515,tense,norm,1.8497965223825377,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0008.wav
209,198,121,9,0.0,6.845,reflective,fast,3.2140248356464576,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0009.wav
209,198,121,10,0.0,16.22,emotional,slow,0.4315659679408138,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0010.wav
209,198,121,11,0.0,14.86,tense,slow,0.4037685060565276,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0011.wav
209,198,121,12,0.0,14.18,tense,slow,0.846262341325811,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0012.wav
209,198,121,13,0.0,3.53,melancholic,fast,3.39943342776204,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0013.wav
209,198,121,14,0.0,14.14,calm,slow,0.495049504950495,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0014.wav
209,198,121,15,0.0,15.18,emotional,slow,0.8563899868247694,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0015.wav
209,198,121,16,0.0,13.725,reflective,slow,1.2386156648451732,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0016.wav
209,198,121,17,0.0,5.81,reflective,norm,1.8932874354561104,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0017.wav
209,198,121,18,0.0,14.77,emotional,slow,1.015572105619499,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0018.wav
209,198,121,19,0.0,12.175,melancholic,slow,0.8213552361396304,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0019.wav
209,198,121,20,0.0,13.19,tense,slow,0.9855951478392724,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0020.wav
209,198,121,21,0.0,16.025,melancholic,slow,0.62402496099844,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0021.wav
209,198,121,22,0.0,14.97,tense,slow,0.6012024048096192,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0022.wav
209,198,121,23,0.0,16.315,reflective,slow,0.3064664419246092,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0023.wav
209,198,121,24,0.0,14.77,melancholic,norm,1.5572105619498986,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0024.wav
209,198,121,25,0.0,7.52,melancholic,fast,2.792553191489362,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0025.wav
209,198,121,26,0.0,15.83,melancholic,slow,0.6317119393556538,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0026.wav
209,198,121,27,0.0,12.75,melancholic,slow,0.6274509803921569,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0027.wav
209,198,121,28,0.0,15.485,tense,slow,1.0332579916047788,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0028.wav
209,198,121,29,0.0,15.18,emotional,slow,1.1198945981554678,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0029.wav
209,198,121,30,0.0,6.55,reflective,fast,2.900763358778626,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0030.wav
209,198,121,31,0.0,2.745,calm,fast,2.550091074681238,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0031.wav
209,198,121,32,0.0,15.11,reflective,slow,0.5294506949040371,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0032.wav
209,198,121,33,0.0,6.265,tense,fast,3.1923383878691145,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0033.wav
209,198,121,34,0.0,14.84,melancholic,slow,0.8760107816711591,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0034.wav
209,198,121,35,0.0,13.73,calm,slow,0.291332847778587,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0035.wav
209,198,121,36,0.0,15.525,reflective,slow,0.1288244766505636,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0036.wav
209,198,121,37,0.0,15.915,emotional,norm,1.696512723845429,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0037.wav
209,198,121,38,0.0,4.965,tense,fast,2.8197381671701915,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0038.wav
216,403,121,0,0.0,13.095,melancholic,norm,1.6036655211912942,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0000.wav
216,403,121,1,0.0,15.225,melancholic,slow,1.116584564860427,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0001.wav
216,403,121,2,0.0,11.855,reflective,slow,1.0965837199493884,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0002.wav
216,403,121,3,0.0,13.95,tense,slow,1.0035842293906811,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0003.wav
216,403,121,4,0.0,13.69,emotional,slow,0.6574141709276845,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0004.wav
216,403,121,5,0.0,13.74,melancholic,norm,2.2561863173216885,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0005.wav
216,403,121,6,0.0,14.54,reflective,slow,0.4126547455295736,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0006.wav
216,403,121,7,0.0,14.88,reflective,norm,1.6801075268817205,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0007.wav
216,403,121,8,0.0,13.61,tense,slow,0.6612784717119765,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0008.wav
216,403,121,9,0.0,14.39,emotional,slow,0.5559416261292565,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0009.wav
216,403,121,10,0.0,15.13,tense,slow,0.727032385988103,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0010.wav
216,403,121,11,0.0,14.635,calm,slow,1.0249402118209772,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0011.wav
216,403,121,12,0.0,14.77,tense,slow,0.6770480704129993,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0012.wav
216,403,121,13,0.0,14.375,melancholic,slow,1.1130434782608696,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0013.wav
216,403,121,14,0.0,3.21,melancholic,norm,1.8691588785046729,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0014.wav
216,403,121,15,0.0,14.14,tense,slow,0.5657708628005658,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0015.wav
216,403,121,16,0.0,15.48,calm,slow,1.3565891472868217,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0016.wav
216,403,121,17,0.0,4.695,reflective,norm,2.1299254526091587,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0017.wav
216,403,121,18,0.0,13.1,melancholic,slow,0.9923664122137404,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0018.wav
216,403,121,19,0.0,10.71,melancholic,slow,1.1204481792717087,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0019.wav
216,403,121,20,0.0,13.6,reflective,slow,0.2941176470588235,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0020.wav
216,403,121,21,0.0,14.115,calm,slow,0.8501594048884166,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0021.wav
216,403,121,22,0.0,12.395,melancholic,slow,1.371520774505849,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0022.wav
216,403,121,23,0.0,14.53,melancholic,slow,0.8258774948382657,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0023.wav
216,403,121,24,0.0,15.42,tense,slow,0.5188067444876784,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0024.wav
216,403,121,25,0.0,12.58,melancholic,norm,1.5103338632750398,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0025.wav
216,403,121,26,0.0,13.98,emotional,slow,0.5722460658082975,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0026.wav
216,403,121,27,0.0,9.89,melancholic,slow,1.4155712841253791,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0027.wav
216,403,121,28,0.0,12.305,emotional,slow,1.381552214546932,female,train-clean-100/LibriSpeech/train-clean-100\403\216\403-216-0028.wav
218,89,121,0,0.0,15.725,calm,slow,0.1907790143084261,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0000.wav
218,89,121,1,0.0,14.695,melancholic,norm,1.633208574345015,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0001.wav
218,89,121,2,0.0,10.455,emotional,slow,0.4782400765184122,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0002.wav
218,89,121,3,0.0,14.445,tense,slow,1.3153340256143995,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0003.wav
218,89,121,4,0.0,6.285,emotional,fast,2.704852824184566,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0004.wav
218,89,121,5,0.0,14.53,calm,slow,0.7570543702684103,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0005.wav
218,89,121,6,0.0,10.41,calm,norm,2.4015369836695486,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0006.wav
218,89,121,7,0.0,15.855,emotional,slow,1.3875748975086724,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0007.wav
218,89,121,8,0.0,15.365,emotional,slow,0.5206638464041653,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0008.wav
218,89,121,9,0.0,16.15,tense,slow,0.3095975232198142,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0009.wav
218,89,121,10,0.0,15.3,reflective,norm,1.699346405228758,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0010.wav
218,89,121,11,0.0,15.86,tense,slow,1.3240857503152583,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0011.wav
218,89,121,12,0.0,11.47,tense,norm,1.6564952048823016,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0012.wav
218,89,121,13,0.0,15.575,calm,norm,1.6051364365971108,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0013.wav
218,89,121,14,0.0,9.065,melancholic,slow,0.3309431880860452,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0014.wav
218,89,121,15,0.0,4.12,reflective,fast,3.3980582524271843,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0015.wav
218,89,121,16,0.0,14.775,reflective,slow,1.1505922165820643,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0016.wav
218,89,121,17,0.0,14.25,tense,norm,1.894736842105263,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0017.wav
218,89,121,18,0.0,13.58,tense,slow,1.325478645066274,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0018.wav
218,89,121,19,0.0,5.98,emotional,fast,3.34448160535117,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0019.wav
218,89,121,20,0.0,9.61,reflective,fast,2.6014568158168574,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0020.wav
218,89,121,21,0.0,14.795,reflective,slow,0.6759040216289287,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0021.wav
218,89,121,22,0.0,13.065,emotional,slow,0.8419441255262151,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0022.wav
218,89,121,23,0.0,14.78,melancholic,slow,1.353179972936401,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0023.wav
218,89,121,24,0.0,6.7,calm,fast,3.432835820895522,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0024.wav
218,89,121,25,0.0,13.58,melancholic,slow,1.1782032400589102,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0025.wav
218,89,121,26,0.0,16.075,calm,slow,0.9331259720062208,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0026.wav
218,89,121,27,0.0,16.405,melancholic,slow,1.4020115818348065,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0027.wav
218,89,121,28,0.0,11.605,melancholic,slow,0.4308487720809995,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0028.wav
218,89,121,29,0.0,9.785,tense,fast,2.86152273888605,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0029.wav
218,89,121,30,0.0,13.45,melancholic,slow,1.1152416356877324,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0030.wav
218,89,121,31,0.0,11.925,reflective,norm,2.0125786163522013,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0031.wav
218,89,121,32,0.0,15.795,melancholic,norm,1.6460970485005084,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0032.wav
218,89,121,33,0.0,10.545,emotional,norm,1.7069600109055778,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0033.wav
218,89,121,34,0.0,15.395,emotional,slow,1.169210782721663,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0034.wav
218,89,121,35,0.0,14.51,reflective,slow,0.9648518263266712,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0035.wav
218,89,121,36,0.0,15.045,calm,norm,1.6616816218012629,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0036.wav
218,89,121,37,0.0,15.7,reflective,slow,1.0828025477707006,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0037.wav
218,89,121,38,0.0,15.905,calm,norm,1.6975793775542285,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0038.wav
218,89,121,39,0.0,15.145,melancholic,slow,0.726312314295147,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0039.wav
218,89,121,40,0.0,13.435,tense,slow,0.6698920729438035,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0040.wav
218,89,121,41,0.0,8.37,melancholic,fast,2.8673835125448037,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0041.wav
218,89,121,42,0.0,13.385,melancholic,slow,1.34478894284647,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0042.wav
218,89,121,43,0.0,11.69,tense,norm,2.2241231822070144,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0043.wav
218,89,121,44,0.0,15.595,calm,slow,1.3465854440525808,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0044.wav
218,89,121,45,0.0,14.73,tense,slow,1.2219959266802445,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0045.wav
218,89,121,46,0.0,14.935,melancholic,slow,0.8034817542684968,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0046.wav
218,89,121,47,0.0,16.695,melancholic,slow,0.9583707696915243,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0047.wav
218,89,121,48,0.0,14.665,melancholic,norm,1.5001704739174908,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0048.wav
218,89,121,49,0.0,3.98,melancholic,norm,2.2613065326633164,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0049.wav
218,89,121,50,0.0,13.965,calm,norm,1.5037593984962403,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0050.wav
218,89,121,51,0.0,15.675,emotional,slow,0.6379585326953747,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0051.wav
218,89,121,52,0.0,14.565,calm,slow,1.0298661174047374,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0052.wav
218,89,121,53,0.0,15.42,tense,slow,0.7133592736705577,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0053.wav
218,89,121,54,0.0,15.29,tense,slow,1.1118378024852846,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0054.wav
218,89,121,55,0.0,13.975,reflective,slow,1.359570661896243,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0055.wav
218,89,121,56,0.0,17.235,melancholic,slow,0.5802146794313896,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0056.wav
218,89,121,57,0.0,9.495,emotional,slow,0.9478672985781992,female,train-clean-100/LibriSpeech/train-clean-100\89\218\89-218-0057.wav
219,89,121,0,0.0,16.705,reflective,slow,0.7183478000598624,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0000.wav
219,89,121,1,0.0,13.575,emotional,norm,1.841620626151013,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0001.wav
219,89,121,2,0.0,14.245,calm,slow,0.7020007020007021,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0002.wav
219,89,121,3,0.0,16.025,tense,slow,0.686427457098284,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0003.wav
219,89,121,4,0.0,13.96,calm,slow,0.6446991404011461,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0004.wav
219,89,121,5,0.0,7.735,emotional,fast,2.97349709114415,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0005.wav
219,89,121,6,0.0,16.465,emotional,norm,1.5791071970847252,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0006.wav
219,89,121,7,0.0,12.145,calm,slow,0.7410456978180321,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0007.wav
219,89,121,8,0.0,2.555,reflective,fast,2.73972602739726,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0008.wav
219,89,121,9,0.0,5.145,tense,fast,3.304178814382896,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0009.wav
219,89,121,10,0.0,3.16,reflective,fast,2.848101265822785,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0010.wav
219,89,121,11,0.0,13.585,tense,norm,1.5458225984541774,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0011.wav
219,89,121,12,0.0,7.025,calm,norm,1.99288256227758,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0012.wav
219,89,121,13,0.0,2.335,tense,fast,2.569593147751606,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0013.wav
219,89,121,14,0.0,13.885,melancholic,norm,1.6564638098667628,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0014.wav
219,89,121,15,0.0,15.43,tense,slow,1.425793907971484,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0015.wav
219,89,121,16,0.0,13.54,tense,slow,1.1816838995568686,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0016.wav
219,89,121,17,0.0,10.665,calm,norm,1.5939990623534928,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0017.wav
219,89,121,18,0.0,15.82,melancholic,slow,1.2010113780025284,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0018.wav
219,89,121,19,0.0,15.39,emotional,slow,0.8447043534762833,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0019.wav
219,89,121,20,0.0,11.715,emotional,slow,1.2804097311139564,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0020.wav
219,89,121,21,0.0,14.69,calm,slow,1.2933968686181077,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0021.wav
219,89,121,22,0.0,15.8,calm,slow,0.5063291139240506,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0022.wav
219,89,121,23,0.0,14.525,melancholic,norm,2.3407917383821,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0023.wav
219,89,121,24,0.0,15.65,emotional,slow,0.1916932907348242,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0024.wav
219,89,121,25,0.0,10.06,emotional,slow,1.2922465208747511,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0025.wav
219,89,121,26,0.0,9.74,tense,slow,0.924024640657084,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0026.wav
219,89,121,27,0.0,10.45,reflective,slow,0.9569377990430624,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0027.wav
219,89,121,28,0.0,9.275,tense,norm,2.1563342318059298,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0028.wav
219,89,121,29,0.0,15.345,tense,slow,0.7168458781362007,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0029.wav
219,89,121,30,0.0,11.665,emotional,slow,0.9429918559794256,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0030.wav
219,89,121,31,0.0,4.64,reflective,norm,1.7241379310344829,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0031.wav
219,89,121,32,0.0,15.16,reflective,slow,1.3192612137203166,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0032.wav
219,89,121,33,0.0,15.16,emotional,slow,0.7255936675461742,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0033.wav
219,89,121,34,0.0,15.19,melancholic,slow,1.316655694535879,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0034.wav
219,89,121,35,0.0,7.86,calm,fast,2.7989821882951653,female,train-clean-100/LibriSpeech/train-clean-100\89\219\89-219-0035.wav
