game_name,series_name,team_winner,team_loser,goals_winner,goals_loser,player_name,played_for_side,is_mvp,car,score,goals,assists,saves,shots,BPM,average_boost,time_0_boost,time_100_boost,boost_collected,boost_stolen,big_pads_collected,small_pads_collected,big_pads_stolen,small_pads_stolen,boost_used_supersonic,boost_overfill,boost_overfill_from_stolen,defensive_third_percentage,neutral_third_percentage,offensive_third_percentage,behind_ball_percentage,ahead_of_ball_percentage,avg_distance_ball,avg_speed_percentage,total_distance,time_slow_speed,time_boost_speed,time_supersonic,time_on_ground,time_low_in_air,time_high_in_air,powerslide_duration,powerslide_count
/replay/5462bcd9-63d0-4fe2-b627-b4044139008d?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,TEAM FALCONS,OG ESPORTS,3,2,Kiileerrz,Blue,True,Fennec,682,3,0,1,5,464,52,52.77,72.5,3588,567,30,91,3,24,366,485,21,45.01,37.35,17.63,75.42,24.58,3000,69.09,697578,189.72,195.55,76.51,244.39,176.55,40.84,10.88,93
/replay/5462bcd9-63d0-4fe2-b627-b4044139008d?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,TEAM FALCONS,OG ESPORTS,3,2,Rw9,Blue,False,Fennec,586,0,2,4,3,448,48,44.49,50.66,3379,858,28,105,6,30,304,613,80,49.62,33,17.38,79.71,20.29,3051,70.04,692964,182.33,181.72,87.34,238.06,174.8,38.53,8.6,110
/replay/5462bcd9-63d0-4fe2-b627-b4044139008d?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,TEAM FALCONS,OG ESPORTS,3,2,trk511,Blue,False,Fennec,215,0,0,1,0,471,47,46.06,50.47,3738,655,28,120,4,36,736,500,144,50.77,34.31,14.92,78.64,21.36,3179,68.43,681976,205.89,159.45,90.42,256.56,172.82,26.37,11.93,90
/replay/5462bcd9-63d0-4fe2-b627-b4044139008d?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,TEAM FALCONS,OG ESPORTS,3,2,noly,Orange,False,Fennec,473,2,0,1,3,442,52,55.91,64.27,3394,822,28,92,6,24,500,412,66,45.72,37.52,16.76,70.25,29.75,3082,66.3,673011,224.69,162.61,77.49,253.32,174.34,37.13,14.45,152
/replay/5462bcd9-63d0-4fe2-b627-b4044139008d?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,TEAM FALCONS,OG ESPORTS,3,2,Comm,Orange,False,Octane,354,0,2,0,2,444,52,38.57,53.61,3348,494,26,90,2,27,559,518,17,53.6,29.94,16.46,77.53,22.47,2827,62.65,625764,235.58,166.87,53.31,264.04,136.25,55.46,6.83,65
/replay/5462bcd9-63d0-4fe2-b627-b4044139008d?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,TEAM FALCONS,OG ESPORTS,3,2,JKnaps,Orange,False,Fennec,316,0,0,2,6,413,47,45.65,72.89,3125,607,24,93,2,30,269,434,18,46.07,34.29,19.65,65.46,34.54,2821,66.61,677959,212.73,175.27,76.71,249.13,181.92,33.67,14.7,148
/replay/d3f08344-ab3f-447b-ac58-18691000dc37?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,TEAM FALCONS,OG ESPORTS,4,0,Kiileerrz,Blue,True,Fennec,739,4,0,1,8,483,49,48.33,50.79,2624,485,25,59,3,19,265,467,43,44.51,32.25,23.25,73.74,26.26,2990,69.39,518798,140.27,151.47,52.38,182.21,130.22,31.7,7.43,63
/replay/d3f08344-ab3f-447b-ac58-18691000dc37?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,TEAM FALCONS,OG ESPORTS,4,0,trk511,Blue,False,Fennec,308,0,2,1,1,402,41,57.61,24.89,2234,229,16,83,0,20,412,232,0,50.09,34.12,15.79,87.96,12.04,2750,68.7,507930,145.25,134.49,59.86,183.44,130.78,25.37,4.5,36
/replay/d3f08344-ab3f-447b-ac58-18691000dc37?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,TEAM FALCONS,OG ESPORTS,4,0,Rw9,Blue,False,Fennec,102,0,0,0,1,440,51,41.32,36.18,2535,933,22,70,8,22,383,458,103,47.98,28.73,23.29,75.54,24.46,3087,68.78,508886,150.96,119.95,70.18,198.82,115.55,26.73,7.63,91
/replay/d3f08344-ab3f-447b-ac58-18691000dc37?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,TEAM FALCONS,OG ESPORTS,4,0,JKnaps,Orange,False,Fennec,309,0,0,2,3,431,44,40.47,38.94,2507,543,20,70,3,23,238,314,23,50.05,32.81,17.14,66.79,33.21,2560,69.39,512866,144.37,134.4,62.13,178.96,126.84,35.1,11.04,122
/replay/d3f08344-ab3f-447b-ac58-18691000dc37?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,TEAM FALCONS,OG ESPORTS,4,0,noly,Orange,False,Fennec,306,0,0,2,0,436,50,35.96,34.82,2446,404,22,56,4,10,413,410,109,47.5,34.02,18.48,68.46,31.54,2890,65.3,483785,162.84,131.36,46.8,175.57,129.97,35.46,8,93
/replay/d3f08344-ab3f-447b-ac58-18691000dc37?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,TEAM FALCONS,OG ESPORTS,4,0,Comm,Orange,False,Octane,200,0,0,1,0,404,47,37.33,30.43,2431,453,18,74,2,24,390,209,3,48.1,34.55,17.34,66.41,33.59,2617,64,479854,178.81,129.09,36.2,205.31,103.68,35.1,5.1,55
/replay/b8feb866-73c1-4205-a54a-ae1382a70e3c?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,OG ESPORTS,TEAM FALCONS,3,1,Rw9,Blue,False,Fennec,417,0,1,3,1,477,52,53.47,44.44,2781,440,23,64,3,16,568,336,39,44.14,36.04,19.83,72.52,27.48,2983,70.13,532848,134.26,138.79,76.15,194.72,126.97,27.52,7.9,97
/replay/b8feb866-73c1-4205-a54a-ae1382a70e3c?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,OG ESPORTS,TEAM FALCONS,3,1,trk511,Blue,False,Fennec,407,1,0,1,5,510,42,54.62,25.69,3057,484,25,76,2,26,698,346,11,40.15,33.51,26.34,74.09,25.91,2712,74.61,558848,108.85,147.5,88.79,177.94,141.83,25.36,6.21,49
/replay/b8feb866-73c1-4205-a54a-ae1382a70e3c?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,OG ESPORTS,TEAM FALCONS,3,1,Kiileerrz,Blue,False,Fennec,140,0,0,1,0,459,50,39.38,33.17,2776,819,20,74,6,23,440,247,41,35.26,40.55,24.18,67.57,32.43,2719,70.74,538549,133.68,149.15,66.27,207.13,132.58,9.4,8.74,78
/replay/b8feb866-73c1-4205-a54a-ae1382a70e3c?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,OG ESPORTS,TEAM FALCONS,3,1,JKnaps,Orange,True,Fennec,502,1,1,2,2,363,45,48.86,31.73,1943,343,13,61,2,12,200,156,0,56.91,27.32,15.77,85.18,14.82,2689,63.43,472282,174.89,121.83,44.95,168.23,146.18,27.26,9.73,92
/replay/b8feb866-73c1-4205-a54a-ae1382a70e3c?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,OG ESPORTS,TEAM FALCONS,3,1,Comm,Orange,False,Fennec,406,1,1,1,3,401,47,33.84,27.63,2162,466,14,79,3,16,525,194,0,57.54,28.73,13.73,74.48,25.52,2923,63.43,475960,180.78,120.83,43.17,219.35,106.09,19.33,5.94,61
/replay/b8feb866-73c1-4205-a54a-ae1382a70e3c?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,OG ESPORTS,TEAM FALCONS,3,1,noly,Orange,False,Fennec,300,1,0,1,3,391,48,38.86,49.7,2257,248,19,41,2,4,352,96,0,52.41,31.41,16.18,73.28,26.72,2852,64.74,489748,177.46,123.82,46.92,199.5,127.21,21.5,7.35,83
/replay/ad51000d-2d57-4bca-a5ac-d88538ccb1c1?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,TEAM FALCONS,OG ESPORTS,4,0,Rw9,Blue,True,Fennec,755,2,1,4,2,466,51,46.93,44,2685,509,23,77,5,23,533,550,239,44.52,33.15,22.34,77.24,22.76,3002,71.61,544587,130.94,142.24,76.71,178.73,138.9,32.26,7,101
/replay/ad51000d-2d57-4bca-a5ac-d88538ccb1c1?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,TEAM FALCONS,OG ESPORTS,4,0,Kiileerrz,Blue,False,Fennec,547,2,1,2,3,446,42,48.79,32.27,2452,560,18,68,4,19,314,140,68,40.8,35.51,23.7,75.14,24.86,3001,68.48,512253,141.51,149.29,53.04,185.43,129.57,28.85,7.5,59
/replay/ad51000d-2d57-4bca-a5ac-d88538ccb1c1?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,TEAM FALCONS,OG ESPORTS,4,0,trk511,Blue,False,Fennec,423,0,2,2,3,511,45,45.28,19.12,2918,688,22,85,4,31,607,247,69,42.92,36.23,20.85,81.66,18.34,2894,73.04,543390,125.43,136.2,80.17,169.99,148.57,23.23,5.73,44
/replay/ad51000d-2d57-4bca-a5ac-d88538ccb1c1?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,TEAM FALCONS,OG ESPORTS,4,0,Comm,Orange,False,Fennec,461,0,0,4,4,362,42,39.5,20,2005,551,12,77,4,18,442,135,60,54.47,28.7,16.83,69.16,30.84,2485,64.13,476612,170.61,130.62,39.59,209.77,113.27,17.8,6.18,60
/replay/ad51000d-2d57-4bca-a5ac-d88538ccb1c1?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,TEAM FALCONS,OG ESPORTS,4,0,JKnaps,Orange,False,Fennec,226,0,0,0,6,427,54,36.22,42.22,2347,597,24,48,6,12,290,512,54,45.48,31.79,22.73,60.66,39.34,2470,67.26,507672,167.53,113.95,65.28,173.12,146.85,26.79,11.04,110
/replay/ad51000d-2d57-4bca-a5ac-d88538ccb1c1?g=flcn-vs-og-009x9v4alh,/group/flcn-vs-og-009x9v4alh,TEAM FALCONS,OG ESPORTS,4,0,noly,Orange,False,Fennec,144,0,0,0,2,449,49,38.08,46.04,2455,376,21,53,3,9,329,269,23,53,32.17,14.83,69.62,30.38,2933,61.43,455599,184.61,119.06,37.16,185.19,115.13,40.51,9.01,94
/replay/d7abdd98-c160-4c2f-b21f-0acd8b30515a?g=g2-vs-qtp-0hfrv0vkvg,/group/g2-vs-qtp-0hfrv0vkvg,G2 STRIDE,PIONEERS,3,1,BeastMode,Blue,True,Octane,585,1,1,4,5,468,46,29.39,39.65,2682,1194,24,66,11,32,367,414,205,40.19,25.92,33.9,69.98,30.02,2513,69.43,533206,149.77,129.82,72.93,171.64,142.99,37.89,5.24,45
/replay/d7abdd98-c160-4c2f-b21f-0acd8b30515a?g=g2-vs-qtp-0hfrv0vkvg,/group/g2-vs-qtp-0hfrv0vkvg,G2 STRIDE,PIONEERS,3,1,Atomic,Blue,False,Fennec,454,2,0,2,2,498,49,42.53,38.27,2924,536,24,73,3,20,485,342,0,38.8,38.52,22.68,83.62,16.38,2664,74.39,565527,116.36,153.39,79.74,164.06,152.53,32.89,6.67,56
/replay/d7abdd98-c160-4c2f-b21f-0acd8b30515a?g=g2-vs-qtp-0hfrv0vkvg,/group/g2-vs-qtp-0hfrv0vkvg,G2 STRIDE,PIONEERS,3,1,Daniel,Blue,False,Fennec,186,0,1,0,3,473,53,33.06,46.16,2800,668,24,63,7,13,727,298,149,44.52,30.63,24.85,74.74,25.26,3061,74.22,566581,124.41,128.99,96.43,198.96,131.28,19.6,7.34,61
/replay/d7abdd98-c160-4c2f-b21f-0acd8b30515a?g=g2-vs-qtp-0hfrv0vkvg,/group/g2-vs-qtp-0hfrv0vkvg,G2 STRIDE,PIONEERS,3,1,Fiberr,Orange,False,Fennec,276,1,0,1,3,383,44,41.56,47.71,2086,310,19,50,2,12,241,261,12,57.62,25.63,16.75,70.2,29.8,2844,65.17,487470,160.17,130.71,52.41,173.76,143.73,25.79,9.45,93
/replay/d7abdd98-c160-4c2f-b21f-0acd8b30515a?g=g2-vs-qtp-0hfrv0vkvg,/group/g2-vs-qtp-0hfrv0vkvg,G2 STRIDE,PIONEERS,3,1,KCP Amphis,Orange,False,Fennec,274,0,1,1,2,426,49,39.21,32.93,2384,537,21,50,4,16,271,287,39,52.6,29.06,18.34,67.53,32.47,2736,67.17,514198,161.86,130.38,60.24,158.97,157.85,35.66,5.2,61
/replay/d7abdd98-c160-4c2f-b21f-0acd8b30515a?g=g2-vs-qtp-0hfrv0vkvg,/group/g2-vs-qtp-0hfrv0vkvg,G2 STRIDE,PIONEERS,3,1,Scrub,Orange,False,Fennec,273,0,0,2,2,388,48,54.89,28.55,2257,570,18,77,4,28,335,433,152,54.49,28.34,17.17,66.93,33.07,2677,73.09,550556,120.91,143.92,81.25,184.05,150.98,11.04,4.53,48
/replay/875c3786-6143-4e8b-b47c-3e6b2c3e32d9?g=g2-vs-qtp-0hfrv0vkvg,/group/g2-vs-qtp-0hfrv0vkvg,G2 STRIDE,PIONEERS,3,1,Daniel,Blue,True,Fennec,479,0,2,3,2,493,49,38.01,35.8,2813,460,27,61,2,23,704,592,6,49.6,33.74,16.66,79.4,20.6,3010,76.17,560733,112.91,119.25,106.44,182.67,123.57,32.36,7.54,62
/replay/875c3786-6143-4e8b-b47c-3e6b2c3e32d9?g=g2-vs-qtp-0hfrv0vkvg,/group/g2-vs-qtp-0hfrv0vkvg,G2 STRIDE,PIONEERS,3,1,Atomic,Blue,False,Fennec,465,3,0,0,4,453,52,35,31.83,2420,474,19,73,4,18,479,474,129,46.43,31.25,22.32,68.03,31.97,2739,72.52,537024,123.95,140.73,76.12,190.58,115.86,34.36,9.77,74
/replay/875c3786-6143-4e8b-b47c-3e6b2c3e32d9?g=g2-vs-qtp-0hfrv0vkvg,/group/g2-vs-qtp-0hfrv0vkvg,G2 STRIDE,PIONEERS,3,1,BeastMode,Blue,False,Octane,308,0,1,2,1,435,56,31.93,51.46,2589,460,23,64,5,12,345,430,72,48.9,31.04,20.07,71.87,28.13,2584,67.39,500079,153.07,125.8,62.71,178.66,131.09,31.83,6.23,51
/replay/875c3786-6143-4e8b-b47c-3e6b2c3e32d9?g=g2-vs-qtp-0hfrv0vkvg,/group/g2-vs-qtp-0hfrv0vkvg,G2 STRIDE,PIONEERS,3,1,Scrub,Orange,False,Fennec,385,1,0,2,4,452,46,20.3,26.72,2337,462,18,74,2,24,263,287,25,49.26,29.71,21.03,72.38,27.62,2600,67.48,475915,141.75,122.63,60.09,174.68,127.03,22.77,5.5,54
/replay/875c3786-6143-4e8b-b47c-3e6b2c3e32d9?g=g2-vs-qtp-0hfrv0vkvg,/group/g2-vs-qtp-0hfrv0vkvg,G2 STRIDE,PIONEERS,3,1,KCP Amphis,Orange,False,Fennec,279,0,1,1,4,389,41,41.45,38.79,2224,641,16,66,4,25,242,134,35,40.12,33.23,26.66,69.35,30.65,2957,70.22,518193,144.98,135.54,61.05,176.02,144.35,21.2,5.4,70
/replay/875c3786-6143-4e8b-b47c-3e6b2c3e32d9?g=g2-vs-qtp-0hfrv0vkvg,/group/g2-vs-qtp-0hfrv0vkvg,G2 STRIDE,PIONEERS,3,1,Fiberr,Orange,False,Fennec,108,0,0,1,0,419,42,46.56,37.36,2222,476,18,60,3,17,189,188,0,46.53,35.76,17.71,68.53,31.47,3096,67.3,489515,149.91,138.27,47.49,157.41,136.49,41.77,9.1,88
/replay/c7803dc1-1068-47b5-a813-f4603910963e?g=g2-vs-qtp-0hfrv0vkvg,/group/g2-vs-qtp-0hfrv0vkvg,G2 STRIDE,PIONEERS,1,0,BeastMode,Blue,True,Octane,384,1,0,2,2,410,49,29.6,37.86,2106,631,15,63,5,16,328,196,44,42.59,32.17,25.24,70.05,29.95,2628,69.78,493081,125.54,121.58,68.86,156.24,130.5,29.23,4.5,41
/replay/c7803dc1-1068-47b5-a813-f4603910963e?g=g2-vs-qtp-0hfrv0vkvg,/group/g2-vs-qtp-0hfrv0vkvg,G2 STRIDE,PIONEERS,1,0,Daniel,Blue,False,Fennec,314,0,0,2,1,497,54,41.19,30.1,2565,625,25,53,5,19,478,540,96,49.13,31.39,19.47,71.24,28.76,2870,71.91,514149,111.36,138.49,69.19,158.7,126.84,33.49,6.93,64
/replay/c7803dc1-1068-47b5-a813-f4603910963e?g=g2-vs-qtp-0hfrv0vkvg,/group/g2-vs-qtp-0hfrv0vkvg,G2 STRIDE,PIONEERS,1,0,Atomic,Blue,False,Fennec,232,0,0,1,1,359,37,47.33,10.53,1921,439,12,61,1,21,263,74,0,46.72,32.59,20.69,74.92,25.08,2532,67.43,477248,135.24,135.24,45.39,168.43,132.58,14.87,9.57,78
/replay/c7803dc1-1068-47b5-a813-f4603910963e?g=g2-vs-qtp-0hfrv0vkvg,/group/g2-vs-qtp-0hfrv0vkvg,G2 STRIDE,PIONEERS,1,0,Scrub,Orange,False,Fennec,246,0,0,1,3,450,51,31.33,42.46,2161,779,20,47,7,17,521,389,122,42.95,28.19,28.86,68.6,31.4,2527,67.17,471583,137.37,126.58,48.99,183.52,108.22,21.2,4.83,49
/replay/c7803dc1-1068-47b5-a813-f4603910963e?g=g2-vs-qtp-0hfrv0vkvg,/group/g2-vs-qtp-0hfrv0vkvg,G2 STRIDE,PIONEERS,1,0,Fiberr,Orange,False,Fennec,156,0,0,0,2,429,47,56.36,33.56,2217,357,16,60,1,23,146,81,5,46.36,29.67,23.96,70.06,29.94,2858,65.74,466882,148.43,128.29,39.26,158.53,133.59,23.86,7.8,85
/replay/c7803dc1-1068-47b5-a813-f4603910963e?g=g2-vs-qtp-0hfrv0vkvg,/group/g2-vs-qtp-0hfrv0vkvg,G2 STRIDE,PIONEERS,1,0,KCP Amphis,Orange,False,Fennec,118,0,0,1,0,329,47,27.36,34.66,1684,375,13,52,2,18,256,225,40,43.24,29.24,27.52,65.51,34.49,2541,63.96,451034,157.94,116.1,41.9,169.6,131.64,14.69,6.07,69
/replay/69526a06-1f02-4ff3-acb8-06403946f5f3?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,PWR,GENG MOBIL1,6,3,bananahead,Blue,True,Fennec,821,5,0,2,7,509,47,45.99,19.01,3126,605,28,68,5,22,544,455,152,43.65,33.27,23.08,68.54,31.46,2950,77.83,636869,120.93,156.4,114.27,169.34,189.04,33.21,12.8,154
/replay/69526a06-1f02-4ff3-acb8-06403946f5f3?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,PWR,GENG MOBIL1,6,3,Torsos,Blue,False,Dominus,385,0,4,0,2,446,42,70.54,14.33,2919,572,24,87,3,29,523,331,70,46.02,34.49,19.5,76.38,23.62,2929,70.48,573203,160.46,144.3,85.74,199.84,174.46,16.19,8.83,112
/replay/69526a06-1f02-4ff3-acb8-06403946f5f3?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,PWR,GENG MOBIL1,6,3,Fever,Blue,False,Fennec,256,1,0,1,1,417,51,18.05,21.65,2588,499,22,90,5,22,302,590,239,54.12,30.71,15.17,84.82,15.18,3010,72.3,601479,149.49,169.61,78.73,204.51,169.87,23.45,9.67,84
