#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.chunk.Chunk|chunkValue


#Text=Одинокая птица ты летишь высоко В антрацитовом небе безлунных ночей, Повергая в смятенье бродяг и собак Красотой и размахом крылатых плечей У тебя нет птенцов, у тебя нет гнезда.
6-4	598-604	такого	интерес[23]	
6-5	604-605	,	интерес[23]	
6-6	606-609	что	интерес[23]	
6-7	610-615	стоит	интерес[23]	
6-8	616-620	того	интерес[23]	
6-9	620-621	,	интерес[23]	
6-10	622-627	Чтобы	интерес[23]	
6-11	628-635	рухнуть	интерес[23]	
6-12	636-638	на	интерес[23]	
6-13	639-644	камни	интерес[23]	
6-14	645-649	тебе	интерес[23]	
6-15	650-653	или	интерес[23]	
6-16	654-657	мне	интерес[23]	
6-17	657-658	.	_	

#Text=Припев: Одинокая птица ты летаешь высоко И лишь безумец был способен так влюбиться За тобою вслед подняться, За тобою вслед подняться Чтобы вместе нам с тобой Разбиться С тобою вместе С тобою вместе С тобою вместе С тобою вместе
7-1	659-665	Припев	_	
7-2	665-666	:	_	
7-3	667-675	Одинокая	восхищение[24]	
7-4	676-681	птица	восхищение[24]	
7-5	682-684	ты	восхищение[24]	
7-6	685-692	летаешь	восхищение[24]	
7-7	693-699	высоко	восхищение[24]	
7-8	700-701	И	изумление[25]	
7-9	702-706	лишь	изумление[25]	
7-10	707-714	безумец	изумление[25]	
7-11	715-718	был	изумление[25]	
7-12	719-727	способен	изумление[25]	
7-13	728-731	так	изумление[25]	
7-14	732-741	влюбиться	изумление[25]	
7-15	742-744	За	покорность[26]	
7-16	745-750	тобою	покорность[26]	
7-17	751-756	вслед	покорность[26]	
7-18	757-766	подняться	покорность[26]	
7-19	766-767	,	_	
7-20	768-770	За	покорность[27]	
7-21	771-776	тобою	покорность[27]	
7-22	777-782	вслед	покорность[27]	
7-23	783-792	подняться	покорность[27]	
7-24	793-798	Чтобы	любовь[28]	
7-25	799-805	вместе	любовь[28]	
7-26	806-809	нам	любовь[28]	
7-27	810-811	с	любовь[28]	
7-28	812-817	тобой	любовь[28]	
7-29	818-827	Разбиться	покорность	
7-30	828-829	С	любовь[29]	
7-31	830-835	тобою	любовь[29]	
7-32	836-842	вместе	любовь[29]	
7-33	843-844	С	любовь[30]	
7-34	845-850	тобою	любовь[30]	
7-35	851-857	вместе	любовь[30]	
7-36	858-859	С	любовь[31]	
7-37	860-865	тобою	любовь[31]	
7-38	866-872	вместе	любовь[31]	
7-39	873-874	С	любовь[32]	
7-40	875-880	тобою	любовь[32]	
7-41	881-887	вместе	любовь[32]	
