#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.BirdNER|canonical_form|label|species_id


#Text=Great tit\r
#Text=\r
#Text=The great tit is a small passerine bird in the tit family Paridae.
6-9	468-478	subspecies	_	_	_	
6-10	479-482	are	_	_	_	
6-11	483-491	distinct	_	_	_	
6-12	492-496	from	_	_	_	
6-13	497-500	the	_	_	_	
6-14	501-506	great	_	_	_	
6-15	507-510	tit	_	_	_	
6-16	510-511	,	_	_	_	
6-17	512-515	and	_	_	_	
6-18	516-520	they	_	_	_	
6-19	521-525	have	_	_	_	
6-20	526-529	now	_	_	_	
6-21	530-534	been	_	_	_	
6-22	535-545	classified	_	_	_	
6-23	546-548	as	_	_	_	
6-24	549-552	two	_	_	_	
6-25	553-561	distinct	_	_	_	
6-26	562-569	species	_	_	_	
6-27	569-570	,	_	_	_	
6-28	571-574	the	_	_	_	
6-29	575-584	cinereous	_	_	_	
6-30	585-588	tit	_	_	_	
6-31	589-591	of	_	_	_	
6-32	592-600	southern	*[8]	HABITAT[8]	*[8]	
6-33	601-605	Asia	*[8]	HABITAT[8]	*[8]	
6-34	605-606	,	_	_	_	
6-35	607-610	and	_	_	_	
6-36	611-614	the	_	_	_	
6-37	615-623	Japanese	_	_	_	
6-38	624-627	tit	_	_	_	
6-39	628-630	of	_	_	_	
6-40	631-635	East	*[9]	HABITAT[9]	*[9]	
6-41	636-640	Asia	*[9]	HABITAT[9]	*[9]	
6-42	640-641	.	_	_	_	

#Text=The great tit remains the most widespread species in the genus Parus.
7-1	642-645	The	_	_	_	
7-2	646-651	great	_	_	_	
7-3	652-655	tit	_	_	_	
7-4	656-663	remains	_	_	_	
7-5	664-667	the	_	_	_	
7-6	668-672	most	_	_	_	
7-7	673-683	widespread	_	_	_	
7-8	684-691	species	_	_	_	
7-9	692-694	in	_	_	_	
7-10	695-698	the	_	_	_	
7-11	699-704	genus	_	_	_	
7-12	705-710	Parus	_	_	_	
7-13	710-711	.	_	_	_	
