#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.BirdNER|canonical_form|label|species_id


#Text=House sparrow\r
#Text=\r
#Text=The house sparrow is a bird of the sparrow family Passeridae, found in most parts of the world.
3-4	234-239	birds	_	_	_	
3-5	240-243	are	_	_	_	
3-6	244-252	coloured	_	_	_	
3-7	253-257	pale	*[2]	COLOR\_FEATURE[2]	*[2]	
3-8	258-263	brown	*[2]	COLOR\_FEATURE[2]	*[2]	
3-9	264-267	and	*[2]	COLOR\_FEATURE[2]	*[2]	
3-10	268-272	grey	*[2]	COLOR\_FEATURE[2]	*[2]	
3-11	272-273	,	_	_	_	
3-12	274-277	and	_	_	_	
3-13	278-283	males	_	_	_	
3-14	284-288	have	_	_	_	
3-15	289-297	brighter	*[3]	COLOR\_FEATURE[3]	*[3]	
3-16	298-303	black	*[3]	COLOR\_FEATURE[3]	*[3]	
3-17	303-304	,	*[3]	COLOR\_FEATURE[3]	*[3]	
3-18	305-310	white	*[3]	COLOR\_FEATURE[3]	*[3]	
3-19	310-311	,	*[3]	COLOR\_FEATURE[3]	*[3]	
3-20	312-315	and	*[3]	COLOR\_FEATURE[3]	*[3]	
3-21	316-321	brown	*[3]	COLOR\_FEATURE[3]	*[3]	
3-22	322-330	markings	*[3]	COLOR\_FEATURE[3]	*[3]	
3-23	330-331	.	_	_	_	

#Text=One of about 25 species in the genus Passer, the house sparrow is native to most of Europe, the Mediterranean Basin, and a large part of Asia.
4-1	332-335	One	_	_	_	
4-2	336-338	of	_	_	_	
4-3	339-344	about	_	_	_	
4-4	345-347	25	_	_	_	
4-5	348-355	species	_	_	_	
4-6	356-358	in	_	_	_	
4-7	359-362	the	_	_	_	
4-8	363-368	genus	_	_	_	
4-9	369-375	Passer	_	_	_	
4-10	375-376	,	_	_	_	
4-11	377-380	the	_	_	_	
4-12	381-386	house	Passer domesticus[4]	BIRD\_SPECIES[4]	SP001[4]	
4-13	387-394	sparrow	Passer domesticus[4]	BIRD\_SPECIES[4]	SP001[4]	
4-14	395-397	is	_	_	_	
4-15	398-404	native	_	_	_	
4-16	405-407	to	_	_	_	
4-17	408-412	most	_	_	_	
4-18	413-415	of	_	_	_	
4-19	416-422	Europe	*	HABITAT	*	
4-20	422-423	,	_	_	_	
4-21	424-427	the	*[5]	HABITAT[5]	*[5]	
4-22	428-441	Mediterranean	*[5]	HABITAT[5]	*[5]	
4-23	442-447	Basin	*[5]	HABITAT[5]	*[5]	
4-24	447-448	,	_	_	_	
4-25	449-452	and	_	_	_	
4-26	453-454	a	_	_	_	
4-27	455-460	large	_	_	_	
4-28	461-465	part	_	_	_	
4-29	466-468	of	_	_	_	
4-30	469-473	Asia	*	HABITAT	*	
4-31	473-474	.	_	_	_	

#Text=Its intentional or accidental introductions to many regions, including parts of Australasia, Africa, and the Americas, make it the most widely distributed wild bird.
5-1	475-478	Its	_	_	_	
5-2	479-490	intentional	_	_	_	
5-3	491-493	or	_	_	_	
5-4	494-504	accidental	_	_	_	
5-5	505-518	introductions	_	_	_	
5-6	519-521	to	_	_	_	
5-7	522-526	many	_	_	_	
5-8	527-534	regions	_	_	_	
5-9	534-535	,	_	_	_	
5-10	536-545	including	_	_	_	
5-11	546-551	parts	_	_	_	
5-12	552-554	of	_	_	_	
5-13	555-566	Australasia	*	HABITAT	*	
5-14	566-567	,	_	_	_	
5-15	568-574	Africa	*	HABITAT	*	
5-16	574-575	,	_	_	_	
5-17	576-579	and	_	_	_	
5-18	580-583	the	*[6]	HABITAT[6]	*[6]	
5-19	584-592	Americas	*[6]	HABITAT[6]	*[6]	
5-20	592-593	,	_	_	_	
5-21	594-598	make	_	_	_	
5-22	599-601	it	_	_	_	
5-23	602-605	the	_	_	_	
5-24	606-610	most	_	_	_	
5-25	611-617	widely	_	_	_	
5-26	618-629	distributed	_	_	_	
5-27	630-634	wild	_	_	_	
5-28	635-639	bird	_	_	_	
5-29	639-640	.	_	_	_	
