#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.chunk.Chunk|chunkValue


#Text=Легкий ветер встреч познакомил нас весной.
4-19	247-248	?	тревога[8]	

#Text=Ты уйдешь, и мне станет не до сна, Я опять сойду с ума, я прошу тебя, постой.
5-1	249-251	Ты	страх[9]	
5-2	252-258	уйдешь	страх[9]	
5-3	258-259	,	страх[9]	
5-4	260-261	и	страх[9]	
5-5	262-265	мне	страх[9]	
5-6	266-272	станет	страх[9]	
5-7	273-275	не	страх[9]	
5-8	276-278	до	страх[9]	
5-9	279-282	сна	страх[9]	
5-10	282-283	,	_	
5-11	284-285	Я	ужас[10]	
5-12	286-291	опять	ужас[10]	
5-13	292-297	сойду	ужас[10]	
5-14	298-299	с	ужас[10]	
5-15	300-303	ума	ужас[10]	
5-16	303-304	,	_	
5-17	305-306	я	тревога[11]	
5-18	307-312	прошу	тревога[11]	
5-19	313-317	тебя	тревога[11]	
5-20	317-318	,	тревога[11]	
5-21	319-325	постой	тревога[11]	
5-22	325-326	.	_	

#Text=Сладкий запах губ и бездонные глаза, В синеве тону, сколько в них обещаний.
6-1	327-334	Сладкий	восхищение[12]	
6-2	335-340	запах	восхищение[12]	
6-3	341-344	губ	восхищение[12]	
6-4	345-346	и	восхищение[12]	
6-5	347-356	бездонные	восхищение[12]	
6-6	357-362	глаза	восхищение[12]	
6-7	362-363	,	_	
6-8	364-365	В	покорность[13]	
6-9	366-372	синеве	покорность[13]	
6-10	373-377	тону	покорность[13]	
6-11	377-378	,	_	
6-12	379-386	сколько	доверие[14]	
6-13	387-388	в	доверие[14]	
6-14	389-392	них	доверие[14]	
6-15	393-401	обещаний	доверие[14]	
6-16	401-402	.	_	

#Text=Я забываю все слова, закружилась голова, Ну зачем тебе нужна ложь прощаний?
7-1	403-404	Я	тревога[15]	
7-2	405-412	забываю	тревога[15]	
7-3	413-416	все	тревога[15]	
7-4	417-422	слова	тревога[15]	
7-5	422-423	,	_	
7-6	424-435	закружилась	тревога[16]	
7-7	436-442	голова	тревога[16]	
7-8	442-443	,	_	
7-9	444-446	Ну	печаль[17]	
7-10	447-452	зачем	печаль[17]	
7-11	453-457	тебе	печаль[17]	
7-12	458-463	нужна	печаль[17]	
7-13	464-468	ложь	печаль[17]	
7-14	469-477	прощаний	печаль[17]	
7-15	477-478	?	_	

#Text=Ты уйдешь, но приходит злая ночь, Ты её признайся дочь, что ты делаешь со мной?
8-1	479-481	Ты	страх[18]	
8-2	482-488	уйдешь	страх[18]	
8-3	488-489	,	страх[18]	
8-4	490-492	но	страх[18]	
8-5	493-501	приходит	страх[18]	
8-6	502-506	злая	страх[18]	
8-7	507-511	ночь	страх[18]	
8-8	511-512	,	_	
8-9	513-515	Ты	тревога[19]	
8-10	516-518	её	тревога[19]	
8-11	519-528	признайся	тревога[19]	
8-12	529-533	дочь	тревога[19]	
8-13	533-534	,	тревога[19]	
8-14	535-538	что	тревога[19]	
8-15	539-541	ты	тревога[19]	
8-16	542-549	делаешь	тревога[19]	
8-17	550-552	со	тревога[19]	
8-18	553-557	мной	тревога[19]	
8-19	557-558	?	тревога[19]	

#Text=Ты уйдешь, и мне станет не до сна, Я опять сойду с ума, я прошу тебя, постой.
9-1	559-561	Ты	страх[20]	
9-2	562-568	уйдешь	страх[20]	
9-3	568-569	,	страх[20]	
9-4	570-571	и	страх[20]	
9-5	572-575	мне	страх[20]	
9-6	576-582	станет	страх[20]	
9-7	583-585	не	страх[20]	
9-8	586-588	до	страх[20]	
9-9	589-592	сна	страх[20]	
9-10	592-593	,	_	
9-11	594-595	Я	ужас[21]	
9-12	596-601	опять	ужас[21]	
9-13	602-607	сойду	ужас[21]	
9-14	608-609	с	ужас[21]	
9-15	610-613	ума	ужас[21]	
9-16	613-614	,	_	
9-17	615-616	я	тревога[22]	
9-18	617-622	прошу	тревога[22]	
9-19	623-627	тебя	тревога[22]	
9-20	627-628	,	тревога[22]	
9-21	629-635	постой	тревога[22]	
9-22	635-636	.	_	

#Text=Ты уйдешь, но приходит злая ночь, Ты её признайся дочь, что ты делаешь со мной?
10-1	637-639	Ты	страх[23]	
10-2	640-646	уйдешь	страх[23]	
10-3	646-647	,	страх[23]	
10-4	648-650	но	страх[23]	
10-5	651-659	приходит	страх[23]	
10-6	660-664	злая	страх[23]	
10-7	665-669	ночь	страх[23]	
10-8	669-670	,	_	
10-9	671-673	Ты	тревога[24]	
10-10	674-676	её	тревога[24]	
10-11	677-686	признайся	тревога[24]	
10-12	687-691	дочь	тревога[24]	
10-13	691-692	,	тревога[24]	
10-14	693-696	что	тревога[24]	
10-15	697-699	ты	тревога[24]	
10-16	700-707	делаешь	тревога[24]	
10-17	708-710	со	тревога[24]	
10-18	711-715	мной	тревога[24]	
10-19	715-716	?	тревога[24]	

#Text=Ты уйдешь, и мне станет не до сна, Я опять сойду с ума, я кричу тебе, постой.
11-1	717-719	Ты	страх[25]	
11-2	720-726	уйдешь	страх[25]	
11-3	726-727	,	страх[25]	
11-4	728-729	и	страх[25]	
11-5	730-733	мне	страх[25]	
11-6	734-740	станет	страх[25]	
11-7	741-743	не	страх[25]	
11-8	744-746	до	страх[25]	
11-9	747-750	сна	страх[25]	
11-10	750-751	,	_	
11-11	752-753	Я	ужас[26]	
11-12	754-759	опять	ужас[26]	
11-13	760-765	сойду	ужас[26]	
11-14	766-767	с	ужас[26]	
11-15	768-771	ума	ужас[26]	
11-16	771-772	,	_	
11-17	773-774	я	тревога[27]	
11-18	775-780	кричу	тревога[27]	
11-19	781-785	тебе	тревога[27]	
11-20	785-786	,	тревога[27]	
11-21	787-793	постой	тревога[27]	
11-22	793-794	.	_	
