,id,bboxes,target
32,114cf0bb-7529-4a02-af77-abac2487503f,"[0.56600374, 0.14043244, 0.10097691, 0.16271249]",2.0
33,114b62d0-b1b9-4fae-9c1d-45c185d602b5,"[0.21265983, 0.47602152, 0.1923085, 0.14790455]",2.0
34,1149c968-0fe7-4db3-bb57-f2ac54892019,"[0.58067603, 0.12381211, 0.1441606, 0.35809018]",2.0
35,11461d62-efcf-4857-a521-c51f5a6ba7fd,"[0.2476289, 0.09752187, 0.04714354, 0.1407527]",2.0
36,11454b24-f47a-4a6f-858a-a3829e9156ed,"[0.41529459, 0.70109125, 0.05703316, 0.11833993]",2.0
37,11448e20-d2d6-411b-a4b8-5023e0292479,"[0.55714456, 0.13461508, 0.09855449, 0.3135955]",2.0
38,1141cc83-59c8-4661-a025-0e79d53aef97,"[0.4632983, 0.38573653, 0.11320595, 0.18824704]",2.0
39,113e415f-32d6-4654-a08c-599c651ded12,"[0.60528334, 0.41514801, 0.19634704, 0.18448514]",2.0
40,113c1e1c-c86d-4efb-b8bd-081911ac2816,"[0.32058553, 0.5361115, 0.11920171, 0.15211816]",2.0
41,113bf817-ac09-4f33-aa3a-b40208b63f27,"[0.26573236, 0.3452553, 0.12591799, 0.13538053]",2.0
42,113b6661-4040-4b3e-a3f8-2986d81f7142,"[0.56440287, 0.47487517, 0.07245231, 0.09938544]",2.0
43,113868b1-9b65-410d-a8f3-47080d238624,"[0.62905319, 0.42417896, 0.13935233, 0.20727308]",2.0
44,113369b8-a1ce-4710-aedc-0297ad2454b1,"[0.5866536, 0.42058835, 0.13484291, 0.17993123]",2.0
45,113065a4-08f4-435c-9c72-2e232ed470e6,"[0.33513955, 0.27584809, 0.08745276, 0.11148289]",2.0
46,112eb979-d370-4361-b0a7-3b68549da45c,"[0.287046, 0.3285991, 0.09425881, 0.22919964]",2.0
47,112b26d8-be1a-4d23-9f8a-7e9d5a1c712c,"[0.56989716, 0.3594544, 0.1177617, 0.17822265]",2.0
48,112ad1ca-de50-4e7b-9ee3-af0bc81d27da,"[0.41614476, 0.5880216, 0.08122309, 0.128436]",2.0
49,112a8e6f-84c5-4370-9e34-6194fe7b05ea,"[0.5509506, 0.26744146, 0.16727994, 0.24657854]",2.0
50,112a5cc2-a2f8-46c1-afe5-a78e5914a3c1,"[0.18256888, 0.34904618, 0.1746097, 0.24446045]",2.0
51,11295ada-3842-4e73-831f-e7d520dc3e91,"[0.65679, 0.21486136, 0.1124876, 0.2911713]",2.0
52,11206b35-078b-4852-ba3a-d940f5d5f147,"[0.70346288, 0.20746509, 0.07424701, 0.25917729]",2.0
53,111e7f0f-0d83-4cd9-aa92-0d1ad3bd852d,"[0.53466049, 0.40643691, 0.03406193, 0.05704167]",2.0
54,1116fb3c-72ba-4038-ba19-efb5bff3aa09,"[0.31843713, 0.3358556, 0.1150642, 0.27886099]",2.0
55,1112f933-1b33-495c-8e12-74db133f9cf8,"[0.6340324, 0.42827757, 0.17576684, 0.26366635]",2.0
56,111180fa-8827-454a-98f1-0307eea87ce2,"[0.2727317, 0.31625345, 0.10176924, 0.23872226]",2.0
57,110bfb40-bc50-4fd8-90b8-cdaa6d0b1aab,"[0.61685062, 0.50087106, 0.1204999, 0.17181096]",2.0
58,110bc710-4f73-429d-9d86-d29a0275d745,"[0.66151165, 0.35487087, 0.0670902, 0.09835083]",2.0
59,11075acc-4791-466b-bab4-fba601fa0848,"[0.45941008, 0.35656702, 0.15090655, 0.23408207]",2.0
60,1103fcfa-bb3d-4eb3-9973-0bc450bba3ba,"[0.64360935, 0.3317228, 0.09168584, 0.1250407]",2.0
61,11002871-f10b-45e1-bc0b-3958ea5a20c1,"[0.60649145, 0.1510467, 0.21406043, 0.32882656]",2.0
62,10ff1264-574e-4405-95a2-845fac9d2476,"[0.3303168, 0.30267674, 0.08173123, 0.28146089]",2.0
63,10fddf6e-4b86-42ee-9b02-5e7ee34cc4da,"[0.52720349, 0.32674038, 0.17205039, 0.25488127]",2.0
64,10fd2cf9-be2f-4df0-934c-833229689c17,"[0.50786171, 0.32978954, 0.1284523, 0.11397251]",2.0
65,10fa2835-2a9b-4f52-a5d1-399efa983c8b,"[0.60494721, 0.26797226, 0.1999254, 0.23738725]",2.0
66,10fa19bd-a1d9-4768-8f95-d32c17a4fcbb,"[0.58129628, 0.52444277, 0.08817643, 0.12757465]",2.0
67,10fa006d-dc65-4416-a89b-736028171e85,"[0.30449894, 0.45505852, 0.06849911, 0.15551915]",2.0
68,10f9f338-25a5-4f15-8035-5c86e4934333,"[0.57527775, 0.23665199, 0.0775486, 0.27496929]",2.0
69,10f9373d-48a7-426e-b032-4db21ee16da1,"[0.60136392, 0.47437875, 0.07356352, 0.09971593]",2.0
70,10f5f4a9-f499-4e0a-a50f-c39005d121b8,"[0.31001343, 0.34531569, 0.13029826, 0.20133355]",2.0
71,10f3bb74-25a4-42c2-9215-1661775d3721,"[0.21063696, 0.29516008, 0.22361235, 0.31166271]",2.0
72,10f36ba4-8cd8-4515-b5b6-063c77110e1b,"[0.2549595, 0.39614345, 0.15049926, 0.20422287]",2.0
73,10f25052-a8ca-4a41-8f84-8d5897671d1d,"[0.13263599, 0.22355508, 0.32701686, 0.51313416]",2.0
74,10f0b820-54a9-447f-ac79-459966add077,"[0.18012052, 0.41488504, 0.11989617, 0.17848581]",2.0
75,10f09c23-2a3a-4171-a1c3-aa1fcbc677a3,"[0.59609615, 0.23384871, 0.13426805, 0.1557443]",2.0
76,10eeeb96-ff13-4ccf-a252-bd3e4ddf8476,"[0.16703889, 0.41595762, 0.15585228, 0.2071799]",2.0
77,10edfbe9-041f-45c8-8ccc-5306c187f1d1,"[0.3873382, 0.28416407, 0.08685007, 0.21524665]",2.0
78,10eac8ea-e3cb-4171-aff8-014d21dcbb25,"[0.50143812, 0.49297904, 0.10086201, 0.14968497]",2.0
79,10e8733c-6671-40f6-bfaf-f16d3c4c863d,"[0.30673694, 0.16061487, 0.26435764, 0.33658034]",2.0
80,10e7dba1-2584-4b6b-a465-6c50d75478cb,"[0.57209929, 0.40066296, 0.1457204, 0.20969292]",2.0
81,10e5fd13-1b03-4239-a32c-ac108c8c591f,"[0.57553622, 0.4480723, 0.06891229, 0.17210624]",2.0
82,10e5d4f7-1088-450f-a0f8-36644df7627f,"[0.30845587, 0.4906013, 0.06178358, 0.15527904]",2.0
83,10e5b2ec-5890-41aa-a76b-e4f9915dca83,"[0.5462116, 0.34850838, 0.06049637, 0.07795271]",2.0
84,10e5a2b0-7bad-4b2b-ac0c-22a5a7fad117,"[0.23888687, 0.24941774, 0.1838681, 0.2792304]",2.0
85,10e53e08-4531-4ee9-a1fb-f9853219a895,"[0.20843186, 0.28292906, 0.18350148, 0.26707744]",2.0
86,10e40835-e79b-4494-9dc7-6ad108220907,"[0.56598643, 0.3736221, 0.08722083, 0.22785337]",2.0
87,10ddcb31-a855-4791-a319-0a72f9899f72,"[0.30492847, 0.16336005, 0.08278682, 0.12925708]",2.0
88,10dc9543-db45-4fec-91e7-ee1abb3006e2,"[0.42948725, 0.30168094, 0.09276219, 0.2327887]",2.0
89,10dc1bc4-4277-4599-a84d-3a8f33f0a3b8,"[0.14260138, 0.36477593, 0.15017782, 0.235313]",2.0
90,10dbf2bf-84ca-451e-b144-390c6dedfa6f,"[0.54021168, 0.47250389, 0.07024406, 0.10134658]",2.0
91,10da09b3-ac59-4dbc-9de6-04e4e0b19007,"[0.41097308, 0.25622571, 0.18564212, 0.24667589]",2.0
92,10d9da1c-25db-48fb-a2a1-9f7eaedd0d68,"[0.15089904, 0.26462282, 0.16105267, 0.188205]",2.0
93,10d6ba08-28d6-4f6f-b0b2-949c7d7505d3,"[0.29415329, 0.37012762, 0.17691612, 0.24331461]",2.0
94,10d64e9f-8741-4b07-b1bd-d6900b947732,"[0.27964916, 0.32755037, 0.1101797, 0.15055695]",2.0
95,10d26f7e-51e7-4de8-811e-b5451fdf2ed5,"[0.33423945, 0.27425131, 0.22881164, 0.23545467]",2.0
96,10d19451-c5be-434e-9ffd-58f69e43babc,"[0.29977334, 0.3011042, 0.20458501, 0.21203827]",2.0
97,10ce81d6-f54c-435d-9cbd-65b54e523f91,"[0.46824199, 0.53405718, 0.03377996, 0.08384959]",2.0
98,10cb1be1-8f5b-499b-94b7-ac62be3d15e6,"[0.1674778, 0.27375405, 0.19243238, 0.32577201]",2.0
99,10c95edb-97ae-4ba5-bafd-081ac723a5e2,"[0.58846876, 0.09570681, 0.11845522, 0.34709846]",2.0
100,10c83057-2bca-4a2e-92cf-6fc20f14e7db,"[0.52303761, 0.18839826, 0.13898382, 0.18718066]",2.0
101,10c4dc44-17ee-42c9-bdf3-48f8ffc99193,"[0.314927, 0.28798823, 0.09655285, 0.13045271]",2.0
102,10c31f1b-4a7b-4d19-9e26-7a3f0378b9c5,"[0.26078962, 0.48299706, 0.12820729, 0.18431772]",2.0
103,10c1f213-030a-4fc5-9af9-4c4e4e46770a,"[0.22661978, 0.29131378, 0.11352414, 0.15880486]",2.0
104,10bfe78d-372b-4df2-a41a-bb991852307a,"[0.44965031, 0.39994053, 0.1904206, 0.21915561]",2.0
105,10bdb605-6aa7-4670-b46d-5e4239061a4b,"[0.49451218, 0.09325776, 0.14279355, 0.34894929]",2.0
106,10bb0265-26d4-474b-a214-6623266bdf4f,"[0.26479063, 0.42611902, 0.09107445, 0.11570684]",2.0
107,10ba7266-774d-4573-b61e-38e2ab7514f5,"[0.69552722, 0.28809609, 0.07253015, 0.2597102]",2.0
108,10ba5c58-f518-4ca4-a9f6-2227232496e3,"[0.02332524, 0.16230452, 0.17399853, 0.23178289]",2.0
109,10ba55a4-1ba3-4f1d-b946-fcd6874226d9,"[0.28192098, 0.57982073, 0.13145853, 0.11345619]",2.0
110,10b8f6a8-1fe9-4575-8865-5a3a0b27702f,"[0.54859796, 0.400409, 0.17195159, 0.21938439]",2.0
111,10b3c453-2e2d-46b9-a8cf-4db073bf3ceb,"[0.29923, 0.22652443, 0.0638294, 0.09546229]",2.0
112,10b1ddf1-5761-460f-be4b-db7011fcb214,"[0.58823007, 0.33640356, 0.13627202, 0.29674353]",2.0
113,10b151f8-485a-44d2-8319-a27676a79b55,"[0.61240919, 0.51058935, 0.20718098, 0.26820024]",2.0
114,10b02c25-3b25-4962-bb20-35898adc648d,"[0.38055566, 0.2924861, 0.1467989, 0.19582628]",2.0
115,10afd9b5-73cd-4ccd-a99a-c348157e2f6d,"[0.30681702, 0.37220237, 0.06880957, 0.23526708]",2.0
116,10ab2012-899a-408f-beea-47115fe39825,"[0.01882308, 0.32407979, 0.29042113, 0.39138004]",2.0
117,10a79587-7529-4e14-b0f8-a0bc1af94b97,"[0.64838089, 0.33448483, 0.10188596, 0.15481879]",2.0
118,10a70ded-aa5f-4ce2-b61d-492182fbcf3d,"[0.37233491, 0.18755157, 0.06349584, 0.15602972]",2.0
119,10a412e4-d0a3-43a1-aafe-a2a76796353b,"[0.22900342, 0.18707138, 0.11401527, 0.29625745]",2.0
120,109fae0e-1a51-4ef6-90e0-67636dc4dfeb,"[0.62289772, 0.46673404, 0.15616673, 0.19901901]",2.0
121,109a9eba-2f40-4ae4-a020-105ba2dfaae2,"[0.43967394, 0.22965077, 0.21016459, 0.24776025]",2.0
122,109a0e08-1008-40f3-9458-aefb23a4cb82,"[0.55385149, 0.40536966, 0.14731621, 0.20588618]",2.0
123,10997eff-97c6-4d52-8c37-5b8561c11aa2,"[0.3807476, 0.3109977, 0.08858397, 0.11974491]",2.0
124,10995701-90c4-4015-bdc6-fc322a6b0259,"[0.53712087, 0.18832151, 0.11724838, 0.3022308]",2.0
125,109879bc-d59e-49e3-b8f5-d20321802edc,"[0.35927234, 0.30237939, 0.05547266, 0.07946395]",2.0
126,1094c9ad-2b38-4181-800c-3f5d102de444,"[0.27883373, 0.52806381, 0.0960128, 0.09788132]",2.0
127,1090776d-a506-405e-ba7d-8cfcdb0e607e,"[0.16526495, 0.23567493, 0.15795214, 0.24403206]",2.0
128,108e3cff-4cee-4d6e-9ee9-1bb205249f4b,"[0.23014743, 0.48326461, 0.11036813, 0.1815275]",2.0
129,108dc437-4423-4aed-90b4-c17726eee196,"[0.22931157, 0.34173389, 0.11621902, 0.17132137]",2.0
130,108d7e3c-d001-4ca7-9b60-b4cb28567d66,"[0.4228715, 0.42598128, 0.06630364, 0.09793327]",2.0
131,10860152-8b77-4c91-97a2-945b59a43afc,"[0.54783448, 0.17405898, 0.10968935, 0.17237776]",2.0
132,1085ae55-9a12-4808-9c14-3763030ba417,"[0.60654812, 0.4822051, 0.12681177, 0.16193577]",2.0
133,1083f70a-6d34-419c-aeac-52aa17df6b96,"[0.57355477, 0.33288178, 0.08719839, 0.22978428]",2.0
134,10837aa1-d1e0-4134-b3b7-ad9831bcd6be,"[0.2666208, 0.30758599, 0.12408103, 0.16248318]",2.0
135,1082f590-a9e4-4104-a541-1fe9b352da25,"[0.63766434, 0.19683613, 0.22237576, 0.29854873]",2.0
136,108202da-6dcf-4718-bc10-b5080b771d49,"[0.54327229, 0.3995025, 0.26877944, 0.21641099]",2.0
137,107df1e9-3c62-44ba-a1c8-27d8a3b4f602,"[0.33445953, 0.0916934, 0.11032256, 0.3353431]",2.0
138,10790507-2e50-49eb-b5d6-017a341db580,"[0.65785646, 0.17530977, 0.10459419, 0.15284481]",2.0
139,1078b145-d307-4ccf-aa9a-a1f542c97554,"[0.40081124, 0.20315509, 0.17651137, 0.27128845]",2.0
140,1075c9c4-9880-486b-b636-9457c38e085c,"[0.1343405, 0.44705419, 0.14205017, 0.21061611]",2.0
141,107535b4-8870-414f-917c-8b4bdb97c2ac,"[0.42888923, 0.39320551, 0.04812678, 0.0777756]",2.0
142,10713c9e-4516-4b1b-b91d-71db42814bfb,"[0.55897263, 0.43823258, 0.10910296, 0.16617493]",2.0
143,106eff7a-6ca9-4759-9150-ce7a0d5ef724,"[0.34220215, 0.16982654, 0.06434063, 0.09574382]",2.0
144,106e3756-97fe-4ce0-a422-dadbf50421f7,"[0.3082515, 0.38824268, 0.19555318, 0.24963074]",2.0
145,106d7623-44d9-4207-b61c-2ee5745e4bbc,"[0.0588942, 0.32112625, 0.25738871, 0.20434575]",2.0
146,1067b417-7405-4250-85dc-420abdc69f8c,"[0.24909234, 0.26773194, 0.18894386, 0.27753396]",2.0
147,10664c0c-c7fb-4525-9c76-afa840fd1153,"[0.62970884, 0.45258098, 0.13593769, 0.21057301]",2.0
148,10650327-9507-4326-809d-851d0e3efaf0,"[0.56915526, 0.37483893, 0.14980373, 0.21637169]",2.0
149,10639ca4-c47e-49bd-9d3d-2c7e545f72c9,"[0.38950646, 0.4660149, 0.1282572, 0.14995896]",2.0
150,106324a0-1eda-446b-8b5e-8cf1f51eeb7c,"[0.27905307, 0.27712404, 0.23754637, 0.31449227]",2.0
151,105cc175-78ce-4fbb-a5fc-1fd7cd9f366d,"[0.18684658, 0.06216944, 0.26250143, 0.43730551]",2.0
152,1057e182-92f5-44a0-8574-9b5186644c46,"[0.55705309, 0.48741269, 0.11110356, 0.14473721]",2.0
153,105654a7-a261-4c28-8f0d-ef47b9a433f9,"[0.13533457, 0.20205963, 0.2217134, 0.36035884]",2.0
154,105475f7-4294-449d-a7e3-06a61292e1bd,"[0.67310832, 0.4596499, 0.20329877, 0.16433665]",2.0
155,10539dee-d7f7-4090-9586-7efa2bdcd663,"[0.32557186, 0.62747381, 0.07306003, 0.10484683]",2.0
156,10521bf5-8095-4e21-8dcc-12e8b96068ba,"[0.63249242, 0.28930395, 0.14526699, 0.2073994]",2.0
157,10518b6b-fe5c-472d-970a-d1a2c0d361b6,"[0.30453561, 0.209011, 0.12954145, 0.31331918]",2.0
158,10511295-fb86-4cc9-85e8-bba95d634f7d,"[0.49443319, 0.65304572, 0.1126843, 0.15058855]",2.0
159,104f82f6-b2ea-4069-823c-9d9051af3601,"[0.31534389, 0.37130531, 0.14445747, 0.212556]",2.0
160,104f4718-5588-441c-8ae4-34782c904a80,"[0.70681502, 0.2610363, 0.17074948, 0.27796318]",2.0
161,104e3195-42ff-478a-af0e-20ebcb581a6a,"[0.52118019, 0.37171098, 0.06590525, 0.23481427]",2.0
162,104ada1d-8dd1-41ae-ad39-88b257429de8,"[0.65676765, 0.31132863, 0.20852538, 0.29940873]",2.0
163,1048601a-c523-4940-b12d-df34a47aaebd,"[0.10476535, 0.25825127, 0.2507555, 0.32474149]",2.0
164,104390e7-bd45-4749-935c-47a0a00eab76,"[0.64396316, 0.23602042, 0.2531306, 0.36574753]",2.0
165,103ca60d-a722-4460-9014-2c87c59c6cfb,"[0.20832721, 0.54648249, 0.12016273, 0.15703253]",2.0
166,103beb5d-da12-47f7-9094-48a57fb461b2,"[0.27010698, 0.34196117, 0.14893993, 0.23607044]",2.0
167,103a97ba-1555-45b1-9879-248a5f3056db,"[0.37793561, 0.12074036, 0.37283547, 0.39143724]",2.0
168,103a7938-5c56-426a-a2e9-91ee21ec6ba0,"[0.28992841, 0.39376323, 0.05918119, 0.09509423]",2.0
169,10399800-ff1f-4c99-b919-e052cdd3bf5e,"[0.24426011, 0.30656294, 0.16672131, 0.25954782]",2.0
170,10393ca2-e902-47a7-a4c7-e257e2997407,"[0.29280571, 0.44988441, 0.14246944, 0.1936506]",2.0
171,1037f181-453d-4eee-b870-f33eea9f0bb1,"[0.24282562, 0.39522881, 0.12326612, 0.1634857]",2.0
172,1037d1f5-b13b-4cb4-9f9d-a5cbe478bc36,"[0.29321306, 0.29898875, 0.15859374, 0.21223264]",2.0
173,1036dc90-1455-4c4a-a0d0-c73edcd755a6,"[0.68272489, 0.2271009, 0.15106198, 0.23693069]",2.0
174,1036a3a1-9c5b-4b66-b101-e17d4a7aacdf,"[0.33168211, 0.29217431, 0.06997765, 0.22462068]",2.0
175,102f34f1-0fff-4d8a-a96e-fdd38410c144,"[0.50864005, 0.20451734, 0.16762991, 0.27112333]",2.0
176,102963b6-6b58-4f51-af06-72669fadbe50,"[0.22838111, 0.18400973, 0.1201454, 0.32222452]",2.0
177,1021e3e6-d59a-4171-b134-f1e955f8efe8,"[0.65569888, 0.2207009, 0.13812641, 0.18753034]",2.0
178,10215988-9992-43fb-95a1-2225eef9a455,"[0.61886431, 0.33541683, 0.10244773, 0.15885161]",2.0
179,1020a827-435c-45fd-854c-69067a7c79fa,"[0.43779385, 0.48888301, 0.08123118, 0.11295223]",2.0
180,102050e3-2965-4f3a-813d-496393efba94,"[0.5197191, 0.53076109, 0.20181146, 0.24932895]",2.0
181,10200e91-fd9b-48f5-9ca8-2c1036d4b5db,"[0.22390584, 0.48879024, 0.13651048, 0.14641988]",2.0
182,101eed1c-0335-44f3-94ec-3c1d27692d38,"[0.24066261, 0.2407592, 0.14525413, 0.22075918]",2.0
183,101b6466-402a-43dd-b5d6-dce7b93164df,"[0.44408006, 0.4018189, 0.15557832, 0.20408051]",2.0
184,1019abd8-b1af-41ce-b8f1-37f2f02a6e05,"[0.26787092, 0.43498029, 0.09281509, 0.15070982]",2.0
185,1016fd27-fb90-409b-be85-4b32399e9fd4,"[0.26067433, 0.20865467, 0.17757075, 0.23736293]",2.0
186,1012b582-dfd5-42a4-b6f0-6fa2f9d4b7b5,"[0.53401862, 0.38723385, 0.09010569, 0.15827422]",2.0
187,101262ed-e5f7-4134-9bfd-147b35a8fd87,"[0.29125195, 0.25401977, 0.10697889, 0.1679927]",2.0
188,10122f5e-5bfd-4d31-a5b9-c0c9117870c1,"[0.32474806, 0.43169699, 0.10657925, 0.27058386]",2.0
189,1011820f-0dfe-47e9-bce7-ec35d26f71c6,"[0.73634153, 0.3563425, 0.17486356, 0.20017083]",2.0
190,1010a8e2-3b7c-4787-bfc5-ae90f32c759a,"[0.32221732, 0.39770979, 0.11087823, 0.29714684]",2.0
191,1009ea05-439e-4c1a-bbcb-6693cdb31982,"[0.38175714, 0.49506627, 0.09881241, 0.15639975]",2.0
192,10052583-4221-4f6d-8761-50d6d8a8277a,"[0.3283642, 0.1962963, 0.2058642, 0.37613426]",2.0
193,1003506c-17a9-4c1e-9632-95976e317fcd,"[0.40054523, 0.6319655, 0.06272435, 0.1162473]",2.0
194,100336c7-6aad-4711-aa85-310e5ba95ea5,"[0.46442325, 0.1732018, 0.20843004, 0.29940161]",2.0
195,0fffaed5-6cd1-4144-a295-191b231a6b1b,"[0.28390963, 0.1533384, 0.13032543, 0.36106304]",2.0
196,0ffd468c-debb-468c-836c-3d815587743f,"[0.5454233, 0.25455479, 0.10475014, 0.15738689]",2.0
197,0ffbf1cb-94aa-44f5-b882-34fbf097c723,"[0.3505301, 0.36117934, 0.05931757, 0.19856718]",2.0
198,0ff8223b-e52f-4f3a-bcc8-05eb8afe5f9b,"[0.46472533, 0.49288816, 0.10388287, 0.14224435]",2.0
199,0ff73e1a-ac81-4b55-8c88-a18b1dfe2cd8,"[0.64604781, 0.491434, 0.16754183, 0.17159387]",2.0
200,0ff52912-1db6-4b5e-92ac-44997a3d52dd,"[0.13198657, 0.18612177, 0.17194067, 0.30121095]",2.0
201,0ff140c1-c7c2-4970-abc8-41670525d441,"[0.55534358, 0.37990074, 0.09066066, 0.13444609]",2.0
202,0ff121ab-6ea9-4c66-a68a-85a80e758908,"[0.32039637, 0.34610105, 0.10737013, 0.16315988]",2.0
203,0fedfb95-c19e-454b-aece-44dbfceca7ab,"[0.29843848, 0.27573329, 0.08689938, 0.13783592]",2.0
204,0fed2645-3a2b-4466-8999-218cfab502b6,"[0.15077044, 0.19912223, 0.14930374, 0.14619938]",2.0
205,0feadd11-8521-46c2-bd44-0291b8fd0cdc,"[0.57725273, 0.35941272, 0.11913196, 0.14212123]",2.0
206,0fe6de37-0ba3-4279-824e-f51547ab00ba,"[0.35435208, 0.259805, 0.0998725, 0.30898]",2.0
207,0fe6963d-0916-4f18-843f-61e2c6103a08,"[0.47263292, 0.28362317, 0.08519167, 0.12217825]",2.0
208,0fe4a6fd-8add-44ae-8538-b27644428cb8,"[0.46491737, 0.57981954, 0.10127493, 0.15075769]",2.0
209,0fe36a28-9f80-436a-ba8a-3e3da3eb16c7,"[0.38853537, 0.40246655, 0.04703174, 0.05952309]",2.0
210,0fe2a4dd-58e4-4935-9234-2268c5dc0f85,"[0.55989474, 0.29462522, 0.14236503, 0.19207498]",2.0
211,0fe1d064-541f-440d-aa12-f5fb45a09991,"[0.57389139, 0.22784747, 0.1607159, 0.20992662]",2.0
212,0fe0698f-715a-4c3d-ab2d-a04fcf48d23f,"[0.56750763, 0.21295938, 0.2042768, 0.28018624]",2.0
213,0fdc74f6-4753-421e-8399-b9da3e32f1a6,"[0.30065171, 0.35716589, 0.08013175, 0.133369]",2.0
214,0fd6919a-6ae7-414f-85b8-2585b641b8fa,"[0.39072621, 0.37616833, 0.07016398, 0.18271554]",2.0
215,0fd42a39-3245-48d9-a0ab-480db028e13a,"[0.52700745, 0.51214356, 0.1245593, 0.1709638]",2.0
216,0fd309ee-aebe-46ec-8006-2db6df8820f0,"[0.59528829, 0.31167006, 0.18733564, 0.24686332]",2.0
217,0fd1b121-af22-427d-9fb4-3000a9babacc,"[0.665317, 0.07997326, 0.09925191, 0.14777914]",2.0
218,0fd0a95e-caa7-448d-a291-198f7e439f77,"[0.32648502, 0.22011237, 0.06094552, 0.26622987]",2.0
219,0fd07a1f-3029-48fe-98b9-a7d7c5f10218,"[0.65749029, 0.41455574, 0.15561305, 0.20278338]",2.0
220,0fcbeedf-529f-4328-af79-8857a4dabd78,"[0.43456253, 0.22606837, 0.19756795, 0.17795352]",2.0
221,0fc16a03-d017-43f4-a40f-f83fba1b2e96,"[0.25725278, 0.39247935, 0.12071997, 0.1816128]",2.0
222,0fbfb445-81a9-4aea-aaca-306fbcb8d689,"[0.61200404, 0.32690567, 0.13419789, 0.20281314]",2.0
