annotation_id,file_path,speaker,speaker_id,gender,device,command_file,text,intent,duration_sec,sample_rate,mfcc_mean,zero_crossing_rate,spectral_centroid,word_segments_json,vadu2019detected,annotation_tool,annotation_date
audio_013,audio/man/2/curtains/затемни_комнату.ogg,man,2,male,curtains,затемни_комнату,затемни комнату,decrease_value,1.853,48000,-26.24,0.0478,2351.34,"[{""word"": ""затемни"", ""start"": 0.0, ""end"": 1.288}, {""word"": ""комнату"", ""start"": 1.288, ""end"": 2.608}]",True,Praat TextGrid,2025-04-15
audio_014,audio/man/2/curtains/открой_на_30_процентов.ogg,man,2,male,curtains,открой_на_30_процентов,открой на тридцать процентов,set_value,2.253,48000,-25.29,0.0701,3009.86,"[{""word"": ""открой"", ""start"": 0.0, ""end"": 0.875}, {""word"": ""на"", ""start"": 0.875, ""end"": 1.708}, {""word"": ""тридцать"", ""start"": 1.708, ""end"": 2.536}, {""word"": ""процентов"", ""start"": 2.536, ""end"": 3.371}]",True,Praat TextGrid,2025-04-15
audio_015,audio/man/2/curtains/открой_шторы.ogg,man,2,male,curtains,открой_шторы,открой шторы,turn_on,1.653,48000,-26.87,0.0406,2279.87,"[{""word"": ""открой"", ""start"": 0.0, ""end"": 0.802}, {""word"": ""шторы"", ""start"": 0.802, ""end"": 1.665}]",True,Praat TextGrid,2025-04-15
audio_016,audio/man/2/curtains/приоткрой_шторы.ogg,man,2,male,curtains,приоткрой_шторы,приоткрой шторы,set_value,2.174,48000,-26.36,0.04,2185.3,"[{""word"": ""приоткрой"", ""start"": 0.0, ""end"": 0.784}, {""word"": ""шторы"", ""start"": 0.784, ""end"": 1.564}]",True,Praat TextGrid,2025-04-15
audio_017,audio/man/2/curtains/стоп_шторы.ogg,man,2,male,curtains,стоп_шторы,стоп шторы,stop,1.774,48000,-26.7,0.0495,2415.4,"[{""word"": ""стоп"", ""start"": 0.0, ""end"": 0.855}, {""word"": ""шторы"", ""start"": 0.855, ""end"": 1.712}]",True,Praat TextGrid,2025-04-15
audio_018,audio/man/2/curtains/утренний_режим.ogg,man,2,male,curtains,утренний_режим,утренний режим,change_mode,1.813,48000,-25.51,0.0354,2021.18,"[{""word"": ""утренний"", ""start"": 0.0, ""end"": 1.218}, {""word"": ""режим"", ""start"": 1.218, ""end"": 2.51}]",True,Praat TextGrid,2025-04-15
audio_019,audio/man/2/curtains/шторы_наполовину.ogg,man,2,male,curtains,шторы_наполовину,шторы наполовину,set_value,2.054,48000,-24.35,0.0366,2009.39,"[{""word"": ""шторы"", ""start"": 0.0, ""end"": 1.324}, {""word"": ""наполовину"", ""start"": 1.324, ""end"": 2.709}]",True,Praat TextGrid,2025-04-15
audio_020,audio/man/2/lamp/включи_свет.ogg,man,2,male,lamp,включи_свет,включи свет,turn_on,1.454,48000,-25.23,0.0845,3756.22,"[{""word"": ""включи"", ""start"": 0.0, ""end"": 0.733}, {""word"": ""свет"", ""start"": 0.733, ""end"": 1.435}]",True,Praat TextGrid,2025-04-15
audio_021,audio/man/2/lamp/выключи_свет.ogg,man,2,male,lamp,выключи_свет,выключи свет,turn_off,1.573,48000,-20.91,0.061,2874.7,"[{""word"": ""выключи"", ""start"": 0.0, ""end"": 1.013}, {""word"": ""свет"", ""start"": 1.013, ""end"": 2.108}]",True,Praat TextGrid,2025-04-15
audio_022,audio/man/2/lamp/максимальная_яркость.ogg,man,2,male,lamp,максимальная_яркость,максимальная яркость,set_value,1.933,48000,-20.14,0.0606,3155.86,"[{""word"": ""максимальная"", ""start"": 0.0, ""end"": 0.845}, {""word"": ""яркость"", ""start"": 0.845, ""end"": 1.691}]",True,Praat TextGrid,2025-04-15
audio_023,audio/man/2/lamp/ночной_режим.ogg,man,2,male,lamp,ночной_режим,ночной режим,change_mode,2.014,48000,-22.86,0.0478,2844.77,"[{""word"": ""ночной"", ""start"": 0.0, ""end"": 1.052}, {""word"": ""режим"", ""start"": 1.052, ""end"": 2.059}]",True,Praat TextGrid,2025-04-15
audio_024,audio/man/2/lamp/повтори_последнее.ogg,man,2,male,lamp,повтори_последнее,повтори последнее,repeat,1.853,48000,-20.6,0.0537,2985.18,"[{""word"": ""повтори"", ""start"": 0.0, ""end"": 0.932}, {""word"": ""последнее"", ""start"": 0.932, ""end"": 1.933}]",True,Praat TextGrid,2025-04-15
audio_025,audio/man/2/lamp/свет_выключится_через_5_минут.ogg,man,2,male,lamp,свет_выключится_через_5_минут,свет выключится через пять минут,timer_off,2.974,48000,-19.39,0.0577,3028.06,"[{""word"": ""свет"", ""start"": 0.0, ""end"": 0.321}, {""word"": ""выключится"", ""start"": 0.321, ""end"": 0.653}, {""word"": ""через"", ""start"": 0.653, ""end"": 1.01}, {""word"": ""пять"", ""start"": 1.01, ""end"": 1.331}, {""word"": ""минут"", ""start"": 1.331, ""end"": 1.651}]",True,Praat TextGrid,2025-04-15
audio_026,audio/man/2/lamp/сделай_темнее.ogg,man,2,male,lamp,сделай_темнее,сделай темнее,decrease_value,1.694,48000,-20.57,0.0451,2602.88,"[{""word"": ""сделай"", ""start"": 0.0, ""end"": 1.691}, {""word"": ""темнее"", ""start"": 1.691, ""end"": 3.304}]",True,Praat TextGrid,2025-04-15
audio_027,audio/man/2/lamp/сделай_ярче.ogg,man,2,male,lamp,сделай_ярче,сделай ярче,increase_value,1.573,48000,-19.89,0.0527,2923.94,"[{""word"": ""сделай"", ""start"": 0.0, ""end"": 0.926}, {""word"": ""ярче"", ""start"": 0.926, ""end"": 1.816}]",True,Praat TextGrid,2025-04-15
audio_028,audio/man/2/lamp/тёплый_свет.ogg,man,2,male,lamp,тёплый_свет,тёплый свет,change_mode,1.254,48000,-23.09,0.0542,3234.0,"[{""word"": ""тёплый"", ""start"": 0.0, ""end"": 0.9}, {""word"": ""свет"", ""start"": 0.9, ""end"": 1.834}]",True,Praat TextGrid,2025-04-15
audio_029,audio/man/2/lamp/холодный_свет.ogg,man,2,male,lamp,холодный_свет,холодный свет,change_mode,1.613,48000,-20.11,0.0419,2430.02,"[{""word"": ""холодный"", ""start"": 0.0, ""end"": 1.472}, {""word"": ""свет"", ""start"": 1.472, ""end"": 2.855}]",True,Praat TextGrid,2025-04-15
audio_030,audio/man/2/lock/автозакрытие_включи.ogg,man,2,male,lock,автозакрытие_включи,автозакрытие включи,change_mode,2.293,48000,-24.63,0.0571,2768.87,"[{""word"": ""автозакрытие"", ""start"": 0.0, ""end"": 0.968}, {""word"": ""включи"", ""start"": 0.968, ""end"": 1.961}]",True,Praat TextGrid,2025-04-15
audio_031,audio/man/2/lock/временный_доступ.ogg,man,2,male,lock,временный_доступ,временный доступ,change_mode,1.974,48000,-26.19,0.0538,2594.32,"[{""word"": ""временный"", ""start"": 0.0, ""end"": 1.668}, {""word"": ""доступ"", ""start"": 1.668, ""end"": 3.378}]",True,Praat TextGrid,2025-04-15
audio_032,audio/man/2/lock/заблокируй.ogg,man,2,male,lock,заблокируй,заблокируй,lock,1.853,48000,-28.08,0.0511,2540.42,"[{""word"": ""заблокируй"", ""start"": 0.0, ""end"": 3.219}]",True,Praat TextGrid,2025-04-15
audio_033,audio/man/2/lock/закрой_дверь.ogg,man,2,male,lock,закрой_дверь,закрой дверь,turn_off,1.774,48000,-25.65,0.0574,2875.24,"[{""word"": ""закрой"", ""start"": 0.0, ""end"": 1.207}, {""word"": ""дверь"", ""start"": 1.207, ""end"": 2.433}]",True,Praat TextGrid,2025-04-15
audio_034,audio/man/2/lock/кто_там.ogg,man,2,male,lock,кто_там,кто там,query_status,1.573,48000,-29.41,0.0281,2236.77,"[{""word"": ""кто"", ""start"": 0.0, ""end"": 1.043}, {""word"": ""там"", ""start"": 1.043, ""end"": 2.054}]",True,Praat TextGrid,2025-04-15
audio_035,audio/man/2/lock/открой_дверь.ogg,man,2,male,lock,открой_дверь,открой дверь,turn_on,1.694,48000,-27.33,0.036,2191.34,"[{""word"": ""открой"", ""start"": 0.0, ""end"": 1.328}, {""word"": ""дверь"", ""start"": 1.328, ""end"": 2.599}]",True,Praat TextGrid,2025-04-15
audio_036,audio/man/2/lock/отмени_последнее.ogg,man,2,male,lock,отмени_последнее,отмени последнее,cancel,2.213,48000,-26.19,0.0436,2396.82,"[{""word"": ""отмени"", ""start"": 0.0, ""end"": 1.317}, {""word"": ""последнее"", ""start"": 1.317, ""end"": 2.565}]",True,Praat TextGrid,2025-04-15
audio_037,audio/man/2/lock/покажи_историю.ogg,man,2,male,lock,покажи_историю,покажи историю,query_status,2.293,48000,-28.05,0.0439,2369.11,"[{""word"": ""покажи"", ""start"": 0.0, ""end"": 0.954}, {""word"": ""историю"", ""start"": 0.954, ""end"": 1.82}]",True,Praat TextGrid,2025-04-15
audio_038,audio/man/2/lock/разблокируй.ogg,man,2,male,lock,разблокируй,разблокируй,unlock,1.893,48000,-28.56,0.0419,2401.09,"[{""word"": ""разблокируй"", ""start"": 0.0, ""end"": 1.932}]",True,Praat TextGrid,2025-04-15
audio_039,audio/man/2/lock/режим_охраны.ogg,man,2,male,lock,режим_охраны,режим охраны,change_mode,1.893,48000,-24.21,0.0301,1910.1,"[{""word"": ""режим"", ""start"": 0.0, ""end"": 1.361}, {""word"": ""охраны"", ""start"": 1.361, ""end"": 2.739}]",True,Praat TextGrid,2025-04-15
audio_040,audio/man/2/tv/без_звука.ogg,man,2,male,tv,без_звука,без звука,mute,1.413,48000,-23.83,0.0231,1718.57,"[{""word"": ""без"", ""start"": 0.0, ""end"": 1.44}, {""word"": ""звука"", ""start"": 1.44, ""end"": 2.896}]",True,Praat TextGrid,2025-04-15
audio_041,audio/man/2/tv/включи_телевизор.ogg,man,2,male,tv,включи_телевизор,включи телевизор,turn_on,1.734,48000,-23.67,0.0666,2899.71,"[{""word"": ""включи"", ""start"": 0.0, ""end"": 1.459}, {""word"": ""телевизор"", ""start"": 1.459, ""end"": 2.957}]",True,Praat TextGrid,2025-04-15
audio_042,audio/man/2/tv/выйди.ogg,man,2,male,tv,выйди,выйди,navigate,1.534,48000,-26.85,0.0303,2271.3,"[{""word"": ""выйди"", ""start"": 0.0, ""end"": 1.903}]",True,Praat TextGrid,2025-04-15
audio_043,audio/man/2/tv/выключи_телевизор.ogg,man,2,male,tv,выключи_телевизор,выключи телевизор,turn_off,1.893,48000,-23.13,0.0561,2656.01,"[{""word"": ""выключи"", ""start"": 0.0, ""end"": 1.085}, {""word"": ""телевизор"", ""start"": 1.085, ""end"": 2.238}]",True,Praat TextGrid,2025-04-15
audio_044,audio/man/2/tv/громкость_вверх.ogg,man,2,male,tv,громкость_вверх,громкость вверх,increase_value,1.774,48000,-24.58,0.0478,2464.64,"[{""word"": ""громкость"", ""start"": 0.0, ""end"": 1.355}, {""word"": ""вверх"", ""start"": 1.355, ""end"": 2.791}]",True,Praat TextGrid,2025-04-15
audio_045,audio/man/2/tv/громкость_вниз.ogg,man,2,male,tv,громкость_вниз,громкость вниз,decrease_value,1.734,48000,-24.93,0.0797,3161.66,"[{""word"": ""громкость"", ""start"": 0.0, ""end"": 0.846}, {""word"": ""вниз"", ""start"": 0.846, ""end"": 1.691}]",True,Praat TextGrid,2025-04-15
audio_046,audio/man/2/tv/открой_меню.ogg,man,2,male,tv,открой_меню,открой меню,navigate,1.694,48000,-25.68,0.0268,1927.41,"[{""word"": ""открой"", ""start"": 0.0, ""end"": 1.438}, {""word"": ""меню"", ""start"": 1.438, ""end"": 2.919}]",True,Praat TextGrid,2025-04-15
audio_047,audio/man/2/tv/переключи_на_hdmi.ogg,man,2,male,tv,переключи_на_hdmi,переключи на HDMI,change_mode,2.134,48000,-22.26,0.038,2138.92,"[{""word"": ""переключи"", ""start"": 0.0, ""end"": 1.023}, {""word"": ""на"", ""start"": 1.023, ""end"": 2.079}, {""word"": ""HDMI"", ""start"": 2.079, ""end"": 3.121}]",True,Praat TextGrid,2025-04-15
audio_048,audio/man/2/tv/предыдущий_канал.ogg,man,2,male,tv,предыдущий_канал,предыдущий канал,decrease_value,1.974,48000,-23.62,0.03,1947.67,"[{""word"": ""предыдущий"", ""start"": 0.0, ""end"": 1.036}, {""word"": ""канал"", ""start"": 1.036, ""end"": 2.053}]",True,Praat TextGrid,2025-04-15
audio_049,audio/man/2/tv/следующий_канал.ogg,man,2,male,tv,следующий_канал,следующий канал,increase_value,1.933,48000,-24.52,0.053,2467.74,"[{""word"": ""следующий"", ""start"": 0.0, ""end"": 1.673}, {""word"": ""канал"", ""start"": 1.673, ""end"": 3.311}]",True,Praat TextGrid,2025-04-15
audio_050,audio/woman/1/conditioner/автоматический_режим.ogg,woman,1,female,conditioner,автоматический_режим,автоматический режим,change_mode,2.514,48000,-23.31,0.0739,3507.9,"[{""word"": ""автоматический"", ""start"": 0.0, ""end"": 0.858}, {""word"": ""режим"", ""start"": 0.858, ""end"": 1.775}]",True,Praat TextGrid,2025-04-15
audio_051,audio/woman/1/conditioner/вентиляция.ogg,woman,1,female,conditioner,вентиляция,вентиляция,change_mode,2.253,48000,-25.46,0.0645,3834.62,"[{""word"": ""вентиляция"", ""start"": 0.0, ""end"": 1.895}]",True,Praat TextGrid,2025-04-15
audio_052,audio/woman/1/conditioner/включи_кондиционер.ogg,woman,1,female,conditioner,включи_кондиционер,включи кондиционер,turn_on,2.413,48000,-23.86,0.0748,3597.9,"[{""word"": ""включи"", ""start"": 0.0, ""end"": 1.169}, {""word"": ""кондиционер"", ""start"": 1.169, ""end"": 2.291}]",True,Praat TextGrid,2025-04-15
audio_053,audio/woman/1/conditioner/включи_через_час.ogg,woman,1,female,conditioner,включи_через_час,включи через час,timer_on,2.494,48000,-24.28,0.0898,3758.07,"[{""word"": ""включи"", ""start"": 0.0, ""end"": 1.079}, {""word"": ""через"", ""start"": 1.079, ""end"": 2.072}, {""word"": ""час"", ""start"": 2.072, ""end"": 3.136}]",True,Praat TextGrid,2025-04-15
audio_054,audio/woman/1/conditioner/выключи_кондиционер.ogg,woman,1,female,conditioner,выключи_кондиционер,выключи кондиционер,turn_off,2.373,48000,-22.75,0.0666,3339.76,"[{""word"": ""выключи"", ""start"": 0.0, ""end"": 1.645}, {""word"": ""кондиционер"", ""start"": 1.645, ""end"": 3.236}]",True,Praat TextGrid,2025-04-15
audio_055,audio/woman/1/conditioner/осуши_воздух.ogg,woman,1,female,conditioner,осуши_воздух,осуши воздух,change_mode,2.373,48000,-25.61,0.086,3596.18,"[{""word"": ""осуши"", ""start"": 0.0, ""end"": 1.581}, {""word"": ""воздух"", ""start"": 1.581, ""end"": 3.221}]",True,Praat TextGrid,2025-04-15
audio_056,audio/woman/1/conditioner/режим_сна.ogg,woman,1,female,conditioner,режим_сна,режим сна,change_mode,2.353,48000,-26.29,0.0718,3519.04,"[{""word"": ""режим"", ""start"": 0.0, ""end"": 0.93}, {""word"": ""сна"", ""start"": 0.93, ""end"": 1.877}]",True,Praat TextGrid,2025-04-15
audio_057,audio/woman/1/conditioner/сделай_прохладнее.ogg,woman,1,female,conditioner,сделай_прохладнее,сделай прохладнее,decrease_value,2.253,48000,-24.52,0.0506,3136.33,"[{""word"": ""сделай"", ""start"": 0.0, ""end"": 1.043}, {""word"": ""прохладнее"", ""start"": 1.043, ""end"": 2.062}]",True,Praat TextGrid,2025-04-15
audio_058,audio/woman/1/conditioner/сделай_теплее.ogg,woman,1,female,conditioner,сделай_теплее,сделай теплее,increase_value,1.653,48000,-24.45,0.0559,3371.17,"[{""word"": ""сделай"", ""start"": 0.0, ""end"": 0.913}, {""word"": ""теплее"", ""start"": 0.913, ""end"": 1.746}]",True,Praat TextGrid,2025-04-15
audio_059,audio/woman/1/conditioner/установи_22_градуса.ogg,woman,1,female,conditioner,установи_22_градуса,установи двадцать два градуса,set_value,3.233,48000,-24.36,0.0733,3555.75,"[{""word"": ""установи"", ""start"": 0.0, ""end"": 0.615}, {""word"": ""двадцать"", ""start"": 0.615, ""end"": 1.189}, {""word"": ""два"", ""start"": 1.189, ""end"": 1.792}, {""word"": ""градуса"", ""start"": 1.792, ""end"": 2.385}]",True,Praat TextGrid,2025-04-15
audio_060,audio/woman/1/curtains/вечерний_режим.ogg,woman,1,female,curtains,вечерний_режим,вечерний режим,change_mode,2.913,48000,-23.91,0.0573,3388.3,"[{""word"": ""вечерний"", ""start"": 0.0, ""end"": 1.409}, {""word"": ""режим"", ""start"": 1.409, ""end"": 2.911}]",True,Praat TextGrid,2025-04-15
audio_061,audio/woman/1/curtains/добавь_света.ogg,woman,1,female,curtains,добавь_света,добавь света,increase_value,2.074,48000,-24.1,0.0596,3249.06,"[{""word"": ""добавь"", ""start"": 0.0, ""end"": 1.407}, {""word"": ""света"", ""start"": 1.407, ""end"": 2.784}]",True,Praat TextGrid,2025-04-15
audio_062,audio/woman/1/curtains/закрой_шторы.ogg,woman,1,female,curtains,закрой_шторы,закрой шторы,turn_off,2.253,48000,-25.85,0.0713,3419.52,"[{""word"": ""закрой"", ""start"": 0.0, ""end"": 1.62}, {""word"": ""шторы"", ""start"": 1.62, ""end"": 3.198}]",True,Praat TextGrid,2025-04-15
audio_063,audio/woman/1/curtains/затемни_комнату.ogg,woman,1,female,curtains,затемни_комнату,затемни комнату,decrease_value,2.494,48000,-25.18,0.0555,3473.86,"[{""word"": ""затемни"", ""start"": 0.0, ""end"": 1.008}, {""word"": ""комнату"", ""start"": 1.008, ""end"": 2.046}]",True,Praat TextGrid,2025-04-15
audio_064,audio/woman/1/curtains/открой_на_30_процентов.ogg,woman,1,female,curtains,открой_на_30_процентов,открой на тридцать процентов,set_value,2.853,48000,-23.69,0.0725,3539.7,"[{""word"": ""открой"", ""start"": 0.0, ""end"": 0.663}, {""word"": ""на"", ""start"": 0.663, ""end"": 1.351}, {""word"": ""тридцать"", ""start"": 1.351, ""end"": 1.984}, {""word"": ""процентов"", ""start"": 1.984, ""end"": 2.645}]",True,Praat TextGrid,2025-04-15
audio_065,audio/woman/1/curtains/открой_шторы.ogg,woman,1,female,curtains,открой_шторы,открой шторы,turn_on,2.353,48000,-25.3,0.0686,3381.25,"[{""word"": ""открой"", ""start"": 0.0, ""end"": 1.209}, {""word"": ""шторы"", ""start"": 1.209, ""end"": 2.395}]",True,Praat TextGrid,2025-04-15
audio_066,audio/woman/1/curtains/приоткрой_шторы.ogg,woman,1,female,curtains,приоткрой_шторы,приоткрой шторы,set_value,2.114,48000,-23.8,0.0595,2843.09,"[{""word"": ""приоткрой"", ""start"": 0.0, ""end"": 0.878}, {""word"": ""шторы"", ""start"": 0.878, ""end"": 1.799}]",True,Praat TextGrid,2025-04-15
audio_067,audio/woman/1/curtains/стоп_шторы.ogg,woman,1,female,curtains,стоп_шторы,стоп шторы,stop,2.933,48000,-28.52,0.09,4275.16,"[{""word"": ""стоп"", ""start"": 0.0, ""end"": 1.518}, {""word"": ""шторы"", ""start"": 1.518, ""end"": 2.991}]",True,Praat TextGrid,2025-04-15
audio_068,audio/woman/1/curtains/утренний_режим.ogg,woman,1,female,curtains,утренний_режим,утренний режим,change_mode,2.554,48000,-24.82,0.0448,2944.0,"[{""word"": ""утренний"", ""start"": 0.0, ""end"": 1.26}, {""word"": ""режим"", ""start"": 1.26, ""end"": 2.442}]",True,Praat TextGrid,2025-04-15
audio_069,audio/woman/1/curtains/шторы_наполовину.ogg,woman,1,female,curtains,шторы_наполовину,шторы наполовину,set_value,2.373,48000,-23.29,0.0506,2924.75,"[{""word"": ""шторы"", ""start"": 0.0, ""end"": 1.446}, {""word"": ""наполовину"", ""start"": 1.446, ""end"": 2.867}]",True,Praat TextGrid,2025-04-15
audio_070,audio/woman/1/lamp/включи_свет.ogg,woman,1,female,lamp,включи_свет,включи свет,turn_on,2.353,48000,-27.41,0.0944,4268.11,"[{""word"": ""включи"", ""start"": 0.0, ""end"": 1.481}, {""word"": ""свет"", ""start"": 1.481, ""end"": 2.994}]",True,Praat TextGrid,2025-04-15
audio_071,audio/woman/1/lamp/выключи_свет.ogg,woman,1,female,lamp,выключи_свет,выключи свет,turn_off,2.853,48000,-28.73,0.0817,3854.32,"[{""word"": ""выключи"", ""start"": 0.0, ""end"": 0.775}, {""word"": ""свет"", ""start"": 0.775, ""end"": 1.61}]",True,Praat TextGrid,2025-04-15
audio_072,audio/woman/1/lamp/максимальная_яркость.ogg,woman,1,female,lamp,максимальная_яркость,максимальная яркость,set_value,2.713,48000,-23.38,0.0607,3136.6,"[{""word"": ""максимальная"", ""start"": 0.0, ""end"": 1.748}, {""word"": ""яркость"", ""start"": 1.748, ""end"": 3.531}]",True,Praat TextGrid,2025-04-15
audio_073,audio/woman/1/lamp/ночной_режим.ogg,woman,1,female,lamp,ночной_режим,ночной режим,change_mode,2.054,48000,-23.0,0.0442,2780.63,"[{""word"": ""ночной"", ""start"": 0.0, ""end"": 1.288}, {""word"": ""режим"", ""start"": 1.288, ""end"": 2.548}]",True,Praat TextGrid,2025-04-15
audio_074,audio/woman/1/lamp/повтори_последнее.ogg,woman,1,female,lamp,повтори_последнее,повтори последнее,repeat,2.094,48000,-22.95,0.0436,3017.23,"[{""word"": ""повтори"", ""start"": 0.0, ""end"": 0.984}, {""word"": ""последнее"", ""start"": 0.984, ""end"": 2.007}]",True,Praat TextGrid,2025-04-15
audio_075,audio/woman/1/lamp/свет_выключится_через_5_минут.ogg,woman,1,female,lamp,свет_выключится_через_5_минут,свет выключится через пять минут,timer_off,3.713,48000,-25.56,0.0734,3878.36,"[{""word"": ""свет"", ""start"": 0.0, ""end"": 0.368}, {""word"": ""выключится"", ""start"": 0.368, ""end"": 0.756}, {""word"": ""через"", ""start"": 0.756, ""end"": 1.143}, {""word"": ""пять"", ""start"": 1.143, ""end"": 1.535}, {""word"": ""минут"", ""start"": 1.535, ""end"": 1.949}]",True,Praat TextGrid,2025-04-15
audio_076,audio/woman/1/lamp/сделай_темнее.ogg,woman,1,female,lamp,сделай_темнее,сделай темнее,decrease_value,2.474,48000,-25.59,0.0689,3831.74,"[{""word"": ""сделай"", ""start"": 0.0, ""end"": 1.413}, {""word"": ""темнее"", ""start"": 1.413, ""end"": 2.86}]",True,Praat TextGrid,2025-04-15
audio_077,audio/woman/1/lamp/сделай_ярче.ogg,woman,1,female,lamp,сделай_ярче,сделай ярче,increase_value,2.773,48000,-25.86,0.0759,4034.78,"[{""word"": ""сделай"", ""start"": 0.0, ""end"": 1.21}, {""word"": ""ярче"", ""start"": 1.21, ""end"": 2.388}]",True,Praat TextGrid,2025-04-15
audio_078,audio/woman/1/lamp/тёплый_свет.ogg,woman,1,female,lamp,тёплый_свет,тёплый свет,change_mode,2.793,48000,-27.17,0.0668,4052.86,"[{""word"": ""тёплый"", ""start"": 0.0, ""end"": 1.081}, {""word"": ""свет"", ""start"": 1.081, ""end"": 2.197}]",True,Praat TextGrid,2025-04-15
audio_079,audio/woman/1/lamp/холодный_свет.ogg,woman,1,female,lamp,холодный_свет,холодный свет,change_mode,1.754,48000,-23.4,0.0657,3456.86,"[{""word"": ""холодный"", ""start"": 0.0, ""end"": 1.194}, {""word"": ""свет"", ""start"": 1.194, ""end"": 2.368}]",True,Praat TextGrid,2025-04-15
