,ID  объявления,Количество комнат,Тип,Метро,"Время до метро, мин",Способ до метро,Город,Улица,Номер дома,Адрес,"Площадь, м2",Этаж,Кол-во этажей,Тип дома,Парковка,"Цена аренды, руб/мес",Ком платежи,Залог,Срок аренды,Телефоны,Описание,Ремонт,Балкон,Лоджия,Окна,Мебель на кухне,Мебель в комнатах,"Ванна,",Душевая кабина,Стиральная машина,Кондиционер,Посудомоечная машина,Телевизор,Холодильник,Интернет,Можно с животными,Можно с детьми,Название ЖК,"Высота потолков, м",Лифт пасс,Лифт груз,Мусоропровод,Ссылка на объявление
10,251716900,0,Квартира,м. Бухарестская,1.0,пешком,Санкт-Петербург,улица Салова,61,"Санкт-Петербург, улица Салова, 61",23.3,17,18,Монолитный,наземная,29600.0,,29600.0,Длительный,79587736901,"Студия VALO
                Апартаменты без комиссии!
                Студия класса ""комфорт"" сдается в аренду на длительный срок. Апартаменты площадью 23 кв. м расположены в новом комплексе апарт-отелей VALO. Вся внутренняя отделка, текстиль и установленное оборудование соответствует стандарту европейских гостиниц уровня 3*и выше. Номер полностью укомплектован всей необходимой для жизни мебелью и бытовой техникой (в т. ч. микроволновая печь, плита, стиральная и посудомоечная машины, утюг, гладильная доска, сушилка). На кухне есть вся посуда для готовки и питания. В ванной комнате установлена немецкая сантехника. В номере система центрального кондиционирования. В стоимость аренды включена еженедельная уборка.
                Арендаторам доступны лобби отеля, переговорные и конференц-залы, бассейн и СПА фитнес клуба. В здании комплекса работают два ресторана, бар, кондитерская, салон красоты, барбершоп и аптека. В любое время можно воспользоваться ресепшен для решения вопросов различной ..., 20 фото",,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,True,True,Доходные апартаменты VALO,2.5,1.0,1.0,,https://www.cian.ru/rent/flat/251716900
11,241099437,0,Квартира,м. Бухарестская,1.0,пешком,Санкт-Петербург,улица Салова,61,"Санкт-Петербург, улица Салова, 61",27.5,12,18,Монолитный,наземная,31200.0,,31200.0,Длительный,79587736901,"Большая студия VALO Апартаменты без комиссии! 
            Студия полу люкс площадью 28 кв. м сдается в аренду на длительный срок. Комплекс апарт-отелей VALO -сочетание европейского дизайна с высоким уровнем качества. Внутренняя отделка помещения соответствует гостиничным стандартам. Широкие окна дают много света и открывают живописный вид на город. Качественный текстиль и шторы блэк аут (полное затемнение). Светлые тона оформления и продуманная схема освещения визуально расширяют пространство. В части номеров кухня отделена от спальни барной стойкой. Барная стойка может использоваться как дополнительное рабочее место. В номере есть вся мебель, бытовая техника (включая посудомоечную машину) и посуда для готовки. В ванной комнате установлены стиральная машина и немецкая сантехника. Центральное кондиционирование. Оборудовано отдельное рабочее место. В здании комплекса работает два ресторан, бар, аптека, кондитерская, барбершоп и салон красоты. Также работает фитнес клуб с бассейном и СПА ..., 24 фото",,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,True,True,Доходные апартаменты VALO,2.5,1.0,1.0,,https://www.cian.ru/rent/flat/241099437
12,253724785,0,Квартира,м. Елизаровская,,пешком,Санкт-Петербург,Октябрьская набережная,44,"Санкт-Петербург, Октябрьская набережная, 44",25.0,7,23,Монолитный,,23000.0,4000.0,23000.0,Длительный,79587732847,"Арт. 232590 Предлагается в аренду на длительный срок видовая студия в Невском районе. Свежий и качественный ремонт, все для комфортного проживания, полностью укомплектованная кухню, имеется посудомоечная машина. Спальное место - раскладной диван. Из окон открывается вид на реку, вечером можно наблюдать закаты сквозь панарамные окна лоджии. Без животных., 7 фото",,,1.0,,True,True,,,True,,True,True,True,True,,True,Полис на Неве,,,,False,https://www.cian.ru/rent/flat/253724785
13,249196740,0,Квартира,м. Бухарестская,1.0,пешком,Санкт-Петербург,улица Салова,61,"Санкт-Петербург, улица Салова, 61",23.1,17,18,Монолитный,наземная,29600.0,,29600.0,Длительный,79587736901,"Студия VALO
                Апартаменты без комиссии!
                Студия класса ""комфорт"" сдается в аренду на длительный срок. Апартаменты площадью 23 кв. м расположены в новом комплексе апарт-отелей VALO. Вся внутренняя отделка, текстиль и установленное оборудование соответствует стандарту европейских гостиниц уровня 3*и выше. Номер полностью укомплектован всей необходимой для жизни мебелью и бытовой техникой (в т. ч. микроволновая печь, плита, стиральная и посудомоечная машины, утюг, гладильная доска, сушилка). На кухне есть вся посуда для готовки и питания. В ванной комнате установлена немецкая сантехника. В номере система центрального кондиционирования. В стоимость аренды включена еженедельная уборка.
                Арендаторам доступны лобби отеля, переговорные и конференц-залы, бассейн и СПА фитнес клуба. В здании комплекса работают два ресторана, бар, кондитерская, салон красоты, барбершоп и аптека. В любое время можно воспользоваться ресепшен для решения вопросов различной ..., 20 фото",,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,True,True,Доходные апартаменты VALO,2.5,1.0,1.0,,https://www.cian.ru/rent/flat/249196740
14,254894133,0,Квартира,м. Фрунзенская,7.0,пешком,Санкт-Петербург,Киевская улица,5к7,"Санкт-Петербург, Киевская улица, 5к7",38.0,5,8,Кирпичный,,35000.0,4000.0,35000.0,Длительный,79587732847,"Арт. 234167 Сдается новая большая квартира-студия на длительный срок.
В квартире выполнен дизайнерский ремонт. Есть вся необходимая мебель и техника (в т.ч. посудомоечная машина).

Развитая инфраструктура, 7 минут пешком до метро Фрунзенская. 

Арендная плата + коммунальные услуги. можно арендовать паркинг отдельно. Есть место.

Звоните, покажем квартиру!, 8 фото",,,,,True,True,,,True,,True,,True,,,,Дом на Киевской,,,,,https://www.cian.ru/rent/flat/254894133
15,252039961,0,Квартира,м. Проспект,7.0,на машине,Санкт-Петербург,проспект Славы,55,"Санкт-Петербург, проспект Славы, 55",40.0,8,16,Монолитный,,40000.0,4000.0,40000.0,Длительный,79587732847,"Арт. 229917 Предлагается в аренду просторная студия в Фрунзенском районе, расположенная по адресу: проспект Славы д.55. Квартира ранее не сдавалась. Выполнен качественный ремонт, есть вся необходимая мебель и техника для комфортного проживания. Совмещенный санузел в кафеле. Имеется отдельная полноценная гардеробная с раздвижной перегородкой. Между комнатой и кухней установлена раздвижная перегородка. Развитая инфраструктура: в пешей доступности парки и озеры, ТЦ ""Южный полюс"" и множество магазинов., 9 фото",,1.0,,,True,True,,,True,,True,True,True,True,,,,,1.0,1.0,,https://www.cian.ru/rent/flat/252039961
16,255122629,0,Квартира,м. Петроградская,10.0,пешком,Санкт-Петербург,Аптекарский проспект,18,"Санкт-Петербург, Аптекарский проспект, 18",32.0,5,10,Монолитный,,50000.0,4000.0,54000.0,Длительный,79587732847,"Арт. 234650 Квартира - студия в новом жилом комплексе ""Skandi Klubb"". Качественный ремонт в скандинавском стиле. Все необходимое для комфортного проживания оборудование, включая посуду и постельное белье.  Закрытая охраняемая территория комплекса, подземный паркинг за доп.плату. Освобождается 20 апреля., 10 фото",Дизайнерский,,1.0,,True,True,,,True,,True,True,True,True,True,True,Skandi Klubb,,,1.0,True,https://www.cian.ru/rent/flat/255122629
17,240827604,0,Квартира,м. Петроградская,15.0,пешком,Санкт-Петербург,улица Академика Павлова,7,"Санкт-Петербург, улица Академика Павлова, 7",35.0,6,9,Монолитный,,55000.0,4000.0,59000.0,Длительный,79586057508,"Предлагается в аренду апартамент планировки студия + в новом доме бизнес-класса Авеню Апарт (Avenue Apart) по адресу: Академика Павлова, дом 7. По планировке отдельная выделенная зона спальни, кухонная зона, совмещенная с гостиной, холл, гардероб, совмещенный санузел. Квартира оснащена всей необходимой мебелью и техникой для долгосрочного проживания, в том числе посудомоечной машиной, кондиционером, ЖК ТВ. В доме работает круглосуточный ресепшн, служба горничных, круглосуточная охрана, видеонаблюдение, система контроля доступа, подземный паркинг, сам апартамент ставится на сигнализацию. Пешая доступность до метро Петроградская. В двух минутах набережная Невы. Рассмотрим арендаторов с детьми и животными. В цену включены еженедельные уборки, КУ, интернет, тв!

Номер объекта: #1/540987/10720, 12 фото",,,,На улицу,True,True,,,True,,True,True,True,True,True,True,Avenue,,1.0,,,https://www.cian.ru/rent/flat/240827604
18,206959908,0,Квартира,м. Проспект,20.0,на машине,Санкт-Петербург,улица Первого Мая,3,"Санкт-Петербург, Красное Село, улица Первого Мая, 3",28.0,6,6,,,15000.0,2000.0,15000.0,Длительный,79586057470,"Сдается квартира-студия в новом доме,после ремонта,мебель и техника в квартире новая,есть лоджия застекленная. Сдается впервые. Залог делится на 2 части равными долями. Арендная плата в месяц 15000 руб+коммунальные услуги+счетчики., 7 фото",Косметический,1.0,1.0,На улицу и двор,True,True,True,,True,,,True,True,True,True,True,,,1.0,,,https://www.cian.ru/rent/flat/206959908
19,249978446,0,Квартира,м. Ленинский,15.0,на машине,Санкт-Петербург,Ленинский проспект,45,"Санкт-Петербург, Ленинский проспект, 45к1",24.0,10,20,Кирпичный,,19000.0,,19000.0,Длительный,79587751283,"Сдам. Собственник.
Студия. ЖК Огни залива. Ленинский пр-т, 45к1
р-н Красносельский.
Охрана. Двор закрытый, с детскими площадками, с подземным паркингом.
Установлено: кухня, холодильник, стол, стиральная машина, шкафы, сантехника и пр... Все новое. До станции метро ""Ленинский проспект""  15 минут на транспорте.
Цена 19000+ КУ., 19 фото",Евроремонт,,,Во двор,True,,True,True,True,,,,True,,,,Огни Залива,,1.0,1.0,True,https://www.cian.ru/rent/flat/249978446
20,254417554,0,Квартира,м. Чернышевская,,пешком,Санкт-Петербург,Смольный проспект,6,"Санкт-Петербург, Смольный проспект, 6",41.0,1,5,,,45000.0,5000.0,45000.0,Длительный,79587738609,"Лот 2352.
 Любителям центральной части города и духа Петербурга в долгосрочную аренду предлагается светлая и уютная квартира с дизайнерским ремонтом, где все продумано до мелочей.

 Квартира укомплектована всей необходимой для комфортного проживания мебелью и техникой.

 Из окон открывается прекрасный вид на парк и Смольный собор.
 
 Большое преимущество данного предложения - наличие возможности аренды парковочного места в охраняемом дворе., 6 фото",,,,,True,True,,True,True,,,True,True,,,,,,,,,https://www.cian.ru/rent/flat/254417554
21,254638776,0,Квартира,м. Купчино,15.0,на машине,Санкт-Петербург,улица Валдайская,6к2,"Санкт-Петербург, пос. Шушары, улица Валдайская, 6к2",25.0,17,25,Монолитный,,13000.0,1000.0,,Длительный,78123395079,"Сдается квартира-студия в новом доме.
Сделан ремонт.
КУ отдельно. 
В самом доме и в соседних корпусах есть продуктовые магазины, аптеки, кафе и хозяйственные магазины. Есть открытая и закрытая парковки.
Остановка транспорта - 2 минуты пешком. Автобусы ездят до метро Купчино, Звездная и Сенная площадь.
Также есть автобусы до Пушкина, электричка до Пушкина, Павловская и центра города (метро Пушкинская, Витебский вокзал)., 6 фото",Косметический,,1.0,Во двор,,,,True,,,,,,,,,Шушары,,2.0,1.0,,https://www.cian.ru/rent/flat/254638776
22,254979752,0,Квартира,м. Комендантский,4.0,на машине,Санкт-Петербург,Парашютная улица,44,"Санкт-Петербург, Парашютная улица, 44к1",22.8,15,24,Монолитный,,17000.0,,17000.0,Длительный,79587743405,"Отличный вариант!

Уютная квартира, в ней вам всегда будет светло, тихо и тепло.

Полностью укомплектована для комфортного проживания.

Новый жилой комплекс в 10 минутах от метро Комендантская площадь. 

Все магазины под рукой. Инфраструктура налажена. 

17 000 + КУ. Комиссия 50%., 6 фото",Косметический,,1.0,Во двор,True,True,,True,True,,,True,True,,True,,Граффити,,2.0,,True,https://www.cian.ru/rent/flat/254979752
23,255187266,0,Квартира,,,,Санкт-Петербург,проспект Ветеранов,171,"Санкт-Петербург, проспект Ветеранов, 171к5",25.0,12,13,Монолитный,,16000.0,1500.0,16000.0,Длительный,79587705100,"Сдаем студию в ЖК ""Солнечный город""  В квартире все новое и сделано с любовью.  Чисто, аккуратно. Депозит обязателен, возможно разбить на два этапа., 8 фото",Косметический,,1.0,Во двор,True,True,,True,True,,,True,True,True,,True,Солнечный город,,2.0,,,https://www.cian.ru/rent/flat/255187266
24,254202789,0,Квартира,м. Приморская,8.0,на машине,Санкт-Петербург,бульвар Александра Грина,3,"Санкт-Петербург, бульвар Александра Грина, 3",25.0,8,15,,,19000.0,2000.0,19000.0,Длительный,79587729927,"Студия, после ремонта, отличное состояние. Новый жилой комплекс. Подробности уточняйте по телефону., 14 фото",,1.0,,,,,,,,,,,,,,,Светлый мир,,,,,https://www.cian.ru/rent/flat/254202789
25,252263445,0,Квартира,м. Комендантский,10.0,на машине,Санкт-Петербург,улица Плесецкая,16,"Санкт-Петербург, улица Плесецкая, 16",26.34,8,13,Монолитно-кирпичный,многоуровневая,18800.0,2500.0,,Длительный,78123395079,"Сдается  студия на длительный срок в ЖК комфoрт клaссa ""Чистое нeбо"".25.4м², 
8/13 этаж Плесецкая ул., 16. До м. Пионерская, м. Черная речка, м. Комендантский проспект, 
м. Старая деревня 10 мин. транспортом. Новый жилой комплекс полностью обустроен, два лифта, 
имеется 2 выхода во двор и улицу. Студия прямоугольной формы, светлая , металлическая дверь, 
евроремонт, санузел совмещенный.
Вся бытовая техника: стиральная машина, новая современная мебель, встроенная кухонная мебель, 
с варочной панелью, диван . ВСЕ НОВОЕ Рядом:. - Bыезд на KAД и ЗСД, 
Mагазины: Пятёpочкa, Mагнит, Лента, Днс , Леруа Мерлен Студия полностью готова к проживанию.
Вce в идеальном состоянии!  Для 1 чел или пары РФ без  животных.
Большая лоджия является огромным плюсом

Сдаётся впервые на срок от года, 17 фото",Евроремонт,,1.0,Во двор,True,True,,True,True,,,,True,,,,Чистое небо,2.75,1.0,1.0,False,https://www.cian.ru/rent/flat/252263445
26,251247028,0,Квартира,м. Выборгская,7.0,на машине,Санкт-Петербург,Кондратьевский проспект,64,"Санкт-Петербург, Кондратьевский проспект, 64к9",27.0,3,7,Монолитный,,20000.0,2000.0,22000.0,Длительный,78123395079,"Квартира полностью соответствует фотографиям , есть все необходимое для жизни, на долгий срок, 42 фото",Евроремонт,,,Во двор,True,True,,True,True,,,,True,,,True,,,2.0,,True,https://www.cian.ru/rent/flat/251247028
27,255056919,0,Квартира,м. Проспект,7.0,на машине,Санкт-Петербург,Октябрьская набережная,38,"Санкт-Петербург, Октябрьская набережная, 38",30.0,8,20,,,27000.0,3000.0,27000.0,Длительный,79586057470,"Сдается квартира в новом жилом комплексе ЖК Pulse, в квартире сделан  евроремонт, мебель и техника вся новая, лоджия застекленная. Залог делится на 2 части равными долями. Арендная плата в месяц 27000 руб+коммунальные услуги+счетчики., 8 фото",Евроремонт,1.0,1.0,На улицу и двор,True,True,,True,True,,,,True,True,,True,,,1.0,1.0,,https://www.cian.ru/rent/flat/255056919
28,255186530,0,Квартира,м. Черная,3.0,на машине,Санкт-Петербург,Коломяжский проспект,15,"Санкт-Петербург, Коломяжский проспект, 15к2",32.0,20,27,,,26000.0,4000.0,,Длительный,78123395079,"Собственник. Возможен ремонт., 7 фото",Косметический,,1.0,,True,True,,True,True,,,,True,True,True,True,,,1.0,,,https://www.cian.ru/rent/flat/255186530
