chord,chordLabel
http://iburakov.me/ontologies/chord-progressions#%23vi%C3%B87,#viø7
http://iburakov.me/ontologies/chord-progressions#vi7sus2,vi7sus2
http://iburakov.me/ontologies/chord-progressions#I%28add9%29,I(add9)
http://iburakov.me/ontologies/chord-progressions#III65,III65
http://iburakov.me/ontologies/chord-progressions#vi%C3%B865,viø65
http://iburakov.me/ontologies/chord-progressions#IV%28add9%29,IV(add9)
http://iburakov.me/ontologies/chord-progressions#III43,III43
http://iburakov.me/ontologies/chord-progressions#V%28add9%29,V(add9)
http://iburakov.me/ontologies/chord-progressions#I9,I9
http://iburakov.me/ontologies/chord-progressions#Vsus4,Vsus4
http://iburakov.me/ontologies/chord-progressions#VI13,VI13
http://iburakov.me/ontologies/chord-progressions#v7%28%239%29,v7(#9)
http://iburakov.me/ontologies/chord-progressions#viio64%28no3%29,viio64(no3)
http://iburakov.me/ontologies/chord-progressions#i11,i11
http://iburakov.me/ontologies/chord-progressions#i42sus4,i42sus4
http://iburakov.me/ontologies/chord-progressions#I%28add11%29%28no5%29,I(add11)(no5)
http://iburakov.me/ontologies/chord-progressions#isus4,isus4
http://iburakov.me/ontologies/chord-progressions#I13,I13
http://iburakov.me/ontologies/chord-progressions#vi7,vi7
http://iburakov.me/ontologies/chord-progressions#i64,i64
http://iburakov.me/ontologies/chord-progressions#ivsus2,ivsus2
http://iburakov.me/ontologies/chord-progressions#I6,I6
http://iburakov.me/ontologies/chord-progressions#ii%C3%B87,iiø7
http://iburakov.me/ontologies/chord-progressions#VI6,VI6
http://iburakov.me/ontologies/chord-progressions#vi65,vi65
http://iburakov.me/ontologies/chord-progressions#III%28add11%29,III(add11)
http://iburakov.me/ontologies/chord-progressions#i6,i6
http://iburakov.me/ontologies/chord-progressions#I%28no3%29,I(no3)
http://iburakov.me/ontologies/chord-progressions#v%28no3%29,v(no3)
http://iburakov.me/ontologies/chord-progressions#ii9,ii9
http://iburakov.me/ontologies/chord-progressions#iv9,iv9
http://iburakov.me/ontologies/chord-progressions#bVI7,bVI7
http://iburakov.me/ontologies/chord-progressions#VI%28add6%29,VI(add6)
http://iburakov.me/ontologies/chord-progressions#%23iv%C3%B87%28b5%29,#ivø7(b5)
http://iburakov.me/ontologies/chord-progressions#V43,V43
http://iburakov.me/ontologies/chord-progressions#Isus4,Isus4
http://iburakov.me/ontologies/chord-progressions#v,v
http://iburakov.me/ontologies/chord-progressions#IV13,IV13
http://iburakov.me/ontologies/chord-progressions#bV%237,bV#7
http://iburakov.me/ontologies/chord-progressions#Vsus2,Vsus2
http://iburakov.me/ontologies/chord-progressions#IV6,IV6
http://iburakov.me/ontologies/chord-progressions#ii%C3%B865,iiø65
http://iburakov.me/ontologies/chord-progressions#I11,I11
http://iburakov.me/ontologies/chord-progressions#v7sus4,v7sus4
http://iburakov.me/ontologies/chord-progressions#ii42,ii42
http://iburakov.me/ontologies/chord-progressions#iv65,iv65
http://iburakov.me/ontologies/chord-progressions#iv64,iv64
http://iburakov.me/ontologies/chord-progressions#I64%28add11%29,I64(add11)
http://iburakov.me/ontologies/chord-progressions#viio,viio
http://iburakov.me/ontologies/chord-progressions#V9sus4%28add13%29%28no5%29,V9sus4(add13)(no5)
http://iburakov.me/ontologies/chord-progressions#III%28add9%29,III(add9)
http://iburakov.me/ontologies/chord-progressions#I7sus4,I7sus4
http://iburakov.me/ontologies/chord-progressions#bVII11,bVII11
http://iburakov.me/ontologies/chord-progressions#IV11,IV11
http://iburakov.me/ontologies/chord-progressions#bIIIsus2,bIIIsus2
http://iburakov.me/ontologies/chord-progressions#bVIIsus2,bVIIsus2
http://iburakov.me/ontologies/chord-progressions#I7sus2,I7sus2
http://iburakov.me/ontologies/chord-progressions#iii42,iii42
http://iburakov.me/ontologies/chord-progressions#bV43,bV43
http://iburakov.me/ontologies/chord-progressions#v64,v64
http://iburakov.me/ontologies/chord-progressions#vi42,vi42
http://iburakov.me/ontologies/chord-progressions#IV6%28add9%29,IV6(add9)
http://iburakov.me/ontologies/chord-progressions#iii65%28no5%29,iii65(no5)
http://iburakov.me/ontologies/chord-progressions#VII%28no5%29,VII(no5)
http://iburakov.me/ontologies/chord-progressions#isus2,isus2
http://iburakov.me/ontologies/chord-progressions#iio,iio
http://iburakov.me/ontologies/chord-progressions#VI43,VI43
http://iburakov.me/ontologies/chord-progressions#VIIsus4,VIIsus4
http://iburakov.me/ontologies/chord-progressions#vi7sus4,vi7sus4
http://iburakov.me/ontologies/chord-progressions#VI%28no3%29,VI(no3)
http://iburakov.me/ontologies/chord-progressions#II,II
http://iburakov.me/ontologies/chord-progressions#VI7sus2,VI7sus2
http://iburakov.me/ontologies/chord-progressions#IVsus2,IVsus2
http://iburakov.me/ontologies/chord-progressions#bII7,bII7
http://iburakov.me/ontologies/chord-progressions#i7%28no3%29,i7(no3)
http://iburakov.me/ontologies/chord-progressions#V7sus4,V7sus4
http://iburakov.me/ontologies/chord-progressions#bVII7,bVII7
http://iburakov.me/ontologies/chord-progressions#iv65%28add11%29,iv65(add11)
http://iburakov.me/ontologies/chord-progressions#I%28add6%29,I(add6)
http://iburakov.me/ontologies/chord-progressions#io,io
http://iburakov.me/ontologies/chord-progressions#Ib7,Ib7
http://iburakov.me/ontologies/chord-progressions#V64,V64
http://iburakov.me/ontologies/chord-progressions#vi11,vi11
http://iburakov.me/ontologies/chord-progressions#I%28no5%29,I(no5)
http://iburakov.me/ontologies/chord-progressions#ii11,ii11
http://iburakov.me/ontologies/chord-progressions#IV43%28b5%29,IV43(b5)
http://iburakov.me/ontologies/chord-progressions#I64%28add6add11%29,I64(add6add11)
http://iburakov.me/ontologies/chord-progressions#IV65,IV65
http://iburakov.me/ontologies/chord-progressions#ii65,ii65
http://iburakov.me/ontologies/chord-progressions#V%28add6add9%29,V(add6add9)
http://iburakov.me/ontologies/chord-progressions#VI65,VI65
http://iburakov.me/ontologies/chord-progressions#vi%28add11%29,vi(add11)
http://iburakov.me/ontologies/chord-progressions#I7%28no5%29,I7(no5)
http://iburakov.me/ontologies/chord-progressions#vii%C3%B811,viiø11
http://iburakov.me/ontologies/chord-progressions#i%28no5%29,i(no5)
http://iburakov.me/ontologies/chord-progressions#I%28no3no5%29,I(no3no5)
http://iburakov.me/ontologies/chord-progressions#I43,I43
http://iburakov.me/ontologies/chord-progressions#IV7sus2,IV7sus2
http://iburakov.me/ontologies/chord-progressions#VI%28no5%29,VI(no5)
http://iburakov.me/ontologies/chord-progressions#i7sus2,i7sus2
http://iburakov.me/ontologies/chord-progressions#iii65,iii65
http://iburakov.me/ontologies/chord-progressions#%23vio64,#vio64
http://iburakov.me/ontologies/chord-progressions#%23vi%C3%B865,#viø65
http://iburakov.me/ontologies/chord-progressions#III6,III6
http://iburakov.me/ontologies/chord-progressions#bVI,bVI
http://iburakov.me/ontologies/chord-progressions#iv11,iv11
http://iburakov.me/ontologies/chord-progressions#v9,v9
http://iburakov.me/ontologies/chord-progressions#I%28add6add9%29,I(add6add9)
http://iburakov.me/ontologies/chord-progressions#VI9,VI9
http://iburakov.me/ontologies/chord-progressions#visus4,visus4
http://iburakov.me/ontologies/chord-progressions#%23ivob7,#ivob7
http://iburakov.me/ontologies/chord-progressions#ii7sus4,ii7sus4
http://iburakov.me/ontologies/chord-progressions#bvii7,bvii7
http://iburakov.me/ontologies/chord-progressions#%23vii,#vii
http://iburakov.me/ontologies/chord-progressions#bIII%28add9%29,bIII(add9)
http://iburakov.me/ontologies/chord-progressions#ivsus2sus4,ivsus2sus4
http://iburakov.me/ontologies/chord-progressions#II64,II64
http://iburakov.me/ontologies/chord-progressions#%23ivo,#ivo
http://iburakov.me/ontologies/chord-progressions#Ib7%28b5%29,Ib7(b5)
http://iburakov.me/ontologies/chord-progressions#V7%28no5%29,V7(no5)
http://iburakov.me/ontologies/chord-progressions#vi6,vi6
http://iburakov.me/ontologies/chord-progressions#III7,III7
http://iburakov.me/ontologies/chord-progressions#VII7,VII7
http://iburakov.me/ontologies/chord-progressions#V%28add11%29,V(add11)
http://iburakov.me/ontologies/chord-progressions#V11,V11
http://iburakov.me/ontologies/chord-progressions#v%C3%B865,vø65
http://iburakov.me/ontologies/chord-progressions#IV43,IV43
http://iburakov.me/ontologies/chord-progressions#bIII,bIII
http://iburakov.me/ontologies/chord-progressions#i7sus4,i7sus4
http://iburakov.me/ontologies/chord-progressions#II6,II6
http://iburakov.me/ontologies/chord-progressions#iv%28add9%29,iv(add9)
http://iburakov.me/ontologies/chord-progressions#vsus4,vsus4
http://iburakov.me/ontologies/chord-progressions#iv6,iv6
http://iburakov.me/ontologies/chord-progressions#ii6%28add9%29,ii6(add9)
http://iburakov.me/ontologies/chord-progressions#%23iv%C3%B87,#ivø7
http://iburakov.me/ontologies/chord-progressions#I%2311,I#11
http://iburakov.me/ontologies/chord-progressions#I11%28%239%29,I11(#9)
http://iburakov.me/ontologies/chord-progressions#I11sus2,I11sus2
http://iburakov.me/ontologies/chord-progressions#I13%28b9%29,I13(b9)
http://iburakov.me/ontologies/chord-progressions#I42%28b5%29,I42(b5)
http://iburakov.me/ontologies/chord-progressions#I43%28add13%29,I43(add13)
http://iburakov.me/ontologies/chord-progressions#I6%28add6%29,I6(add6)
http://iburakov.me/ontologies/chord-progressions#I64%28add6%29%28b5%29,I64(add6)(b5)
http://iburakov.me/ontologies/chord-progressions#I64%28add6add9%29,I64(add6add9)
http://iburakov.me/ontologies/chord-progressions#I64%28add9add11%29,I64(add9add11)
http://iburakov.me/ontologies/chord-progressions#I64sus2,I64sus2
http://iburakov.me/ontologies/chord-progressions#I65%28%239%29,I65(#9)
http://iburakov.me/ontologies/chord-progressions#I65%28add11%29%28%239%29,I65(add11)(#9)
http://iburakov.me/ontologies/chord-progressions#I65%28no5%29,I65(no5)
http://iburakov.me/ontologies/chord-progressions#I65sus2,I65sus2
http://iburakov.me/ontologies/chord-progressions#I7sus2%28%2311b13%29,I7sus2(#11b13)
http://iburakov.me/ontologies/chord-progressions#I7sus2%28no5%29,I7sus2(no5)
http://iburakov.me/ontologies/chord-progressions#I7sus4%28add13%29,I7sus4(add13)
http://iburakov.me/ontologies/chord-progressions#I9%28b5%29,I9(b5)
http://iburakov.me/ontologies/chord-progressions#II%28%235%2311%29,II(#5#11)
http://iburakov.me/ontologies/chord-progressions#II%28%235%239%29,II(#5#9)
http://iburakov.me/ontologies/chord-progressions#II%28%235b13%29,II(#5b13)
http://iburakov.me/ontologies/chord-progressions#II%28%235b9%29,II(#5b9)
http://iburakov.me/ontologies/chord-progressions#II%2B%28%2311b13%29,II+(#11b13)
http://iburakov.me/ontologies/chord-progressions#II%2B%28%239%2311%29,II+(#9#11)
http://iburakov.me/ontologies/chord-progressions#II%2B%28%239b13%29,II+(#9b13)
http://iburakov.me/ontologies/chord-progressions#II%2B%28b9%2311%29,II+(b9#11)
http://iburakov.me/ontologies/chord-progressions#II%2B%28b9b13%29,II+(b9b13)
http://iburakov.me/ontologies/chord-progressions#II42sus2,II42sus2
http://iburakov.me/ontologies/chord-progressions#II64%28add9%29,II64(add9)
http://iburakov.me/ontologies/chord-progressions#II65%28%239%29,II65(#9)
http://iburakov.me/ontologies/chord-progressions#II7%28add13%29,II7(add13)
http://iburakov.me/ontologies/chord-progressions#II7%28b5%29,II7(b5)
http://iburakov.me/ontologies/chord-progressions#II7%28b9b13%29,II7(b9b13)
http://iburakov.me/ontologies/chord-progressions#III%28add9%29%28no5%29,III(add9)(no5)
http://iburakov.me/ontologies/chord-progressions#III%2B11%28%235%29,III+11(#5)
http://iburakov.me/ontologies/chord-progressions#III%2B42,III+42
http://iburakov.me/ontologies/chord-progressions#III%2B42%28%235%29,III+42(#5)
http://iburakov.me/ontologies/chord-progressions#III%2B43,III+43
http://iburakov.me/ontologies/chord-progressions#III%2B43%28%235%29,III+43(#5)
http://iburakov.me/ontologies/chord-progressions#III%2B43%28add13%29%28%235%29,III+43(add13)(#5)
http://iburakov.me/ontologies/chord-progressions#III%2B6%28add11%29%28%235%29,III+6(add11)(#5)
http://iburakov.me/ontologies/chord-progressions#III%2B7,III+7
http://iburakov.me/ontologies/chord-progressions#III%2B7sus2%28%235%29,III+7sus2(#5)
http://iburakov.me/ontologies/chord-progressions#III13%28no5%29,III13(no5)
http://iburakov.me/ontologies/chord-progressions#III42%28add13%29,III42(add13)
http://iburakov.me/ontologies/chord-progressions#III42%28add13%29%28no5%29,III42(add13)(no5)
http://iburakov.me/ontologies/chord-progressions#III42sus2,III42sus2
http://iburakov.me/ontologies/chord-progressions#III42sus4,III42sus4
http://iburakov.me/ontologies/chord-progressions#III43%28b9%29,III43(b9)
http://iburakov.me/ontologies/chord-progressions#III43sus2,III43sus2
http://iburakov.me/ontologies/chord-progressions#III6%28add9add11%29,III6(add9add11)
http://iburakov.me/ontologies/chord-progressions#III64%28no3%29,III64(no3)
http://iburakov.me/ontologies/chord-progressions#III65%28no5%29,III65(no5)
http://iburakov.me/ontologies/chord-progressions#III65sus2,III65sus2
http://iburakov.me/ontologies/chord-progressions#III65sus4,III65sus4
http://iburakov.me/ontologies/chord-progressions#III7%28add13%29%28no5%29,III7(add13)(no5)
http://iburakov.me/ontologies/chord-progressions#III7%28b5%29,III7(b5)
http://iburakov.me/ontologies/chord-progressions#III7sus2%28add11%29,III7sus2(add11)
http://iburakov.me/ontologies/chord-progressions#III9%28no5%29,III9(no5)
http://iburakov.me/ontologies/chord-progressions#IIIsus4%28add6%29,IIIsus4(add6)
http://iburakov.me/ontologies/chord-progressions#IIIsus4%28no5%29,IIIsus4(no5)
http://iburakov.me/ontologies/chord-progressions#IIsus2%28add6%29,IIsus2(add6)
http://iburakov.me/ontologies/chord-progressions#IV%28%235%2311%29,IV(#5#11)
http://iburakov.me/ontologies/chord-progressions#IV%28%235%239%29,IV(#5#9)
http://iburakov.me/ontologies/chord-progressions#IV%28%235b13%29,IV(#5b13)
http://iburakov.me/ontologies/chord-progressions#IV%28%235b9%29,IV(#5b9)
http://iburakov.me/ontologies/chord-progressions#IV%28add6%29%28b5%29,IV(add6)(b5)
http://iburakov.me/ontologies/chord-progressions#IV%28add6add11%29,IV(add6add11)
http://iburakov.me/ontologies/chord-progressions#IV%28add9%29%28no5%29,IV(add9)(no5)
http://iburakov.me/ontologies/chord-progressions#IV%2B%28%2311b13%29,IV+(#11b13)
http://iburakov.me/ontologies/chord-progressions#IV%2B%28%239%2311%29,IV+(#9#11)
http://iburakov.me/ontologies/chord-progressions#IV%2B%28%239b13%29,IV+(#9b13)
http://iburakov.me/ontologies/chord-progressions#IV%2B%28add9%29%28%235%29,IV+(add9)(#5)
http://iburakov.me/ontologies/chord-progressions#IV%2B%28b9%2311%29,IV+(b9#11)
http://iburakov.me/ontologies/chord-progressions#IV%2B%28b9b13%29,IV+(b9b13)
http://iburakov.me/ontologies/chord-progressions#IV%2B42%28%235%29,IV+42(#5)
http://iburakov.me/ontologies/chord-progressions#IV%2B43%28%235%29,IV+43(#5)
http://iburakov.me/ontologies/chord-progressions#IV%2B6%28%235%29,IV+6(#5)
http://iburakov.me/ontologies/chord-progressions#IV%2B7%28%235%29,IV+7(#5)
http://iburakov.me/ontologies/chord-progressions#IV6%28add6%29%28b5%29,IV6(add6)(b5)
http://iburakov.me/ontologies/chord-progressions#IV64%28add6add9%29,IV64(add6add9)
http://iburakov.me/ontologies/chord-progressions#IV64sus2sus4,IV64sus2sus4
http://iburakov.me/ontologies/chord-progressions#IV65%28add11%29,IV65(add11)
http://iburakov.me/ontologies/chord-progressions#IV7%28b5%29,IV7(b5)
http://iburakov.me/ontologies/chord-progressions#IVb7%28b9%29,IVb7(b9)
http://iburakov.me/ontologies/chord-progressions#IVb7sus2%28add11%29,IVb7sus2(add11)
http://iburakov.me/ontologies/chord-progressions#Ib7%28b13%29,Ib7(b13)
http://iburakov.me/ontologies/chord-progressions#Ib7sus2%28add11add13%29,Ib7sus2(add11add13)
http://iburakov.me/ontologies/chord-progressions#VII11,VII11
http://iburakov.me/ontologies/chord-progressions#vi7%28add11%29,vi7(add11)
http://iburakov.me/ontologies/chord-progressions#I65sus4,I65sus4
http://iburakov.me/ontologies/chord-progressions#I7%28no3%29,I7(no3)
http://iburakov.me/ontologies/chord-progressions#IVsus2%28add6%29,IVsus2(add6)
http://iburakov.me/ontologies/chord-progressions#IV42,IV42
http://iburakov.me/ontologies/chord-progressions#V7%28%2311%29,V7(#11)
http://iburakov.me/ontologies/chord-progressions#iii42sus4,iii42sus4
http://iburakov.me/ontologies/chord-progressions#I13%28%239%2311%29,I13(#9#11)
http://iburakov.me/ontologies/chord-progressions#Isus2%28no5%29,Isus2(no5)
http://iburakov.me/ontologies/chord-progressions#Isus4%28add6add9%29,Isus4(add6add9)
http://iburakov.me/ontologies/chord-progressions#Isus4%28add9%29,Isus4(add9)
http://iburakov.me/ontologies/chord-progressions#bIV,bIV
http://iburakov.me/ontologies/chord-progressions#i%28add6%29,i(add6)
http://iburakov.me/ontologies/chord-progressions#vi%28add6%29,vi(add6)
http://iburakov.me/ontologies/chord-progressions#i65,i65
