filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
golem.png,3014618,"{}",25,24,"{""name"":""polygon"",""all_points_x"":[1450,1541,1754,1956,2037,1541],""all_points_y"":[178,5,0,128,205,222]}","{""name"":""hill"",""category"":""location"",""subcategory"":""nature""}"
home.png,1394624,"{}",21,0,"{""name"":""polygon"",""all_points_x"":[1594,1550,1682,1744,1597],""all_points_y"":[549,834,737,494,457]}","{""name"":""oven"",""category"":""block"",""subcategory"":""device""}"
home.png,1394624,"{}",21,1,"{""name"":""polygon"",""all_points_x"":[1616,1837,1780,1689,1748,1601],""all_points_y"":[421,451,673,737,498,454]}","{""name"":""oven"",""category"":""block"",""subcategory"":""device\n""}"
home.png,1394624,"{}",21,2,"{""name"":""polygon"",""all_points_x"":[1782,1956,1909,1791,1846,1715],""all_points_y"":[404,428,576,655,446,428]}","{""name"":""chest"",""category"":""block"",""subcategory"":""device""}"
home.png,1394624,"{}",21,3,"{""name"":""polygon"",""all_points_x"":[1898,1877,1905,1936],""all_points_y"":[238,355,353,227]}","{""name"":""torch"",""category"":""block"",""subcategory"":""decoration""}"
home.png,1394624,"{}",21,4,"{""name"":""polygon"",""all_points_x"":[635,920,1114,1124,1387,1455],""all_points_y"":[0,1043,1028,1189,1014,7]}","{""name"":""door"",""category"":""block"",""subcategory"":""device""}"
home.png,1394624,"{}",21,5,"{""name"":""polygon"",""all_points_x"":[1733,1636,2146,2527,2346,2560,2553,2245,2134,2555,2558],""all_points_y"":[1438,1361,2,7,340,373,571,531,739,856,1435]}","{""name"":""door"",""category"":""block"",""subcategory"":""device""}"
home.png,1394624,"{}",21,6,"{""name"":""polygon"",""all_points_x"":[2423,2434,2467,2490,2463,2558,2556,2556,2467],""all_points_y"":[626,690,706,798,827,855,659,580,567]}","{""name"":""bed"",""category"":""block"",""subcategory"":""device""}"
home.png,1394624,"{}",21,7,"{""name"":""polygon"",""all_points_x"":[262,673,715,694,390,390,236,236],""all_points_y"":[188,611,586,490,137,99,77,209]}","{""name"":""torch"",""category"":""block"",""subcategory"":""decoration""}"
home.png,1394624,"{}",21,8,"{""name"":""polygon"",""all_points_x"":[5,1116,1138,1030,1030,1017,1012,961,963,2],""all_points_y"":[1131,1032,1336,1339,1438,1438,1380,1385,1435,1435]}","{""name"":""shield"",""category"":""item"",""subcategory"":""tool""}"
home.png,1394624,"{}",21,9,"{""name"":""polygon"",""all_points_x"":[1041,1039,1259,1259],""all_points_y"":[1358,1336,1336,1361]}","{""name"":""health"",""category"":""ui"",""subcategory"":""""}"
home.png,1394624,"{}",21,10,"{""name"":""polygon"",""all_points_x"":[1301,1308,1539,1524],""all_points_y"":[1332,1356,1356,1336]}","{""name"":""hunger"",""category"":""ui"",""subcategory"":""""}"
home.png,1394624,"{}",21,11,"{""name"":""rect"",""x"":1041,""y"":1391,""width"":48,""height"":44}","{""name"":""sword"",""category"":""item"",""subcategory"":""tool""}"
home.png,1394624,"{}",21,12,"{""name"":""rect"",""x"":1096,""y"":1383,""width"":44,""height"":48}","{""name"":""pickaxe"",""category"":""item"",""subcategory"":""tool""}"
home.png,1394624,"{}",21,13,"{""name"":""rect"",""x"":1153,""y"":1383,""width"":44,""height"":49}","{""name"":""shovel"",""category"":""item"",""subcategory"":""tool""}"
home.png,1394624,"{}",21,14,"{""name"":""rect"",""x"":1210,""y"":1393,""width"":42,""height"":37}","{""name"":""axe"",""category"":""item"",""subcategory"":""tool""}"
home.png,1394624,"{}",21,15,"{""name"":""rect"",""x"":1263,""y"":1391,""width"":44,""height"":44}","{""name"":""hoe"",""category"":""item"",""subcategory"":""tool""}"
home.png,1394624,"{}",21,16,"{""name"":""rect"",""x"":1371,""y"":1385,""width"":44,""height"":53}","{""name"":""torch"",""category"":""item"",""subcategory"":""tool""}"
home.png,1394624,"{}",21,17,"{""name"":""rect"",""x"":1414,""y"":1391,""width"":49,""height"":42}","{""name"":""bed"",""category"":""item"",""subcategory"":""device""}"
home.png,1394624,"{}",21,18,"{""name"":""rect"",""x"":1473,""y"":1387,""width"":40,""height"":49}","{""name"":""bread"",""category"":""item"",""subcategory"":""food""}"
home.png,1394624,"{}",21,19,"{""name"":""polygon"",""all_points_x"":[478,805,847,1111,1138,1535,1526,1744,2538,2560],""all_points_y"":[2,963,1049,1028,1327,1332,1438,1435,1435,7]}","{""name"":""house"",""category"":""location"",""subcategory"":""building""}"
home.png,1394624,"{}",21,20,"{""name"":""rect"",""x"":964,""y"":1391,""width"":44,""height"":46}","{""name"":""shield"",""category"":""item"",""subcategory"":""tool""}"
pigs and cow.png,1990738,"{}",23,0,"{""name"":""polygon"",""all_points_x"":[766,790,845,842],""all_points_y"":[374,418,418,377]}","{""name"":""pig"",""category"":""entity"",""subcategory"":""neutral""}"
pigs and cow.png,1990738,"{}",23,1,"{""name"":""polygon"",""all_points_x"":[1110,1163,1167,1115],""all_points_y"":[420,427,466,475]}","{""name"":""pig"",""category"":""entity"",""subcategory"":""neutral""}"
pigs and cow.png,1990738,"{}",23,2,"{""name"":""polygon"",""all_points_x"":[2177,2216,2247,2216],""all_points_y"":[557,570,535,516]}","{""name"":""cow"",""category"":""entity"",""subcategory"":""neutral""}"
pigs and cow.png,1990738,"{}",23,3,"{""name"":""polygon"",""all_points_x"":[1951,1943,2010,2012],""all_points_y"":[528,557,577,533]}","{""name"":""cow"",""category"":""entity"",""subcategory"":""neutral""}"
pigs and cow.png,1990738,"{}",23,4,"{""name"":""polygon"",""all_points_x"":[1243,1231,1374,1354,1315],""all_points_y"":[498,2,5,508,543]}","{""name"":""tree"",""category"":""block"",""subcategory"":""plant""}"
pigs and cow.png,1990738,"{}",23,5,"{""name"":""polygon"",""all_points_x"":[861,893,1162,1231,1492,1786,1951,2049,2143,2119,2247,2326,2417,2508,2419,2533,2555,2385,2365,2264,2254,2163,2143,1754,1729,1650,1615,1564,1571,1361,841],""all_points_y"":[387,323,279,279,281,195,217,207,237,284,256,185,195,242,311,311,345,355,400,404,454,402,340,330,370,367,417,424,476,469,400]}","{""name"":""jungle"",""category"":""location"",""subcategory"":""nature""}"
pigs and cow.png,1990738,"{}",23,6,"{""name"":""polygon"",""all_points_x"":[10,91,1189,1216,1028,945,945,2,7],""all_points_y"":[1144,1115,1006,1327,1327,1381,1435,1430,1144]}","{""name"":""shield"",""category"":""item"",""subcategory"":""tool""}"
pigs and cow.png,1990738,"{}",23,7,"{""name"":""rect"",""x"":1041,""y"":1334,""width"":210,""height"":22}","{""name"":""heath"",""category"":""ui"",""subcategory"":""""}"
pigs and cow.png,1990738,"{}",23,8,"{""name"":""rect"",""x"":1300,""y"":1332,""width"":224,""height"":30}","{""name"":""hunger"",""category"":""ui"",""subcategory"":""""}"
pigs and cow.png,1990738,"{}",23,9,"{""name"":""rect"",""x"":964,""y"":1384,""width"":49,""height"":49}","{""name"":""shield"",""category"":"""",""subcategory"":""""}"
pigs and cow.png,1990738,"{}",23,10,"{""name"":""rect"",""x"":1043,""y"":1386,""width"":44,""height"":42}","{""name"":""stone_sword"",""category"":"""",""subcategory"":""""}"
pigs and cow.png,1990738,"{}",23,11,"{""name"":""rect"",""x"":1097,""y"":1384,""width"":49,""height"":44}","{""name"":""stome_pickaxe"",""category"":"""",""subcategory"":""""}"
pigs and cow.png,1990738,"{}",23,12,"{""name"":""rect"",""x"":1152,""y"":1386,""width"":44,""height"":39}","{""name"":""stone_shovel"",""category"":"""",""subcategory"":""""}"
pigs and cow.png,1990738,"{}",23,13,"{""name"":""rect"",""x"":1206,""y"":1381,""width"":42,""height"":49}","{""name"":""stone_axe"",""category"":"""",""subcategory"":""""}"
pigs and cow.png,1990738,"{}",23,14,"{""name"":""rect"",""x"":1258,""y"":1386,""width"":37,""height"":42}","{""name"":""stone_foe"",""category"":"""",""subcategory"":""""}"
pigs and cow.png,1990738,"{}",23,15,"{""name"":""rect"",""x"":1310,""y"":1384,""width"":37,""height"":47}","{""name"":""table"",""category"":""item"",""subcategory"":""furniture""}"
pigs and cow.png,1990738,"{}",23,16,"{""name"":""rect"",""x"":1475,""y"":1384,""width"":39,""height"":47}","{""name"":""bread"",""category"":""item"",""subcategory"":""food""}"
pigs and cow.png,1990738,"{}",23,17,"{""name"":""rect"",""x"":1418,""y"":1381,""width"":49,""height"":54}","{""name"":""chicken"",""category"":""item"",""subcategory"":""food""}"
pigs and cow.png,1990738,"{}",23,18,"{""name"":""rect"",""x"":1366,""y"":1389,""width"":52,""height"":47}","{""name"":""torch"",""category"":"""",""subcategory"":""""}"
pigs and cow.png,1990738,"{}",23,19,"{""name"":""polygon"",""all_points_x"":[2197,2271,2104,2207,2373,2553,2550,2178],""all_points_y"":[1406,1273,1085,797,794,962,1430,1435]}","{""name"":""stone_axe"",""category"":""item"",""subcategory"":""tool""}"
pigs and cow.png,1990738,"{}",23,20,"{""name"":""polygon"",""all_points_x"":[7,658,757,935,1236,2101,2545,2558,2370,2197,2104,2279,2200,1517,1221,1194,5],""all_points_y"":[385,365,397,439,481,530,597,952,787,799,1093,1275,1435,1435,1433,991,1130]}","{""name"":""meadow"",""category"":""location"",""subcategory"":""nature""}"
pigs and cow.png,1990738,"{}",23,21,"{""name"":""polygon"",""all_points_x"":[1581,1902,2156,2244,2244,2153,2141,1754,1724,1645,1610,1556],""all_points_y"":[491,515,533,518,459,390,348,333,380,360,422,422]}","{""name"":""tree"",""category"":""block"",""subcategory"":""plant""}"
pigs and cow.png,1990738,"{}",23,22,"{""name"":""polygon"",""all_points_x"":[2271,2267,2377,2405,2328,2345,2419,2503,2543,2553,2385],""all_points_y"":[417,449,488,493,602,631,622,506,501,358,360]}","{""name"":""tree"",""category"":""block"",""subcategory"":""plant""}"
