#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.chunk.Chunk|chunkValue


#Text=Белый снег, серый лед, на растрескавшейся земле.
7-7	630-631	”	тревога[22]	
7-8	632-633	и	тревога[22]	
7-9	634-639	слово	тревога[22]	
7-10	640-641	“	тревога[22]	
7-11	641-644	нет	тревога[22]	
7-12	644-645	”	тревога[22]	
7-13	645-646	,	_	
7-14	647-649	он	тревога[23]	
7-15	650-652	не	тревога[23]	
7-16	653-659	помнит	тревога[23]	
7-17	660-662	ни	тревога[23]	
7-18	663-668	чинов	тревога[23]	
7-19	668-669	,	тревога[23]	
7-20	670-672	ни	тревога[23]	
7-21	673-677	имен	тревога[23]	
7-22	677-678	.	_	

#Text=И способен дотянуться до звезд, не считая, что это сон, И упасть, опаленным Звездой по имени Солнце…
8-1	679-680	И	_	
8-2	681-689	способен	восхищение[24]	
8-3	690-700	дотянуться	восхищение[24]	
8-4	701-703	до	восхищение[24]	
8-5	704-709	звезд	восхищение[24]	
8-6	709-710	,	восхищение[24]	
8-7	711-713	не	восхищение[24]	
8-8	714-720	считая	восхищение[24]	
8-9	720-721	,	восхищение[24]	
8-10	722-725	что	восхищение[24]	
8-11	726-729	это	восхищение[24]	
8-12	730-733	сон	восхищение[24]	
8-13	733-734	,	_	
8-14	735-736	И	горе[25]	
8-15	737-743	упасть	горе[25]	
8-16	743-744	,	горе[25]	
8-17	745-754	опаленным	горе[25]	
8-18	755-762	Звездой	горе[25]	
8-19	763-765	по	горе[25]	
8-20	766-771	имени	горе[25]	
8-21	772-778	Солнце	горе[25]	
8-22	778-779	…	_	
