subject,predicate,object
http://example.org/skyrim#Sybille_Stentor,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Character
http://example.org/skyrim#Children_of_the_Sky,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Book
http://example.org/skyrim#DawnstarFrukisHouseFaction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Faction
http://example.org/skyrim#IvarsteadTembaFaction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Faction
http://example.org/skyrim#Matlara,http://example.org/skyrim#locatedAt,http://example.org/skyrim#Helgen
http://example.org/skyrim#Various,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Aranea_Ienith,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#DA01AraneaAllyFaction
http://example.org/skyrim#Grisvar_the_Unlucky,http://example.org/skyrim#hasSkill,http://example.org/skyrim#One-handed
http://example.org/skyrim#Smithing,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Faryl_Atheron,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Destruction
http://example.org/skyrim#Grelod_the_Kind,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#Riften_Honorhall_Orphanage_Faction
http://example.org/skyrim#Naris_the_Wicked,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Alteration
http://example.org/skyrim#Mila_Valentia,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Julienne_Lylvieve,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#DragonBridgeFourShieldsInnFaction
http://example.org/skyrim#Dragonbone_Warhammer_,http://example.org/skyrim#damage,28
http://example.org/skyrim#Lunar_Steel_Sword_(Lvl_4-5),http://example.org/skyrim#cost,69
http://example.org/skyrim#Stalhrim_Battleaxe_,http://example.org/skyrim#madeOf,Battleaxe
http://example.org/skyrim#Iddra,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#JobInnkeeperFaction
http://example.org/skyrim#Leonara_Arius,http://example.org/skyrim#hasRace,http://example.org/skyrim#Imperial
http://example.org/skyrim#General_Tullius,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#CrimeFactionHaafingar
http://example.org/skyrim#Proventus_Avenicci,http://example.org/skyrim#isMemberOf,"http://example.org/skyrim#During_sieges,_staff_and_family_hide."
http://example.org/skyrim#Anwen,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Character
http://example.org/skyrim#Orthjolf,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Light_Armor
http://example.org/skyrim#Borgakh_the_Steel_Heart,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Archery
http://example.org/skyrim#N'Gasta!_Kvata!_Kvakis!,http://example.org/skyrim#relatedSkill,false
http://example.org/skyrim#Elder_Othreloth,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Alteration
http://example.org/skyrim#Marise_Aravel,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Character
http://example.org/skyrim#Exploding_Dwarven_Bolt_of_Ice,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Torolf,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Two-handed
http://example.org/skyrim#Favor254QuestGiverFaction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Faction
http://example.org/skyrim#Japhet's_Journal,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Effects_of_the_Elder_Scrolls,http://example.org/skyrim#description,A thesis on the four different types of readers of the Elder Scrolls
http://example.org/skyrim#Nordic_Mace_,http://example.org/skyrim#requiresSkill,One-Handed
http://example.org/skyrim#Greybeards,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Omluag,http://example.org/skyrim#hasRace,http://example.org/skyrim#Breton
http://example.org/skyrim#Karoline_of_Solitude,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Character
http://example.org/skyrim#Heddic's_Volunruud_Notes,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Book
http://example.org/skyrim#Margret,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Abelone,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#CrimeFactionPale
http://example.org/skyrim#Sven,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#Riverwood_Svens_House_Faction
http://example.org/skyrim#Yellow_Book_of_Riddles,http://example.org/skyrim#relatedSkill,false
http://example.org/skyrim#Hilde,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Character
http://example.org/skyrim#Sylgja,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Smithing
http://example.org/skyrim#The_Buying_Game,http://example.org/skyrim#authoredBy,http://example.org/skyrim#Adabael_Timsar-Dadisun
http://example.org/skyrim#Aicantar,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Conjuration
http://example.org/skyrim#Alessandra,http://example.org/skyrim#locatedAt,http://example.org/skyrim#Riften
http://example.org/skyrim#Kerah,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#ServicesMarkarthJewelryVendor
http://example.org/skyrim#Kottir_Red-Shoal,http://example.org/skyrim#hasSkill,http://example.org/skyrim#One-handed
http://example.org/skyrim#Faryl_Atheron,http://example.org/skyrim#locatedAt,http://example.org/skyrim#Windhelm
http://example.org/skyrim#Yatul,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Character
http://example.org/skyrim#Drifa,http://example.org/skyrim#hasRace,http://example.org/skyrim#Nord
http://example.org/skyrim#Black_Book:_The_Sallow_Regent,http://example.org/skyrim#authoredBy,http://example.org/skyrim#Hawfip_the_Crafter
http://example.org/skyrim#Razelan,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Character
http://example.org/skyrim#Sabine_Nytte,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Block
http://example.org/skyrim#Stands-In-Shallows,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Lockpicking
http://example.org/skyrim#Torsten_Cruel-Sea,http://example.org/skyrim#locatedAt,http://example.org/skyrim#Windhelm
http://example.org/skyrim#Ralis_Sedarys,http://example.org/skyrim#hasRace,http://example.org/skyrim#Dark_Elf
http://example.org/skyrim#Velehk_Sain,http://example.org/skyrim#hasRace,http://example.org/skyrim#Dremora
http://example.org/skyrim#Lunar_Steel_Sword_(Lvl_6-7),http://example.org/skyrim#weight,10.0
http://example.org/skyrim#Alvor,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#Alvor_Services
http://example.org/skyrim#Knife,http://example.org/skyrim#requiresSkill,One-Handed
http://example.org/skyrim#Borvir's_Dagger,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Weapon
http://example.org/skyrim#Aia_Arria,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#CrimeFactionHaafingar
http://example.org/skyrim#Lu'ah_Al-Skaven,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Esbern,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Conjuration
http://example.org/skyrim#Maluril's_Journal,http://example.org/skyrim#relatedSkill,false
http://example.org/skyrim#The_Journal_of_Ralis_Sedarys_-_Volume_19,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Book
http://example.org/skyrim#Harlaug,http://example.org/skyrim#hasSkill,http://example.org/skyrim#One-handed
http://example.org/skyrim#DBPenitusOculatusFaction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Fjola,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Character
http://example.org/skyrim#Lunar_Iron_Sword_(Lvl_6+),http://example.org/skyrim#damage,7
http://example.org/skyrim#Chief_Yamarz,http://example.org/skyrim#hasSkill,http://example.org/skyrim#One-handed
http://example.org/skyrim#Adril_Arano,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Archery
http://example.org/skyrim#SolitudeVittoriaVicciHouseFaction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Erj's_Notes,http://example.org/skyrim#authoredBy,http://example.org/skyrim#Erj
http://example.org/skyrim#Mjoll_the_Lioness,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#CrimeFactionRift
"http://example.org/skyrim#The_Song_of_Pelinal,_v6",http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#DLC2WaterStoneSailors,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Saden,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Gralnach,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#CrimeFactionRift
http://example.org/skyrim#A_Gentleman's_Guide_to_Whiterun,http://example.org/skyrim#description,A bard's description of life in the city of Whiterun
http://example.org/skyrim#Ulfric's_War_Axe,http://example.org/skyrim#cost,55
http://example.org/skyrim#Gerda,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Character
http://example.org/skyrim#Death_of_a_Wanderer,http://example.org/skyrim#relatedSkill,false
http://example.org/skyrim#Velehk_Sain,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Tilisu_Severin,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#Raven_Rock_Severin_Manor_Faction
"http://example.org/skyrim#Palla,_volume_2",http://example.org/skyrim#authoredBy,http://example.org/skyrim#Vojne_Mierstyyd
http://example.org/skyrim#Adisla,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Two-handed
http://example.org/skyrim#Stalhrim_Warhammer_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Hemming_Black-Briar,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#Black_Briar_Meadery_Faction
http://example.org/skyrim#Banning,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Character
http://example.org/skyrim#Windhelm_Blacksmith_Services,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Uraccen,http://example.org/skyrim#locatedAt,http://example.org/skyrim#Markarth
"http://example.org/skyrim#Bone,_Part_I",http://example.org/skyrim#relatedSkill,false
http://example.org/skyrim#Olfina_Gray-Mane,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Speech
http://example.org/skyrim#The_Bear_of_Markarth,http://example.org/skyrim#authoredBy,"http://example.org/skyrim#Arrianus_Arius,_Imperial_Scholar"
http://example.org/skyrim#Adelaisa_Vendicci,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#PotentialFollowerFaction
http://example.org/skyrim#Maluril,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Character
http://example.org/skyrim#Wyndelius_Gatharian,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Sneak
http://example.org/skyrim#Oghma_Infinium,http://example.org/skyrim#description,An ancient text containing the knowledge of Hermaeus Mora
http://example.org/skyrim#TsunFaction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Faction
http://example.org/skyrim#Fethis_Alor,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#Raven_Rock_Fethis_Services_Faction
http://example.org/skyrim#Bagrak,http://example.org/skyrim#hasRace,http://example.org/skyrim#Orc
http://example.org/skyrim#Madena,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Character
http://example.org/skyrim#Glass_Warhammer,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Ruminations_on_the_Elder_Scrolls,http://example.org/skyrim#relatedSkill,false
http://example.org/skyrim#Corpulus_Vinius,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Leifur,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#TownAngasMillFaction
http://example.org/skyrim#Ragnar,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Character
http://example.org/skyrim#Skyforge_Steel_Dagger,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Weapon
http://example.org/skyrim#De_Rerum_Dirennis,http://example.org/skyrim#cost,55
http://example.org/skyrim#Morwen,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#Actors_in_this_will_never_fill_world_interaction_aliases
http://example.org/skyrim#Thaer,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#Blood-Kin_of_the_Orcs
http://example.org/skyrim#Donnel,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#TownMarkarthFaction
http://example.org/skyrim#Minette_Vinius,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#CrimeFactionHaafingar
http://example.org/skyrim#Vanryth_Gatharian,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#ThievesGuildFaction_0(Agent)
http://example.org/skyrim#An_Explorer's_Guide_to_Skyrim,http://example.org/skyrim#description,A brief travel guide for adventuresome tourists in Skyrim
http://example.org/skyrim#Lockpicking,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Skill
http://example.org/skyrim#Horgeir,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Yngol_and_the_Sea-Ghosts,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Book
"http://example.org/skyrim#A_Kiss,_Sweet_Mother",http://example.org/skyrim#description,A description of the Black Sacrament in order to enlist the Dark Brotherhood
http://example.org/skyrim#Nagrub,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#Tribal_Orcs
http://example.org/skyrim#Mjoll_the_Lioness,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Character
http://example.org/skyrim#Calixto_Corrium,http://example.org/skyrim#hasRace,http://example.org/skyrim#Imperial
http://example.org/skyrim#Drelas,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#WarlockFaction
http://example.org/skyrim#Ma'jhad,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#Skill_Trainer
http://example.org/skyrim#HousecarlWhiterunCrimeFaction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Gralnach,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Character
http://example.org/skyrim#Idolaf_Battle-Born,http://example.org/skyrim#hasSkill,http://example.org/skyrim#One-handed
http://example.org/skyrim#Katria,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Archery
http://example.org/skyrim#Brynjolf,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#ThievesGuildFaction_0(Agent)
http://example.org/skyrim#Gularzob,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#TownLargashburFaction
http://example.org/skyrim#Muiri,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#PotentialMarriageFaction
http://example.org/skyrim#Balimund,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Speech
http://example.org/skyrim#Agrius's_Journal,http://example.org/skyrim#relatedSkill,false
http://example.org/skyrim#Venarus_Vulpin's_Journal,http://example.org/skyrim#authoredBy,http://example.org/skyrim#Venarus_Vulpin
http://example.org/skyrim#Scouts-Many-Marshes,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#Skill_Trainer
http://example.org/skyrim#Aphia_Velothi,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Dagur,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Gjuk,http://example.org/skyrim#locatedAt,http://example.org/skyrim#Dawnstar
http://example.org/skyrim#BardSingerInstrumentalOnlyFaction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Faction
http://example.org/skyrim#BYOHHousecarlHjaalmarchCrimeFaction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Faction
http://example.org/skyrim#Ancarion,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#DLC2SV02ThalmorCrimeFaction
"http://example.org/skyrim#Rising_Threat,_Vol._IV",http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Book
http://example.org/skyrim#Odar,http://example.org/skyrim#hasRace,http://example.org/skyrim#Nord
http://example.org/skyrim#Indara_Caerellia,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#CrimeFactionFalkreath
http://example.org/skyrim#The_Importance_of_Where,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Book
http://example.org/skyrim#The_Caller,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Alteration
"http://example.org/skyrim#2920,_Sun's_Height,_v7",http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Ode_To_The_Tundrastriders,http://example.org/skyrim#authoredBy,http://example.org/skyrim#Unknown
http://example.org/skyrim#The_Woodcutter's_Wife,http://example.org/skyrim#description,"A story of mistrust, murder, and magic"
http://example.org/skyrim#Arnbjorn,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Sneak
http://example.org/skyrim#Thongvor_Silver-Blood,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#Favor250QuestGiverFaction
http://example.org/skyrim#Heavy_Armor,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#The_Knights_of_the_Nine,http://example.org/skyrim#cost,70
http://example.org/skyrim#Stands-In-Shallows,http://example.org/skyrim#locatedAt,http://example.org/skyrim#Windhelm
http://example.org/skyrim#Stormcloak_Soldier,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Sneak
http://example.org/skyrim#Spider_Experiment_Notes,http://example.org/skyrim#description,nan
http://example.org/skyrim#DLC2RR01_Veleth_Ally_Faction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
"http://example.org/skyrim#The_Song_of_Pelinal,_v1",http://example.org/skyrim#cost,5
http://example.org/skyrim#Lemkil,http://example.org/skyrim#locatedAt,http://example.org/skyrim#Rorikstead
http://example.org/skyrim#Irileth,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#TownWhiterunFaction
http://example.org/skyrim#Jorleif,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#Ruling_Government
"http://example.org/skyrim#2920,_Second_Seed,_v5",http://example.org/skyrim#cost,60
http://example.org/skyrim#Ebony_Dagger,http://example.org/skyrim#damage,10
http://example.org/skyrim#Antecedants_of_Dwemer_Law,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Book
http://example.org/skyrim#Falas_Selvayn,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#WEServiceMiscMerchant
http://example.org/skyrim#Advances_in_Lockpicking,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Book
http://example.org/skyrim#Garakh,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Character
http://example.org/skyrim#Nazeem,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#Whiterun_Wintersand_Manor_Faction
http://example.org/skyrim#Cosnach,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#Favor017QuestGiverFaction
http://example.org/skyrim#Drevis_Neloren,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#CrimeFactionWinterhold
http://example.org/skyrim#Hunter's_Journal,http://example.org/skyrim#description,nan
http://example.org/skyrim#Ancient_Nord_War_Axe,http://example.org/skyrim#madeOf,War Axe
http://example.org/skyrim#Ahtar,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/skyrim#Character
http://example.org/skyrim#Orchendor,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Thongvor_Silver-Blood,http://example.org/skyrim#isMemberOf,http://example.org/skyrim#TownMarkarthFaction
http://example.org/skyrim#The_Journal_of_Ralis_Sedarys_-_Volume_23,http://example.org/skyrim#relatedSkill,false
http://example.org/skyrim#Aicantar,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Solutide_stables,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://example.org/skyrim#Florentius_Baenius,http://example.org/skyrim#hasSkill,http://example.org/skyrim#Speech
