Company,Model,Variant,Type,Seating_Capacity,Price,Fuel_Type,Wheelbase,Length,Width,Height,Boot_Space,Doors,Ground_Clearance,Kerb_Weight,Cruise_Control,Power_Steering,Displacement,Power,Torque,ABS,Airbags,Front_Brakes,Front_Suspension,Rear_Brakes,Rear_Suspension,Drivetrain,Gears,Price_Category,Offroad_Capability,Car_Dimensions
Datsun,Redi-Go,1.0 S,Hatchback,5.0,475800,Petrol,2348.0,3429,1560.0,1541.0,222.0,5.0,185.0,,,True,999.0,68.0,91.0,,,Ventilated Disc,Double Pivot Arm,Drum,H-type Torsion Beam,FWD,5.0,Budget,Low,Small
Datsun,Redi-Go,1.0 S Amt,Hatchback,5.0,533219,Petrol,2348.0,3429,1560.0,1541.0,222.0,5.0,185.0,,,True,999.0,68.0,91.0,,,Ventilated Disc,Double Pivot Arm,Drum,H-type Torsion Beam,FWD,5.0,Budget,Low,Small
Renault,Kwid,Rxe 0.8,Hatchback,5.0,431013,Petrol,2422.0,3731,1579.0,1490.0,300.0,5.0,184.0,669.0,,,799.0,54.0,72.0,True,True,Ventilated Disc,"Mac Pherson strut with Lower Transverse link, coil spring",Drum,Twist beam suspension with coil spring,FWD,6.0,Budget,Low,Small
Renault,Kwid,Std 0.8,Hatchback,5.0,345613,Petrol,2442.0,3731,1579.0,1490.0,300.0,5.0,184.0,669.0,,,799.0,54.0,72.0,True,True,Ventilated Disc,MacPherson Struts With Lower Transverse Links,Drum,Twist beam suspension with coil spring,FWD,5.0,Budget,Low,Small
Renault,Kwid,Rxl 0.8,Hatchback,5.0,467613,Petrol,2422.0,3731,1579.0,1490.0,300.0,5.0,184.0,669.0,,True,799.0,54.0,72.0,True,True,Ventilated Disc,MacPherson Struts With Lower Transverse Links,Drum,Twist beam suspension with coil spring,FWD,5.0,Budget,Low,Small
Renault,Kwid,Rxt 0.8,Hatchback,5.0,504213,Petrol,2422.0,3731,1580.0,1490.0,300.0,5.0,184.0,669.0,,True,799.0,54.0,72.0,True,True,Ventilated Disc,MacPherson Struts With Lower Transverse Links,Drum,Twist beam suspension with coil spring,FWD,5.0,Budget,Low,Small
Renault,Kwid,Rxt 1.0,Hatchback,5.0,528613,Petrol,2422.0,3731,1579.0,1490.0,300.0,5.0,184.0,669.0,,True,999.0,68.0,91.0,True,True,Ventilated Disc,"Mac Pherson strut with Lower Transverse link, coil spring",Drum,Twist beam suspension with coil spring,FWD,5.0,Budget,Low,Small
Renault,Kwid,Climber 1.0 Mt,Hatchback,5.0,554477,Petrol,2422.0,3731,1579.0,1490.0,300.0,5.0,184.0,669.0,,True,999.0,68.0,91.0,True,True,Ventilated Disc,"Mac Pherson strut with Lower Transverse link, coil spring",Drum,Twist beam suspension with coil spring,FWD,5.0,Budget,Low,Small
Renault,Kwid,Rxt Amt 1.0,Hatchback,5.0,565213,Petrol,2422.0,3731,1579.0,1490.0,300.0,5.0,184.0,669.0,,True,999.0,68.0,91.0,True,True,Ventilated Disc,"Mac Pherson strut with Lower Transverse link, coil spring",Drum,Twist beam suspension with coil spring,FWD,,Budget,Low,Small
Renault,Kwid,Climber Amt 1.0,Hatchback,5.0,591077,Petrol,2422.0,3731,1579.0,1490.0,300.0,5.0,184.0,669.0,,True,999.0,68.0,91.0,True,True,Ventilated Disc,"Mac Pherson strut with Lower Transverse link, coil spring",Drum,Twist beam suspension with coil spring,FWD,,Budget,Low,Small
Renault,Kwid,Rxt (O) 1.0,Hatchback,5.0,538007,Petrol,2422.0,3731,1579.0,1490.0,300.0,5.0,184.0,669.0,,True,999.0,68.0,91.0,True,True,Ventilated Disc,"Mac Pherson strut with Lower Transverse link, coil spring",Drum,Twist beam suspension with coil spring,FWD,5.0,Budget,Low,Small
Renault,Kwid,Rxt (O) Amt 1.0,Hatchback,5.0,574607,Petrol,2422.0,3731,1579.0,1490.0,300.0,5.0,184.0,669.0,,True,999.0,68.0,91.0,True,True,Ventilated Disc,"Mac Pherson strut with Lower Transverse link, coil spring",Drum,Twist beam suspension with coil spring,FWD,5.0,Budget,Low,Small
Renault,Kwid,Climber (O) Mt 1.0,Hatchback,5.0,563871,Petrol,2422.0,3731,1579.0,1490.0,300.0,5.0,184.0,669.0,,True,999.0,68.0,91.0,True,True,Ventilated Disc,"Mac Pherson strut with Lower Transverse link, coil spring",Drum,Twist beam suspension with coil spring,FWD,5.0,Budget,Low,Small
Renault,Kwid,Climber (O) Amt 1.0,Hatchback,5.0,600471,Petrol,2422.0,3731,1579.0,1490.0,300.0,5.0,184.0,669.0,,True,999.0,68.0,91.0,True,True,Ventilated Disc,"Mac Pherson strut with Lower Transverse link, coil spring",Drum,Twist beam suspension with coil spring,FWD,,Budget,Low,Small
Maruti Suzuki,Eeco,5 Str,MPV,5.0,429605,Petrol,2350.0,3675,1475.0,1800.0,400.0,5.0,160.0,920.0,,,1196.0,73.0,101.0,True,True,Ventilated Disc,McPherson struts,Drum,3 Link Rigid,RWD,5.0,Budget,Low,Small
Maruti Suzuki,Eeco,7 Str,MPV,7.0,464299,Petrol,2350.0,3675,1475.0,1800.0,250.0,5.0,160.0,940.0,,,1196.0,74.0,101.0,True,True,Ventilated Disc,McPherson struts,Drum,3 Link Rigid,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Eeco,5 Str With Ac+Htr,MPV,5.0,479419,Petrol,2350.0,3675,1475.0,1800.0,400.0,5.0,160.0,928.0,,,1196.0,73.0,101.0,,,Ventilated Disc,McPherson struts,Drum,3 Link Rigid,RWD,5.0,Budget,Low,Small
Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng,MPV,5.0,568589,CNG,2350.0,3675,1475.0,1800.0,400.0,5.0,160.0,1050.0,,,1196.0,62.0,85.0,True,True,Ventilated Disc,McPherson Strut,Drum,3 Link Rigid,RWD,5.0,Budget,Low,Small
Maruti Suzuki,Eeco,5 Str With Htr Cng,MPV,5.0,518811,CNG,2350.0,3675,1475.0,1800.0,400.0,5.0,160.0,1030.0,,,1196.0,62.0,85.0,True,True,Ventilated Disc,McPherson struts,Drum,3 Link Rigid,RWD,5.0,Budget,Low,Small
Maruti Suzuki,Alto K10,Lxi,Hatchback,5.0,460657,Petrol,2360.0,3545,1490.0,1475.0,177.0,5.0,160.0,745.0,,True,998.0,68.0,90.0,True,True,Ventilated Disc,Gas Filled Mc Pherson Strut,Drum,3-link rigid axle Suspension,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Alto K10,Vxi,Hatchback,5.0,480723,Petrol,2360.0,3545,1490.0,1475.0,177.0,5.0,160.0,750.0,,True,998.0,68.0,90.0,True,True,Ventilated Disc,Gas Filled Mc Pherson Strut,Drum,3-link rigid axle Suspension,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Alto K10,Lx,Hatchback,5.0,440228,Petrol,2360.0,3545,1490.0,1475.0,177.0,5.0,160.0,740.0,,,998.0,68.0,90.0,True,True,Ventilated Disc,Gas Filled Mc Pherson Strut,Drum,3-link rigid axle Suspension,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Alto K10,Vxi (O),Hatchback,5.0,496830,Petrol,2360.0,3620,1475.0,1460.0,177.0,5.0,160.0,755.0,,True,998.0,68.0,90.0,,True,Ventilated Disc,Gas Filled Mc Pherson Strut,Drum,3-link rigid axle Suspension,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Alto K10,Lxi Cng (O),Hatchback,5.0,536527,CNG,2360.0,3545,1490.0,1475.0,177.0,5.0,160.0,740.0,,True,998.0,59.0,78.0,,True,Ventilated Disc,Gas Filled Mc Pherson Strut,Drum,3-link rigid axle Suspension,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Alto K10,Vxi Amt (O),Hatchback,5.0,535041,Petrol,2360.0,3545,1490.0,1475.0,177.0,5.0,160.0,755.0,,True,998.0,68.0,90.0,,True,Ventilated Disc,Gas Filled Mc Pherson Strut,Drum,3-link rigid axle Suspension,FWD,5.0,Budget,Low,Small
Datsun,Go,D,Hatchback,5.0,457487,Petrol,2450.0,3788,1636.0,1507.0,265.0,5.0,180.0,864.0,,,1198.0,68.0,104.0,True,True,Ventilated Disc,MacPherson Strut with anti-roll bar,Drum,H-type Torsion Beam,FWD,5.0,Budget,Low,Small
Datsun,Go,T,Hatchback,5.0,571239,Petrol,2450.0,3788,1636.0,1507.0,265.0,5.0,180.0,864.0,,True,1198.0,68.0,104.0,True,True,Ventilated Disc,MacPherson Strut with anti-roll bar,Drum,H-type Torsion Beam,FWD,5.0,Budget,Low,Small
Datsun,Go,T (O),Hatchback,5.0,613040,Petrol,2450.0,3788,1636.0,1507.0,265.0,5.0,180.0,864.0,,True,1198.0,68.0,104.0,True,True,Ventilated Disc,MacPherson Strut with anti-roll bar,Drum,H-type Torsion Beam,FWD,5.0,Budget,Low,Small
Datsun,Go,A (O),Hatchback,5.0,609987,Petrol,2450.0,3788,1636.0,1507.0,265.0,5.0,180.0,864.0,,True,1198.0,68.0,104.0,True,True,Ventilated Disc,MacPherson Strut with anti-roll bar,Drum,H-type Torsion Beam,FWD,5.0,Budget,Low,Small
Datsun,Go,A,Hatchback,5.0,573387,Petrol,2450.0,3788,1636.0,1507.0,265.0,5.0,180.0,864.0,,True,1198.0,68.0,104.0,True,True,Ventilated Disc,MacPherson Strut with anti-roll bar,Drum,H-type Torsion Beam,FWD,5.0,Budget,Low,Small
Datsun,Go,T Vdc,Hatchback,5.0,644726,Petrol,2450.0,3788,1636.0,1507.0,265.0,5.0,180.0,864.0,,True,1198.0,68.0,104.0,True,True,Ventilated Disc,MacPherson Strut with anti-roll bar,Drum,H-type Torsion Beam,FWD,5.0,Budget,Low,Small
Datsun,Go,T (O) Vdc,Hatchback,5.0,674678,Petrol,2450.0,3788,1636.0,1507.0,265.0,5.0,180.0,864.0,,True,1198.0,68.0,104.0,True,True,Ventilated Disc,MacPherson Strut with anti-roll bar,Drum,H-type Torsion Beam,FWD,5.0,Budget,Low,Small
Datsun,Go,T Cvt,Hatchback,5.0,725246,Petrol,2450.0,3788,1636.0,1507.0,265.0,5.0,180.0,864.0,,True,1198.0,78.0,104.0,True,True,Ventilated Disc,MacPherson Strut with anti-roll bar,Drum,H-type Torsion Beam,FWD,5.0,Budget,Low,Small
Datsun,Go,T (O) Cvt,Hatchback,5.0,753978,Petrol,2450.0,3788,1636.0,1507.0,265.0,5.0,180.0,864.0,,True,1198.0,78.0,104.0,True,True,Ventilated Disc,MacPherson Strut with anti-roll bar,Drum,H-type Torsion Beam,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio Tour,H2,Hatchback,5.0,515381,Petrol,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,830.0,,True,998.0,68.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio Tour,H2 Cng,Hatchback,5.0,586417,CNG,2425.0,3695,1600.0,1560.0,235.0,5.0,165.0,915.0,,True,998.0,59.0,78.0,,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Hyundai,Santro,Era Mt,Hatchback,5.0,524587,Petrol,2400.0,3610,1645.0,1560.0,,4.0,,,,True,1086.0,69.0,99.04,True,True,,,,,FWD,5.0,Budget,Low,Small
Hyundai,Santro,Magna Mt,Hatchback,5.0,614867,Petrol,2400.0,3610,1645.0,1560.0,,4.0,,,,True,1086.0,69.0,99.04,True,True,,,,,FWD,5.0,Budget,Low,Small
Hyundai,Santro,Magna Mt Cng,Hatchback,5.0,668547,CNG,2400.0,3610,1645.0,1560.0,,4.0,,,,True,1086.0,59.0,99.04,True,True,,,,,FWD,5.0,Budget,Low,Small
Hyundai,Santro,Magna Amt,Hatchback,5.0,647807,Petrol,2400.0,3610,1645.0,1560.0,,4.0,,,,True,1086.0,69.0,10.1,True,True,Solid Disc,Mc Pherson Strut,Drum,Coupled Torsion Beam Axle,FWD,5.0,Budget,Low,Small
Hyundai,Santro,Sportz Mt,Hatchback,5.0,625847,Petrol,2400.0,3610,1645.0,1560.0,,4.0,,,,True,1086.0,69.0,10.1,True,True,Solid Disc,MacPherson Strut,Drum,Coupled Torsion Beam Axle,FWD,5.0,Budget,Low,Small
Hyundai,Santro,Sportz Mt Cng,Hatchback,5.0,706367,CNG,2400.0,3610,1645.0,1560.0,,4.0,,,,True,1086.0,59.0,8.3,True,True,Solid Disc,McPherson Strut,Drum,Coupled Torsion Beam Axle,FWD,5.0,Budget,Low,Small
Hyundai,Santro,Sportz Amt,Hatchback,5.0,696607,Petrol,2400.0,3610,1645.0,1560.0,,4.0,,,,True,1086.0,69.0,10.1,True,True,Solid Disc,Mc Pherson Struct,Drum,Coupled Torsion Beam Axle,FWD,5.0,Budget,Low,Small
Hyundai,Santro,Asta Mt,Hatchback,5.0,678917,Petrol,2400.0,3610,1645.0,1560.0,,4.0,,,,True,1086.0,69.0,99.04,True,True,,,,,FWD,5.0,Budget,Low,Small
Tata,Tiago,Revotron Xe,Hatchback,5.0,561200,Petrol,2400.0,3765,1677.0,1535.0,,5.0,,935.0,,True,1199.0,86.0,114.0,True,True,Ventilated Disc,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Drum,Semi-Independent; Twist beam with dual path strut,FWD,5.0,Budget,Low,Small
Tata,Tiago,Revotron Xt,Hatchback,5.0,634400,Petrol,2400.0,3746,1647.0,1535.0,242.0,5.0,170.0,930.0,,True,1199.0,86.0,114.0,True,True,Ventilated Disc,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Drum,Semi-Independent; Twist beam with dual path strut,FWD,5.0,Budget,Low,Small
Tata,Tiago,Revotron Xz,Hatchback,5.0,695400,Petrol,2400.0,3746,1647.0,1535.0,242.0,5.0,170.0,930.0,,True,1199.0,86.0,114.0,True,True,Ventilated Disc,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Drum,Semi-Independent; Twist beam with dual path strut,FWD,5.0,Budget,Low,Small
Tata,Tiago,Revotron Xz Plus,Hatchback,5.0,730780,Petrol,2400.0,3746,1647.0,1535.0,242.0,5.0,170.0,930.0,,True,1199.0,86.0,114.0,True,True,Ventilated Disc,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Drum,Semi-Independent; Twist beam with dual path strut,FWD,5.0,Budget,Low,Small
Tata,Tiago,Revotron Xz Plus Dual Tone,Hatchback,5.0,744200,Petrol,2400.0,3746,1647.0,1535.0,242.0,5.0,170.0,930.0,,True,1199.0,86.0,114.0,True,True,Ventilated Disc,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Drum,Semi-Independent; Twist beam with dual path strut,FWD,5.0,Budget,Low,Small
Tata,Tiago,Revotron Xza,Hatchback,5.0,756400,Petrol,2400.0,3746,1647.0,1535.0,240.0,5.0,170.0,930.0,,True,1199.0,86.0,114.0,True,True,Solid Disc,"Independent Lower Wishbone, McPherson Strut with coil Spring",Drum,Rear Twist beam with coil spring mounted on hydraulic shock absorbers,FWD,5.0,Budget,Low,Small
Tata,Tiago,Revotron Xza Plus,Hatchback,5.0,791780,Petrol,2400.0,3746,1647.0,1535.0,240.0,5.0,170.0,930.0,,True,1199.0,86.0,114.0,True,True,Solid Disc,"Independent Lower Wishbone, McPherson Strut with coil Spring",Drum,Rear Twist beam with coil spring mounted on hydraulic shock absorbers,FWD,5.0,Budget,Low,Small
Tata,Tiago,Revotron Xza Plus Dual Tone,Hatchback,5.0,805200,Petrol,2400.0,3746,1647.0,1535.0,240.0,5.0,170.0,930.0,,True,1199.0,86.0,114.0,True,True,Solid Disc,"Independent Lower Wishbone, McPherson Strut with coil Spring",Drum,Rear Twist beam with coil spring mounted on hydraulic shock absorbers,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio X,Vxi (O),Hatchback,5.0,586910,Petrol,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,810.0,,True,998.0,68.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio X,Vxi,Hatchback,5.0,579741,Petrol,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,810.0,,True,998.0,68.0,90.0,,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio X,Vxi Amt,Hatchback,5.0,632201,Petrol,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,810.0,,True,998.0,68.0,90.0,,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio X,Vxi Amt (O),Hatchback,5.0,639370,Petrol,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,810.0,,True,998.0,68.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio X,Zxi,Hatchback,5.0,609675,Petrol,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,810.0,,True,998.0,68.0,90.0,,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio X,Zxi (O),Hatchback,5.0,659227,Petrol,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,810.0,,True,998.0,68.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio X,Zxi Amt,Hatchback,5.0,662136,Petrol,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,810.0,,True,998.0,68.0,90.0,,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio X,Zxi Amt (O),Hatchback,5.0,673867,Petrol,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,810.0,,True,998.0,68.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Ignis,Alpha 1.2 Amt,Hatchback,5.0,870955,Petrol,2435.0,3700,1690.0,1595.0,260.0,5.0,180.0,860.0,,True,1197.0,83.0,113.0,True,True,Ventilated Disc,McPherson Strut,Drum,Torsion Beam,FWD,,Budget,Low,Small
Maruti Suzuki,Ignis,Alpha 1.2 Mt,Hatchback,5.0,813615,Petrol,2435.0,3700,1690.0,1595.0,260.0,5.0,180.0,860.0,,True,1197.0,83.0,113.0,True,True,Ventilated Disc,McPherson Strut,Drum,Torsion Beam,FWD,,Budget,Low,Small
Maruti Suzuki,Ignis,Delta 1.2 Amt,Hatchback,5.0,741566,Petrol,2435.0,3700,1690.0,1595.0,260.0,5.0,180.0,825.0,,True,1197.0,83.0,113.0,True,True,Ventilated Disc,McPherson Strut,Drum,Torsion Beam,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Ignis,Delta 1.2 Mt,Hatchback,5.0,684226,Petrol,2435.0,3700,1690.0,1595.0,260.0,5.0,180.0,825.0,,True,1197.0,83.0,113.0,True,True,Ventilated Disc,McPherson Strut,Drum,Torsion Beam,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Ignis,Sigma 1.2 Mt,Hatchback,5.0,589650,Petrol,2435.0,3700,1690.0,1595.0,260.0,5.0,180.0,825.0,,True,1197.0,83.0,113.0,True,True,Ventilated Disc,McPherson Strut,Drum,Torsion Beam,FWD,,Budget,Low,Small
Maruti Suzuki,Ignis,Zeta 1.2 Amt,Hatchback,5.0,768990,Petrol,2435.0,3700,1690.0,1595.0,260.0,5.0,180.0,,,True,1197.0,83.0,113.0,True,True,Ventilated Disc,McPherson Strut,Drum,Torsion Beam,FWD,,Budget,Low,Small
Maruti Suzuki,Ignis,Zeta 1.2 Mt,Hatchback,5.0,711650,Petrol,2435.0,3700,1690.0,1595.0,260.0,5.0,180.0,,,True,1197.0,83.0,113.0,True,True,Ventilated Disc,McPherson Strut,Drum,Torsion Beam,FWD,,Budget,Low,Small
Renault,Triber,Rxe,MUV,7.0,603900,Petrol,2636.0,3990,1739.0,1643.0,625.0,5.0,182.0,947.0,,True,999.0,72.0,96.0,True,True,Ventilated Disc,McPherson Strut,Drum,Torison Beam,FWD,5.0,Budget,Low,Small
Renault,Triber,Rxl,MUV,7.0,681980,Petrol,2636.0,3990,1739.0,1643.0,625.0,5.0,182.0,947.0,,True,999.0,72.0,96.0,True,True,Ventilated Disc,McPherson Strut,Drum,Torison Beam,FWD,5.0,Budget,Low,Small
Renault,Triber,Rxt,MUV,7.0,742980,Petrol,2636.0,3990,1739.0,1643.0,625.0,5.0,182.0,947.0,,True,999.0,72.0,96.0,True,True,Ventilated Disc,McPherson Strut,Drum,Torison Beam,FWD,5.0,Budget,Low,Small
Renault,Triber,Rxz,MUV,7.0,808860,Petrol,2636.0,3990,1739.0,1643.0,625.0,5.0,182.0,947.0,,True,999.0,72.0,96.0,True,True,Ventilated Disc,McPherson Strut,Drum,Torison Beam,FWD,5.0,Budget,Low,Small
Premier,Rio,Gx,SUV,5.0,617320,Petrol,2420.0,3970,1570.0,1730.0,454.0,5.0,200.0,1080.0,,True,1173.0,76.6,103.9,True,,Ventilated Disc,McPherson strut & coil spring,Drum,5 rods system,FWD,5.0,Budget,Medium,Small
Premier,Rio,Ex,SUV,5.0,693720,Diesel,2420.0,3970,1570.0,1730.0,454.0,5.0,200.0,1145.0,,True,1489.0,64.0,152.0,,,Solid Disc,McPherson strut & coil spring,Drum,5 rods system,FWD,5.0,Budget,Medium,Small
Premier,Rio,Glx,SUV,5.0,817400,Petrol,2420.0,3970,1570.0,1730.0,454.0,5.0,200.0,1080.0,,True,1173.0,76.6,103.9,True,,Ventilated Disc,McPherson strut & coil spring,Drum,5 rods system,FWD,5.0,Budget,Medium,Small
Premier,Rio,Dx,SUV,5.0,735660,Diesel,2420.0,3970,1570.0,1730.0,454.0,5.0,200.0,1145.0,,True,1489.0,64.0,152.0,True,,Ventilated Disc,McPherson strut & coil spring,Drum,5 rods system,FWD,5.0,Budget,Medium,Small
Premier,Rio,Lx,SUV,5.0,901580,Diesel,2420.0,3970,1570.0,1730.0,454.0,5.0,200.0,1145.0,,True,1489.0,64.0,152.0,True,,Ventilated Disc,McPherson strut & coil spring,Drum,5 rods system,FWD,5.0,Budget,Medium,Small
Premier,Rio,Crdi4,SUV,5.0,901580,Diesel,2420.0,3970,1570.0,1730.0,454.0,5.0,200.0,1145.0,,True,1248.0,72.0,183.0,True,,Ventilated Disc,McPherson strut & coil spring,Drum,5 rods system,FWD,5.0,Budget,Medium,Small
Toyota,Etios Liva,G,Hatchback,5.0,634766,Petrol,2460.0,3884,1695.0,1510.0,251.0,5.0,170.0,895.0,,True,1197.0,80.0,104.0,True,True,Ventilated Disc,MacPherson Strut,Drum,Torsion Beam,FWD,5.0,Budget,Low,Small
Toyota,Etios Liva,V,Hatchback,5.0,708820,Petrol,2460.0,3884,1695.0,1510.0,251.0,5.0,170.0,895.0,,True,1197.0,80.0,104.0,True,True,Ventilated Disc,MacPherson Strut,Drum,Torsion Beam,FWD,5.0,Budget,Low,Small
Toyota,Etios Liva,Gd,Hatchback,5.0,790316,Diesel,2460.0,3884,1695.0,1510.0,251.0,5.0,170.0,895.0,,True,1364.0,68.0,170.0,True,True,Ventilated Disc,MacPherson Strut,Drum,Torsion Beam,FWD,5.0,Budget,Low,Small
Toyota,Etios Liva,Vx,Hatchback,5.0,768600,Petrol,2460.0,3884,1695.0,1510.0,251.0,5.0,170.0,895.0,,True,1197.0,80.0,104.0,True,True,Ventilated Disc,MacPherson Strut,Drum,Torsion Beam,FWD,5.0,Budget,Low,Small
Toyota,Etios Liva,Vxd,Hatchback,5.0,908900,Diesel,2460.0,3884,1695.0,1510.0,251.0,5.0,170.0,895.0,,True,1364.0,68.0,170.0,True,True,Ventilated Disc,MacPherson Strut,Drum,Torsion Beam,FWD,5.0,Budget,Low,Small
