Id;Name
129;Kurogane
130;Kotarou Higuchi
131;Misha
132;Shia
133;Takashi Ayanokouji
134;Koboshi Uematsu
135;Hiroshi Mitarai
136;Louise Françoise Le Blanc de La Vallière
137;Saito Hiraga
138;Mitsuki Kouyama
139;Allen Walker
140;Yuu Kanda
141;Lenalee Lee
142;Komui Lee
143;Daisuke Niwa
144;Dark Mousy
145;Sakura Haruno
146;Negi Springfield
147;Kenshin Himura
148;Kaoru Kamiya
149;Sanosuke Sagara
150;Yahiko Myoujin
151;Megumi Takani
152;Kirara
153;Kambei Shimada
154;Katsushiro Okamoto
155;Gorobei Katayama
156;Shichiroji
157;Kikuchiyo
158;Heihachi Hayashida
159;Kyuzo
160;Tetsunosuke Ichimura
161;Souji Okita
162;Vash the Stampede
163;Toshizou Hijikata
164;Sanosuke Harada
165;Shinpachi Nagakura
166;Susumu Yamazaki
167;Yoh Asakura
168;Sousuke Sagara
169;Amidamaru
170;Anna Kyouyama
171;Ren Tao
172;Hao Asakura
173;Horokeu Usui
174;Manta Oyamada
175;Tazusa Sakurano
176;Pete Pumps
177;Ayumu Narumi
178;Hiyono Yuizaki
180;Sakaki
181;Tomo Takino
182;Koyomi Mizuhara
183;Ayumu Kasuga
185;Kantarou Ichinomiya
186;Haruka
187;Yukito Kunisaki
188;Misuzu Kamio
189;Rekka Hanabishi
190;Fuuko Kirisawa
191;Domon Ishijima
192;Tokiya Mikagami
193;Kaoru Koganei
194;Shima Katase
195;Kouta Otoyama
196;Arisa Glennorth
197;Azusa Hinomori
198;Tenma Tsukamoto
199;Kenji Harima
200;Ouji Karasuma
201;Eri Sawachika
202;Yakumo Tsukamoto
203;Mikoto Suou
204;Akira Takano
205;Haruki Hanai
206;Shigure Souma
207;Tooru Honda
208;Yuki Souma
209;Kyou Souma
210;Kisuke Urahara
211;Ran Fujimiya
212;Omi Tsukiyono
213;Ken Hidaka
214;Youji Kudou
215;Sena Izumi
216;Kyou Aguri
217;Sanzou Genjou
218;Gokuu Son
219;Hakkai Cho
220;Gojou Sha
221;Risa Harada
222;Riku Harada
223;Satoshi Hiwatari
224;Krad
225;Hideki Motosuwa
226;Hiromu Shinbo
227;Chii
228;Chitose Hibiya
229;Minoru Kokubunji
230;Kotoko
231;Sumomo
232;Yoshiyuki Kojima
233;Hiroyasu Ueda
234;Yumi Omura
235;Kimihiro Watanuki
236;Yuuko Ichihara
237;Takaya Ougi
238;Nobutsuna Naoe
239;Shuuhei Chiaki
240;Haruie Kakizaki
241;Kiba
242;Tsume
243;Hige
244;Toboe
245;Toushirou Hitsugaya
246;Gokuu Son
247;Chiyo Mihama
248;Nayuki Minase
249;Yuki Nagato
250;Ayu Tsukimiya
251;Haruhi Suzumiya
252;Kyon
253;Mikuru Asahina
254;Itsuki Koizumi
255;Ryouko Asakura
256;Tsuruya
257;Taniguchi
258;Kunikida
259;Satoshi Imamiya
260;Arumi Asahina
261;Masayoshi Asahina
262;Mune-mune
263;Sayaka Imamiya
264;Eutus
265;Aki
266;Kouhei
267;Satsuki Kusakabe
268;Mei Kusakabe
269;Totoro
270;Kanta Oogaki
271;Nekobus
272;Kaname Chidori
273;Teletha Testarossa
274;Tenchi Masaki
275;Pacifica Casull
276;Shannon Casull
277;Raquel Casull
278;Christopher Armalite
279;Winia Chester
280;Leopold Scorpse
281;Ayu Tateishi
282;Nina Sakura
283;Tetsushi Kaji
284;Hiroki Tsujiai
285;Yuta Kirishima
286;Rio
287;Maya Orihara
288;Hakuoro
289;Eruruu
290;Aruruu
291;Oboro
292;Benawi
293;Kurou
294;Touka
295;Yuzuha
296;Karura
297;Urtori
298;Kamyu
299;Robin Sena
300;Amon
301;Michael Lee
302;Haruto Sakaki
303;Miho Karasuma
304;Yurika Doujima
305;Sanji
306;Rock Lee
307;Guy Might
308;Yoshiyuki Taira
309;Chopper Tony Tony
310;Hanamichi Sakuragi
311;Kaede Rukawa
312;Ryota Miyagi
313;Hisashi Mitsui
314;Takenori Akagi
315;Mai Tokiha
316;Yuuichi Aizawa
317;Shiori Misaka
318;Makoto Sawatari
319;Mai Kawasumi
320;Akiko Minase
321;Kaori Misaka
322;Mishio Amano
323;Ritsuka Aoyagi
324;Ryouma Echizen
325;Kunimitsu Tezuka
326;Shuichiro Oishi
327;Shuusuke Fuji
328;Eiji Kikumaru
329;Takashi Kawamura
330;Sadaharu Inui
331;Takeshi Momoshiro
332;Kaoru Kaidou
333;Sayuri Kurata
334;Jun Kitagawa
335;Yamato Akitsuki
336;Suzuka Asahina
337;Honoka Sakurai
338;Miki Hashiba
339;Yasunobu Hattori
340;Yuuka Saotome
341;Megumi Matsumoto
342;Souichi Miyamoto
343;Tetsuhiko Kinugasu
344;Ayano Fujikawa
345;Miho Fujikawa
346;Kazuki Tsuda
347;Nana Shirakawa
348;Arima Emerson
349;Kenji Kobayakawa
350;Suzune Asahina
351;Greed
352;Shinobu Morita
353;Hagumi Hanamoto
354;Yuuta Takemoto
355;Takumi Mayama
356;Ayumi Yamada
357;Yukino Miyazawa
358;Souichirou Arima
359;Nao Yuuki
360;Alyssa Searrs
361;Joseph Glear
362;Miyu
363;Shizuru Fujino
364;Akira Okuzaki
365;Shizuru Viola
366;Kagura Souma
367;Momiji Souma
368;Hatori Souma
369;Hatsuharu Souma
370;Ayame Souma
371;Kisa Souma
372;Hiro Souma
373;Ritsu Souma
374;Akito Souma
375;Arisa Uotani
376;Saki Hanajima
377;Kazuma Souma
378;Akari Mizunashi
379;Alicia Florence
380;Aika S. Granzchesta
381;Akira E. Ferrari
382;Alice Carroll
383;Athena Glory
384;Chihiro Ogino
385;Haku
386;Haruko Kamio
387;Kanna
388;Uraha
389;Ryuuya
390;Mugen
391;Jin
392;Fuu Kasumi
393;Matsunosuke Shibui
394;Tomonoshin Shibui
395;Ryujiro Sasaki
396;Seizou Kasumi
397;Oniwakamaru
398;Hotaru
399;Rikiei Nagatomi
400;Daigorou
401;Osuzu
402;Sousuke Kawara
403;Heitarou Kawara
404;Ishimatsu
405;Manzou Sakami
406;Moronobu Hishikawa
407;Isaac Kitching
408;Shinsuke
409;Nagamitsu Sakonshougen
410;Bunta Ogura
411;Budoukiba
412;Enshirou Mariya
413;Motoharu Yano
414;Diva
415;Brandon Heat
416;Harunobu Madarame
417;Lelouch Lamperouge
418;Albert de Morcerf
419;The Count of Monte Cristo
420;Haydée Tebelin
421;Franz d'Epinay
422;Guts
423;Casca
424;Griffith
425;Ginko
426;Kozue Aoba
427;Mansairaku
428;Hikaru Minamoto
429;Yukari Hayasaka
430;George Koizumi
431;Isabella Yamamoto
432;Arashi Nagase
433;Miwako Sakurada
434;Eikichi Onizuka
435;Sorata Arisugawa
436;Kamui Shirou
437;Arashi Kishu
438;Yuzuriha Nekoi
439;Subaru Sumeragi
440;Karen Kasumi
441;Seiichiro Aoki
442;Fuuma Monou
443;Yuto Kigai
444;Satsuki Yatoji
445;Kusanagi Shiyu
446;Seishirou Sakurazuka
447;Nataku
448;Shogo Asagi
449;Kakyo Kuzuki
450;Tamami Chanohata
451;Ryuushi Shiratori
453;Kyouji Kagami
454;Judeau
455;Urumi Kanzaki
456;Cloud Strife
457;Dutch
458;Revy
459;Rokurou Okajima
460;Benny
461;Balalaika
462;Eda
463;Mihael Keehl
464;Nate River
465;Blue
466;Jin Tsurasawa
467;Gorou Honda
468;Karin Maaka
469;Kenta Usui
470;Winner Sinclair
471;Anju Maaka
472;Hikaru Shiina
473;Ren Maaka
474;Henry Maaka
475;Carrera Maaka
476;Maki Tokitou
477;Renton Thurston
478;Akari Kanzaki
479;Ichino Yanagida
480;Jessie Gartland
481;Tanya Natdhipytadd
482;Ayla V. Roznovsky
483;Chris Christopher
484;Anna Respighi
485;Kyou Mibu
486;Kyoushirou Mibu
487;Yuya Shiina
488;Hidetada Tokugawa
489;Migeira
490;Yukimura Sanada
491;Sasuke Sarutobi
492;Okuni Izumo no
493;Saizou Kirigakure
494;Seita
495;Setsuko
496;Shirou Emiya
497;Saber
498;Rin Tohsaka
499;Lancer
500;Sakura Matou
501;Shinji Matou
502;Rider
503;Illyasviel von Einzbern
504;Berserker
505;Taiga Fujimura
506;Kirei Kotomine
507;Howl
508;Sophie Hatter
509;Markl
510;Witch of the Waste
511;Yuzuru Narita
512;Tooru Kouno
513;Yuujirou Shihoudani
514;Mikoto Yutaka
515;Akira Sakamoto
516;Shuuya Arisada
517;Ryuusaki Kazushi
518;Hikaru Shidou
519;Umi Ryuuzaki
520;Fuu Hououji
521;Clef
522;Ferio
523;Presea
524;Emeraude
525;Zagato
526;Sora Hashiba
527;Sunao Fujimori
528;Matsuri Honjou
529;Kai Nanami
530;Shinichirou Minato
531;Gaku Ichikawa
532;Kai Nagase
533;Shizuku Tsukishima
534;Seiji Amasawa
535;Yuuko Harada
536;Seiya Tsukishima
537;Asako Tsukishima
538;Shiho Tsukishima
539;Nausicaä
540;Lord Yupa
541;Kushana
542;Kurotowa
543;Asbel
544;Lastelle
545;Himeno Awayuki
546;Hayate
547;Sasame
548;Kei
549;Goh
550;Mannen
551;Hajime
552;Shin
553;Takako
554;Mayune Awayuki
555;Mawata Awayuki
556;Kaoru Awayuki
557;Natsue Awayuki
558;Kallen Stadtfeld
559;Suzaku Kururugi
560;Creed Diskenth
561;Charden Flamberg
562;Kyouko Kirisaki
563;Kimura
564;Uryuu Ishida
565;Jo
566;Meg
567;Shizuka Doumeki
568;Himawari Kunogi
569;Zashiki-warashi
570;Miu Matsuoka
571;Chika Itou
572;Nobue Itou
573;Matsuri Sakuragi
574;Ana Coppola
575;Yasutora Sado
579;Megumi Momono
580;Sayoko Kurosaki
581;Asami Kurosaki
582;Yukio Haibara
583;Johnny Ryuusei
584;Miyabi Shirogane
585;Tsubasa Yamabuki
586;Risona Aizawa
587;Mizuho Amane
588;Erika Vermillion
589;Hiro Utsugi
590;Satsuki Matsuba
591;Michiyo Asagi
592;Ushimitsu Minazuki
593;Yu Minazuki
594;Mahiru Minazuki
595;Tachibana
596;Sakura Utsugi
597;Pippin
598;Rickert
599;Corkus
600;Zodd Nosferatu
601;Alucard
602;Gambino
603;Integra Fairbrook Wingates Hellsing
604;Void
605;Slan
606;Alexander Anderson
607;Ubik
608;Conrad
609;Walter C. Dornez
610;Enrico Maxwell
611;Gaston
612;Pip Bernadotte
613;Major
614;Charlotte Beatrix Marie Rhody Windam
615;King of Midland
616;Rip Van Winkle
617;Taii
618;Tubalcain Alhambra
619;Zorin Blitz
620;Schrödinger
621;Jan Valentine
622;Luke Valentine
623;Doc
624;Seras Victoria
625;Yumiko Takagi
626;Heinkel Wolfe
627;Haruko Haruhara
628;Kitsurubami
629;Kamon Nandaba
630;Naota Nandaba
631;Eri Ninamori
632;Mamimi Samejima
633;Canti
634;Amarao
635;Masashi Masamune
636;Gaku Manabe
637;Yuuma Kohinata
638;Haruhi Kamisaka
639;Anri Hiiragi
640;Otoha Kohinata
641;Hachisuke Takamizo
642;Vincent Law
643;Re-l Mayer
644;Pino
645;Iggy
646;Raul Creed
647;Kristeva
648;Daedalus Yumeno
649;Ergo Proxy
650;Lust
651;Envy
652;Yuzuki Kaede
653;Yuu Sakurano
654;Nagomi Fujikura
655;Aoi Kusunoki
656;Akari Midorikawa
657;Nanako Aoi
658;Karada Iokawa
659;Shouko Nogami
660;Hiro Iokawa
661;Tetsumasa Amino
662;Touko Amino
663;Alice L. Malvin
664;Randal Oland
665;Yanagi Sakoshita
666;Kurei
667;Kagerou
668;Ranma Saotome
669;Akane Tendou
670;Tsunayoshi Sawada
671;Reborn
672;Gintoki Sakata
673;Shinpachi Shimura
674;Kagura
675;Ginta Toramizu
676;Yukio Tanaka
677;Pu'ar
678;Bulma
679;Asuna Kagurazaka
680;Hazumu Osaragi
681;Yasuna Kamiizumi
682;Tomari Kurusu
683;Ayuki Mari
684;Asuta Soro
685;Namiko Tsuki
686;Hitoshi Sora
687;Jan Puu
688;Touru Osaragi
689;Kahoru Osaragi
690;Uruno
691;Sunako Nakahara
692;Shuuichi Shindou
693;Eiri Yuki
694;Hiroshi Nakano
695;Suguru Fujisaki
696;Tohma Seguchi
697;Tatsuha Uesugi
698;Mika Seguchi
699;Sakano
700;Claude Winchester
701;Nana Komatsu
702;Nana Osaki
703;Kyou Yamada
704;Asu Yamada
705;Genzou Hayashi
706;Kinko Echigoya
707;Ginko Echigoya
708;Ranko Saegusa
709;Masao Ichinokura
710;Naoya Kirihara
711;Naoto Kirihara
712;Shouko Futami
713;Meryl Stryfe
714;Milly Thompson
715;Legato Bluesummers
716;Guu
717;Kotomi Shiozaki
718;Kenzou Tenma
719;Johan Liebert
720;Anna Liebert
721;Heinrich Lunge
722;Nicholas D. Wolfwood
723;Nami
724;Usopp
725;Buggy
726;Vivi Nefertari
727;Shanks
728;Zabuza Momochi
729;Yuusuke Urameshi
730;Kazuma Kuwabara
731;Kurama
732;Hiei
733;Keiko Yukimura
734;Botan
735;Genkai
736;Yukina
737;Kouta
738;Lucy
740;Nana
741;Yuka
742;Mariko Kurama
743;Mayu
744;Setsuna Sakurazaki
745;Shizuma Hanazono
746;Nicol Amarfi
747;Utena Tenjou
748;Anthy Himemiya
749;Akio Ootori
750;Chuchu
751;Miki Kaoru
752;Juri Arisugawa
753;Touga Kiryuu
754;Nanami Kiryuu
755;Kyouichi Saionji
756;Belldandy
757;Aerith Gainsborough
758;Tifa Lockhart
759;Yusuke Mizuki
760;Rouge
761;Kaige
762;Meige
763;Hiroshi Karigari
764;Marie Karigari
766;Hibiki Kennou
767;Amagumo
768;Sei
769;Amy
770;Kyouhei Tachibana
771;Maria
772;Natsuki Kuga
773;Mikoto Minagi
774;Layla Hamilton
775;Sora Naegino
776;May Wong
777;Leon Oswald
778;Tyki Mikk
779;Lavi
780;Road Kamelot
781;Melissa Mao
782;Jirou Mochizuki
783;Kotarou Mochizuki
784;Mimiko Katsuragi
785;Cassandra Jill Warlock
786;Sei
787;Zelman Clock
788;Kelly Wong
789;Chan
790;Johan Tsang
791;Alice Eve
792;Yafuri Chao
793;Hibari Kusunogi
794;Adam Wong
795;Midori Sugiura
796;Nagi Homura
797;Cornelia li Britannia
798;Kumiko Yamaguchi
799;Shin Sawada
800;Teruo Kumai
801;Haruhiko Uchiyama
802;Tomoya Shinohara
803;Kyotarou Ooshima
804;Takeshi Noda
805;Rosetta Passel
806;Urd
807;Skuld
808;Keiichi Morisato
809;Anko Mitarashi
810;Sae Sawanoguchi
811;Nanaka Nakatomi
812;Akane Aikawa
813;Takeo Takakura
814;Ayanojou Aburatsubo
815;Leo Tsushima
816;Sunao Konoe
817;Shizuka Asada
818;Kinu Kanisawa
819;Nagomi Yashi
820;Otome Kurogane
821;Shinichi Samesuga
822;Subaru Date
823;Erika Kiriya
824;Yoshimi Satou
825;Noriko Nishizaki
826;Youhei Murata
827;Inori Oeyama
828;Honoka Konoe
829;Heizou Tachibana
830;Tsuchinaga
831;Nodoka Yashi
832;Mana Uraga
833;Tonfa Yan
834;Ichise
835;Misa Amane
836;Saya Otonashi
837;Riku Miyagusuku
838;Kai Miyagusuku
839;Souichirou Nagi
840;Bob Makihara
841;Maya Natsume
842;Aya Natsume
843;Masataka Takayanagi
844;Mitsuomi Takayanagi
845;Mamoru Takamura
846;Masaru Aoki
847;Tatsuya Kimura
848;Joel Goldschmidt VI
849;Haji
850;Kaori Kinjou
851;David
852;George Miyagusuku
853;Joel Goldschmidt
854;Irène
856;Van Argiano
857;Miranda Lotto
858;Millennium Earl
859;Mother Kinjou
860;Ted A. Adams
861;Phillip Rosenberg
862;Anna Marie
863;Grigori
864;Lewis
865;Mao Jahana
866;Amshel Goldsmith
867;Solomon Goldsmith
868;Moses
869;James Ironside
870;Nathan Mahler
871;Lulu
872;Aston Collins
873;Karman
874;Shiho Munakata
875;Akane Higurashi
876;Kazuya Kurauchi
877;Sarah Dupont
878;Ken Robbins
879;Cathy Taymor
880;Yuri Killian
881;Macquarie Thompson
882;Hajime Arakawa
883;Sonou Mori
884;Yutaka Tamaru
885;Keiichi Tamaru
886;Gudrif
887;Darth
888;Kyuu Renjo
889;Megumi Minami
890;Ryuu Amakusa
891;Kazuma Narusawa
892;Kintarou Tooyama
893;Monique
894;Min
895;Akihiro Okamura
896;Haruhiko Amami
897;Riko Fukamine
898;Kirino Konosaka
899;Chisa Fujimiya
900;Rinka Hokazono
901;Yukari Kamishiro
902;Masaki Edo
903;Nami Sato
904;Rangiku Matsumoto
905;Soi Fon
906;Renji Abarai
907;Byakuya Kuchiki
908;Yoruichi Shihouin
909;Kenpachi Zaraki
910;Yachiru Kusajishi
911;Zangetsu
912;Kyon's Sister
913;Vegeta
914;Piccolo
915;Takayuki Narumi
916;Haruka Suzumiya
917;Mitsuki Hayase
918;Akane Suzumiya
919;Shinji Taira
920;Ayu Daikuuji
921;Mayu Tamano
922;Ayumu Aizawa
923;Ryousuke Sakakura
924;Miki Miyama
925;Miku Miyama
926;Heigorou Suzuki
927;Wakkun
928;Takuma Kaburaki
929;Shione Unno
930;Akira Sukawara
931;Shirou Doumaru
932;Kisa Tanigawa
933;Rieko Yamato
934;Masaki Makabe
935;Shigeki Kobayakawa
936;Hana Tokimiya
937;Jirou Hatori
938;Asako Toudou
939;Akiyuki Kishiro
940;Dosshiru
941;Shisshin
942;Junko Aizawa
943;Mika Miyama
944;Sena Kobayakawa
945;Youichi Hiruma
946;Ryokan Kurita
947;Seijuurou Shin
948;Daikichi Komusubi
949;Kyousuke Imadori
950;Karen Ichijou
951;Kaede Nagase
952;Chisame Hasegawa
953;Evangeline Athanasia Katherine McDowell
954;Nodoka Miyazaki
955;Tarou Raimon
956;Haruto Sakuraba
957;Natsuhiko Taki
958;Mui
959;Julia Silverstein
960;Riku Aoba
961;Harry McKenzie
962;Sayuri Amamiya
963;Tsukasa Kasuga
964;Masakazu Tougou
965;Mina Yayoi
966;Koya Inukai
967;Lala Gonzalez
968;Hiyokokko
969;Itoko Osakabe
970;Sarah Adiemus
971;Kentarou Nara
972;Jirou Yoshidayama
973;Ganji Nishimoto
974;Momo Aikawa
975;Ayame Shiina
976;Itta Suzuki
977;Kyohei Doujima
978;Yuuka Fujikawa
979;Yusuke Kayama
980;Misora Kasuga
981;Konoka Konoe
982;Ako Izumi
983;Sayo Aisaka
984;Chachamaru Karakuri
985;Haruna Saotome
986;Akira Okouchi
987;Yuuna Akashi
988;Kazumi Asakura
989;Misa Kakizaki
990;Madoka Kugimiya
991;Yue Ayase
992;Kuu Fei
993;Makie Sasaki
994;Chizuru Naba
995;Sakurako Shiina
996;Ayaka Yukihiro
997;Satsuki Yotsuba
998;Fuuka Narutaki
999;Mana Tatsumiya
1000;Chao Lingshen
1001;Fumika Narutaki
1002;Zazie Rainyday
1003;Satomi Hakase
1004;Natsumi Murakami
1005;Shizuna Minamoto
1006;Hinoto
1007;Kotori Monou
1008;Kanoe
1009;Di Gi Charat
1010;Petit Charat
1011;Takurou Senba
1012;Majin Buu
1013;Gene Starwind
1014;Melfina
1015;James Hawking
1016;Aisha Clanclan
1017;Suzuka
1018;D
1019;Left Hand
1020;Leila
1021;Meier Link
1022;Charlotte Elbourne
1023;Kyle Marcus
1024;Grove Marcus
1025;Benge
1026;Borgoff Marcus
1027;Nolt Marcus
1028;Barbarois
1029;Caroline
1030;Mashira
1032;Rei-Ginsei
1033;Dan Lang
1034;Magnus Lee
1035;Ramika Lee
1036;Albert Chamomile
1037;Keitarou Urashima
1038;Naru Narusegawa
1039;Mutsumi Otohime
1040;Shinobu Maehara
1041;Motoko Aoyama
1042;Kaolla Su
1043;Mitsune Konno
1044;Arsene Lupin III
1045;Daisuke Jigen
1046;Goemon Ishikawa XIII
1047;Fujiko Mine
1048;Kouichi Zenigata
1049;Ahiru Arima
1050;Fakir
1051;Myuuto
1052;Ruu Kuroha
1053;Drosselmeyer
1054;Feena Fam Earthlight
1055;Tatsuya Asagiri
1056;Natsuki Takamizawa
1057;Mai Asagiri
1058;Sayaka Hozumi
1059;Mia Clementis
1060;Karen Clavius
1061;Midori Tooyama
1062;Jin Takamizawa
1063;Samon Takamizawa
1064;Takeshi Takano
1065;Wreathlit Noel
1066;Sefiria Fam Earthlight
1067;Haruhi Takamizawa
1068;Chiharu Asagiri
1069;Jürgen von Klügel
1070;Lyones Theo Earthlight
1071;Assistant
1072;Suigintou
1073;Shinku
1074;Laplace no Ma
1075;Sarah
1076;Gin
1077;Hana
1078;Miyuki
1079;Takamichi T. Takahata
1080;Grimmjow Jaegerjaquez
1081;Ulquiorra Cifer
1082;Wonderweiss Margela
1083;Ryuuken Ishida
1084;Shinji Hirako
1085;Kaname Tousen
1086;Sousuke Aizen
1087;Gin Ichimaru
1088;Jirou Souzousuke Shunsui Kyouraku
1089;Kon
1090;Kuukaku Shiba
1091;Ganju Shiba
1092;Momo Hinamori
1093;Izuru Kira
1094;Tatsuki Arisawa
1095;Shuuhei Hisagi
1096;Yuzu Kurosaki
1097;Isami Kondou
1098;Suzu Kitamura
1099;Saya
1100;Toshimaru Yoshida
1101;Heisuke Toudou
1102;Hajime Saitou
1104;Ayumu Yamazaki
1105;Suiseiseki
1106;Kanaria
1107;Souseiseki
1108;Hinaichigo
1109;Barasuishou
1110;Nunnally Lamperouge
1111;C.C.
1112;Gilbert G.P Guilford
1113;Jeremiah Gottwald
1114;Euphemia li Britannia
1115;Kaname Ougi
1116;Andreas Darlton
1117;Villetta Nu
1118;Kusakabe
1119;Kyoushirou Toudou
1120;Shirley Fenette
1121;Milly Ashford
1122;Rivalz Cardemonde
1123;Naoto Kouzuki
1124;Nina Einstein
1125;Shinichirou Tamaki
1126;Diethard Ried
1127;Nagata
1128;Clovis la Britannia
1129;Marianne vi Britannia
1130;Lloyd Asplund
1131;Cécile Croomy
1132;Kewell Soresi
1133;Umehito Nekozawa
1134;Shiro Takaoji
1135;Tooru Suzushima
1136;Ryouji Fujioka
1137;Yoshio Ootori
1138;Fuyumi Ootori
1139;Kirimi Nekozawa
1140;Kuretake
1141;Yuuichi Tate
1142;Kanako Kasugasaki
1143;Chizuru Maihara
1144;Hina Kamishiro
1145;Hinako Tsuwabuki
1146;Yasuchika Haninozuka
1147;Benio Amakusa
1148;Arai
1149;Yuzuru Suou
1150;Eclair Tonnerre
1151;Ikkaku Madarame
1152;Luppi Antenor
1153;D-Roy Linker
1154;Ilforte Grantz
1155;Edrad Liones
1156;Shawlong Qu Fong
1157;Nakeem Greendina
1158;Hiyori Sarugaki
1159;Yammy Llargo
1160;Akesato
1161;Ryouma Sakamoto
1162;Boy
1163;Girl
1164;Nanami Takahashi
1165;Masafumi Takeuchi
1166;Yuri Yamamoto
1167;Nana Yamamoto
1168;Mayuri Kurotsuchi
1169;Lina Inverse
1170;Eika Ichijou
1171;Karen Sonomiya
1172;Otoha Sakurano
1173;Souya Tougou
1174;Ryohei Tachibana
1175;Takumi Hayami
1176;Nanae Fujieda
1177;Daiji Ooto
1178;Kadowaki
1179;Akitaka Shima
1180;Rem Saverem
1181;Aaeru
1182;Neviril
1183;Morinas
1184;Shinichi Chiaki
1185;Megumi Noda
1186;Saiko Tagaya
1187;Ryuutarou Mine
1188;Masumi Okuyama
1189;Miyu Glear
1190;Takumi Tokiha
1191;Natsuki Kruger
1192;Iori
1193;Mai Tokiha
1194;Sara Gallagher
1195;Maya Bryce
1196;Juliet Nao Zhang
1197;Maria Graceburt
1198;Yukariko Steinberg
1199;Yohko Helene
1200;Nagi Daí Artai
1201;Sergay Wáng
1202;Yamada
1203;Sakomizu Cardinal
1204;Aoi Senoh
1205;Mimi
1207;Mikoto
1208;Akane Soir
1209;Chie Hallard
1210;Shiho Huit
1211;Irina Woods
1212;Tomoe Marguerite
1213;Miya Clochette
1214;Yayoi Alter
1215;Lilie Adean
1216;Erstin Ho
1217;Fia Gross
1218;Mashiro Blan de Windbloom
1219;Arika Yumemiya
1220;Nina Wáng
1221;Midori
1222;Rad
1223;Lumen
1224;Gal
1225;Dyne
1226;Yukino Chrysant
1227;Haruka Armitage
1228;Alyssa
1229;Lena Sayers
1230;Ein Lu
1231;Argos XIV Cardair
1232;Nguyen Bao
1233;Kazuya Krau-xeku
1234;Rosalie Claudel
1235;Laura Bianci
1236;Karla Bellini
1237;John Smith
1238;Aoshi Shinomori
1239;Bit Cloud
1240;Touda
1241;Mikako Kouda
1242;Tsutomu Yamaguchi
1243;Kaori Aso
1244;Hiroyuki Tokumori
1245;Keroro
1246;Giroro
1247;Tamama
1248;Kururu
1249;Dororo
1250;Kensuke Aida
1251;Ritsuko Akagi
1252;Shigeru Aoba
1253;Kouzou Fuyutsuki
1254;Hikari Horaki
1255;Makoto Hyuuga
1256;Maya Ibuki
1257;Gendou Ikari
1258;Yui Ikari
1259;Misato Katsuragi
1260;Ryouji Kaji
1261;Kaworu Nagisa
1262;Touji Suzuhara
1263;Auel Neider
1264;Yzak Joule
1265;Hiro Kunimi
1266;Meer Campbell
1267;Gilbert Durandal
1268;Heine Westenfluss
1270;Talia Gladys
1271;Mu La Flaga
